Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LA1=2_Wax1=0.txt
Log File Name:                   LA1=2_Wax1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            489313112
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LA1=2_Wax1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
23000	-52.606529	422	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.125634	0.000000	0.000000	0.125634	0.125634	0.125634	0.125634	0.621467	0.000000	0.319483	0.059050	9.182643	
24000	-52.212031	304	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.098463	0.000000	0.000000	0.098463	0.098463	0.098463	0.000000	0.523297	0.000000	0.476703	0.000000	1.791128	
25000	-51.758606	744	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.092519	0.000000	0.000000	0.000000	0.092519	0.092519	0.092519	1.000000	0.000000	0.000000	0.000000	4.255695	
26000	-52.508813	758	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.232467	0.000000	0.232467	0.232467	0.232467	0.232467	0.232467	0.344217	0.148386	0.294714	0.212683	11.136592	
27000	-52.216254	283	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.091853	0.000000	0.000000	0.091853	0.091853	0.091853	0.091853	0.447093	0.000000	0.423239	0.129668	5.208344	
28000	-51.395308	297	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.095758	0.095758	0.095758	0.095758	0.095758	0.095758	0.000000	0.281171	0.226702	0.367297	0.124830	1.968522	
29000	-51.346340	931	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.093265	0.000000	0.093265	0.093265	0.093265	0.093265	0.093265	0.373860	0.058499	0.372356	0.195284	4.811233	
30000	-59.209902	562	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.675608	3.675608	3.675608	3.675608	3.675608	3.675608	3.675608	0.250000	0.250000	0.250000	0.250000	4.623726	
31000	-51.294939	327	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.068081	0.000000	0.068081	0.068081	0.068081	0.068081	0.068081	0.318117	0.048531	0.417275	0.216076	5.974424	
32000	-52.892005	699	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.323565	0.323565	0.323565	0.323565	0.323565	0.323565	0.323565	0.263764	0.247962	0.249128	0.239146	8.010769	
33000	-52.805661	455	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.082109	0.082109	0.082109	0.082109	0.082109	0.082109	0.082109	0.298205	0.216748	0.296552	0.188494	0.125923	
34000	-50.951224	72	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.119592	0.119592	0.119592	0.119592	0.119592	0.119592	0.119592	0.277680	0.225098	0.278146	0.219076	1.462339	
35000	-51.824120	79	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.085727	0.085727	0.085727	0.085727	0.085727	0.085727	0.000000	0.272730	0.229121	0.374711	0.123437	4.226232	
36000	-54.113496	409	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.318038	0.318038	0.318038	0.318038	0.318038	0.318038	0.318038	0.265784	0.247868	0.248782	0.237566	1.471284	
37000	-51.091337	832	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.069526	0.069526	0.069526	0.069526	0.069526	0.069526	0.069526	0.248816	0.196202	0.350665	0.204317	0.419911	
38000	-51.675056	106	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.110352	0.000000	0.000000	0.000000	0.110352	0.110352	0.110352	1.000000	0.000000	0.000000	0.000000	4.267984	
39000	-51.062035	72	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.127263	0.000000	0.127263	0.127263	0.127263	0.127263	0.127263	0.367171	0.086295	0.342427	0.204106	1.438373	
40000	-51.764372	588	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.196630	0.196630	0.196630	0.196630	0.196630	0.196630	0.000000	0.310325	0.249542	0.261177	0.178956	3.400660	
41000	-50.982097	659	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.128107	0.000000	0.128107	0.128107	0.128107	0.128107	0.128107	0.343332	0.076177	0.365647	0.214844	2.208038	
42000	-51.507590	744	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.078348	0.078348	0.078348	0.078348	0.078348	0.078348	0.000000	0.271114	0.199339	0.445166	0.084382	0.771527	
43000	-51.408625	668	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.146694	0.146694	0.146694	0.146694	0.146694	0.146694	0.000000	0.324281	0.249388	0.286905	0.139426	14.709556	
44000	-52.010004	875	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.166313	0.000000	0.000000	0.166313	0.166313	0.166313	0.166313	0.540467	0.000000	0.353016	0.106517	7.116535	
45000	-54.279022	940	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.057144	0.000000	0.000000	0.057144	0.057144	0.057144	0.057144	0.289989	0.000000	0.497953	0.212058	7.025129	
46000	-51.116969	924	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.061737	0.000000	0.061737	0.061737	0.061737	0.061737	0.061737	0.256534	0.035472	0.478980	0.229015	0.570876	
47000	-52.729790	761	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.128003	0.000000	0.000000	0.000000	0.128003	0.128003	0.128003	1.000000	0.000000	0.000000	0.000000	5.294643	
48000	-52.337355	874	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.173530	0.000000	0.173530	0.173530	0.173530	0.173530	0.173530	0.394958	0.098425	0.316738	0.189879	0.107852	
49000	-50.912561	277	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.200846	0.200846	0.200846	0.200846	0.200846	0.200846	0.200846	0.277078	0.242254	0.253212	0.227455	0.645706	
50000	-54.025856	795	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.062819	0.062819	0.062819	0.062819	0.062819	0.062819	0.062819	0.106837	0.125575	0.439469	0.328119	0.217694	
51000	-51.207212	5	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.121596	0.121596	0.121596	0.121596	0.121596	0.121596	0.000000	0.309290	0.251104	0.277686	0.161920	12.045464	
52000	-51.523307	989	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.127186	0.127186	0.127186	0.127186	0.127186	0.127186	0.000000	0.343950	0.246349	0.283100	0.126601	1.555276	
53000	-52.253917	700	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.145087	0.000000	0.000000	0.145087	0.145087	0.145087	0.000000	0.596938	0.000000	0.403062	0.000000	7.354502	
54000	-50.994484	511	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.100348	0.100348	0.100348	0.100348	0.100348	0.100348	0.100348	0.292498	0.214611	0.296603	0.196288	0.704094	
55000	-52.421957	90	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.209934	0.209934	0.209934	0.209934	0.209934	0.209934	0.209934	0.294977	0.241383	0.249820	0.213821	5.862847	
56000	-52.716428	631	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.305787	0.305787	0.305787	0.305787	0.305787	0.305787	0.305787	0.260728	0.248381	0.249342	0.241548	3.896056	
57000	-52.560888	83	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.179079	0.179079	0.179079	0.179079	0.179079	0.179079	0.179079	0.295656	0.241856	0.249146	0.213342	0.403990	
58000	-51.711677	127	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.104204	0.000000	0.000000	0.104204	0.104204	0.104204	0.104204	0.522832	0.000000	0.383846	0.093322	3.041235	
59000	-52.090257	839	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.111845	0.000000	0.111845	0.111845	0.111845	0.111845	0.111845	0.380010	0.083365	0.339499	0.197126	1.075124	
60000	-50.680549	814	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.121017	0.000000	0.121017	0.121017	0.121017	0.121017	0.121017	0.398021	0.053875	0.366199	0.181905	3.750353	
61000	-50.488444	971	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.138806	0.138806	0.138806	0.138806	0.138806	0.138806	0.138806	0.308712	0.222266	0.274857	0.194165	0.737962	
62000	-51.820787	118	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.114864	0.000000	0.000000	0.114864	0.114864	0.114864	0.114864	0.554679	0.000000	0.368206	0.077115	5.033916	
63000	-51.508584	395	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.096558	0.096558	0.096558	0.096558	0.096558	0.096558	0.096558	0.256663	0.203740	0.319160	0.220437	0.849329	
64000	-50.426694	32	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.121743	0.121743	0.121743	0.121743	0.121743	0.121743	0.121743	0.287449	0.212256	0.301084	0.199211	5.233159	
65000	-51.072325	332	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.140800	0.140800	0.140800	0.140800	0.140800	0.140800	0.140800	0.312482	0.233063	0.258491	0.195963	3.615782	
66000	-51.317263	775	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.182590	0.182590	0.182590	0.182590	0.182590	0.182590	0.182590	0.326643	0.229621	0.258288	0.185448	6.432793	
67000	-51.617264	756	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.095373	0.095373	0.095373	0.095373	0.095373	0.095373	0.095373	0.306880	0.228898	0.265656	0.198566	3.544205	
68000	-51.963169	141	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.000000	0.320152	0.251714	0.267715	0.160419	6.590422	
69000	-52.675151	96	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.103890	0.103890	0.103890	0.103890	0.103890	0.103890	0.103890	0.260744	0.208965	0.304181	0.226110	3.220142	
70000	-51.759198	667	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.072722	0.000000	0.072722	0.072722	0.072722	0.072722	0.072722	0.240974	0.032417	0.492704	0.233904	12.758203	
71000	-51.141044	131	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.090200	0.090200	0.090200	0.090200	0.090200	0.090200	0.000000	0.349437	0.222735	0.343940	0.083889	1.772552	
72000	-52.033120	59	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.139138	0.000000	0.000000	0.139138	0.139138	0.139138	0.139138	0.600305	0.000000	0.330397	0.069298	8.669156	
73000	-53.823927	886	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.243801	0.243801	0.243801	0.243801	0.243801	0.243801	0.243801	0.264847	0.248004	0.248847	0.238302	1.269933	
74000	-51.458641	18	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.117201	0.117201	0.117201	0.117201	0.117201	0.117201	0.000000	0.309979	0.248484	0.278863	0.162674	2.572581	
75000	-51.492639	299	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.130805	0.130805	0.130805	0.130805	0.130805	0.130805	0.000000	0.327066	0.243537	0.307419	0.121978	11.157435	
76000	-52.486069	563	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.167212	0.000000	0.167212	0.167212	0.167212	0.167212	0.167212	0.431682	0.072248	0.325155	0.170915	12.835199	
77000	-52.334305	763	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.179988	0.179988	0.179988	0.179988	0.179988	0.179988	0.179988	0.306569	0.235988	0.254503	0.202941	19.733288	
78000	-51.303684	74	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.120014	0.120014	0.120014	0.120014	0.120014	0.120014	0.120014	0.296075	0.227329	0.277773	0.198824	47.477329	
79000	-51.012451	7	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.105341	0.105341	0.105341	0.105341	0.105341	0.105341	0.105341	0.280765	0.213634	0.298987	0.206614	27.605905	
80000	-51.967231	7	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.075821	0.075821	0.075821	0.075821	0.075821	0.075821	0.075821	0.199592	0.173143	0.380027	0.247238	15.569960	
81000	-59.209902	47	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	24.488731	24.488731	24.488731	24.488731	24.488731	24.488731	24.488731	0.250000	0.250000	0.250000	0.250000	14.178568	
82000	-52.905851	299	2	1	'Z 0 0 1 0 1 0 0 	D	0.000000	11.721607	11.721607	2.535335	11.721607	2.535335	11.721607	11.721607	0.250000	0.250000	0.250000	0.250000	15.420832	
83000	-52.798992	640	2	1	'Z 0 1 1 0 0 1 0 	D	0.000000	2.605348	31.187509	31.187509	2.605348	2.605348	31.187509	2.605348	0.250000	0.250000	0.250000	0.250000	28.717866	
84000	-53.765817	972	2	2	'Z 0 1 1 Z 0 1 0 	D	0.000000	2.209456	23.636705	23.636705	0.000000	2.209456	23.636705	2.209456	0.250000	0.250000	0.250000	0.250000	22.155839	
85000	-53.805559	635	2	3	'Z 0 1 0 Z 0 1 Z 	D	0.000000	2.293752	36.970523	2.293752	0.000000	2.293752	36.970523	0.000000	0.250000	0.250000	0.250000	0.250000	36.030711	
86000	-52.149124	44	2	1	'Z 0 1 1 0 0 1 1 	D	0.000000	14.063805	53.093922	53.093922	14.063805	14.063805	53.093922	53.093922	0.250000	0.250000	0.250000	0.250000	34.345298	
87000	-51.843802	214	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.080480	0.080480	0.080480	0.080480	0.080480	0.080480	0.000000	0.258975	0.220494	0.399853	0.120677	20.134129	
88000	-51.644162	918	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.126498	0.000000	0.126498	0.126498	0.126498	0.126498	0.126498	0.360819	0.115145	0.316460	0.207577	2.362593	
89000	-51.964730	810	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.134685	0.134685	0.134685	0.134685	0.134685	0.134685	0.134685	0.335885	0.226113	0.260313	0.177689	11.650665	
90000	-52.809494	213	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.308594	0.308594	0.308594	0.308594	0.308594	0.308594	0.308594	0.264673	0.247789	0.249113	0.238425	2.871148	
91000	-51.888377	52	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.148729	0.148729	0.148729	0.148729	0.148729	0.148729	0.000000	0.346279	0.241917	0.301022	0.110782	0.414003	
92000	-51.158024	44	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.109893	0.109893	0.109893	0.109893	0.109893	0.109893	0.000000	0.311562	0.221534	0.363934	0.102970	2.987603	
93000	-51.929542	904	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.074339	0.074339	0.074339	0.074339	0.074339	0.074339	0.074339	0.147556	0.133402	0.457169	0.261873	4.778373	
94000	-52.051971	44	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.186745	0.186745	0.186745	0.186745	0.186745	0.186745	0.000000	0.349095	0.246253	0.264304	0.140349	10.507858	
95000	-52.763164	15	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.129296	0.000000	0.129296	0.129296	0.129296	0.129296	0.129296	0.413158	0.087523	0.319141	0.180178	36.798287	
96000	-51.508706	495	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.087530	0.000000	0.000000	0.000000	0.087530	0.087530	0.087530	1.000000	0.000000	0.000000	0.000000	48.162566	
97000	-51.077405	770	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.128447	0.128447	0.128447	0.128447	0.128447	0.128447	0.000000	0.331123	0.235288	0.326437	0.107151	70.026829	
98000	-51.890383	149	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.066285	0.000000	0.000000	0.066285	0.066285	0.066285	0.066285	0.387425	0.000000	0.472088	0.140487	78.467689	
99000	-51.102960	884	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.104866	0.104866	0.104866	0.104866	0.104866	0.104866	0.104866	0.272748	0.206555	0.305452	0.215245	80.365403	
100000	-53.824771	920	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.302563	0.302563	0.302563	0.302563	0.302563	0.302563	0.302563	0.273784	0.246633	0.248335	0.231248	76.682215	
101000	-52.356051	177	2	1	'Z 0 1 1 0 0 1 1 	D	0.000000	29.961234	93.769085	93.769085	29.961234	29.961234	93.769085	93.769085	0.250000	0.250000	0.250000	0.250000	82.736246	
102000	-50.656770	151	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.093615	0.000000	0.093615	0.093615	0.093615	0.093615	0.093615	0.392293	0.043373	0.387416	0.176917	89.641866	
103000	-53.013571	409	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.097762	0.097762	0.097762	0.097762	0.097762	0.097762	0.097762	0.215551	0.199423	0.326747	0.258279	98.690142	
104000	-52.312339	181	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.091941	0.091941	0.091941	0.091941	0.091941	0.091941	0.091941	0.209022	0.185886	0.358674	0.246418	97.582037	
105000	-51.190430	458	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.165601	0.000000	0.165601	0.165601	0.165601	0.165601	0.165601	0.419393	0.069439	0.334920	0.176248	86.157087	
106000	-52.595011	543	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.118454	0.000000	0.000000	0.118454	0.118454	0.118454	0.118454	0.632194	0.000000	0.320934	0.046872	63.222355	
107000	-51.777340	582	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.080992	0.080992	0.080992	0.080992	0.080992	0.080992	0.080992	0.232966	0.173441	0.380300	0.213292	64.998915	
108000	-51.362435	778	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.137683	0.000000	0.137683	0.137683	0.137683	0.137683	0.137683	0.381899	0.088038	0.333091	0.196972	64.227489	
109000	-54.801418	615	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.202080	0.000000	0.202080	0.202080	0.202080	0.202080	0.202080	0.450290	0.069002	0.319555	0.161152	61.043771	
110000	-51.705889	350	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.093828	0.093828	0.093828	0.093828	0.093828	0.093828	0.000000	0.271939	0.214162	0.394606	0.119293	51.757051	
111000	-51.793513	619	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.117610	0.000000	0.117610	0.117610	0.117610	0.117610	0.117610	0.399740	0.074636	0.339342	0.186282	50.581549	
112000	-50.729339	132	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.096172	0.000000	0.000000	0.000000	0.096172	0.096172	0.096172	1.000000	0.000000	0.000000	0.000000	42.408719	
113000	-52.437378	490	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.069230	0.000000	0.000000	0.069230	0.069230	0.069230	0.000000	0.490970	0.000000	0.509030	0.000000	53.277129	
114000	-51.511348	72	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.093059	0.093059	0.093059	0.093059	0.093059	0.093059	0.000000	0.275888	0.223433	0.374836	0.125843	31.492104	
115000	-51.842861	83	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.111147	0.111147	0.111147	0.111147	0.111147	0.111147	0.000000	0.312622	0.247681	0.295101	0.144596	20.346699	
116000	-56.645667	846	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.394193	0.394193	0.394193	0.394193	0.394193	0.394193	0.394193	0.252158	0.249754	0.249788	0.248301	14.688984	
117000	-50.890886	64	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.173911	0.173911	0.173911	0.173911	0.173911	0.173911	0.000000	0.300583	0.248526	0.274708	0.176182	16.979025	
118000	-52.502385	940	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.154450	0.154450	0.154450	0.154450	0.154450	0.154450	0.154450	0.296045	0.242087	0.248628	0.213241	25.346734	
119000	-52.567896	676	2	1	'Z 1 1 0 1 0 0 1 	D	0.000000	28.582140	28.582140	7.818970	28.582140	7.818970	7.818970	28.582140	0.250000	0.250000	0.250000	0.250000	20.161363	
120000	-53.769255	122	2	1	'Z 1 0 1 1 0 1 1 	D	0.000000	56.954988	12.487219	56.954988	56.954988	12.487219	56.954988	56.954988	0.250000	0.250000	0.250000	0.250000	34.635484	
121000	-51.427453	315	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.140734	0.140734	0.140734	0.140734	0.140734	0.140734	0.140734	0.336008	0.232736	0.252463	0.178792	43.426620	
122000	-51.115665	761	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.114578	0.114578	0.114578	0.114578	0.114578	0.114578	0.114578	0.293645	0.230291	0.268403	0.207661	49.685914	
123000	-51.887875	25	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.115556	0.000000	0.000000	0.115556	0.115556	0.115556	0.115556	0.536560	0.000000	0.363008	0.100432	59.368346	
124000	-53.284883	252	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.138675	0.000000	0.000000	0.000000	0.138675	0.138675	0.138675	1.000000	0.000000	0.000000	0.000000	60.991232	
125000	-51.399237	425	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.114609	0.114609	0.114609	0.114609	0.114609	0.114609	0.000000	0.367400	0.233803	0.303652	0.095145	66.145551	
126000	-50.377052	525	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.094421	0.094421	0.094421	0.094421	0.094421	0.094421	0.094421	0.268455	0.201635	0.326366	0.203544	53.659121	
127000	-59.209902	977	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	67.320440	67.320440	67.320440	67.320440	67.320440	67.320440	67.320440	0.250000	0.250000	0.250000	0.250000	58.350371	
128000	-51.458300	637	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.189044	0.189044	0.189044	0.189044	0.189044	0.189044	0.189044	0.284887	0.239514	0.255163	0.220437	58.888091	
129000	-51.748997	210	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.183693	0.183693	0.183693	0.183693	0.183693	0.183693	0.183693	0.280534	0.243898	0.250068	0.225500	77.451981	
130000	-51.025975	850	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.108761	0.000000	0.108761	0.108761	0.108761	0.108761	0.108761	0.407661	0.061981	0.350715	0.179642	91.203706	
131000	-52.099439	102	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.145415	0.000000	0.145415	0.145415	0.145415	0.145415	0.145415	0.309220	0.126041	0.328071	0.236668	96.492019	
132000	-59.209902	834	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	24.209657	24.209657	24.209657	24.209657	24.209657	24.209657	24.209657	0.250000	0.250000	0.250000	0.250000	90.269447	
133000	-54.181774	181	2	2	'Z 1 0 Z 1 0 0 1 	D	0.000000	99.048172	21.537205	0.000000	99.048172	21.537205	21.537205	99.048172	0.250000	0.250000	0.250000	0.250000	91.633687	
