Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LA1=0_Wax1=2.txt
Log File Name:                   LA1=0_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1026183720
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LA1=0_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
32000	-56.144353	134	1	2	'0 0 0 0 0 0 Z Z 	D	0.030031	0.030031	0.030031	0.030031	0.030031	0.030031	0.000000	0.000000	0.442548	0.352738	0.204713	0.000000	2.095549	
33000	-55.237559	186	1	1	'0 0 0 0 0 0 0 Z 	D	0.052494	0.052494	0.052494	0.052494	0.052494	0.052494	0.052494	0.000000	0.441496	0.243671	0.261110	0.053724	2.317543	
34000	-55.576165	450	1	0	'0 0 0 0 0 0 0 0 	I	0.057818	0.057818	0.057818	0.057818	0.057818	0.057818	0.057818	0.057818	0.437302	0.212605	0.235566	0.114526	0.946014	
35000	-57.294373	997	1	4	'0 0 Z 0 0 Z Z Z 	D	0.051770	0.051770	0.000000	0.051770	0.051770	0.000000	0.000000	0.000000	0.962089	0.000000	0.037911	0.000000	4.061217	
36000	-57.482861	644	1	1	'0 0 0 0 0 Z 0 0 	D	0.058565	0.058565	0.058565	0.058565	0.058565	0.000000	0.058565	0.058565	0.416102	0.385467	0.054872	0.143559	13.942989	
37000	-56.913879	293	1	2	'0 0 0 0 0 Z 0 Z 	D	0.069480	0.069480	0.069480	0.069480	0.069480	0.000000	0.069480	0.000000	0.337732	0.419418	0.046668	0.196183	7.071458	
38000	-56.151270	444	1	2	'0 0 0 0 0 0 Z Z 	D	0.060190	0.060190	0.060190	0.060190	0.060190	0.060190	0.000000	0.000000	0.495670	0.290070	0.214260	0.000000	4.380453	
39000	-54.833946	171	1	1	'0 0 0 0 0 0 0 Z 	D	0.044861	0.044861	0.044861	0.044861	0.044861	0.044861	0.044861	0.000000	0.433587	0.228417	0.281852	0.056145	26.281761	
40000	-55.064154	946	1	1	'0 0 0 0 0 0 0 Z 	D	0.060834	0.060834	0.060834	0.060834	0.060834	0.060834	0.060834	0.000000	0.394216	0.262870	0.249387	0.093526	29.040081	
41000	-56.719700	589	1	2	'0 0 Z 0 0 Z 0 0 	D	0.080622	0.080622	0.000000	0.080622	0.080622	0.000000	0.080622	0.080622	0.825610	0.017059	0.045874	0.111457	5.998376	
42000	-56.090752	99	1	2	'0 0 0 0 0 Z 0 Z 	D	0.070236	0.070236	0.070236	0.070236	0.070236	0.000000	0.070236	0.000000	0.356501	0.441203	0.034565	0.167732	0.102961	
43000	-56.775721	439	1	0	'0 0 0 0 0 0 0 0 	I	0.070535	0.070535	0.070535	0.070535	0.070535	0.070535	0.070535	0.070535	0.396643	0.208109	0.259235	0.136014	0.319340	
44000	-55.549185	549	1	2	'0 0 0 0 0 Z 0 Z 	D	0.064584	0.064584	0.064584	0.064584	0.064584	0.000000	0.064584	0.000000	0.365166	0.447102	0.029804	0.157927	2.213305	
45000	-56.180607	767	1	1	'0 0 0 0 0 0 0 Z 	D	0.074589	0.074589	0.074589	0.074589	0.074589	0.074589	0.074589	0.000000	0.371687	0.252580	0.258874	0.116858	10.409493	
46000	-58.502538	754	1	2	'0 0 0 Z 0 0 Z 0 	D	0.050437	0.050437	0.050437	0.000000	0.050437	0.050437	0.000000	0.050437	0.523892	0.060428	0.351554	0.064127	1.397503	
47000	-56.321075	466	1	1	'0 0 0 0 0 Z 0 0 	D	0.063887	0.063887	0.063887	0.063887	0.063887	0.000000	0.063887	0.063887	0.355300	0.452279	0.023593	0.168829	1.792264	
48000	-57.033746	533	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.056983	0.056983	0.000000	0.056983	0.000000	0.056983	0.056983	0.000000	1.000000	0.000000	0.000000	0.000000	2.284628	
49000	-59.971853	271	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.083601	0.083601	0.000000	0.083601	0.000000	0.083601	0.083601	0.000000	1.000000	0.000000	0.000000	0.000000	0.892250	
50000	-56.541889	609	1	0	'0 0 0 0 0 0 0 0 	I	0.088480	0.088480	0.088480	0.088480	0.088480	0.088480	0.088480	0.088480	0.398425	0.222122	0.243630	0.135824	1.781007	
51000	-55.773200	934	1	1	'0 0 0 0 0 0 0 Z 	D	0.085214	0.085214	0.085214	0.085214	0.085214	0.085214	0.085214	0.000000	0.319645	0.253764	0.269445	0.157146	1.113184	
52000	-56.283767	893	1	2	'0 0 Z 0 0 Z 0 0 	D	0.053650	0.053650	0.000000	0.053650	0.053650	0.000000	0.053650	0.053650	0.824653	0.020946	0.048117	0.106284	2.463401	
53000	-55.530599	900	1	0	'0 0 0 0 0 0 0 0 	I	0.065477	0.065477	0.065477	0.065477	0.065477	0.065477	0.065477	0.065477	0.362152	0.239120	0.240158	0.158570	2.375437	
54000	-58.271326	937	2	2	'Z 1 0 1 0 1 0 Z 	D	0.000000	3.960576	11.273875	3.960576	11.273875	3.960576	11.273875	0.000000	0.250000	0.250000	0.250000	0.250000	5.770980	
55000	-54.861138	995	2	2	'1 1 0 1 0 Z 0 Z 	D	0.143590	0.143590	0.385644	0.143590	0.385644	0.000000	0.385644	0.000000	0.232006	0.258280	0.216624	0.293091	1.248891	
56000	-57.551572	544	1	2	'0 0 0 0 0 Z 0 Z 	D	0.051818	0.051818	0.051818	0.051818	0.051818	0.000000	0.051818	0.000000	0.361257	0.449369	0.026034	0.163340	6.714589	
57000	-54.389415	328	1	1	'0 0 0 0 0 0 0 Z 	D	0.059674	0.059674	0.059674	0.059674	0.059674	0.059674	0.059674	0.000000	0.330186	0.262397	0.264260	0.143157	0.050919	
58000	-56.805196	39	1	2	'0 0 0 0 0 0 Z Z 	D	0.028108	0.028108	0.028108	0.028108	0.028108	0.028108	0.000000	0.000000	0.449260	0.327166	0.223574	0.000000	0.283206	
59000	-55.240436	929	1	2	'0 0 0 0 0 0 Z Z 	D	0.137867	0.137867	0.137867	0.137867	0.137867	0.137867	0.000000	0.000000	0.416625	0.306871	0.276504	0.000000	0.940702	
60000	-58.488935	29	1	3	'0 0 0 Z 0 0 Z Z 	D	0.061184	0.061184	0.061184	0.000000	0.061184	0.061184	0.000000	0.000000	0.493659	0.108401	0.397940	0.000000	0.510482	
61000	-58.092431	868	2	2	'Z 1 0 1 0 1 0 Z 	D	0.000000	3.795290	10.429395	3.795290	10.429395	3.795290	10.429395	0.000000	0.250000	0.250000	0.250000	0.250000	10.889972	
62000	-55.053993	729	1	0	'0 0 0 0 0 0 0 0 	I	0.068191	0.068191	0.068191	0.068191	0.068191	0.068191	0.068191	0.068191	0.459796	0.223652	0.212963	0.103589	0.706088	
63000	-54.749668	980	1	2	'0 0 0 0 0 0 Z Z 	D	0.047739	0.047739	0.047739	0.047739	0.047739	0.047739	0.000000	0.000000	0.492256	0.293190	0.214554	0.000000	5.504728	
64000	-54.622627	188	1	1	'0 0 0 0 0 0 0 Z 	D	0.052395	0.052395	0.052395	0.052395	0.052395	0.052395	0.052395	0.000000	0.404221	0.252188	0.268937	0.074654	0.047639	
65000	-54.421379	893	1	1	'0 0 0 0 0 0 Z 0 	D	0.047733	0.047733	0.047733	0.047733	0.047733	0.047733	0.000000	0.047733	0.509560	0.284198	0.177462	0.028781	9.353603	
66000	-55.009840	345	1	2	'0 0 0 0 0 0 Z Z 	D	0.054611	0.054611	0.054611	0.054611	0.054611	0.054611	0.000000	0.000000	0.502643	0.300821	0.196536	0.000000	7.477270	
67000	-55.311454	554	1	0	'0 0 0 0 0 0 0 0 	I	0.088862	0.088862	0.088862	0.088862	0.088862	0.088862	0.088862	0.088862	0.337531	0.243175	0.243711	0.175583	4.979978	
68000	-56.401011	419	1	1	'0 0 Z 0 0 0 0 0 	D	0.040397	0.040397	0.000000	0.040397	0.040397	0.040397	0.040397	0.040397	0.548444	0.014177	0.293936	0.143443	1.254145	
69000	-55.897847	594	1	1	'0 0 0 0 0 0 0 Z 	D	0.115079	0.115079	0.115079	0.115079	0.115079	0.115079	0.115079	0.000000	0.353426	0.251900	0.270734	0.123940	18.959787	
70000	-56.149738	214	1	2	'0 0 0 0 0 Z 0 Z 	D	0.061566	0.061566	0.061566	0.061566	0.061566	0.000000	0.061566	0.000000	0.341620	0.441640	0.035989	0.180750	20.560615	
71000	-54.557815	241	1	1	'0 0 0 0 0 0 0 Z 	D	0.048757	0.048757	0.048757	0.048757	0.048757	0.048757	0.048757	0.000000	0.400840	0.287196	0.225920	0.086044	26.712383	
72000	-55.334194	55	1	3	'0 0 0 0 0 Z Z Z 	D	0.060765	0.060765	0.060765	0.060765	0.060765	0.000000	0.000000	0.000000	0.444295	0.522366	0.033339	0.000000	15.511049	
73000	-59.182951	817	1	2	'0 0 0 0 Z Z 0 0 	D	0.047222	0.047222	0.047222	0.047222	0.000000	0.000000	0.047222	0.047222	0.404960	0.478131	0.000000	0.116909	14.419192	
74000	-56.479666	703	1	1	'0 0 0 0 0 0 Z 0 	D	0.101120	0.101120	0.101120	0.101120	0.101120	0.101120	0.000000	0.101120	0.343519	0.262342	0.252573	0.141565	2.986632	
75000	-58.678829	704	1	2	'0 0 0 Z 0 0 Z 0 	D	0.039386	0.039386	0.039386	0.000000	0.039386	0.039386	0.000000	0.039386	0.403182	0.041775	0.441417	0.113627	1.736735	
76000	-56.320622	199	1	1	'0 0 Z 0 0 0 0 0 	D	0.068888	0.068888	0.000000	0.068888	0.068888	0.068888	0.068888	0.068888	0.549466	0.022139	0.304494	0.123902	4.060594	
77000	-60.548838	656	1	0	'0 0 0 0 0 0 0 0 	I	0.041087	0.041087	0.041087	0.041087	0.041087	0.041087	0.041087	0.041087	0.454876	0.266052	0.176083	0.102989	10.964389	
78000	-57.562638	311	1	3	'0 0 Z Z 0 0 Z 0 	D	0.064700	0.064700	0.000000	0.000000	0.064700	0.064700	0.000000	0.064700	0.407900	0.000000	0.456462	0.135638	1.870407	
79000	-55.078841	543	1	0	'0 0 0 0 0 0 0 0 	I	0.039780	0.039780	0.039780	0.039780	0.039780	0.039780	0.039780	0.039780	0.433808	0.179144	0.273928	0.113120	0.921128	
80000	-54.522258	506	1	2	'0 0 0 0 0 0 Z Z 	D	0.078025	0.078025	0.078025	0.078025	0.078025	0.078025	0.000000	0.000000	0.409197	0.304983	0.285820	0.000000	0.431489	
81000	-55.147605	680	1	1	'0 0 0 0 0 0 0 Z 	D	0.128724	0.128724	0.128724	0.128724	0.128724	0.128724	0.128724	0.000000	0.369109	0.251070	0.262421	0.117400	18.363311	
82000	-55.173158	247	1	2	'0 0 0 0 0 0 Z Z 	D	0.055246	0.055246	0.055246	0.055246	0.055246	0.055246	0.000000	0.000000	0.489664	0.318734	0.191602	0.000000	17.853399	
83000	-58.138468	83	1	2	'0 0 0 0 0 Z 0 Z 	D	0.098369	0.098369	0.098369	0.098369	0.098369	0.000000	0.098369	0.000000	0.320143	0.375141	0.099689	0.205027	13.615352	
84000	-55.445154	94	1	2	'0 0 0 0 0 Z 0 Z 	D	0.062767	0.062767	0.062767	0.062767	0.062767	0.000000	0.062767	0.000000	0.339046	0.420848	0.049132	0.190974	20.614487	
85000	-54.260391	611	1	0	'0 0 0 0 0 0 0 0 	I	0.038742	0.038742	0.038742	0.038742	0.038742	0.038742	0.038742	0.038742	0.399771	0.247569	0.217788	0.134871	21.830424	
86000	-59.807005	535	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.126530	0.126530	0.126530	0.126530	0.126530	0.126530	0.126530	0.018942	0.485066	0.105354	0.390638	23.643161	
87000	-56.470467	443	1	3	'0 0 0 0 0 Z Z Z 	D	0.061334	0.061334	0.061334	0.061334	0.061334	0.000000	0.000000	0.000000	0.446252	0.524182	0.029566	0.000000	24.434031	
88000	-57.212421	627	1	4	'0 0 Z 0 0 Z Z Z 	D	0.088603	0.088603	0.000000	0.088603	0.088603	0.000000	0.000000	0.000000	0.859740	0.000000	0.140260	0.000000	38.163750	
89000	-55.002064	231	1	2	'0 0 0 0 0 0 Z Z 	D	0.062908	0.062908	0.062908	0.062908	0.062908	0.062908	0.000000	0.000000	0.492305	0.286879	0.220816	0.000000	53.415400	
90000	-55.520290	80	1	2	'0 0 0 0 0 0 Z Z 	D	0.049107	0.049107	0.049107	0.049107	0.049107	0.049107	0.000000	0.000000	0.479044	0.289861	0.231095	0.000000	51.206464	
91000	-59.450388	991	1	0	'0 0 0 0 0 0 0 0 	I	0.043989	0.043989	0.043989	0.043989	0.043989	0.043989	0.043989	0.043989	0.301916	0.264853	0.230780	0.202450	51.612429	
92000	-57.596206	130	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.061497	0.061497	0.000000	0.061497	0.000000	0.061497	0.061497	0.000000	1.000000	0.000000	0.000000	0.000000	43.777485	
93000	-57.706088	58	1	1	'0 0 0 0 0 0 0 Z 	D	0.094738	0.094738	0.094738	0.094738	0.094738	0.094738	0.094738	0.000000	0.343074	0.253626	0.261685	0.141615	39.569213	
94000	-56.709036	386	1	2	'0 0 0 0 0 0 Z Z 	D	0.110429	0.110429	0.110429	0.110429	0.110429	0.110429	0.000000	0.000000	0.444368	0.296197	0.259435	0.000000	30.379099	
95000	-54.615870	475	1	2	'0 0 0 0 0 0 Z Z 	D	0.058897	0.058897	0.058897	0.058897	0.058897	0.058897	0.000000	0.000000	0.431643	0.327367	0.240989	0.000000	7.567867	
96000	-57.252947	596	1	1	'0 0 0 0 0 Z 0 0 	D	0.087827	0.087827	0.087827	0.087827	0.087827	0.000000	0.087827	0.087827	0.407063	0.388071	0.048962	0.155904	0.533125	
97000	-56.303325	28	1	3	'0 0 0 0 0 Z Z Z 	D	0.066720	0.066720	0.066720	0.066720	0.066720	0.000000	0.000000	0.000000	0.461499	0.485316	0.053185	0.000000	3.931483	
98000	-55.379413	588	1	1	'0 0 0 0 0 0 Z 0 	D	0.081244	0.081244	0.081244	0.081244	0.081244	0.081244	0.000000	0.081244	0.386402	0.274855	0.243256	0.095488	3.336797	
99000	-56.602023	401	1	1	'0 0 0 0 0 Z 0 0 	D	0.084927	0.084927	0.084927	0.084927	0.084927	0.000000	0.084927	0.084927	0.384736	0.422484	0.033626	0.159155	6.723601	
100000	-54.862967	409	1	1	'0 0 0 0 0 0 0 Z 	D	0.079746	0.079746	0.079746	0.079746	0.079746	0.079746	0.079746	0.000000	0.361344	0.259392	0.264949	0.114316	1.943806	
101000	-57.701848	497	1	3	'0 0 0 Z 0 0 Z Z 	D	0.082172	0.082172	0.082172	0.000000	0.082172	0.082172	0.000000	0.000000	0.406705	0.071652	0.521643	0.000000	14.897012	
102000	-56.971754	699	1	2	'0 0 0 0 0 Z 0 Z 	D	0.112944	0.112944	0.112944	0.112944	0.112944	0.000000	0.112944	0.000000	0.285843	0.386976	0.080819	0.246362	4.290319	
103000	-56.211733	422	1	2	'0 0 0 0 0 Z 0 Z 	D	0.066649	0.066649	0.066649	0.066649	0.066649	0.000000	0.066649	0.000000	0.388621	0.428994	0.041980	0.140405	0.397313	
104000	-55.149161	554	1	0	'0 0 0 0 0 0 0 0 	I	0.085369	0.085369	0.085369	0.085369	0.085369	0.085369	0.085369	0.085369	0.340527	0.243175	0.242865	0.173433	0.046285	
105000	-58.299377	657	1	0	'0 0 0 0 0 0 0 0 	I	0.064942	0.064942	0.064942	0.064942	0.064942	0.064942	0.064942	0.064942	0.448675	0.203407	0.239391	0.108528	1.241528	
106000	-54.707241	857	1	0	'0 0 0 0 0 0 0 0 	I	0.075742	0.075742	0.075742	0.075742	0.075742	0.075742	0.075742	0.075742	0.346060	0.243750	0.240672	0.169519	3.085108	
107000	-55.530613	413	1	2	'0 0 0 0 0 0 Z Z 	D	0.040613	0.040613	0.040613	0.040613	0.040613	0.040613	0.000000	0.000000	0.461768	0.312210	0.226023	0.000000	0.893726	
108000	-55.563733	547	1	2	'0 0 0 0 0 0 Z Z 	D	0.061865	0.061865	0.061865	0.061865	0.061865	0.061865	0.000000	0.000000	0.505314	0.281782	0.212904	0.000000	3.381151	
109000	-60.303876	19	1	1	'0 0 0 Z 0 0 0 0 	D	0.099305	0.099305	0.099305	0.000000	0.099305	0.099305	0.099305	0.099305	0.304817	0.124616	0.345799	0.224768	4.166202	
110000	-53.336217	793	2	1	'1 1 Z 0 0 1 0 0 	D	0.179333	0.179333	0.000000	1.312945	1.312945	0.179333	1.312945	1.312945	0.250021	0.249964	0.250026	0.249989	2.016464	
111000	-55.764430	151	2	2	'0 0 Z 1 1 Z 1 1 	D	0.906050	0.906050	0.000000	8.018682	8.018682	0.000000	8.018682	8.018682	0.250000	0.250000	0.250000	0.250000	6.614750	
112000	-55.506431	829	2	1	'0 0 Z 1 1 0 1 1 	D	0.239580	0.239580	0.000000	3.982530	3.982530	0.239580	3.982530	3.982530	0.250000	0.250000	0.250000	0.250000	2.494753	
113000	-56.013638	983	2	1	'0 0 0 1 1 Z 1 1 	D	2.100560	2.100560	2.100560	18.987811	18.987811	0.000000	18.987811	18.987811	0.250000	0.250000	0.250000	0.250000	14.967238	
114000	-55.878873	422	2	0	'0 0 0 1 1 0 1 1 	D	4.001500	4.001500	4.001500	28.074044	28.074044	4.001500	28.074044	28.074044	0.250000	0.250000	0.250000	0.250000	35.364679	
115000	-55.832502	655	2	0	'0 0 0 1 1 0 1 1 	D	0.690769	0.690769	0.690769	6.068614	6.068614	0.690769	6.068614	6.068614	0.250000	0.250000	0.250000	0.250000	33.380315	
116000	-57.671045	510	2	0	'0 0 1 1 1 0 1 1 	D	4.949550	4.949550	33.733813	33.733813	33.733813	4.949550	33.733813	33.733813	0.250000	0.250000	0.250000	0.250000	20.914036	
117000	-57.847298	780	2	1	'0 Z 1 1 1 0 1 1 	D	6.148826	0.000000	18.869704	18.869704	18.869704	6.148826	18.869704	18.869704	0.250000	0.250000	0.250000	0.250000	19.634577	
118000	-56.731159	598	2	0	'0 0 1 1 1 0 1 0 	D	3.685645	3.685645	21.861605	21.861605	21.861605	3.685645	21.861605	3.685645	0.250000	0.250000	0.250000	0.250000	42.584620	
119000	-56.808776	121	2	0	'0 0 1 1 1 0 1 0 	D	10.076246	10.076246	44.945797	44.945797	44.945797	10.076246	44.945797	10.076246	0.250000	0.250000	0.250000	0.250000	55.176364	
120000	-56.713212	763	2	0	'0 0 1 1 1 0 1 0 	D	16.658330	16.658330	78.456084	78.456084	78.456084	16.658330	78.456084	16.658330	0.250000	0.250000	0.250000	0.250000	54.346201	
121000	-58.772606	63	2	0	'0 0 1 1 1 0 1 0 	D	1.804176	1.804176	17.237937	17.237937	17.237937	1.804176	17.237937	1.804176	0.250000	0.250000	0.250000	0.250000	41.653465	
122000	-56.805680	853	2	0	'0 0 1 1 1 0 1 0 	D	2.695544	2.695544	16.674303	16.674303	16.674303	2.695544	16.674303	2.695544	0.250000	0.250000	0.250000	0.250000	32.600963	
123000	-56.638276	58	2	2	'0 0 1 1 1 Z 1 Z 	D	13.189053	13.189053	70.037037	70.037037	70.037037	0.000000	70.037037	0.000000	0.250000	0.250000	0.250000	0.250000	43.180477	
124000	-56.710005	47	2	2	'0 0 1 1 1 Z 1 Z 	D	5.633228	5.633228	26.592383	26.592383	26.592383	0.000000	26.592383	0.000000	0.250000	0.250000	0.250000	0.250000	56.315729	
125000	-57.529133	610	2	0	'0 0 1 1 1 0 1 1 	D	19.060014	19.060014	54.977956	54.977956	54.977956	19.060014	54.977956	54.977956	0.250000	0.250000	0.250000	0.250000	61.384696	
126000	-61.874622	440	2	2	'0 0 1 Z 1 0 Z 1 	D	14.222348	14.222348	24.716792	0.000000	24.716792	14.222348	0.000000	24.716792	0.250000	0.250000	0.250000	0.250000	63.353096	
127000	-56.253139	542	2	1	'0 0 1 0 1 0 Z 1 	D	11.696082	11.696082	58.435122	11.696082	58.435122	11.696082	0.000000	58.435122	0.250000	0.250000	0.250000	0.250000	52.923944	
128000	-55.997736	518	2	0	'0 0 1 0 1 0 0 1 	D	13.155019	13.155019	50.429801	13.155019	50.429801	13.155019	13.155019	50.429801	0.250000	0.250000	0.250000	0.250000	72.454543	
129000	-56.640262	559	2	0	'0 0 1 0 1 0 0 0 	D	14.117651	14.117651	75.693981	14.117651	75.693981	14.117651	14.117651	14.117651	0.250000	0.250000	0.250000	0.250000	91.362258	
130000	-58.713216	134	2	0	'0 0 1 0 1 0 0 0 	D	3.650807	3.650807	34.578784	3.650807	34.578784	3.650807	3.650807	3.650807	0.250000	0.250000	0.250000	0.250000	71.313079	
131000	-55.879102	430	2	1	'0 0 1 0 1 Z 0 0 	D	14.298305	14.298305	64.745773	14.298305	64.745773	0.000000	14.298305	14.298305	0.250000	0.250000	0.250000	0.250000	71.498606	
132000	-57.228676	575	2	2	'0 0 1 Z 1 0 Z 0 	D	12.006506	12.006506	46.641841	0.000000	46.641841	12.006506	0.000000	12.006506	0.250000	0.250000	0.250000	0.250000	73.239447	
133000	-56.452988	745	2	2	'0 0 1 Z 1 0 0 Z 	D	7.145173	7.145173	36.518003	0.000000	36.518003	7.145173	7.145173	0.000000	0.250000	0.250000	0.250000	0.250000	78.606404	
134000	-56.715471	220	2	2	'0 0 1 Z 1 0 0 Z 	D	4.618512	4.618512	28.492094	0.000000	28.492094	4.618512	4.618512	0.000000	0.250000	0.250000	0.250000	0.250000	58.913736	
