Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_Wax1=2.txt
Log File Name:                   LL1=2_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1898597886
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
56000	-57.915919	264	1	2	'0 0 0 0 0 Z 0 Z 	D	0.074086	0.074086	0.074086	0.074086	0.074086	0.000000	0.074086	0.000000	0.363782	0.402150	0.069088	0.164980	0.284127	
57000	-55.815619	268	1	2	'0 0 0 0 0 Z 0 Z 	D	0.139733	0.139733	0.139733	0.139733	0.139733	0.000000	0.139733	0.000000	0.280379	0.337693	0.135237	0.246691	0.315279	
58000	-55.752221	317	1	1	'0 0 0 0 0 0 Z 0 	D	0.136303	0.136303	0.136303	0.136303	0.136303	0.136303	0.000000	0.136303	0.310175	0.270221	0.249550	0.170054	16.887720	
59000	-54.518020	271	1	2	'0 0 0 0 0 Z 0 Z 	D	0.182883	0.182883	0.182883	0.182883	0.182883	0.000000	0.182883	0.000000	0.242524	0.308489	0.155965	0.293022	22.146503	
60000	-59.957475	373	1	2	'0 0 Z 0 Z 0 0 0 	D	0.047727	0.047727	0.000000	0.047727	0.000000	0.047727	0.047727	0.047727	1.000000	0.000000	0.000000	0.000000	12.695720	
61000	-58.262521	885	1	3	'0 0 Z 0 Z Z 0 0 	D	0.094194	0.094194	0.000000	0.094194	0.000000	0.000000	0.094194	0.094194	1.000000	0.000000	0.000000	0.000000	11.971351	
62000	-56.188987	49	1	1	'0 0 0 0 0 Z 0 0 	D	0.243661	0.243661	0.243661	0.243661	0.243661	0.000000	0.243661	0.243661	0.251241	0.253834	0.245084	0.249842	4.411145	
63000	-59.729271	599	1	2	'0 0 0 Z 0 0 Z 0 	D	0.078533	0.078533	0.078533	0.000000	0.078533	0.078533	0.000000	0.078533	0.515189	0.105289	0.310825	0.068697	21.125071	
64000	-56.228877	218	1	3	'0 0 0 0 0 Z Z Z 	D	0.065949	0.065949	0.065949	0.065949	0.065949	0.000000	0.000000	0.000000	0.399410	0.546697	0.053893	0.000000	14.894805	
65000	-56.086477	963	1	2	'0 0 0 0 0 Z 0 Z 	D	0.210507	0.210507	0.210507	0.210507	0.210507	0.000000	0.210507	0.000000	0.251178	0.259731	0.234769	0.254321	8.250625	
66000	-55.161236	590	1	1	'0 0 0 0 0 0 0 Z 	D	0.079678	0.079678	0.079678	0.079678	0.079678	0.079678	0.079678	0.000000	0.371808	0.262390	0.241729	0.124073	5.617264	
67000	-55.974460	973	1	3	'0 0 0 0 0 Z Z Z 	D	0.224756	0.224756	0.224756	0.224756	0.224756	0.000000	0.000000	0.000000	0.370753	0.360653	0.268594	0.000000	0.571300	
68000	-58.082047	731	1	3	'0 0 Z 0 Z Z 0 0 	D	0.050182	0.050182	0.000000	0.050182	0.000000	0.000000	0.050182	0.050182	1.000000	0.000000	0.000000	0.000000	14.677859	
69000	-59.234285	731	1	3	'0 0 0 0 Z Z 0 Z 	D	0.095907	0.095907	0.095907	0.095907	0.000000	0.000000	0.095907	0.000000	0.252166	0.451150	0.000000	0.296684	11.474296	
70000	-54.864673	826	1	1	'0 0 0 0 0 0 0 Z 	D	0.103364	0.103364	0.103364	0.103364	0.103364	0.103364	0.103364	0.000000	0.324940	0.260881	0.252300	0.161879	26.112999	
71000	-55.441215	258	1	1	'0 0 0 0 0 0 0 Z 	D	0.062788	0.062788	0.062788	0.062788	0.062788	0.062788	0.062788	0.000000	0.341296	0.270950	0.238721	0.149034	13.818797	
72000	-56.438648	544	1	1	'0 0 0 0 0 0 0 Z 	D	0.058411	0.058411	0.058411	0.058411	0.058411	0.058411	0.058411	0.000000	0.433584	0.268107	0.206921	0.091387	5.886960	
73000	-56.481824	167	1	1	'0 0 0 0 0 Z 0 0 	D	0.090268	0.090268	0.090268	0.090268	0.090268	0.000000	0.090268	0.090268	0.328168	0.334030	0.136792	0.201009	4.477346	
74000	-56.030498	116	1	2	'0 0 0 0 0 Z 0 Z 	D	0.238363	0.238363	0.238363	0.238363	0.238363	0.000000	0.238363	0.000000	0.237387	0.279436	0.193655	0.289522	3.690005	
75000	-56.456416	172	1	2	'0 0 0 0 0 Z 0 Z 	D	0.084517	0.084517	0.084517	0.084517	0.084517	0.000000	0.084517	0.000000	0.313469	0.377856	0.089067	0.219608	9.945008	
76000	-56.920064	498	1	1	'0 0 0 0 0 0 Z 0 	D	0.061821	0.061821	0.061821	0.061821	0.061821	0.061821	0.000000	0.061821	0.433264	0.293477	0.208766	0.064493	2.690389	
77000	-57.622699	831	1	2	'0 0 Z 0 0 Z 0 0 	D	0.058286	0.058286	0.000000	0.058286	0.058286	0.000000	0.058286	0.058286	0.827327	0.011430	0.082248	0.078994	4.370416	
78000	-55.518519	371	1	3	'0 0 0 0 0 Z Z Z 	D	0.263997	0.263997	0.263997	0.263997	0.263997	0.000000	0.000000	0.000000	0.364838	0.301240	0.333922	0.000000	0.288162	
79000	-57.535233	746	1	1	'0 0 0 0 0 0 0 Z 	D	0.092410	0.092410	0.092410	0.092410	0.092410	0.092410	0.092410	0.000000	0.453427	0.244690	0.222743	0.079139	2.463730	
80000	-55.548936	757	1	3	'0 0 0 0 0 Z Z Z 	D	0.184438	0.184438	0.184438	0.184438	0.184438	0.000000	0.000000	0.000000	0.365769	0.367238	0.266993	0.000000	2.377256	
81000	-57.631805	40	1	1	'0 0 0 0 0 Z 0 0 	D	0.074745	0.074745	0.074745	0.074745	0.074745	0.000000	0.074745	0.074745	0.333332	0.411512	0.061229	0.193928	4.450176	
82000	-56.396815	794	1	1	'0 0 0 0 0 0 Z 0 	D	0.064655	0.064655	0.064655	0.064655	0.064655	0.064655	0.000000	0.064655	0.404801	0.282501	0.226838	0.085860	16.677022	
83000	-59.006884	680	1	1	'0 0 0 0 0 Z 0 0 	D	0.196499	0.196499	0.196499	0.196499	0.196499	0.000000	0.196499	0.196499	0.307651	0.315961	0.163072	0.213316	32.100491	
84000	-56.325379	317	1	3	'0 0 0 0 0 Z Z Z 	D	0.089125	0.089125	0.089125	0.089125	0.089125	0.000000	0.000000	0.000000	0.343896	0.565632	0.090472	0.000000	27.310709	
85000	-56.729053	813	1	2	'0 0 0 0 0 Z 0 Z 	D	0.236944	0.236944	0.236944	0.236944	0.236944	0.000000	0.236944	0.000000	0.257161	0.271277	0.221047	0.250515	12.052179	
86000	-58.211328	660	1	3	'0 0 0 0 Z Z 0 Z 	D	0.056975	0.056975	0.056975	0.056975	0.000000	0.000000	0.056975	0.000000	0.380721	0.476707	0.000000	0.142573	13.122388	
87000	-56.785863	973	1	2	'0 0 Z 0 Z 0 0 0 	D	0.124951	0.124951	0.000000	0.124951	0.000000	0.124951	0.124951	0.124951	1.000000	0.000000	0.000000	0.000000	1.903669	
88000	-56.130663	654	1	1	'0 0 Z 0 0 0 0 0 	D	0.071144	0.071144	0.000000	0.071144	0.071144	0.071144	0.071144	0.071144	0.609162	0.012049	0.291538	0.087250	7.426871	
89000	-60.146595	599	1	3	'0 0 0 Z 0 0 Z Z 	D	0.103115	0.103115	0.103115	0.000000	0.103115	0.103115	0.000000	0.000000	0.500878	0.144171	0.354951	0.000000	3.411297	
90000	-58.447554	599	1	1	'0 0 0 0 0 0 Z 0 	D	0.043426	0.043426	0.043426	0.043426	0.043426	0.043426	0.000000	0.043426	0.505110	0.363297	0.116427	0.015166	9.111751	
91000	-54.603653	995	1	2	'0 0 0 0 0 0 Z Z 	D	0.084619	0.084619	0.084619	0.084619	0.084619	0.084619	0.000000	0.000000	0.404809	0.321033	0.274158	0.000000	20.073406	
92000	-54.762846	995	1	2	'0 0 0 0 0 0 Z Z 	D	0.102948	0.102948	0.102948	0.102948	0.102948	0.102948	0.000000	0.000000	0.401179	0.316046	0.282775	0.000000	32.718106	
93000	-58.253692	906	1	1	'0 0 0 0 0 Z 0 0 	D	0.433406	0.433406	0.433406	0.433406	0.433406	0.000000	0.433406	0.433406	0.250481	0.252138	0.247311	0.250070	46.473749	
94000	-56.562397	483	1	3	'0 0 0 0 0 Z Z Z 	D	0.190458	0.190458	0.190458	0.190458	0.190458	0.000000	0.000000	0.000000	0.366563	0.357302	0.276134	0.000000	34.456185	
95000	-55.588055	356	1	3	'0 0 0 0 0 Z Z Z 	D	0.085923	0.085923	0.085923	0.085923	0.085923	0.000000	0.000000	0.000000	0.461757	0.490134	0.048109	0.000000	38.724910	
96000	-57.332404	958	1	2	'0 0 0 0 0 0 Z Z 	D	0.060620	0.060620	0.060620	0.060620	0.060620	0.060620	0.000000	0.000000	0.453806	0.323099	0.223095	0.000000	32.534508	
97000	-55.068817	813	1	2	'0 0 0 0 0 0 Z Z 	D	0.122834	0.122834	0.122834	0.122834	0.122834	0.122834	0.000000	0.000000	0.394387	0.318402	0.287211	0.000000	37.052717	
98000	-56.749561	785	1	1	'0 0 Z 0 0 0 0 0 	D	0.105792	0.105792	0.000000	0.105792	0.105792	0.105792	0.105792	0.105792	0.372461	0.089005	0.342668	0.195865	20.745788	
99000	-58.555768	130	1	2	'0 0 0 0 Z Z 0 0 	D	0.075755	0.075755	0.075755	0.075755	0.000000	0.000000	0.075755	0.075755	0.386971	0.479636	0.000000	0.133393	14.164380	
100000	-56.473180	861	1	2	'0 0 0 0 0 Z 0 Z 	D	0.075493	0.075493	0.075493	0.075493	0.075493	0.000000	0.075493	0.000000	0.348960	0.384720	0.081394	0.184927	17.953246	
101000	-55.231021	569	1	1	'0 0 0 0 0 0 Z 0 	D	0.071576	0.071576	0.071576	0.071576	0.071576	0.071576	0.000000	0.071576	0.438771	0.271501	0.218978	0.070750	13.504029	
102000	-55.929467	380	1	2	'0 0 0 0 0 Z 0 Z 	D	0.289813	0.289813	0.289813	0.289813	0.289813	0.000000	0.289813	0.000000	0.246532	0.271436	0.212862	0.269170	7.681299	
103000	-58.199381	77	1	2	'0 0 Z 0 Z 0 0 0 	D	0.071313	0.071313	0.000000	0.071313	0.000000	0.071313	0.071313	0.071313	1.000000	0.000000	0.000000	0.000000	0.876581	
104000	-54.918030	211	1	0	'0 0 0 0 0 0 0 0 	I	0.132091	0.132091	0.132091	0.132091	0.132091	0.132091	0.132091	0.132091	0.308436	0.251433	0.242471	0.197659	0.108676	
105000	-57.477697	940	1	1	'0 0 0 0 0 0 0 Z 	D	0.073541	0.073541	0.073541	0.073541	0.073541	0.073541	0.073541	0.000000	0.379848	0.258019	0.241974	0.120159	6.286841	
106000	-56.816642	267	1	3	'0 0 0 0 0 Z Z Z 	D	0.115477	0.115477	0.115477	0.115477	0.115477	0.000000	0.000000	0.000000	0.396685	0.444619	0.158696	0.000000	1.399862	
107000	-55.261806	298	1	1	'0 0 0 0 0 0 Z 0 	D	0.095753	0.095753	0.095753	0.095753	0.095753	0.095753	0.000000	0.095753	0.347374	0.277500	0.244772	0.130354	1.564621	
108000	-58.884951	646	1	2	'0 0 0 0 0 0 Z Z 	D	0.088267	0.088267	0.088267	0.088267	0.088267	0.088267	0.000000	0.000000	0.497816	0.296777	0.205407	0.000000	1.755726	
109000	-57.600126	795	1	3	'0 0 0 0 0 Z Z Z 	D	0.087649	0.087649	0.087649	0.087649	0.087649	0.000000	0.000000	0.000000	0.423583	0.518811	0.057606	0.000000	2.694970	
110000	-55.576467	677	1	2	'0 0 0 0 0 Z 0 Z 	D	0.201837	0.201837	0.201837	0.201837	0.201837	0.000000	0.201837	0.000000	0.243947	0.284593	0.190990	0.280471	3.861583	
111000	-56.183583	441	1	2	'0 0 0 0 0 0 Z Z 	D	0.100150	0.100150	0.100150	0.100150	0.100150	0.100150	0.000000	0.000000	0.445588	0.304913	0.249499	0.000000	1.324170	
112000	-55.410116	49	1	3	'0 0 0 0 0 Z Z Z 	D	0.258803	0.258803	0.258803	0.258803	0.258803	0.000000	0.000000	0.000000	0.363533	0.278151	0.358316	0.000000	1.658852	
113000	-55.074455	179	1	1	'0 0 0 0 0 0 0 Z 	D	0.084349	0.084349	0.084349	0.084349	0.084349	0.084349	0.084349	0.000000	0.407602	0.255927	0.237373	0.099097	3.390284	
114000	-58.317577	794	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.063640	0.063640	0.000000	0.063640	0.000000	0.063640	0.063640	0.000000	1.000000	0.000000	0.000000	0.000000	0.028350	
115000	-57.463378	372	1	1	'0 0 0 0 0 Z 0 0 	D	0.113836	0.113836	0.113836	0.113836	0.113836	0.000000	0.113836	0.113836	0.324921	0.347405	0.121902	0.205773	0.376142	
116000	-56.459577	578	1	3	'0 0 0 0 Z Z 0 Z 	D	0.107720	0.107720	0.107720	0.107720	0.000000	0.000000	0.107720	0.000000	0.268003	0.449495	0.000000	0.282502	2.903120	
117000	-54.721412	211	1	1	'0 0 0 0 0 0 0 Z 	D	0.094792	0.094792	0.094792	0.094792	0.094792	0.094792	0.094792	0.000000	0.340441	0.269242	0.240541	0.149776	0.455069	
118000	-58.704240	739	1	4	'0 0 Z 0 0 Z Z Z 	D	0.115541	0.115541	0.000000	0.115541	0.115541	0.000000	0.000000	0.000000	0.758460	0.000000	0.241540	0.000000	0.043648	
119000	-54.508162	78	1	3	'0 0 0 0 0 Z Z Z 	D	0.150394	0.150394	0.150394	0.150394	0.150394	0.000000	0.000000	0.000000	0.381837	0.475969	0.142194	0.000000	0.992071	
120000	-57.938297	143	1	3	'0 0 0 0 0 Z Z Z 	D	0.069386	0.069386	0.069386	0.069386	0.069386	0.000000	0.000000	0.000000	0.436144	0.519009	0.044847	0.000000	7.352434	
121000	-54.798511	158	1	0	'0 0 0 0 0 0 0 0 	I	0.112032	0.112032	0.112032	0.112032	0.112032	0.112032	0.112032	0.112032	0.322855	0.251128	0.239626	0.186390	16.391602	
122000	-58.147943	198	1	2	'0 0 0 0 0 Z 0 Z 	D	0.049650	0.049650	0.049650	0.049650	0.049650	0.000000	0.049650	0.000000	0.332650	0.486037	0.016471	0.164842	26.922649	
123000	-57.007882	772	1	3	'0 0 0 0 0 Z Z Z 	D	0.074793	0.074793	0.074793	0.074793	0.074793	0.000000	0.000000	0.000000	0.388405	0.528424	0.083171	0.000000	23.457252	
124000	-57.826473	735	1	4	'0 0 Z 0 0 Z Z Z 	D	0.043620	0.043620	0.000000	0.043620	0.043620	0.000000	0.000000	0.000000	0.972496	0.000000	0.027504	0.000000	35.580878	
125000	-55.034646	784	1	3	'0 0 0 0 0 Z Z Z 	D	0.125102	0.125102	0.125102	0.125102	0.125102	0.000000	0.000000	0.000000	0.426890	0.485507	0.087603	0.000000	41.602348	
126000	-56.465724	423	1	3	'0 0 0 0 0 Z Z Z 	D	0.159964	0.159964	0.159964	0.159964	0.159964	0.000000	0.000000	0.000000	0.360969	0.441226	0.197806	0.000000	26.648495	
127000	-57.045733	610	1	2	'0 0 0 0 0 Z 0 Z 	D	0.094373	0.094373	0.094373	0.094373	0.094373	0.000000	0.094373	0.000000	0.404517	0.391847	0.061620	0.142016	13.412840	
128000	-56.509810	992	1	4	'0 0 Z 0 0 Z Z Z 	D	0.238855	0.238855	0.000000	0.238855	0.238855	0.000000	0.000000	0.000000	0.548572	0.000000	0.451428	0.000000	3.511998	
129000	-54.893024	258	1	1	'0 0 0 0 0 0 0 Z 	D	0.096065	0.096065	0.096065	0.096065	0.096065	0.096065	0.096065	0.000000	0.319804	0.259840	0.253637	0.166719	4.214284	
130000	-55.598674	251	1	2	'0 0 0 0 0 Z 0 Z 	D	0.082690	0.082690	0.082690	0.082690	0.082690	0.000000	0.082690	0.000000	0.399170	0.418326	0.036790	0.145715	10.204152	
131000	-61.501536	933	1	2	'0 0 0 0 0 Z 0 Z 	D	0.155733	0.155733	0.155733	0.155733	0.155733	0.000000	0.155733	0.000000	0.305195	0.310783	0.185658	0.198364	8.010857	
132000	-57.989770	635	1	1	'0 0 0 0 0 Z 0 0 	D	0.136544	0.136544	0.136544	0.136544	0.136544	0.000000	0.136544	0.136544	0.295754	0.328441	0.148843	0.226963	6.109206	
133000	-54.632930	250	1	1	'0 0 0 0 0 0 0 Z 	D	0.067291	0.067291	0.067291	0.067291	0.067291	0.067291	0.067291	0.000000	0.400088	0.254295	0.240294	0.105323	14.686311	
