Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_Wax1=2.txt
Log File Name:                   LL1=2_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1898597886
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
134000	-54.520501	331	1	2	'0 0 0 0 0 Z 0 Z 	D	0.090347	0.090347	0.090347	0.090347	0.090347	0.000000	0.090347	0.000000	0.317047	0.371608	0.096919	0.214426	0.372513	
135000	-55.342488	478	1	2	'0 0 0 0 0 Z 0 Z 	D	0.165577	0.165577	0.165577	0.165577	0.165577	0.000000	0.165577	0.000000	0.242193	0.291803	0.179131	0.286873	7.213759	
136000	-55.323264	478	1	1	'0 0 0 0 0 0 0 Z 	D	0.122994	0.122994	0.122994	0.122994	0.122994	0.122994	0.122994	0.000000	0.294062	0.257406	0.254339	0.194192	2.451532	
137000	-54.842331	317	1	3	'0 0 0 0 0 Z Z Z 	D	0.134111	0.134111	0.134111	0.134111	0.134111	0.000000	0.000000	0.000000	0.360189	0.464560	0.175251	0.000000	2.720910	
138000	-58.270260	781	1	1	'0 0 0 0 0 0 0 Z 	D	0.099715	0.099715	0.099715	0.099715	0.099715	0.099715	0.099715	0.000000	0.416901	0.242173	0.250170	0.090756	1.434027	
139000	-54.817303	742	1	3	'0 0 0 0 0 Z Z Z 	D	0.087391	0.087391	0.087391	0.087391	0.087391	0.000000	0.000000	0.000000	0.391082	0.504906	0.104012	0.000000	0.253903	
140000	-57.321356	933	1	2	'0 0 0 0 0 Z 0 Z 	D	0.062176	0.062176	0.062176	0.062176	0.062176	0.000000	0.062176	0.000000	0.374790	0.456722	0.024843	0.143646	2.255687	
141000	-58.079830	649	1	1	'0 0 0 0 Z 0 0 0 	D	0.054218	0.054218	0.054218	0.054218	0.000000	0.054218	0.054218	0.054218	0.566232	0.330829	0.009940	0.092998	9.654846	
142000	-55.980915	137	1	2	'0 0 0 0 0 Z 0 Z 	D	0.059699	0.059699	0.059699	0.059699	0.059699	0.000000	0.059699	0.000000	0.334180	0.419872	0.050286	0.195662	0.682839	
143000	-54.972146	813	1	2	'0 0 0 0 0 Z 0 Z 	D	0.110421	0.110421	0.110421	0.110421	0.110421	0.000000	0.110421	0.000000	0.273071	0.371261	0.091970	0.263698	1.969302	
144000	-59.727823	878	1	2	'0 0 0 0 0 0 Z Z 	D	0.144842	0.144842	0.144842	0.144842	0.144842	0.144842	0.000000	0.000000	0.407325	0.308051	0.284624	0.000000	2.766742	
145000	-55.934144	864	1	4	'0 0 Z 0 0 Z Z Z 	D	0.092513	0.092513	0.000000	0.092513	0.092513	0.000000	0.000000	0.000000	0.747481	0.000000	0.252519	0.000000	1.162100	
146000	-56.905171	486	1	1	'0 0 0 0 0 Z 0 0 	D	0.274616	0.274616	0.274616	0.274616	0.274616	0.000000	0.274616	0.274616	0.250731	0.252664	0.246631	0.249974	6.934950	
147000	-57.346509	335	1	4	'0 0 Z 0 0 Z Z Z 	D	0.070577	0.070577	0.000000	0.070577	0.070577	0.000000	0.000000	0.000000	0.936383	0.000000	0.063617	0.000000	14.846691	
148000	-54.940653	964	1	0	'0 0 0 0 0 0 0 0 	I	0.090164	0.090164	0.090164	0.090164	0.090164	0.090164	0.090164	0.090164	0.361129	0.247339	0.232377	0.159156	15.315305	
149000	-54.470719	973	1	1	'0 0 0 0 0 0 0 Z 	D	0.107732	0.107732	0.107732	0.107732	0.107732	0.107732	0.107732	0.000000	0.341006	0.266368	0.243698	0.148929	4.268440	
150000	-57.156884	889	1	2	'0 0 0 0 0 Z 0 Z 	D	0.090395	0.090395	0.090395	0.090395	0.090395	0.000000	0.090395	0.000000	0.366047	0.445607	0.030409	0.157937	1.089862	
151000	-55.812216	813	1	1	'0 0 0 0 0 0 Z 0 	D	0.084493	0.084493	0.084493	0.084493	0.084493	0.084493	0.000000	0.084493	0.365736	0.287429	0.237761	0.109075	1.269921	
152000	-55.769456	331	1	0	'0 0 0 0 0 0 0 0 	I	0.096755	0.096755	0.096755	0.096755	0.096755	0.096755	0.096755	0.096755	0.342996	0.243179	0.242147	0.171679	5.660376	
153000	-57.781729	505	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.079709	0.079709	0.000000	0.079709	0.000000	0.079709	0.000000	0.079709	1.000000	0.000000	0.000000	0.000000	0.223282	
154000	-56.795883	280	1	1	'0 0 0 0 Z 0 0 0 	D	0.061937	0.061937	0.061937	0.061937	0.000000	0.061937	0.061937	0.061937	0.654564	0.287127	0.003332	0.054977	0.708333	
155000	-56.605615	766	1	1	'0 0 0 0 0 0 Z 0 	D	0.089211	0.089211	0.089211	0.089211	0.089211	0.089211	0.000000	0.089211	0.407326	0.281799	0.226505	0.084370	13.499507	
156000	-58.177876	374	1	1	'0 0 0 0 0 Z 0 0 	D	0.283299	0.283299	0.283299	0.283299	0.283299	0.000000	0.283299	0.283299	0.250466	0.252184	0.247253	0.250097	16.332778	
157000	-54.930576	93	1	3	'0 0 0 0 0 Z Z Z 	D	0.074961	0.074961	0.074961	0.074961	0.074961	0.000000	0.000000	0.000000	0.429998	0.510266	0.059736	0.000000	17.025384	
158000	-54.714711	462	1	3	'0 0 0 0 0 Z Z Z 	D	0.096260	0.096260	0.096260	0.096260	0.096260	0.000000	0.000000	0.000000	0.376344	0.497564	0.126092	0.000000	5.069665	
159000	-56.088031	794	1	3	'0 0 0 0 0 Z Z Z 	D	0.080725	0.080725	0.080725	0.080725	0.080725	0.000000	0.000000	0.000000	0.395544	0.497483	0.106973	0.000000	0.050158	
160000	-56.402909	298	1	4	'0 0 Z 0 0 Z Z Z 	D	0.077920	0.077920	0.000000	0.077920	0.077920	0.000000	0.000000	0.000000	0.802148	0.000000	0.197852	0.000000	5.085234	
161000	-56.881805	280	1	1	'0 0 0 0 0 Z 0 0 	D	0.065388	0.065388	0.065388	0.065388	0.065388	0.000000	0.065388	0.065388	0.462344	0.389684	0.031154	0.116818	2.417932	
162000	-58.156649	323	1	0	'0 0 0 0 0 0 0 0 	I	0.053556	0.053556	0.053556	0.053556	0.053556	0.053556	0.053556	0.053556	0.437520	0.258490	0.191092	0.112898	1.307831	
163000	-61.316636	132	1	2	'0 0 Z 0 Z 0 0 0 	D	0.037034	0.037034	0.000000	0.037034	0.000000	0.037034	0.037034	0.037034	1.000000	0.000000	0.000000	0.000000	0.639656	
164000	-56.989525	130	1	1	'0 0 0 0 0 Z 0 0 	D	0.057474	0.057474	0.057474	0.057474	0.057474	0.000000	0.057474	0.057474	0.372393	0.420623	0.033842	0.173142	19.258918	
165000	-62.174030	273	1	4	'0 0 Z 0 0 Z Z Z 	D	0.157974	0.157974	0.000000	0.157974	0.157974	0.000000	0.000000	0.000000	0.581568	0.000000	0.418432	0.000000	9.004813	
166000	-57.827176	691	1	2	'0 0 0 0 0 Z 0 Z 	D	0.067944	0.067944	0.067944	0.067944	0.067944	0.000000	0.067944	0.000000	0.409591	0.436935	0.023848	0.129627	0.187191	
167000	-56.670396	486	1	2	'0 0 0 0 0 Z 0 Z 	D	0.179266	0.179266	0.179266	0.179266	0.179266	0.000000	0.179266	0.000000	0.247103	0.282771	0.195919	0.274207	8.906999	
168000	-57.351383	811	1	1	'0 0 0 0 0 Z 0 0 	D	0.062169	0.062169	0.062169	0.062169	0.062169	0.000000	0.062169	0.062169	0.471640	0.404752	0.019474	0.104134	1.494752	
169000	-58.066718	157	1	1	'0 0 0 0 0 0 Z 0 	D	0.201064	0.201064	0.201064	0.201064	0.201064	0.201064	0.000000	0.201064	0.267491	0.253065	0.251914	0.227531	9.754988	
170000	-54.391483	331	1	2	'0 0 0 0 0 Z 0 Z 	D	0.080122	0.080122	0.080122	0.080122	0.080122	0.000000	0.080122	0.000000	0.325915	0.386958	0.078840	0.208287	1.288297	
171000	-55.990203	112	1	1	'0 0 0 0 0 0 0 Z 	D	0.081051	0.081051	0.081051	0.081051	0.081051	0.081051	0.081051	0.000000	0.299671	0.262718	0.250362	0.187249	7.295927	
172000	-56.227413	643	1	2	'0 0 0 0 0 Z 0 Z 	D	0.197392	0.197392	0.197392	0.197392	0.197392	0.000000	0.197392	0.000000	0.217576	0.312785	0.132646	0.336993	2.376444	
173000	-59.070860	990	1	0	'0 0 0 0 0 0 0 0 	I	0.046752	0.046752	0.046752	0.046752	0.046752	0.046752	0.046752	0.046752	0.480550	0.297593	0.137010	0.084847	0.673183	
174000	-59.540292	590	1	2	'0 0 0 Z Z 0 0 0 	D	0.114541	0.114541	0.114541	0.000000	0.000000	0.114541	0.114541	0.114541	0.457447	0.260990	0.076621	0.204942	6.266232	
175000	-57.817550	661	1	0	'0 0 0 0 0 0 0 0 	I	0.074918	0.074918	0.074918	0.074918	0.074918	0.074918	0.074918	0.074918	0.328093	0.274587	0.216297	0.181023	9.978830	
176000	-58.153593	215	1	0	'0 0 0 0 0 0 0 0 	I	0.057974	0.057974	0.057974	0.057974	0.057974	0.057974	0.057974	0.057974	0.393562	0.293642	0.179139	0.133658	4.730808	
177000	-58.713701	34	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.057484	0.057484	0.000000	0.057484	0.000000	0.057484	0.000000	0.057484	1.000000	0.000000	0.000000	0.000000	4.604094	
178000	-55.015986	271	1	0	'0 0 0 0 0 0 0 0 	I	0.134686	0.134686	0.134686	0.134686	0.134686	0.134686	0.134686	0.134686	0.291759	0.253515	0.243310	0.211417	0.769646	
179000	-58.740310	569	1	2	'0 0 0 Z Z 0 0 0 	D	0.096180	0.096180	0.096180	0.000000	0.000000	0.096180	0.096180	0.096180	0.573689	0.204284	0.045744	0.176282	3.723461	
180000	-56.917051	96	1	2	'0 0 0 0 0 0 Z Z 	D	0.050365	0.050365	0.050365	0.050365	0.050365	0.050365	0.000000	0.000000	0.448162	0.325168	0.226671	0.000000	11.758518	
181000	-55.554415	648	1	2	'0 0 0 0 0 0 Z Z 	D	0.074037	0.074037	0.074037	0.074037	0.074037	0.074037	0.000000	0.000000	0.505514	0.295626	0.198860	0.000000	21.526130	
182000	-56.363563	461	1	2	'0 0 0 0 0 Z 0 Z 	D	0.075610	0.075610	0.075610	0.075610	0.075610	0.000000	0.075610	0.000000	0.450230	0.402060	0.036677	0.111033	20.395099	
183000	-56.382152	981	1	3	'0 0 0 0 0 Z Z Z 	D	0.271764	0.271764	0.271764	0.271764	0.271764	0.000000	0.000000	0.000000	0.362413	0.264642	0.372945	0.000000	3.683693	
184000	-57.566458	654	1	3	'0 0 0 0 Z Z 0 Z 	D	0.057147	0.057147	0.057147	0.057147	0.000000	0.000000	0.057147	0.000000	0.339261	0.475702	0.000000	0.185037	6.296064	
185000	-55.270989	170	1	2	'0 0 0 0 0 0 Z Z 	D	0.118469	0.118469	0.118469	0.118469	0.118469	0.118469	0.000000	0.000000	0.397858	0.316917	0.285225	0.000000	1.054368	
186000	-55.142253	624	1	2	'0 0 0 0 0 0 Z Z 	D	0.130913	0.130913	0.130913	0.130913	0.130913	0.130913	0.000000	0.000000	0.383483	0.328553	0.287964	0.000000	4.546427	
187000	-60.944628	710	1	1	'0 0 0 Z 0 0 0 0 	D	0.096489	0.096489	0.096489	0.000000	0.096489	0.096489	0.096489	0.096489	0.365272	0.105973	0.352698	0.176057	5.230071	
188000	-58.319449	973	1	1	'0 0 0 0 0 0 0 Z 	D	0.236635	0.236635	0.236635	0.236635	0.236635	0.236635	0.236635	0.000000	0.291459	0.253431	0.257549	0.197560	8.962038	
189000	-56.936075	257	1	1	'0 0 0 0 0 0 Z 0 	D	0.187533	0.187533	0.187533	0.187533	0.187533	0.187533	0.000000	0.187533	0.294038	0.260315	0.252314	0.193333	0.705091	
190000	-56.651039	396	1	2	'0 0 0 0 0 Z 0 Z 	D	0.075867	0.075867	0.075867	0.075867	0.075867	0.000000	0.075867	0.000000	0.370994	0.423081	0.042562	0.163363	4.568735	
191000	-58.272768	962	1	4	'0 Z 0 0 0 Z Z Z 	D	0.173399	0.000000	0.173399	0.173399	0.173399	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	16.639327	
192000	-56.766935	266	1	3	'0 0 0 0 0 Z Z Z 	D	0.074810	0.074810	0.074810	0.074810	0.074810	0.000000	0.000000	0.000000	0.422768	0.510998	0.066234	0.000000	16.919379	
193000	-54.799354	813	1	1	'0 0 0 0 0 0 0 Z 	D	0.102240	0.102240	0.102240	0.102240	0.102240	0.102240	0.102240	0.000000	0.329747	0.265420	0.247014	0.157819	19.454806	
194000	-56.664492	803	1	2	'0 0 0 0 0 Z 0 Z 	D	0.403591	0.403591	0.403591	0.403591	0.403591	0.000000	0.403591	0.000000	0.254936	0.245991	0.260335	0.238738	24.546767	
195000	-59.625907	170	1	2	'0 0 Z 0 Z 0 0 0 	D	0.143506	0.143506	0.000000	0.143506	0.000000	0.143506	0.143506	0.143506	1.000000	0.000000	0.000000	0.000000	15.241589	
196000	-56.168487	98	1	1	'0 0 0 0 0 0 Z 0 	D	0.218805	0.218805	0.218805	0.218805	0.218805	0.218805	0.000000	0.218805	0.274991	0.254304	0.252827	0.217878	18.304486	
197000	-54.885192	973	1	1	'0 0 0 0 0 0 Z 0 	D	0.125324	0.125324	0.125324	0.125324	0.125324	0.125324	0.000000	0.125324	0.355344	0.275246	0.244440	0.124970	2.323839	
198000	-58.316272	796	1	1	'0 0 0 Z 0 0 0 0 	D	0.089504	0.089504	0.089504	0.000000	0.089504	0.089504	0.089504	0.089504	0.346675	0.057020	0.388112	0.208194	0.564690	
199000	-57.317102	483	1	2	'0 0 0 0 0 0 Z Z 	D	0.191962	0.191962	0.191962	0.191962	0.191962	0.191962	0.000000	0.000000	0.391828	0.305290	0.302882	0.000000	4.681998	
200000	-57.730555	129	1	4	'0 0 Z 0 0 Z Z Z 	D	0.079031	0.079031	0.000000	0.079031	0.079031	0.000000	0.000000	0.000000	0.772897	0.000000	0.227103	0.000000	5.565648	
201000	-55.648341	917	1	3	'0 0 0 0 0 Z Z Z 	D	0.111415	0.111415	0.111415	0.111415	0.111415	0.000000	0.000000	0.000000	0.401482	0.523381	0.075137	0.000000	10.517308	
202000	-54.993024	93	1	2	'0 0 0 0 0 Z 0 Z 	D	0.094301	0.094301	0.094301	0.094301	0.094301	0.000000	0.094301	0.000000	0.340713	0.383544	0.081535	0.194208	13.835776	
203000	-56.359717	448	1	2	'0 0 0 0 0 Z 0 Z 	D	0.272504	0.272504	0.272504	0.272504	0.272504	0.000000	0.272504	0.000000	0.242025	0.267382	0.215666	0.274926	4.593158	
204000	-57.201593	772	1	2	'0 0 0 0 0 Z 0 Z 	D	0.079761	0.079761	0.079761	0.079761	0.079761	0.000000	0.079761	0.000000	0.297904	0.387532	0.077361	0.237203	0.599101	
205000	-55.921383	175	1	3	'0 0 0 0 Z Z 0 Z 	D	0.094873	0.094873	0.094873	0.094873	0.000000	0.000000	0.094873	0.000000	0.340562	0.462945	0.000000	0.196494	0.290321	
206000	-57.530066	440	1	2	'0 0 0 0 0 Z 0 Z 	D	0.071431	0.071431	0.071431	0.071431	0.071431	0.000000	0.071431	0.000000	0.428576	0.440717	0.021093	0.109614	0.177109	
207000	-54.818836	864	1	3	'0 0 0 0 0 Z Z Z 	D	0.111019	0.111019	0.111019	0.111019	0.111019	0.000000	0.000000	0.000000	0.370925	0.479234	0.149841	0.000000	1.574546	
208000	-56.064664	995	1	2	'0 0 0 0 0 Z 0 Z 	D	0.186876	0.186876	0.186876	0.186876	0.186876	0.000000	0.186876	0.000000	0.263278	0.278999	0.213215	0.244508	4.653248	
209000	-55.698844	829	1	2	'0 0 0 0 0 Z 0 Z 	D	0.109246	0.109246	0.109246	0.109246	0.109246	0.000000	0.109246	0.000000	0.246891	0.327309	0.133652	0.292148	3.727989	
210000	-57.328864	390	1	4	'0 0 Z 0 0 Z Z Z 	D	0.081074	0.081074	0.000000	0.081074	0.081074	0.000000	0.000000	0.000000	0.916877	0.000000	0.083123	0.000000	7.620714	
211000	-56.599221	689	1	2	'0 0 0 0 0 Z 0 Z 	D	0.088969	0.088969	0.088969	0.088969	0.088969	0.000000	0.088969	0.000000	0.321713	0.388622	0.079126	0.210539	0.825484	
212000	-57.023716	731	1	2	'0 0 Z 0 0 Z 0 0 	D	0.071125	0.071125	0.000000	0.071125	0.071125	0.000000	0.071125	0.071125	0.709443	0.033882	0.124855	0.131820	4.651625	
213000	-55.445916	353	1	2	'0 0 0 0 0 Z 0 Z 	D	0.201432	0.201432	0.201432	0.201432	0.201432	0.000000	0.201432	0.000000	0.216015	0.299032	0.148930	0.336023	2.230116	
214000	-54.390934	331	1	2	'0 0 0 0 0 Z 0 Z 	D	0.077100	0.077100	0.077100	0.077100	0.077100	0.000000	0.077100	0.000000	0.328550	0.391550	0.073639	0.206260	2.959232	
215000	-57.701309	647	1	1	'0 0 0 0 0 0 Z 0 	D	0.122911	0.122911	0.122911	0.122911	0.122911	0.122911	0.000000	0.122911	0.307694	0.268103	0.250473	0.173730	3.748805	
216000	-55.633589	742	1	1	'0 0 0 0 0 Z 0 0 	D	0.081873	0.081873	0.081873	0.081873	0.081873	0.000000	0.081873	0.081873	0.326734	0.369755	0.091662	0.211849	14.806255	
217000	-57.608053	362	1	2	'0 0 0 0 0 Z 0 Z 	D	0.104601	0.104601	0.104601	0.104601	0.104601	0.000000	0.104601	0.000000	0.292763	0.351824	0.121376	0.234037	4.447240	
218000	-55.771006	624	1	4	'0 0 Z 0 0 Z Z Z 	D	0.118826	0.118826	0.000000	0.118826	0.118826	0.000000	0.000000	0.000000	0.717987	0.000000	0.282013	0.000000	2.107270	
219000	-58.217172	193	1	4	'0 0 Z 0 0 Z Z Z 	D	0.093266	0.093266	0.000000	0.093266	0.093266	0.000000	0.000000	0.000000	0.788448	0.000000	0.211552	0.000000	1.638517	
220000	-55.101563	331	1	1	'0 0 0 0 0 0 Z 0 	D	0.058338	0.058338	0.058338	0.058338	0.058338	0.058338	0.000000	0.058338	0.431904	0.278080	0.218483	0.071533	3.204602	
221000	-56.964837	638	1	3	'0 0 0 0 Z Z 0 Z 	D	0.070582	0.070582	0.070582	0.070582	0.000000	0.000000	0.070582	0.000000	0.318853	0.470112	0.000000	0.211035	9.828419	
222000	-57.414772	658	1	3	'0 0 0 0 0 Z Z Z 	D	0.117679	0.117679	0.117679	0.117679	0.117679	0.000000	0.000000	0.000000	0.428669	0.405702	0.165628	0.000000	2.100963	
223000	-60.169507	215	1	2	'0 0 0 0 Z Z 0 0 	D	0.081922	0.081922	0.081922	0.081922	0.000000	0.000000	0.081922	0.081922	0.351817	0.506103	0.000000	0.142080	3.870618	
224000	-55.880843	211	1	1	'0 0 Z 0 0 0 0 0 	D	0.123825	0.123825	0.000000	0.123825	0.123825	0.123825	0.123825	0.123825	0.436364	0.057719	0.342723	0.163193	3.328120	
225000	-56.004419	859	1	2	'0 0 0 0 0 Z 0 Z 	D	0.070558	0.070558	0.070558	0.070558	0.070558	0.000000	0.070558	0.000000	0.443846	0.407475	0.034785	0.113895	7.844427	
226000	-56.626982	784	1	4	'0 0 Z 0 0 Z Z Z 	D	0.144851	0.144851	0.000000	0.144851	0.144851	0.000000	0.000000	0.000000	0.767870	0.000000	0.232130	0.000000	0.929212	
227000	-57.116919	241	1	3	'0 0 0 0 0 Z Z Z 	D	0.076303	0.076303	0.076303	0.076303	0.076303	0.000000	0.000000	0.000000	0.430704	0.499985	0.069310	0.000000	6.407503	
228000	-57.774455	815	1	1	'0 0 0 0 0 Z 0 0 	D	0.078645	0.078645	0.078645	0.078645	0.078645	0.000000	0.078645	0.078645	0.393655	0.407082	0.041249	0.158014	0.366260	
229000	-56.181689	341	1	1	'0 0 0 0 0 0 0 Z 	D	0.063074	0.063074	0.063074	0.063074	0.063074	0.063074	0.063074	0.000000	0.433360	0.278794	0.192907	0.094938	4.010330	
230000	-56.908062	925	1	4	'0 0 Z 0 0 Z Z Z 	D	0.062340	0.062340	0.000000	0.062340	0.062340	0.000000	0.000000	0.000000	0.865131	0.000000	0.134869	0.000000	2.157870	
231000	-56.761140	689	1	1	'0 0 0 0 0 0 Z 0 	D	0.056312	0.056312	0.056312	0.056312	0.056312	0.056312	0.000000	0.056312	0.445727	0.288258	0.206115	0.059901	13.410875	
232000	-56.155463	975	1	2	'0 0 0 0 0 Z 0 Z 	D	0.046707	0.046707	0.046707	0.046707	0.046707	0.000000	0.046707	0.000000	0.426084	0.431561	0.021738	0.120617	19.356801	
233000	-55.441269	66	1	3	'0 0 0 0 0 Z Z Z 	D	0.092088	0.092088	0.092088	0.092088	0.092088	0.000000	0.000000	0.000000	0.456626	0.465527	0.077846	0.000000	24.896147	
234000	-58.524158	716	1	2	'0 0 0 0 Z Z 0 0 	D	0.056134	0.056134	0.056134	0.056134	0.000000	0.000000	0.056134	0.056134	0.460083	0.463265	0.000000	0.076652	39.498050	
235000	-55.973631	644	1	1	'0 0 0 0 0 0 0 Z 	D	0.043659	0.043659	0.043659	0.043659	0.043659	0.043659	0.043659	0.000000	0.469629	0.272300	0.182015	0.076056	35.519206	
236000	-55.079810	677	1	1	'0 0 0 0 0 0 0 Z 	D	0.125035	0.125035	0.125035	0.125035	0.125035	0.125035	0.125035	0.000000	0.299877	0.259441	0.253263	0.187419	33.409875	
237000	-56.151498	632	1	3	'0 0 0 0 0 Z Z Z 	D	0.075907	0.075907	0.075907	0.075907	0.075907	0.000000	0.000000	0.000000	0.414112	0.520977	0.064911	0.000000	40.779797	
238000	-57.204276	250	1	2	'0 0 Z 0 Z 0 0 0 	D	0.041531	0.041531	0.000000	0.041531	0.000000	0.041531	0.041531	0.041531	1.000000	0.000000	0.000000	0.000000	51.433219	
239000	-57.218860	244	1	1	'0 0 0 0 0 Z 0 0 	D	0.207790	0.207790	0.207790	0.207790	0.207790	0.000000	0.207790	0.207790	0.254924	0.276637	0.216620	0.251819	48.545174	
240000	-56.191676	518	1	3	'0 0 0 0 0 Z Z Z 	D	0.163701	0.163701	0.163701	0.163701	0.163701	0.000000	0.000000	0.000000	0.410352	0.442166	0.147482	0.000000	43.762556	
241000	-55.536706	803	1	2	'0 0 0 0 0 Z 0 Z 	D	0.183740	0.183740	0.183740	0.183740	0.183740	0.000000	0.183740	0.000000	0.252458	0.273650	0.213799	0.260093	22.476143	
242000	-54.629276	936	1	2	'0 0 0 0 0 Z 0 Z 	D	0.097365	0.097365	0.097365	0.097365	0.097365	0.000000	0.097365	0.000000	0.280913	0.355046	0.112774	0.251267	44.034163	
243000	-55.915019	774	1	3	'0 0 0 0 Z Z 0 Z 	D	0.108761	0.108761	0.108761	0.108761	0.000000	0.000000	0.108761	0.000000	0.223261	0.427632	0.000000	0.349107	35.787221	
244000	-56.513854	639	1	1	'0 0 0 0 0 Z 0 0 	D	0.113019	0.113019	0.113019	0.113019	0.113019	0.000000	0.113019	0.113019	0.331816	0.332111	0.137863	0.198210	30.192173	
245000	-56.681206	940	1	2	'0 0 0 0 0 0 Z Z 	D	0.043641	0.043641	0.043641	0.043641	0.043641	0.043641	0.000000	0.000000	0.452371	0.315855	0.231773	0.000000	34.325197	
246000	-55.467053	675	1	1	'0 0 0 0 0 0 0 Z 	D	0.073755	0.073755	0.073755	0.073755	0.073755	0.073755	0.073755	0.000000	0.384067	0.264881	0.233978	0.117074	31.204299	
247000	-56.003832	175	1	1	'0 0 0 0 0 0 Z 0 	D	0.070102	0.070102	0.070102	0.070102	0.070102	0.070102	0.000000	0.070102	0.485665	0.292679	0.180808	0.040848	21.504884	
248000	-58.902105	460	1	2	'0 0 Z 0 0 Z 0 0 	D	0.082632	0.082632	0.000000	0.082632	0.082632	0.000000	0.082632	0.082632	0.663586	0.042797	0.151763	0.141854	28.367825	
249000	-57.405755	353	1	4	'0 0 Z 0 0 Z Z Z 	D	0.262457	0.262457	0.000000	0.262457	0.262457	0.000000	0.000000	0.000000	0.453961	0.000000	0.546039	0.000000	38.660102	
250000	-57.336340	203	1	1	'0 0 0 0 0 Z 0 0 	D	0.066135	0.066135	0.066135	0.066135	0.066135	0.000000	0.066135	0.066135	0.452552	0.391240	0.032958	0.123250	39.231987	
251000	-55.890739	179	1	1	'0 0 0 0 Z 0 0 0 	D	0.105251	0.105251	0.105251	0.105251	0.000000	0.105251	0.105251	0.105251	0.530408	0.335736	0.021525	0.112331	65.747736	
252000	-55.750178	813	1	0	'0 0 0 0 0 0 0 0 	I	0.160666	0.160666	0.160666	0.160666	0.160666	0.160666	0.160666	0.160666	0.283987	0.249376	0.248459	0.218178	70.521783	
253000	-58.101149	635	1	3	'0 0 0 0 Z Z 0 Z 	D	0.104917	0.104917	0.104917	0.104917	0.000000	0.000000	0.104917	0.000000	0.241700	0.443415	0.000000	0.314885	86.657484	
254000	-55.405570	793	1	3	'0 0 0 0 0 Z Z Z 	D	0.115381	0.115381	0.115381	0.115381	0.115381	0.000000	0.000000	0.000000	0.395578	0.451521	0.152901	0.000000	89.596961	
255000	-54.647537	556	1	3	'0 0 0 0 0 Z Z Z 	D	0.071327	0.071327	0.071327	0.071327	0.071327	0.000000	0.000000	0.000000	0.414905	0.510887	0.074208	0.000000	86.111856	
256000	-58.411675	642	1	1	'0 0 0 0 0 0 Z 0 	D	0.074011	0.074011	0.074011	0.074011	0.074011	0.074011	0.000000	0.074011	0.478855	0.288825	0.187199	0.045121	87.921088	
257000	-55.771838	243	1	3	'0 0 0 0 0 Z Z Z 	D	0.252305	0.252305	0.252305	0.252305	0.252305	0.000000	0.000000	0.000000	0.366074	0.344881	0.289045	0.000000	69.125100	
258000	-56.662398	270	1	2	'0 0 0 0 0 Z 0 Z 	D	0.308120	0.308120	0.308120	0.308120	0.308120	0.000000	0.308120	0.000000	0.247731	0.259766	0.232167	0.260336	74.976291	
259000	-56.588630	672	1	2	'0 0 0 0 0 Z 0 Z 	D	0.084194	0.084194	0.084194	0.084194	0.084194	0.000000	0.084194	0.000000	0.326175	0.413941	0.053944	0.205940	67.228044	
260000	-57.194113	766	1	1	'0 0 0 0 0 0 0 Z 	D	0.119366	0.119366	0.119366	0.119366	0.119366	0.119366	0.119366	0.000000	0.358748	0.260693	0.245397	0.135162	66.131650	
261000	-56.352157	391	1	2	'0 0 0 0 0 0 Z Z 	D	0.078323	0.078323	0.078323	0.078323	0.078323	0.078323	0.000000	0.000000	0.460874	0.300802	0.238324	0.000000	62.268517	
262000	-54.868880	211	1	3	'0 0 0 0 0 Z Z Z 	D	0.160295	0.160295	0.160295	0.160295	0.160295	0.000000	0.000000	0.000000	0.374603	0.430159	0.195238	0.000000	66.765839	
263000	-55.966493	67	1	2	'0 0 0 0 0 Z 0 Z 	D	0.346756	0.346756	0.346756	0.346756	0.346756	0.000000	0.346756	0.000000	0.257241	0.246022	0.261921	0.234815	82.172833	
