Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_LA1=0.txt
Log File Name:                   LL1=2_LA1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1462389226
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_LA1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
128000	-60.379735	650	2	2	'1 Z 0 0 1 Z 0 0 	D	20.849773	0.000000	47.654502	47.654502	20.849773	0.000000	47.654502	47.654502	0.250000	0.250000	0.250000	0.250000	44.610815	
129000	-63.632108	353	1	2	'0 Z 0 0 Z 0 0 0 	D	1.318018	0.000000	1.318018	1.318018	0.000000	1.318018	1.318018	1.318018	0.250139	0.250057	0.249861	0.249943	38.623644	
130000	-55.156349	509	2	2	'0 Z 1 1 0 Z 0 1 	D	1.064412	0.000000	3.139757	3.139757	1.064412	0.000000	1.064412	3.139757	0.250000	0.250000	0.250000	0.250000	52.419493	
131000	-60.746702	304	2	1	'0 Z 1 1 0 0 0 1 	D	2.483036	0.000000	9.640318	9.640318	2.483036	2.483036	2.483036	9.640318	0.250000	0.250000	0.250000	0.250000	73.644999	
132000	-59.671925	144	1	2	'0 0 0 0 0 0 Z Z 	D	0.077960	0.077960	0.077960	0.077960	0.077960	0.077960	0.000000	0.000000	0.524511	0.259988	0.215500	0.000000	92.395003	
133000	-61.195586	728	1	1	'0 0 0 0 0 Z 0 0 	D	0.086675	0.086675	0.086675	0.086675	0.086675	0.000000	0.086675	0.086675	0.311237	0.383852	0.080731	0.224180	81.104374	
134000	-65.343995	47	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.833725	6.833725	6.833725	6.833725	6.833725	6.833725	6.833725	0.250000	0.250000	0.250000	0.250000	92.403651	
135000	-61.616745	80	2	1	'Z 1 0 1 0 1 0 1 	D	0.000000	45.004781	70.525109	45.004781	70.525109	45.004781	70.525109	45.004781	0.250000	0.250000	0.250000	0.250000	73.660526	
136000	-62.096534	796	2	1	'Z 0 1 1 1 1 1 0 	D	0.000000	22.766495	44.370601	44.370601	44.370601	44.370601	44.370601	22.766495	0.250000	0.250000	0.250000	0.250000	72.958792	
137000	-65.343995	547	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	29.990500	29.990500	29.990500	29.990500	29.990500	29.990500	29.990500	0.250000	0.250000	0.250000	0.250000	77.296364	
138000	-65.343995	367	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	17.910642	17.910642	17.910642	17.910642	17.910642	17.910642	17.910642	0.250000	0.250000	0.250000	0.250000	84.054745	
139000	-65.343992	906	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	94.770780	94.770780	94.770780	94.770780	94.770780	94.770780	94.770780	0.250000	0.250000	0.250000	0.250000	78.518633	
140000	-61.415873	545	2	1	'1 1 0 Z 1 0 0 0 	D	12.775321	12.775321	100.000000	0.000000	12.775321	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	71.401866	
141000	-60.357852	27	2	1	'1 1 0 1 Z 0 0 0 	D	14.142729	14.142729	100.000000	14.142729	0.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	61.275837	
142000	-60.579312	902	2	2	'0 0 1 Z Z 1 1 1 	D	3.456563	3.456563	26.027426	0.000000	0.000000	26.027426	26.027426	26.027426	0.250000	0.250000	0.250000	0.250000	42.036481	
143000	-60.337145	841	2	1	'0 0 1 0 Z 1 1 1 	D	9.655057	9.655057	69.615940	9.655057	0.000000	69.615940	69.615940	69.615940	0.250000	0.250000	0.250000	0.250000	19.210899	
144000	-59.014492	62	2	1	'0 0 1 1 Z 1 1 1 	D	0.478175	0.478175	7.722973	7.722973	0.000000	7.722973	7.722973	7.722973	0.250000	0.250000	0.250000	0.250000	11.027063	
145000	-59.048419	98	1	2	'0 0 0 0 0 Z 0 Z 	D	0.425913	0.425913	0.425913	0.425913	0.425913	0.000000	0.425913	0.000000	0.253148	0.248316	0.255107	0.243428	7.253067	
146000	-59.614910	836	1	2	'0 0 0 0 0 0 Z Z 	D	0.065762	0.065762	0.065762	0.065762	0.065762	0.065762	0.000000	0.000000	0.443728	0.290890	0.265382	0.000000	11.715581	
147000	-65.315453	884	2	1	'0 1 1 Z 1 0 1 1 	D	7.068647	18.291591	18.291591	0.000000	18.291591	7.068647	18.291591	18.291591	0.250000	0.250000	0.250000	0.250000	13.011442	
148000	-59.951574	46	1	1	'0 0 0 0 0 0 Z 0 	D	0.057388	0.057388	0.057388	0.057388	0.057388	0.057388	0.000000	0.057388	0.479383	0.288155	0.188076	0.044387	6.669879	
149000	-59.433619	362	1	2	'0 0 0 0 0 0 Z Z 	D	0.068751	0.068751	0.068751	0.068751	0.068751	0.068751	0.000000	0.000000	0.443689	0.302678	0.253633	0.000000	2.628227	
150000	-61.598773	153	1	3	'0 0 0 Z 0 0 Z Z 	D	0.092093	0.092093	0.092093	0.000000	0.092093	0.092093	0.000000	0.000000	0.476761	0.101171	0.422068	0.000000	0.470974	
151000	-59.358390	480	1	3	'0 0 0 0 0 Z Z Z 	D	0.060894	0.060894	0.060894	0.060894	0.060894	0.000000	0.000000	0.000000	0.494424	0.452228	0.053348	0.000000	1.064051	
152000	-61.102888	383	1	3	'0 0 0 0 0 Z Z Z 	D	0.049258	0.049258	0.049258	0.049258	0.049258	0.000000	0.000000	0.000000	0.457916	0.510390	0.031695	0.000000	0.165474	
153000	-59.659518	190	1	1	'0 0 0 0 0 0 0 Z 	D	0.079968	0.079968	0.079968	0.079968	0.079968	0.079968	0.079968	0.000000	0.377028	0.255210	0.246413	0.121350	14.900779	
154000	-62.462403	911	1	2	'0 0 0 0 0 Z 0 Z 	D	0.090675	0.090675	0.090675	0.090675	0.090675	0.000000	0.090675	0.000000	0.350268	0.389788	0.085170	0.174774	29.462895	
155000	-60.481762	117	1	2	'0 0 0 0 0 Z 0 Z 	D	0.112792	0.112792	0.112792	0.112792	0.112792	0.000000	0.112792	0.000000	0.292001	0.334241	0.143674	0.230084	25.699934	
156000	-63.155905	950	1	1	'0 0 0 Z 0 0 0 0 	D	0.079930	0.079930	0.079930	0.000000	0.079930	0.079930	0.079930	0.079930	0.445560	0.038943	0.370785	0.144711	22.591718	
157000	-60.895937	950	1	2	'0 0 0 0 0 0 Z Z 	D	0.072418	0.072418	0.072418	0.072418	0.072418	0.072418	0.000000	0.000000	0.548821	0.250344	0.200835	0.000000	13.055456	
158000	-64.020952	571	1	2	'0 0 0 0 0 Z 0 Z 	D	0.186826	0.186826	0.186826	0.186826	0.186826	0.000000	0.186826	0.000000	0.235820	0.289727	0.177414	0.297039	27.478056	
159000	-60.540295	972	1	1	'0 0 0 0 0 0 0 Z 	D	0.105704	0.105704	0.105704	0.105704	0.105704	0.105704	0.105704	0.000000	0.398242	0.253684	0.242521	0.105553	30.710035	
160000	-59.852166	910	1	1	'0 0 0 0 Z 0 0 0 	D	0.068868	0.068868	0.068868	0.068868	0.000000	0.068868	0.068868	0.068868	0.567997	0.334560	0.009018	0.088425	40.432096	
161000	-59.861816	347	1	0	'0 0 0 0 0 0 0 0 	I	0.039314	0.039314	0.039314	0.039314	0.039314	0.039314	0.039314	0.039314	0.525114	0.262841	0.141312	0.070732	55.944467	
162000	-59.225169	568	1	2	'0 0 0 0 0 Z 0 Z 	D	0.069698	0.069698	0.069698	0.069698	0.069698	0.000000	0.069698	0.000000	0.304334	0.378833	0.088348	0.228485	52.134547	
163000	-60.581560	183	1	2	'0 0 0 0 0 0 Z Z 	D	0.059538	0.059538	0.059538	0.059538	0.059538	0.059538	0.000000	0.000000	0.448276	0.310910	0.240813	0.000000	50.069512	
164000	-60.260009	29	1	2	'0 0 0 0 0 Z 0 Z 	D	0.059371	0.059371	0.059371	0.059371	0.059371	0.000000	0.059371	0.000000	0.425492	0.378840	0.069152	0.126516	47.988407	
165000	-61.704600	496	1	1	'0 0 0 0 Z 0 0 0 	D	0.049300	0.049300	0.049300	0.049300	0.000000	0.049300	0.049300	0.049300	0.582175	0.343803	0.003644	0.070378	56.075965	
166000	-65.642894	779	1	1	'0 Z 0 0 0 0 0 0 	D	0.129880	0.000000	0.129880	0.129880	0.129880	0.129880	0.129880	0.129880	0.076863	0.180937	0.384710	0.357490	58.456048	
167000	-60.267306	678	1	1	'0 0 0 0 0 0 Z 0 	D	0.059774	0.059774	0.059774	0.059774	0.059774	0.059774	0.000000	0.059774	0.403192	0.280340	0.229771	0.086696	67.647682	
168000	-62.920722	509	1	1	'0 0 0 0 0 0 Z 0 	D	0.263303	0.263303	0.263303	0.263303	0.263303	0.263303	0.000000	0.263303	0.265897	0.253455	0.251248	0.229400	68.858232	
169000	-60.775680	951	1	1	'0 0 0 0 0 Z 0 0 	D	0.043279	0.043279	0.043279	0.043279	0.043279	0.000000	0.043279	0.043279	0.326524	0.441723	0.033527	0.198226	74.104016	
170000	-60.525990	288	1	2	'0 0 0 0 0 Z 0 Z 	D	0.100779	0.100779	0.100779	0.100779	0.100779	0.000000	0.100779	0.000000	0.309258	0.389451	0.085306	0.215985	79.159279	
171000	-59.310679	620	1	3	'0 0 0 0 0 Z Z Z 	D	0.088511	0.088511	0.088511	0.088511	0.088511	0.000000	0.000000	0.000000	0.423742	0.504472	0.071786	0.000000	86.519535	
172000	-65.343995	93	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	99.421681	99.421681	99.421681	99.421681	99.421681	99.421681	99.421681	0.250000	0.250000	0.250000	0.250000	93.689872	
173000	-65.343995	731	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	55.553042	55.553042	55.553042	55.553042	55.553042	55.553042	55.553042	0.250000	0.250000	0.250000	0.250000	88.640811	
174000	-65.343995	63	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	28.948799	28.948799	28.948799	28.948799	28.948799	28.948799	28.948799	0.250000	0.250000	0.250000	0.250000	83.556406	
175000	-60.996150	417	2	1	'Z 0 0 0 1 0 1 1 	D	0.000000	54.913054	54.913054	54.913054	98.018341	54.913054	98.018341	98.018341	0.250000	0.250000	0.250000	0.250000	79.441178	
176000	-65.343995	220	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	44.267469	44.267469	44.267469	44.267469	44.267469	44.267469	44.267469	0.250000	0.250000	0.250000	0.250000	96.103897	
177000	-62.203786	750	2	0	'0 0 1 0 1 1 1 1 	D	2.669001	2.669001	7.281032	2.669001	7.281032	7.281032	7.281032	7.281032	0.250000	0.250000	0.250000	0.250000	91.642230	
178000	-64.455436	893	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.287606	0.287606	0.287606	0.287606	0.287606	0.287606	0.287606	0.251084	0.250394	0.249523	0.248999	79.046135	
179000	-65.343995	471	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	20.737658	20.737658	20.737658	20.737658	20.737658	20.737658	20.737658	0.250000	0.250000	0.250000	0.250000	71.733027	
180000	-61.265537	576	2	0	'1 1 0 0 0 0 0 0 	D	23.788365	23.788365	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	76.892159	
181000	-61.270970	146	2	0	'1 1 0 0 0 0 0 0 	D	23.264330	23.264330	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	92.905523	
182000	-65.343995	296	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	37.083394	37.083394	37.083394	37.083394	37.083394	37.083394	37.083394	0.250000	0.250000	0.250000	0.250000	84.059766	
183000	-64.733763	483	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	12.099741	12.099741	12.099741	12.099741	12.099741	12.099741	12.099741	0.250000	0.250000	0.250000	0.250000	86.332058	
184000	-65.343995	330	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	97.626509	97.626509	97.626509	97.626509	97.626509	97.626509	97.626509	0.250000	0.250000	0.250000	0.250000	94.102384	
185000	-65.343995	229	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	64.209808	64.209808	64.209808	64.209808	64.209808	64.209808	64.209808	0.250000	0.250000	0.250000	0.250000	92.708688	
186000	-61.363287	634	2	1	'Z 1 0 1 0 1 0 1 	D	0.000000	7.366087	13.031813	7.366087	13.031813	7.366087	13.031813	7.366087	0.250000	0.250000	0.250000	0.250000	80.804877	
187000	-65.343995	961	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	34.503097	34.503097	34.503097	34.503097	34.503097	34.503097	34.503097	0.250000	0.250000	0.250000	0.250000	84.926484	
188000	-65.343995	809	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	69.354038	69.354038	69.354038	69.354038	69.354038	69.354038	69.354038	0.250000	0.250000	0.250000	0.250000	83.599283	
189000	-65.343995	953	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	53.023929	53.023929	53.023929	53.023929	53.023929	53.023929	53.023929	0.250000	0.250000	0.250000	0.250000	86.244675	
190000	-62.039056	230	2	1	'Z 1 0 1 0 0 0 0 	D	0.000000	24.444455	34.951293	24.444455	34.951293	34.951293	34.951293	34.951293	0.250000	0.250000	0.250000	0.250000	90.931801	
191000	-65.343995	121	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	31.085529	31.085529	31.085529	31.085529	31.085529	31.085529	31.085529	0.250000	0.250000	0.250000	0.250000	75.756529	
192000	-65.343995	849	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	99.807938	99.807938	99.807938	99.807938	99.807938	99.807938	99.807938	0.250000	0.250000	0.250000	0.250000	71.915376	
193000	-65.344288	359	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.915537	2.915537	2.915537	2.915537	2.915537	2.915537	2.915537	0.250000	0.250000	0.250000	0.250000	88.067332	
194000	-65.343108	683	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	67.944950	67.944950	67.944950	67.944950	67.944950	67.944950	67.944950	0.250000	0.250000	0.250000	0.250000	79.640325	
195000	-66.540872	236	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	0.233029	0.233029	0.233029	0.233029	0.233029	0.233029	0.000000	0.247082	0.250249	0.502669	59.857538	
196000	-60.602788	391	1	3	'0 0 0 0 0 Z Z Z 	D	0.076498	0.076498	0.076498	0.076498	0.076498	0.000000	0.000000	0.000000	0.430112	0.510467	0.059420	0.000000	71.314338	
197000	-63.379320	281	1	3	'0 0 0 Z 0 0 Z Z 	D	0.058591	0.058591	0.058591	0.000000	0.058591	0.058591	0.000000	0.000000	0.496600	0.042658	0.460743	0.000000	80.485594	
198000	-60.168422	352	1	1	'0 0 0 0 0 0 0 Z 	D	0.105907	0.105907	0.105907	0.105907	0.105907	0.105907	0.105907	0.000000	0.395791	0.256143	0.240488	0.107578	84.740023	
199000	-60.679737	824	1	1	'0 0 0 0 0 0 Z 0 	D	0.062046	0.062046	0.062046	0.062046	0.062046	0.062046	0.000000	0.062046	0.435458	0.265506	0.225033	0.074002	84.379723	
200000	-59.924666	60	1	0	'0 0 0 0 0 0 0 0 	I	0.082026	0.082026	0.082026	0.082026	0.082026	0.082026	0.082026	0.082026	0.328933	0.271770	0.218647	0.180650	78.300824	
201000	-60.327772	536	1	0	'0 0 0 0 0 0 0 0 	I	0.063838	0.063838	0.063838	0.063838	0.063838	0.063838	0.063838	0.063838	0.416716	0.269721	0.190355	0.123208	65.388158	
202000	-63.105909	137	1	1	'0 Z 0 0 0 0 0 0 	D	0.088089	0.000000	0.088089	0.088089	0.088089	0.088089	0.088089	0.088089	0.041943	0.147299	0.428177	0.382581	63.766405	
203000	-62.468646	322	1	2	'0 0 0 0 Z Z 0 0 	D	0.034410	0.034410	0.034410	0.034410	0.000000	0.000000	0.034410	0.034410	0.345811	0.530090	0.000000	0.124099	52.093804	
204000	-60.355415	63	1	0	'0 0 0 0 0 0 0 0 	I	0.061666	0.061666	0.061666	0.061666	0.061666	0.061666	0.061666	0.061666	0.406136	0.254491	0.208638	0.130736	61.640165	
205000	-59.639078	153	1	1	'0 0 0 0 0 0 0 Z 	D	0.084021	0.084021	0.084021	0.084021	0.084021	0.084021	0.084021	0.000000	0.437789	0.256906	0.218111	0.087193	48.090769	
206000	-60.959824	704	1	0	'0 0 0 0 0 0 0 0 	I	0.085571	0.085571	0.085571	0.085571	0.085571	0.085571	0.085571	0.085571	0.367993	0.257747	0.220100	0.154161	60.106735	
207000	-61.506084	590	1	1	'0 0 0 0 0 0 0 Z 	D	0.093603	0.093603	0.093603	0.093603	0.093603	0.093603	0.093603	0.000000	0.380061	0.248966	0.256425	0.114547	61.690403	
208000	-60.940029	857	1	2	'0 0 0 0 Z Z 0 0 	D	0.072228	0.072228	0.072228	0.072228	0.000000	0.000000	0.072228	0.072228	0.346286	0.491964	0.000000	0.161750	45.498927	
209000	-59.925897	310	1	2	'0 0 0 0 0 Z 0 Z 	D	0.135535	0.135535	0.135535	0.135535	0.135535	0.000000	0.135535	0.000000	0.316055	0.394487	0.075739	0.213719	49.600466	
210000	-60.281167	1	1	2	'0 0 0 0 0 0 Z Z 	D	0.090506	0.090506	0.090506	0.090506	0.090506	0.090506	0.000000	0.000000	0.435555	0.298075	0.266369	0.000000	67.898322	
211000	-60.891750	285	1	1	'0 0 0 0 0 0 Z 0 	D	0.073157	0.073157	0.073157	0.073157	0.073157	0.073157	0.000000	0.073157	0.455468	0.268850	0.212814	0.062867	89.427285	
212000	-60.949845	146	1	1	'0 0 0 0 0 0 Z 0 	D	0.069826	0.069826	0.069826	0.069826	0.069826	0.069826	0.000000	0.069826	0.413699	0.308399	0.209315	0.068587	86.941858	
213000	-59.989604	209	1	2	'0 0 0 0 0 0 Z Z 	D	0.096331	0.096331	0.096331	0.096331	0.096331	0.096331	0.000000	0.000000	0.465693	0.287684	0.246623	0.000000	78.261527	
214000	-60.758276	284	1	1	'0 0 0 0 0 0 0 Z 	D	0.091851	0.091851	0.091851	0.091851	0.091851	0.091851	0.091851	0.000000	0.399817	0.252450	0.244061	0.103671	78.241753	
215000	-59.981205	540	1	1	'0 0 0 0 0 0 Z 0 	D	0.086863	0.086863	0.086863	0.086863	0.086863	0.086863	0.000000	0.086863	0.459831	0.286799	0.200490	0.052880	58.591283	
216000	-61.548304	233	1	4	'0 Z 0 0 0 Z Z Z 	D	0.260468	0.000000	0.260468	0.260468	0.260468	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	52.595730	
217000	-61.782397	137	1	4	'0 Z 0 0 0 Z Z Z 	D	0.161939	0.000000	0.161939	0.161939	0.161939	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	57.408900	
218000	-60.587724	91	1	2	'0 0 0 0 0 0 Z Z 	D	0.088775	0.088775	0.088775	0.088775	0.088775	0.088775	0.000000	0.000000	0.471521	0.299764	0.228714	0.000000	49.504643	
219000	-60.808957	666	1	0	'0 0 0 0 0 0 0 0 	I	0.050743	0.050743	0.050743	0.050743	0.050743	0.050743	0.050743	0.050743	0.496770	0.246968	0.171167	0.085095	48.068714	
220000	-60.076879	83	1	1	'0 0 0 0 0 0 Z 0 	D	0.083481	0.083481	0.083481	0.083481	0.083481	0.083481	0.000000	0.083481	0.428330	0.285842	0.216007	0.069820	43.299486	
221000	-65.064932	989	1	3	'0 0 0 0 Z Z 0 Z 	D	0.035149	0.035149	0.035149	0.035149	0.000000	0.000000	0.035149	0.000000	0.378690	0.501183	0.000000	0.120126	27.525708	
222000	-60.971362	12	1	3	'0 0 0 0 0 Z Z Z 	D	0.115542	0.115542	0.115542	0.115542	0.115542	0.000000	0.000000	0.000000	0.385889	0.410088	0.204023	0.000000	29.232792	
223000	-60.104031	765	1	1	'0 0 0 0 0 0 Z 0 	D	0.091137	0.091137	0.091137	0.091137	0.091137	0.091137	0.000000	0.091137	0.390334	0.279677	0.233267	0.096721	26.906218	
224000	-62.704003	973	1	3	'0 0 0 Z 0 0 Z Z 	D	0.181343	0.181343	0.181343	0.000000	0.181343	0.181343	0.000000	0.000000	0.377286	0.214623	0.408092	0.000000	18.633081	
225000	-60.004279	516	1	2	'0 0 0 0 0 Z 0 Z 	D	0.084846	0.084846	0.084846	0.084846	0.084846	0.000000	0.084846	0.000000	0.385451	0.399720	0.057625	0.157203	17.587080	
226000	-63.575316	429	1	1	'0 0 0 Z 0 0 0 0 	D	0.130361	0.130361	0.130361	0.000000	0.130361	0.130361	0.130361	0.130361	0.302830	0.145270	0.331570	0.220329	0.812452	
227000	-58.849176	818	2	0	'1 1 0 0 0 0 1 0 	D	0.085727	0.085727	0.206088	0.206088	0.206088	0.206088	0.085727	0.206088	0.305848	0.252982	0.246049	0.195121	0.554315	
228000	-58.649081	788	1	1	'0 0 0 0 0 0 0 Z 	D	0.208012	0.208012	0.208012	0.208012	0.208012	0.208012	0.208012	0.000000	0.271846	0.253933	0.252128	0.222092	15.296627	
229000	-60.501191	95	1	1	'0 0 0 0 0 0 0 Z 	D	0.059233	0.059233	0.059233	0.059233	0.059233	0.059233	0.059233	0.000000	0.459674	0.242461	0.222785	0.075080	19.745663	
230000	-60.301404	130	1	3	'0 0 0 0 0 Z Z Z 	D	0.082775	0.082775	0.082775	0.082775	0.082775	0.000000	0.000000	0.000000	0.416179	0.508973	0.074847	0.000000	19.512354	
231000	-61.072632	502	1	2	'0 0 0 0 0 Z 0 Z 	D	0.062241	0.062241	0.062241	0.062241	0.062241	0.000000	0.062241	0.000000	0.280260	0.427329	0.050537	0.241874	28.854853	
232000	-60.398655	38	1	2	'0 0 0 0 0 0 Z Z 	D	0.073213	0.073213	0.073213	0.073213	0.073213	0.073213	0.000000	0.000000	0.533483	0.262601	0.203916	0.000000	7.256803	
233000	-60.612036	86	1	2	'0 0 0 0 0 Z 0 Z 	D	0.105208	0.105208	0.105208	0.105208	0.105208	0.000000	0.105208	0.000000	0.352994	0.362505	0.108562	0.175939	1.373856	
234000	-62.337796	831	1	2	'0 0 0 Z 0 0 Z 0 	D	0.032683	0.032683	0.032683	0.000000	0.032683	0.032683	0.000000	0.032683	0.580721	0.017276	0.340410	0.061593	0.722529	
235000	-60.754201	894	1	2	'0 0 0 0 0 Z 0 Z 	D	0.112583	0.112583	0.112583	0.112583	0.112583	0.000000	0.112583	0.000000	0.313096	0.424778	0.052589	0.209536	4.158087	
236000	-61.358584	998	1	3	'0 0 0 0 0 Z Z Z 	D	0.111259	0.111259	0.111259	0.111259	0.111259	0.000000	0.000000	0.000000	0.393507	0.422408	0.184085	0.000000	0.401426	
237000	-60.899660	700	1	2	'0 0 0 0 0 0 Z Z 	D	0.085456	0.085456	0.085456	0.085456	0.085456	0.085456	0.000000	0.000000	0.463769	0.299044	0.237187	0.000000	4.053754	
238000	-60.350540	197	1	3	'0 0 0 0 0 Z Z Z 	D	0.080679	0.080679	0.080679	0.080679	0.080679	0.000000	0.000000	0.000000	0.435475	0.504964	0.059561	0.000000	2.705278	
239000	-60.165274	227	1	0	'0 0 0 0 0 0 0 0 	I	0.063565	0.063565	0.063565	0.063565	0.063565	0.063565	0.063565	0.063565	0.423343	0.275559	0.182383	0.118715	2.650785	
240000	-59.592708	696	1	2	'0 0 0 0 0 Z 0 Z 	D	0.056571	0.056571	0.056571	0.056571	0.056571	0.000000	0.056571	0.000000	0.345696	0.422338	0.049761	0.182205	0.061921	
241000	-61.299478	706	1	2	'0 0 0 0 0 0 Z Z 	D	0.038279	0.038279	0.038279	0.038279	0.038279	0.038279	0.000000	0.000000	0.515724	0.264515	0.219762	0.000000	0.489649	
242000	-60.482686	780	1	2	'0 0 0 0 0 0 Z Z 	D	0.046205	0.046205	0.046205	0.046205	0.046205	0.046205	0.000000	0.000000	0.488300	0.279975	0.231726	0.000000	7.228455	
243000	-61.196908	538	1	2	'0 0 0 0 0 0 Z Z 	D	0.073345	0.073345	0.073345	0.073345	0.073345	0.073345	0.000000	0.000000	0.511403	0.259798	0.228799	0.000000	2.587534	
244000	-63.628139	778	1	3	'0 0 0 0 0 Z Z Z 	D	0.150264	0.150264	0.150264	0.150264	0.150264	0.000000	0.000000	0.000000	0.394757	0.361097	0.244146	0.000000	5.657253	
245000	-59.616618	129	1	1	'0 0 0 0 0 0 Z 0 	D	0.066976	0.066976	0.066976	0.066976	0.066976	0.066976	0.000000	0.066976	0.411108	0.270951	0.231166	0.086775	19.760819	
246000	-60.060044	517	1	1	'0 0 0 0 Z 0 0 0 	D	0.066859	0.066859	0.066859	0.066859	0.000000	0.066859	0.066859	0.066859	0.577031	0.325601	0.010134	0.087234	15.487303	
247000	-65.305808	65	1	2	'0 0 0 Z 0 0 Z 0 	D	0.166459	0.166459	0.166459	0.000000	0.166459	0.166459	0.000000	0.166459	0.339512	0.212962	0.292627	0.154900	13.802681	
248000	-60.588072	22	1	0	'0 0 0 0 0 0 0 0 	I	0.073264	0.073264	0.073264	0.073264	0.073264	0.073264	0.073264	0.073264	0.420106	0.271533	0.187301	0.121060	8.576175	
249000	-60.286634	72	1	3	'0 0 0 0 0 Z Z Z 	D	0.109761	0.109761	0.109761	0.109761	0.109761	0.000000	0.000000	0.000000	0.403632	0.461040	0.135328	0.000000	1.361139	
250000	-62.959733	64	1	2	'0 0 0 0 Z Z 0 0 	D	0.139495	0.139495	0.139495	0.139495	0.000000	0.000000	0.139495	0.139495	0.292177	0.517189	0.000000	0.190634	2.917574	
251000	-60.725499	530	1	2	'0 0 0 0 0 Z 0 Z 	D	0.108110	0.108110	0.108110	0.108110	0.108110	0.000000	0.108110	0.000000	0.321320	0.352355	0.126609	0.199717	0.420643	
252000	-60.546119	312	1	0	'0 0 0 0 0 0 0 0 	I	0.044840	0.044840	0.044840	0.044840	0.044840	0.044840	0.044840	0.044840	0.454520	0.289529	0.156354	0.099597	4.068641	
253000	-60.581219	439	1	1	'0 0 0 0 0 0 Z 0 	D	0.062668	0.062668	0.062668	0.062668	0.062668	0.062668	0.000000	0.062668	0.472797	0.309416	0.177387	0.040400	15.447316	
254000	-60.247356	312	1	1	'0 0 0 0 0 0 Z 0 	D	0.054303	0.054303	0.054303	0.054303	0.054303	0.054303	0.000000	0.054303	0.477707	0.308815	0.175727	0.037751	9.838195	
255000	-63.599838	225	1	2	'0 0 0 0 0 Z 0 Z 	D	0.276999	0.276999	0.276999	0.276999	0.276999	0.000000	0.276999	0.000000	0.249273	0.259943	0.233048	0.257735	8.193611	
256000	-62.565817	80	1	1	'0 0 0 0 0 0 0 Z 	D	0.107554	0.107554	0.107554	0.107554	0.107554	0.107554	0.107554	0.000000	0.425175	0.249598	0.237046	0.088181	0.939040	
257000	-61.608369	6	1	3	'0 0 0 Z 0 0 Z Z 	D	0.063636	0.063636	0.063636	0.000000	0.063636	0.063636	0.000000	0.000000	0.439883	0.066314	0.493803	0.000000	0.638038	
