Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_LA1=0.txt
Log File Name:                   LL1=2_LA1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1462389226
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_LA1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
258000	-60.611064	686	1	0	'0 0 0 0 0 0 0 0 	I	0.094053	0.094053	0.094053	0.094053	0.094053	0.094053	0.094053	0.094053	0.489908	0.245309	0.176436	0.088346	28.151627	
259000	-60.811360	190	1	2	'0 0 0 0 0 Z 0 Z 	D	0.101009	0.101009	0.101009	0.101009	0.101009	0.000000	0.101009	0.000000	0.301998	0.338220	0.140437	0.219346	43.975278	
260000	-61.332092	304	1	1	'0 0 0 0 0 Z 0 0 	D	0.077483	0.077483	0.077483	0.077483	0.077483	0.000000	0.077483	0.077483	0.345326	0.437684	0.046746	0.170245	36.158746	
261000	-62.602669	99	1	1	'0 0 0 0 0 Z 0 0 	D	0.124932	0.124932	0.124932	0.124932	0.124932	0.000000	0.124932	0.124932	0.326678	0.343298	0.130169	0.199855	32.022119	
262000	-59.831585	776	1	3	'0 0 0 0 0 Z Z Z 	D	0.064136	0.064136	0.064136	0.064136	0.064136	0.000000	0.000000	0.000000	0.491666	0.463651	0.044683	0.000000	28.478328	
263000	-60.912501	73	1	0	'0 0 0 0 0 0 0 0 	I	0.054118	0.054118	0.054118	0.054118	0.054118	0.054118	0.054118	0.054118	0.460855	0.258033	0.180212	0.100901	55.630245	
264000	-60.482706	263	1	0	'0 0 0 0 0 0 0 0 	I	0.057042	0.057042	0.057042	0.057042	0.057042	0.057042	0.057042	0.057042	0.401396	0.250675	0.214176	0.133754	64.082583	
265000	-59.654091	689	1	1	'0 0 0 0 0 0 0 Z 	D	0.083112	0.083112	0.083112	0.083112	0.083112	0.083112	0.083112	0.000000	0.396070	0.253454	0.243663	0.106813	62.415790	
266000	-61.855082	4	1	0	'0 0 0 0 0 0 0 0 	I	0.114180	0.114180	0.114180	0.114180	0.114180	0.114180	0.114180	0.114180	0.311854	0.246751	0.246418	0.194976	59.394286	
267000	-60.587872	197	1	2	'0 0 0 0 0 Z 0 Z 	D	0.106429	0.106429	0.106429	0.106429	0.106429	0.000000	0.106429	0.000000	0.343434	0.381507	0.091547	0.183512	69.550809	
268000	-60.332791	361	1	3	'0 0 0 Z 0 0 Z Z 	D	0.252763	0.252763	0.252763	0.000000	0.252763	0.252763	0.000000	0.000000	0.364964	0.328910	0.306126	0.000000	58.306828	
269000	-59.480659	361	1	2	'0 0 0 0 0 Z 0 Z 	D	0.363252	0.363252	0.363252	0.363252	0.363252	0.000000	0.363252	0.000000	0.251824	0.251342	0.249042	0.247792	65.321694	
270000	-60.098963	205	1	0	'0 0 0 0 0 0 0 0 	I	0.069684	0.069684	0.069684	0.069684	0.069684	0.069684	0.069684	0.069684	0.412190	0.264186	0.197219	0.126404	76.399296	
271000	-61.141898	472	2	1	'Z 1 0 1 0 0 0 1 	D	0.000000	20.053684	39.660882	20.053684	39.660882	39.660882	39.660882	20.053684	0.250000	0.250000	0.250000	0.250000	73.462389	
272000	-65.343995	37	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	11.794779	11.794779	11.794779	11.794779	11.794779	11.794779	11.794779	0.250000	0.250000	0.250000	0.250000	81.601401	
273000	-65.343995	129	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	11.076372	11.076372	11.076372	11.076372	11.076372	11.076372	11.076372	0.250000	0.250000	0.250000	0.250000	82.929862	
274000	-65.343995	769	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	16.156214	16.156214	16.156214	16.156214	16.156214	16.156214	16.156214	0.250000	0.250000	0.250000	0.250000	84.416280	
275000	-65.343995	934	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	62.233466	62.233466	62.233466	62.233466	62.233466	62.233466	62.233466	0.250000	0.250000	0.250000	0.250000	97.636462	
276000	-65.343995	732	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	18.398419	18.398419	18.398419	18.398419	18.398419	18.398419	18.398419	0.250000	0.250000	0.250000	0.250000	84.347077	
277000	-64.649251	992	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.898141	2.898141	2.898141	2.898141	2.898141	2.898141	2.898141	0.250000	0.250000	0.250000	0.250000	77.988217	
278000	-65.343995	153	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	18.424692	18.424692	18.424692	18.424692	18.424692	18.424692	18.424692	0.250000	0.250000	0.250000	0.250000	40.723382	
279000	-60.807674	998	2	1	'Z 1 1 0 0 1 0 1 	D	0.000000	1.094261	1.094261	2.776611	2.776611	1.094261	2.776611	1.094261	0.250000	0.250000	0.250000	0.250000	9.055238	
280000	-61.672141	682	2	1	'Z 1 0 1 0 0 0 1 	D	0.000000	21.251366	34.518916	21.251366	34.518916	34.518916	34.518916	21.251366	0.250000	0.250000	0.250000	0.250000	10.628801	
281000	-65.766625	466	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.361393	0.000000	0.000000	0.361393	0.361393	0.361393	0.361393	0.573967	0.000000	0.335766	0.090267	1.859210	
282000	-65.343000	745	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.613361	2.613361	2.613361	2.613361	2.613361	2.613361	2.613361	0.250000	0.250000	0.250000	0.250000	8.417790	
283000	-62.762452	979	2	2	'Z 1 1 0 0 1 0 Z 	D	0.000000	2.907322	2.907322	7.818797	7.818797	2.907322	7.818797	0.000000	0.250000	0.250000	0.250000	0.250000	3.474479	
284000	-65.343147	121	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.791835	3.791835	3.791835	3.791835	3.791835	3.791835	3.791835	0.250000	0.250000	0.250000	0.250000	4.661667	
285000	-61.359258	181	2	2	'Z 1 Z 1 0 1 1 1 	D	0.000000	19.156710	0.000000	19.156710	90.061407	19.156710	19.156710	19.156710	0.250000	0.250000	0.250000	0.250000	34.009693	
286000	-64.675002	951	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.133409	0.133409	0.133409	0.133409	0.133409	0.133409	0.000000	0.222467	0.274627	0.236423	0.266483	20.726278	
287000	-62.128174	114	2	2	'Z 0 Z 1 1 0 1 0 	D	0.000000	11.088480	0.000000	32.400730	32.400730	11.088480	32.400730	11.088480	0.250000	0.250000	0.250000	0.250000	41.526330	
288000	-62.165076	112	2	2	'Z 0 Z 1 1 0 1 0 	D	0.000000	8.125359	0.000000	49.941907	49.941907	8.125359	49.941907	8.125359	0.250000	0.250000	0.250000	0.250000	49.394369	
289000	-61.360391	260	2	2	'Z 0 Z 1 1 0 1 0 	D	0.000000	19.610786	0.000000	92.262328	92.262328	19.610786	92.262328	19.610786	0.250000	0.250000	0.250000	0.250000	35.520923	
290000	-60.645934	232	2	1	'Z 1 1 1 0 0 0 0 	D	0.000000	2.402094	2.402094	2.402094	4.704139	4.704139	4.704139	4.704139	0.250000	0.250000	0.250000	0.250000	31.946750	
291000	-65.343995	730	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.419002	5.419002	5.419002	5.419002	5.419002	5.419002	5.419002	0.250000	0.250000	0.250000	0.250000	33.760539	
292000	-63.174208	973	1	3	'0 Z 0 0 Z Z 0 0 	D	0.591734	0.000000	0.591734	0.591734	0.000000	0.000000	0.591734	0.591734	0.545447	0.348262	0.000000	0.106291	30.389361	
293000	-62.609244	835	2	1	'Z 1 0 0 1 0 0 0 	D	0.000000	10.829024	100.000000	100.000000	10.829024	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	31.464098	
294000	-65.343995	539	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	42.290020	42.290020	42.290020	42.290020	42.290020	42.290020	42.290020	0.250000	0.250000	0.250000	0.250000	34.302422	
295000	-65.343995	752	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	11.701758	11.701758	11.701758	11.701758	11.701758	11.701758	11.701758	0.250000	0.250000	0.250000	0.250000	41.867629	
296000	-69.999024	930	1	1	'0 0 0 0 0 Z 0 0 	D	65.370741	65.370741	65.370741	65.370741	65.370741	0.000000	65.370741	65.370741	0.250000	0.250000	0.250000	0.250000	43.960018	
297000	-63.005219	358	2	1	'1 Z 0 0 0 1 1 0 	D	22.109762	0.000000	54.059791	54.059791	54.059791	22.109762	22.109762	54.059791	0.250000	0.250000	0.250000	0.250000	54.322344	
298000	-60.424180	366	2	2	'0 Z 1 1 0 Z 1 1 	D	7.688395	0.000000	25.102954	25.102954	7.688395	0.000000	25.102954	25.102954	0.250000	0.250000	0.250000	0.250000	31.924478	
299000	-59.585801	465	2	1	'0 Z 1 1 0 0 1 1 	D	10.442095	0.000000	32.439426	32.439426	10.442095	10.442095	32.439426	32.439426	0.250000	0.250000	0.250000	0.250000	38.050823	
300000	-61.144467	909	2	0	'0 0 1 1 0 1 1 1 	D	1.996962	1.996962	15.165783	15.165783	1.996962	15.165783	15.165783	15.165783	0.250000	0.250000	0.250000	0.250000	12.314755	
301000	-63.515920	353	1	1	'0 Z 0 0 0 0 0 0 	D	1.540976	0.000000	1.540976	1.540976	1.540976	1.540976	1.540976	1.540976	0.250000	0.250000	0.250000	0.250000	15.668244	
302000	-60.868991	859	1	2	'0 0 0 0 0 0 Z Z 	D	0.072621	0.072621	0.072621	0.072621	0.072621	0.072621	0.000000	0.000000	0.563883	0.226736	0.209380	0.000000	19.530077	
303000	-60.559438	483	1	3	'0 0 0 Z 0 0 Z Z 	D	0.253248	0.253248	0.253248	0.000000	0.253248	0.253248	0.000000	0.000000	0.364830	0.333402	0.301767	0.000000	21.774733	
304000	-61.220733	623	1	2	'0 0 0 0 0 0 Z Z 	D	0.040483	0.040483	0.040483	0.040483	0.040483	0.040483	0.000000	0.000000	0.503115	0.285179	0.211706	0.000000	26.906990	
305000	-64.792805	672	1	1	'0 Z 0 0 0 0 0 0 	D	0.316234	0.000000	0.316234	0.316234	0.316234	0.316234	0.316234	0.316234	0.224182	0.248963	0.257302	0.269553	32.479254	
306000	-69.738444	4	1	1	'0 Z 0 0 0 0 0 0 	D	35.503592	0.000000	35.503592	35.503592	35.503592	35.503592	35.503592	35.503592	0.250000	0.250000	0.250000	0.250000	34.992785	
307000	-63.807997	834	1	2	'0 0 0 Z Z 0 0 0 	D	0.061286	0.061286	0.061286	0.000000	0.000000	0.061286	0.061286	0.061286	0.761350	0.099238	0.013190	0.126222	20.006907	
308000	-62.330589	777	1	1	'0 0 0 Z 0 0 0 0 	D	0.053404	0.053404	0.053404	0.000000	0.053404	0.053404	0.053404	0.053404	0.503633	0.026748	0.328546	0.141073	0.170804	
309000	-61.672308	703	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.068186	0.068186	0.000000	0.068186	0.000000	0.068186	0.000000	0.068186	1.000000	0.000000	0.000000	0.000000	6.319751	
310000	-60.739064	178	2	0	'0 0 1 0 0 1 1 1 	D	2.242208	2.242208	11.340762	2.242208	2.242208	11.340762	11.340762	11.340762	0.250000	0.250000	0.250000	0.250000	7.576549	
311000	-60.360137	45	2	1	'0 0 1 0 Z 1 1 1 	D	3.854690	3.854690	37.551946	3.854690	0.000000	37.551946	37.551946	37.551946	0.250000	0.250000	0.250000	0.250000	12.077118	
312000	-60.719268	757	2	0	'0 0 1 1 1 1 1 1 	D	1.960959	1.960959	8.536381	8.536381	8.536381	8.536381	8.536381	8.536381	0.250000	0.250000	0.250000	0.250000	7.489813	
313000	-60.853177	458	1	0	'0 0 0 0 0 0 0 0 	I	0.058134	0.058134	0.058134	0.058134	0.058134	0.058134	0.058134	0.058134	0.448786	0.286406	0.161648	0.103160	0.367266	
314000	-59.690753	153	1	3	'0 0 0 0 0 Z Z Z 	D	0.070567	0.070567	0.070567	0.070567	0.070567	0.000000	0.000000	0.000000	0.433448	0.522510	0.044042	0.000000	1.174595	
315000	-61.303289	680	1	1	'0 0 0 0 Z 0 0 0 	D	0.122677	0.122677	0.122677	0.122677	0.000000	0.122677	0.122677	0.122677	0.504208	0.344892	0.025051	0.125849	9.928924	
316000	-63.419362	752	1	4	'0 0 Z 0 0 Z Z Z 	D	0.053159	0.053159	0.000000	0.053159	0.053159	0.000000	0.000000	0.000000	0.909305	0.000000	0.090695	0.000000	15.007886	
317000	-64.059972	911	1	1	'0 Z 0 0 0 0 0 0 	D	0.142190	0.000000	0.142190	0.142190	0.142190	0.142190	0.142190	0.142190	0.071793	0.180025	0.382226	0.365955	0.973421	
318000	-59.131898	282	1	2	'0 0 0 0 0 0 Z Z 	D	0.069543	0.069543	0.069543	0.069543	0.069543	0.069543	0.000000	0.000000	0.458496	0.292350	0.249154	0.000000	4.317808	
319000	-60.494520	640	1	1	'0 0 0 0 0 0 Z 0 	D	0.046805	0.046805	0.046805	0.046805	0.046805	0.046805	0.000000	0.046805	0.438229	0.320127	0.190216	0.051428	0.555145	
320000	-60.517204	113	1	2	'0 0 0 0 0 Z 0 Z 	D	0.120003	0.120003	0.120003	0.120003	0.120003	0.000000	0.120003	0.000000	0.296262	0.343333	0.134961	0.225444	0.835925	
321000	-59.695634	516	1	3	'0 0 0 0 0 Z Z Z 	D	0.100741	0.100741	0.100741	0.100741	0.100741	0.000000	0.000000	0.000000	0.440810	0.470950	0.088240	0.000000	4.237917	
322000	-61.701832	667	1	1	'0 0 0 0 Z 0 0 0 	D	0.073170	0.073170	0.073170	0.073170	0.000000	0.073170	0.073170	0.073170	0.571179	0.352097	0.005645	0.071079	1.469548	
323000	-61.226139	565	1	1	'0 0 0 0 0 0 Z 0 	D	0.073294	0.073294	0.073294	0.073294	0.073294	0.073294	0.000000	0.073294	0.412702	0.316864	0.204541	0.065894	0.161547	
324000	-59.535718	724	1	1	'0 0 0 0 Z 0 0 0 	D	0.051797	0.051797	0.051797	0.051797	0.000000	0.051797	0.051797	0.051797	0.621158	0.303921	0.004975	0.069947	0.100219	
325000	-61.952305	143	2	2	'Z 1 Z 0 0 0 0 0 	D	0.000000	0.164749	0.000000	0.612829	0.612829	0.612829	0.612829	0.612829	0.223584	0.271870	0.243209	0.261338	0.186343	
326000	-64.077069	142	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.221485	0.221485	0.221485	0.221485	0.221485	0.221485	0.221485	0.243091	0.255172	0.247693	0.254044	0.132695	
327000	-61.404501	961	1	1	'0 0 0 0 Z 0 0 0 	D	0.072166	0.072166	0.072166	0.072166	0.000000	0.072166	0.072166	0.072166	0.501523	0.353542	0.018991	0.125944	10.122760	
328000	-59.657148	266	1	1	'0 0 0 0 0 0 Z 0 	D	0.058464	0.058464	0.058464	0.058464	0.058464	0.058464	0.000000	0.058464	0.457342	0.265471	0.214251	0.062936	14.421426	
329000	-67.517130	334	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.032393	0.032393	0.000000	0.032393	0.000000	0.032393	0.000000	0.032393	1.000000	0.000000	0.000000	0.000000	6.279739	
330000	-60.520407	663	1	3	'0 0 0 0 0 Z Z Z 	D	0.068507	0.068507	0.068507	0.068507	0.068507	0.000000	0.000000	0.000000	0.480823	0.472340	0.046837	0.000000	0.513817	
331000	-62.331365	293	1	1	'0 0 Z 0 0 0 0 0 	D	0.083864	0.083864	0.000000	0.083864	0.083864	0.083864	0.083864	0.083864	0.562485	0.017601	0.319298	0.100616	10.963847	
332000	-63.355252	605	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.260146	0.260146	0.260146	0.260146	0.260146	0.260146	0.260146	0.245374	0.251698	0.249561	0.253366	5.094909	
333000	-65.343995	632	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	27.264643	27.264643	27.264643	27.264643	27.264643	27.264643	27.264643	0.250000	0.250000	0.250000	0.250000	20.894706	
334000	-65.343995	659	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	37.321424	37.321424	37.321424	37.321424	37.321424	37.321424	37.321424	0.250000	0.250000	0.250000	0.250000	27.676114	
335000	-62.884412	782	2	2	'Z 0 1 1 Z 1 1 1 	D	0.000000	1.142616	14.760349	14.760349	0.000000	14.760349	14.760349	14.760349	0.250000	0.250000	0.250000	0.250000	14.814705	
336000	-63.854851	937	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.329164	0.329164	0.329164	0.329164	0.329164	0.329164	0.329164	0.249517	0.250195	0.249938	0.250351	1.163333	
337000	-62.197779	386	1	2	'0 0 0 0 0 0 Z Z 	D	0.077715	0.077715	0.077715	0.077715	0.077715	0.077715	0.000000	0.000000	0.480634	0.269599	0.249767	0.000000	0.674016	
338000	-61.060142	53	1	2	'0 0 0 0 0 Z 0 Z 	D	0.069982	0.069982	0.069982	0.069982	0.069982	0.000000	0.069982	0.000000	0.409349	0.434186	0.036721	0.119745	16.703311	
339000	-59.192264	155	1	1	'0 0 0 0 0 0 Z 0 	D	0.081946	0.081946	0.081946	0.081946	0.081946	0.081946	0.000000	0.081946	0.466463	0.289792	0.194193	0.049552	27.141315	
340000	-59.573760	273	1	1	'0 0 0 0 0 0 0 Z 	D	0.059878	0.059878	0.059878	0.059878	0.059878	0.059878	0.059878	0.000000	0.489517	0.234224	0.211048	0.065212	43.220573	
341000	-59.580708	459	1	3	'0 0 0 0 0 Z Z Z 	D	0.110015	0.110015	0.110015	0.110015	0.110015	0.000000	0.000000	0.000000	0.439969	0.456134	0.103896	0.000000	33.790378	
342000	-60.412104	803	1	2	'0 0 0 0 0 Z 0 Z 	D	0.268110	0.268110	0.268110	0.268110	0.268110	0.000000	0.268110	0.000000	0.249227	0.256187	0.239083	0.255503	25.245750	
343000	-63.337243	803	1	4	'0 0 Z 0 0 Z Z Z 	D	0.283631	0.283631	0.000000	0.283631	0.283631	0.000000	0.000000	0.000000	0.425474	0.000000	0.574526	0.000000	30.767448	
344000	-59.581967	318	1	2	'0 0 0 0 0 0 Z Z 	D	0.059023	0.059023	0.059023	0.059023	0.059023	0.059023	0.000000	0.000000	0.465367	0.287998	0.246636	0.000000	38.736178	
345000	-60.388132	530	1	1	'0 0 0 0 0 0 Z 0 	D	0.096245	0.096245	0.096245	0.096245	0.096245	0.096245	0.000000	0.096245	0.401678	0.278417	0.229900	0.090005	22.847396	
346000	-60.615675	665	1	1	'0 0 0 0 0 0 0 Z 	D	0.071966	0.071966	0.071966	0.071966	0.071966	0.071966	0.071966	0.000000	0.376379	0.268769	0.229874	0.124978	1.285504	
347000	-60.343922	698	1	1	'0 0 0 0 0 0 Z 0 	D	0.085139	0.085139	0.085139	0.085139	0.085139	0.085139	0.000000	0.085139	0.418252	0.283395	0.221105	0.077248	0.252178	
348000	-61.291914	332	1	3	'0 0 0 0 0 Z Z Z 	D	0.046856	0.046856	0.046856	0.046856	0.046856	0.000000	0.000000	0.000000	0.447730	0.530697	0.021573	0.000000	0.512261	
349000	-62.428043	636	1	1	'0 0 0 Z 0 0 0 0 	D	0.079737	0.079737	0.079737	0.000000	0.079737	0.079737	0.079737	0.079737	0.379908	0.065343	0.362054	0.192695	1.750115	
350000	-62.570014	396	1	2	'0 0 0 0 0 Z 0 Z 	D	0.042756	0.042756	0.042756	0.042756	0.042756	0.000000	0.042756	0.000000	0.422282	0.445143	0.015146	0.117429	4.902694	
351000	-63.521326	150	1	2	'0 0 0 Z 0 0 Z 0 	D	0.297414	0.297414	0.297414	0.000000	0.297414	0.297414	0.000000	0.297414	0.252861	0.247464	0.252749	0.246927	19.263814	
352000	-60.771028	788	1	1	'0 Z 0 0 0 0 0 0 	D	0.616842	0.000000	0.616842	0.616842	0.616842	0.616842	0.616842	0.616842	0.249868	0.250013	0.250015	0.250104	11.597595	
353000	-61.274339	361	1	2	'0 Z 0 0 0 0 Z 0 	D	1.164738	0.000000	1.164738	1.164738	1.164738	1.164738	0.000000	1.164738	0.250001	0.250000	0.250000	0.249999	3.887200	
354000	-61.183244	361	1	2	'0 Z 0 0 0 0 Z 0 	D	0.854826	0.000000	0.854826	0.854826	0.854826	0.854826	0.000000	0.854826	0.250006	0.250000	0.250000	0.249994	0.533090	
355000	-61.351358	178	1	1	'0 0 0 0 Z 0 0 0 	D	0.073116	0.073116	0.073116	0.073116	0.000000	0.073116	0.073116	0.073116	0.539769	0.335233	0.018908	0.106089	3.601857	
356000	-60.638692	369	1	2	'0 0 0 0 0 Z 0 Z 	D	0.075193	0.075193	0.075193	0.075193	0.075193	0.000000	0.075193	0.000000	0.333299	0.414238	0.058035	0.194427	4.822859	
357000	-60.465592	356	1	1	'0 0 0 0 0 0 0 Z 	D	0.069867	0.069867	0.069867	0.069867	0.069867	0.069867	0.069867	0.000000	0.507455	0.224956	0.210170	0.057420	1.104776	
358000	-62.449642	369	1	3	'0 0 0 0 Z Z 0 Z 	D	0.051442	0.051442	0.051442	0.051442	0.000000	0.000000	0.051442	0.000000	0.321626	0.484180	0.000000	0.194194	0.469080	
359000	-59.697252	944	1	2	'0 0 0 0 0 Z 0 Z 	D	0.085938	0.085938	0.085938	0.085938	0.085938	0.000000	0.085938	0.000000	0.334468	0.410557	0.057579	0.197396	3.176942	
360000	-60.001837	598	1	2	'0 0 0 0 0 Z 0 Z 	D	0.076799	0.076799	0.076799	0.076799	0.076799	0.000000	0.076799	0.000000	0.412954	0.391531	0.057902	0.137613	3.028539	
361000	-59.983411	925	1	1	'0 0 0 0 Z 0 0 0 	D	0.070652	0.070652	0.070652	0.070652	0.000000	0.070652	0.070652	0.070652	0.498318	0.345970	0.026382	0.129330	2.300677	
362000	-60.834495	620	1	1	'0 0 0 0 Z 0 0 0 	D	0.105689	0.105689	0.105689	0.105689	0.000000	0.105689	0.105689	0.105689	0.480080	0.363700	0.026833	0.129386	0.056468	
363000	-60.559205	970	2	1	'1 1 0 1 Z 1 0 1 	D	0.124826	0.124826	0.794293	0.124826	0.000000	0.124826	0.794293	0.124826	0.258986	0.269615	0.200501	0.270898	1.052391	
364000	-63.106593	122	1	1	'0 Z 0 0 0 0 0 0 	D	0.538994	0.000000	0.538994	0.538994	0.538994	0.538994	0.538994	0.538994	0.249980	0.250002	0.250002	0.250016	6.995980	
365000	-60.796655	815	2	2	'0 Z 1 1 Z 1 1 1 	D	1.559996	0.000000	5.469150	5.469150	0.000000	5.469150	5.469150	5.469150	0.250000	0.250000	0.250000	0.250000	7.980062	
366000	-59.043567	598	1	2	'0 0 0 0 0 0 Z Z 	D	0.061215	0.061215	0.061215	0.061215	0.061215	0.061215	0.000000	0.000000	0.525992	0.253766	0.220242	0.000000	15.210447	
367000	-61.020033	761	1	2	'0 0 0 0 0 Z 0 Z 	D	0.043755	0.043755	0.043755	0.043755	0.043755	0.000000	0.043755	0.000000	0.371636	0.455963	0.021885	0.150516	1.479039	
368000	-60.384096	628	1	1	'0 0 0 0 0 0 Z 0 	D	0.089577	0.089577	0.089577	0.089577	0.089577	0.089577	0.000000	0.089577	0.429031	0.277358	0.220155	0.073456	25.624317	
369000	-59.377719	703	1	1	'0 0 0 0 0 Z 0 0 	D	0.086642	0.086642	0.086642	0.086642	0.086642	0.000000	0.086642	0.086642	0.306107	0.357141	0.111183	0.225569	29.890876	
370000	-61.404388	616	1	1	'0 0 0 0 0 0 0 Z 	D	0.079773	0.079773	0.079773	0.079773	0.079773	0.079773	0.079773	0.000000	0.378054	0.259826	0.242179	0.119942	23.028061	
371000	-65.343995	363	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	16.761772	16.761772	16.761772	16.761772	16.761772	16.761772	16.761772	0.250000	0.250000	0.250000	0.250000	22.020149	
372000	-60.503128	287	2	1	'Z 0 0 0 1 0 1 0 	D	0.000000	2.351280	2.351280	2.351280	5.328770	2.351280	5.328770	2.351280	0.250000	0.250000	0.250000	0.250000	3.208690	
373000	-65.342882	849	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.432841	5.432841	5.432841	5.432841	5.432841	5.432841	5.432841	0.250000	0.250000	0.250000	0.250000	4.064684	
374000	-64.901097	104	1	1	'0 0 Z 0 0 0 0 0 	D	0.047973	0.047973	0.000000	0.047973	0.047973	0.047973	0.047973	0.047973	0.625219	0.004881	0.294775	0.075125	2.797622	
375000	-62.694919	660	1	2	'0 0 0 0 0 Z 0 Z 	D	0.073917	0.073917	0.073917	0.073917	0.073917	0.000000	0.073917	0.000000	0.408903	0.416632	0.041780	0.132684	12.902080	
376000	-61.966211	890	1	3	'0 0 0 Z 0 0 Z Z 	D	0.063029	0.063029	0.063029	0.000000	0.063029	0.063029	0.000000	0.000000	0.487668	0.055601	0.456731	0.000000	7.215149	
377000	-61.300723	455	1	1	'0 0 Z 0 0 0 0 0 	D	0.053812	0.053812	0.000000	0.053812	0.053812	0.053812	0.053812	0.053812	0.683097	0.003794	0.261980	0.051128	0.364736	
378000	-60.904755	430	1	0	'0 0 0 0 0 0 0 0 	I	0.086310	0.086310	0.086310	0.086310	0.086310	0.086310	0.086310	0.086310	0.432105	0.250917	0.200532	0.116446	3.679428	
379000	-60.358039	55	1	0	'0 0 0 0 0 0 0 0 	I	0.092738	0.092738	0.092738	0.092738	0.092738	0.092738	0.092738	0.092738	0.403163	0.247354	0.216595	0.132888	12.846427	
380000	-62.424462	276	1	1	'0 0 0 0 0 Z 0 0 	D	0.039786	0.039786	0.039786	0.039786	0.039786	0.000000	0.039786	0.039786	0.313285	0.514041	0.014325	0.158348	9.031555	
381000	-60.044839	5	1	2	'0 0 0 0 0 0 Z Z 	D	0.064499	0.064499	0.064499	0.064499	0.064499	0.064499	0.000000	0.000000	0.468353	0.291896	0.239751	0.000000	9.898084	
382000	-59.159004	745	1	1	'0 0 0 0 Z 0 0 0 	D	0.070944	0.070944	0.070944	0.070944	0.000000	0.070944	0.070944	0.070944	0.648522	0.286696	0.003912	0.060870	14.810499	
383000	-62.335606	9	1	0	'0 0 0 0 0 0 0 0 	I	0.118966	0.118966	0.118966	0.118966	0.118966	0.118966	0.118966	0.118966	0.296613	0.256295	0.239847	0.207245	4.447326	
384000	-59.654401	371	1	0	'0 0 0 0 0 0 0 0 	I	0.391120	0.391120	0.391120	0.391120	0.391120	0.391120	0.391120	0.391120	0.250189	0.249987	0.250012	0.249811	5.150385	
385000	-62.501686	284	2	2	'1 Z 0 0 0 1 Z 0 	D	4.265788	0.000000	11.757309	11.757309	11.757309	4.265788	0.000000	11.757309	0.250000	0.250000	0.250000	0.250000	5.491826	
386000	-61.278655	736	2	1	'Z 1 1 1 0 0 0 0 	D	0.000000	2.634063	2.634063	2.634063	4.357967	4.357967	4.357967	4.357967	0.250000	0.250000	0.250000	0.250000	5.282023	
387000	-65.343995	272	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	7.218638	7.218638	7.218638	7.218638	7.218638	7.218638	7.218638	0.250000	0.250000	0.250000	0.250000	10.029658	
