Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_LA1=2.txt
Log File Name:                   LL1=2_LA1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            791300903
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_LA1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
24000	-70.535823	691	1	1	'0 Z 0 0 0 0 0 0 	D	12.339385	0.000000	12.339385	12.339385	12.339385	12.339385	12.339385	12.339385	0.250000	0.250000	0.250000	0.250000	63.597324	
25000	-70.535823	223	1	1	'0 Z 0 0 0 0 0 0 	D	54.967951	0.000000	54.967951	54.967951	54.967951	54.967951	54.967951	54.967951	0.250000	0.250000	0.250000	0.250000	84.375816	
26000	-70.535823	903	1	1	'0 Z 0 0 0 0 0 0 	D	22.344237	0.000000	22.344237	22.344237	22.344237	22.344237	22.344237	22.344237	0.250000	0.250000	0.250000	0.250000	65.492128	
27000	-70.535823	623	1	1	'0 Z 0 0 0 0 0 0 	D	14.212732	0.000000	14.212732	14.212732	14.212732	14.212732	14.212732	14.212732	0.250000	0.250000	0.250000	0.250000	68.059713	
28000	-70.535823	684	1	1	'0 Z 0 0 0 0 0 0 	D	67.642951	0.000000	67.642951	67.642951	67.642951	67.642951	67.642951	67.642951	0.250000	0.250000	0.250000	0.250000	50.228906	
29000	-69.955429	119	1	2	'0 Z 0 0 Z 0 0 0 	D	0.523947	0.000000	0.523947	0.523947	0.000000	0.523947	0.523947	0.523947	0.264346	0.255967	0.235619	0.244068	44.205477	
30000	-74.859896	275	1	0	'0 0 0 0 0 0 0 0 	I	3.282433	3.282433	3.282433	3.282433	3.282433	3.282433	3.282433	3.282433	0.250000	0.250000	0.250000	0.250000	29.056867	
31000	-70.276767	640	1	1	'0 0 Z 0 0 0 0 0 	D	0.067310	0.067310	0.000000	0.067310	0.067310	0.067310	0.067310	0.067310	0.488198	0.075923	0.284163	0.151716	43.640244	
32000	-76.366061	6	1	2	'0 Z 0 0 0 0 Z 0 	D	57.890508	0.000000	57.890508	57.890508	57.890508	57.890508	0.000000	57.890508	0.250000	0.250000	0.250000	0.250000	48.716157	
33000	-70.535823	348	1	1	'0 Z 0 0 0 0 0 0 	D	50.899687	0.000000	50.899687	50.899687	50.899687	50.899687	50.899687	50.899687	0.250000	0.250000	0.250000	0.250000	42.827845	
34000	-70.535823	411	1	1	'0 Z 0 0 0 0 0 0 	D	27.230929	0.000000	27.230929	27.230929	27.230929	27.230929	27.230929	27.230929	0.250000	0.250000	0.250000	0.250000	39.164149	
35000	-70.535823	633	1	1	'0 Z 0 0 0 0 0 0 	D	11.279576	0.000000	11.279576	11.279576	11.279576	11.279576	11.279576	11.279576	0.250000	0.250000	0.250000	0.250000	30.811385	
36000	-70.535823	142	1	1	'0 Z 0 0 0 0 0 0 	D	82.731325	0.000000	82.731325	82.731325	82.731325	82.731325	82.731325	82.731325	0.250000	0.250000	0.250000	0.250000	34.855822	
37000	-70.535823	77	1	1	'0 Z 0 0 0 0 0 0 	D	33.260812	0.000000	33.260812	33.260812	33.260812	33.260812	33.260812	33.260812	0.250000	0.250000	0.250000	0.250000	25.500910	
38000	-67.982321	445	1	2	'0 Z 0 0 Z 0 0 0 	D	0.310817	0.000000	0.310817	0.310817	0.000000	0.310817	0.310817	0.310817	0.315725	0.278651	0.182317	0.223306	30.287037	
39000	-69.239532	1000	1	1	'0 Z 0 0 0 0 0 0 	D	0.351305	0.000000	0.351305	0.351305	0.351305	0.351305	0.351305	0.351305	0.248344	0.250121	0.250241	0.251293	35.289386	
40000	-74.859896	464	1	2	'0 Z 0 0 Z 0 0 0 	D	33.566841	0.000000	33.566841	33.566841	0.000000	33.566841	33.566841	33.566841	0.250000	0.250000	0.250000	0.250000	40.070070	
41000	-70.535823	159	1	1	'0 Z 0 0 0 0 0 0 	D	29.516246	0.000000	29.516246	29.516246	29.516246	29.516246	29.516246	29.516246	0.250000	0.250000	0.250000	0.250000	43.244505	
42000	-70.535823	636	1	1	'0 Z 0 0 0 0 0 0 	D	17.797159	0.000000	17.797159	17.797159	17.797159	17.797159	17.797159	17.797159	0.250000	0.250000	0.250000	0.250000	37.337270	
43000	-70.535823	753	1	1	'0 Z 0 0 0 0 0 0 	D	12.113310	0.000000	12.113310	12.113310	12.113310	12.113310	12.113310	12.113310	0.250000	0.250000	0.250000	0.250000	49.424815	
44000	-70.535823	582	1	1	'0 Z 0 0 0 0 0 0 	D	7.395338	0.000000	7.395338	7.395338	7.395338	7.395338	7.395338	7.395338	0.250000	0.250000	0.250000	0.250000	64.289726	
45000	-70.535823	746	1	1	'0 Z 0 0 0 0 0 0 	D	29.903322	0.000000	29.903322	29.903322	29.903322	29.903322	29.903322	29.903322	0.250000	0.250000	0.250000	0.250000	77.047878	
46000	-70.535823	671	1	1	'0 Z 0 0 0 0 0 0 	D	95.946585	0.000000	95.946585	95.946585	95.946585	95.946585	95.946585	95.946585	0.250000	0.250000	0.250000	0.250000	56.532121	
47000	-70.426622	376	1	1	'0 Z 0 0 0 0 0 0 	D	4.628243	0.000000	4.628243	4.628243	4.628243	4.628243	4.628243	4.628243	0.250000	0.250000	0.250000	0.250000	45.668033	
48000	-70.535823	217	1	1	'0 Z 0 0 0 0 0 0 	D	42.498258	0.000000	42.498258	42.498258	42.498258	42.498258	42.498258	42.498258	0.250000	0.250000	0.250000	0.250000	65.580671	
49000	-70.535125	914	1	1	'0 Z 0 0 0 0 0 0 	D	2.319397	0.000000	2.319397	2.319397	2.319397	2.319397	2.319397	2.319397	0.250000	0.250000	0.250000	0.250000	63.042337	
50000	-70.535823	37	1	1	'0 Z 0 0 0 0 0 0 	D	19.012289	0.000000	19.012289	19.012289	19.012289	19.012289	19.012289	19.012289	0.250000	0.250000	0.250000	0.250000	65.849500	
51000	-70.535823	799	1	1	'0 Z 0 0 0 0 0 0 	D	99.480760	0.000000	99.480760	99.480760	99.480760	99.480760	99.480760	99.480760	0.250000	0.250000	0.250000	0.250000	60.879053	
52000	-70.535823	26	1	1	'0 Z 0 0 0 0 0 0 	D	33.163301	0.000000	33.163301	33.163301	33.163301	33.163301	33.163301	33.163301	0.250000	0.250000	0.250000	0.250000	57.900341	
53000	-70.535823	140	1	1	'0 Z 0 0 0 0 0 0 	D	16.150556	0.000000	16.150556	16.150556	16.150556	16.150556	16.150556	16.150556	0.250000	0.250000	0.250000	0.250000	67.701585	
54000	-70.535823	599	1	1	'0 Z 0 0 0 0 0 0 	D	28.197951	0.000000	28.197951	28.197951	28.197951	28.197951	28.197951	28.197951	0.250000	0.250000	0.250000	0.250000	72.884647	
55000	-70.535823	255	1	1	'0 Z 0 0 0 0 0 0 	D	26.809616	0.000000	26.809616	26.809616	26.809616	26.809616	26.809616	26.809616	0.250000	0.250000	0.250000	0.250000	59.194865	
56000	-70.120213	995	1	1	'0 Z 0 0 0 0 0 0 	D	2.745586	0.000000	2.745586	2.745586	2.745586	2.745586	2.745586	2.745586	0.250000	0.250000	0.250000	0.250000	56.293337	
57000	-70.535820	774	1	1	'0 Z 0 0 0 0 0 0 	D	44.320341	0.000000	44.320341	44.320341	44.320341	44.320341	44.320341	44.320341	0.250000	0.250000	0.250000	0.250000	32.202298	
58000	-68.949111	843	1	1	'0 0 0 0 0 0 0 Z 	D	0.126113	0.126113	0.126113	0.126113	0.126113	0.126113	0.126113	0.000000	0.280305	0.304618	0.200454	0.214622	35.491210	
59000	-71.561125	868	2	1	'1 0 1 0 Z 1 1 0 	D	42.388744	7.373898	42.388744	7.373898	0.000000	42.388744	42.388744	7.373898	0.250000	0.250000	0.250000	0.250000	24.904784	
60000	-71.974234	229	1	1	'0 0 0 Z 0 0 0 0 	D	12.266471	12.266471	12.266471	0.000000	12.266471	12.266471	12.266471	12.266471	0.250000	0.250000	0.250000	0.250000	17.895213	
61000	-71.974234	596	1	1	'0 0 0 Z 0 0 0 0 	D	46.825948	46.825948	46.825948	0.000000	46.825948	46.825948	46.825948	46.825948	0.250000	0.250000	0.250000	0.250000	35.954965	
62000	-71.974234	825	1	1	'0 0 0 Z 0 0 0 0 	D	28.686717	28.686717	28.686717	0.000000	28.686717	28.686717	28.686717	28.686717	0.250000	0.250000	0.250000	0.250000	39.047628	
63000	-71.699892	427	1	1	'0 0 0 Z 0 0 0 0 	D	3.459929	3.459929	3.459929	0.000000	3.459929	3.459929	3.459929	3.459929	0.250000	0.250000	0.250000	0.250000	42.448474	
64000	-70.168288	75	1	1	'0 0 0 Z 0 0 0 0 	D	0.364549	0.364549	0.364549	0.000000	0.364549	0.364549	0.364549	0.364549	0.250700	0.240717	0.257281	0.251301	37.641612	
65000	-71.634338	390	1	1	'0 0 0 Z 0 0 0 0 	D	2.390680	2.390680	2.390680	0.000000	2.390680	2.390680	2.390680	2.390680	0.250000	0.250000	0.250000	0.250000	13.566228	
66000	-71.974234	339	1	1	'0 0 0 Z 0 0 0 0 	D	30.568382	30.568382	30.568382	0.000000	30.568382	30.568382	30.568382	30.568382	0.250000	0.250000	0.250000	0.250000	14.245784	
67000	-71.974234	129	1	1	'0 0 0 Z 0 0 0 0 	D	9.133926	9.133926	9.133926	0.000000	9.133926	9.133926	9.133926	9.133926	0.250000	0.250000	0.250000	0.250000	11.519898	
68000	-71.974234	831	1	1	'0 0 0 Z 0 0 0 0 	D	6.307768	6.307768	6.307768	0.000000	6.307768	6.307768	6.307768	6.307768	0.250000	0.250000	0.250000	0.250000	10.620852	
69000	-69.900367	30	2	2	'1 1 1 1 0 Z 0 Z 	D	8.392275	8.392275	8.392275	8.392275	20.253202	0.000000	20.253202	0.000000	0.250000	0.250000	0.250000	0.250000	12.198424	
70000	-71.974234	354	1	1	'0 0 0 Z 0 0 0 0 	D	7.197292	7.197292	7.197292	0.000000	7.197292	7.197292	7.197292	7.197292	0.250000	0.250000	0.250000	0.250000	16.625223	
71000	-71.031951	68	1	2	'0 0 0 Z 0 0 Z 0 	D	0.353393	0.353393	0.353393	0.000000	0.353393	0.353393	0.000000	0.353393	0.284006	0.320038	0.222817	0.173139	26.835039	
72000	-71.974234	141	1	1	'0 0 0 Z 0 0 0 0 	D	19.878989	19.878989	19.878989	0.000000	19.878989	19.878989	19.878989	19.878989	0.250000	0.250000	0.250000	0.250000	22.888425	
73000	-71.974234	304	1	1	'0 0 0 Z 0 0 0 0 	D	30.554313	30.554313	30.554313	0.000000	30.554313	30.554313	30.554313	30.554313	0.250000	0.250000	0.250000	0.250000	40.668419	
74000	-71.974234	516	1	1	'0 0 0 Z 0 0 0 0 	D	28.857432	28.857432	28.857432	0.000000	28.857432	28.857432	28.857432	28.857432	0.250000	0.250000	0.250000	0.250000	32.413882	
75000	-70.953635	772	1	1	'0 0 0 Z 0 0 0 0 	D	0.584106	0.584106	0.584106	0.000000	0.584106	0.584106	0.584106	0.584106	0.250001	0.249987	0.250010	0.250001	34.903093	
76000	-71.974234	752	1	1	'0 0 0 Z 0 0 0 0 	D	4.923460	4.923460	4.923460	0.000000	4.923460	4.923460	4.923460	4.923460	0.250000	0.250000	0.250000	0.250000	23.397421	
77000	-70.574029	971	1	1	'0 0 Z 0 0 0 0 0 	D	0.067059	0.067059	0.000000	0.067059	0.067059	0.067059	0.067059	0.067059	0.610059	0.053458	0.211507	0.124977	1.338706	
78000	-70.535823	507	1	1	'0 Z 0 0 0 0 0 0 	D	22.573531	0.000000	22.573531	22.573531	22.573531	22.573531	22.573531	22.573531	0.250000	0.250000	0.250000	0.250000	18.674309	
79000	-70.535823	718	1	1	'0 Z 0 0 0 0 0 0 	D	36.517916	0.000000	36.517916	36.517916	36.517916	36.517916	36.517916	36.517916	0.250000	0.250000	0.250000	0.250000	49.582199	
80000	-70.464057	548	1	1	'0 Z 0 0 0 0 0 0 	D	29.891822	0.000000	29.891822	29.891822	29.891822	29.891822	29.891822	29.891822	0.250000	0.250000	0.250000	0.250000	46.807940	
81000	-70.535823	550	1	1	'0 Z 0 0 0 0 0 0 	D	40.625612	0.000000	40.625612	40.625612	40.625612	40.625612	40.625612	40.625612	0.250000	0.250000	0.250000	0.250000	53.979595	
82000	-70.519558	545	1	1	'0 Z 0 0 0 0 0 0 	D	4.618598	0.000000	4.618598	4.618598	4.618598	4.618598	4.618598	4.618598	0.250000	0.250000	0.250000	0.250000	59.941401	
83000	-68.891884	199	1	1	'0 Z 0 0 0 0 0 0 	D	0.371865	0.000000	0.371865	0.371865	0.371865	0.371865	0.371865	0.371865	0.245015	0.250254	0.250866	0.253866	61.570803	
84000	-70.535823	857	1	1	'0 Z 0 0 0 0 0 0 	D	41.908488	0.000000	41.908488	41.908488	41.908488	41.908488	41.908488	41.908488	0.250000	0.250000	0.250000	0.250000	68.588551	
85000	-70.535823	439	1	1	'0 Z 0 0 0 0 0 0 	D	24.220639	0.000000	24.220639	24.220639	24.220639	24.220639	24.220639	24.220639	0.250000	0.250000	0.250000	0.250000	73.219945	
86000	-70.535823	768	1	1	'0 Z 0 0 0 0 0 0 	D	62.732375	0.000000	62.732375	62.732375	62.732375	62.732375	62.732375	62.732375	0.250000	0.250000	0.250000	0.250000	60.316864	
87000	-70.535823	40	1	1	'0 Z 0 0 0 0 0 0 	D	55.839659	0.000000	55.839659	55.839659	55.839659	55.839659	55.839659	55.839659	0.250000	0.250000	0.250000	0.250000	62.952351	
88000	-70.535823	771	1	1	'0 Z 0 0 0 0 0 0 	D	52.616198	0.000000	52.616198	52.616198	52.616198	52.616198	52.616198	52.616198	0.250000	0.250000	0.250000	0.250000	71.347878	
89000	-70.535823	71	1	1	'0 Z 0 0 0 0 0 0 	D	13.862729	0.000000	13.862729	13.862729	13.862729	13.862729	13.862729	13.862729	0.250000	0.250000	0.250000	0.250000	66.870195	
90000	-70.533831	67	1	1	'0 Z 0 0 0 0 0 0 	D	63.073578	0.000000	63.073578	63.073578	63.073578	63.073578	63.073578	63.073578	0.250000	0.250000	0.250000	0.250000	57.218757	
91000	-70.535823	395	1	1	'0 Z 0 0 0 0 0 0 	D	51.725434	0.000000	51.725434	51.725434	51.725434	51.725434	51.725434	51.725434	0.250000	0.250000	0.250000	0.250000	45.856645	
92000	-70.535823	474	1	1	'0 Z 0 0 0 0 0 0 	D	34.736595	0.000000	34.736595	34.736595	34.736595	34.736595	34.736595	34.736595	0.250000	0.250000	0.250000	0.250000	59.291375	
93000	-70.535823	297	1	1	'0 Z 0 0 0 0 0 0 	D	8.304631	0.000000	8.304631	8.304631	8.304631	8.304631	8.304631	8.304631	0.250000	0.250000	0.250000	0.250000	45.067070	
94000	-69.030753	368	1	1	'0 Z 0 0 0 0 0 0 	D	0.468628	0.000000	0.468628	0.468628	0.468628	0.468628	0.468628	0.468628	0.247881	0.250148	0.250316	0.251654	46.737207	
95000	-70.535823	345	1	1	'0 Z 0 0 0 0 0 0 	D	12.080666	0.000000	12.080666	12.080666	12.080666	12.080666	12.080666	12.080666	0.250000	0.250000	0.250000	0.250000	58.664096	
96000	-70.535823	572	1	1	'0 Z 0 0 0 0 0 0 	D	44.165639	0.000000	44.165639	44.165639	44.165639	44.165639	44.165639	44.165639	0.250000	0.250000	0.250000	0.250000	52.787455	
97000	-68.207302	153	1	2	'0 Z 0 0 Z 0 0 0 	D	0.344430	0.000000	0.344430	0.344430	0.000000	0.344430	0.344430	0.344430	0.323191	0.282121	0.174379	0.220309	59.381820	
98000	-70.535823	348	1	1	'0 Z 0 0 0 0 0 0 	D	62.248199	0.000000	62.248199	62.248199	62.248199	62.248199	62.248199	62.248199	0.250000	0.250000	0.250000	0.250000	76.212725	
99000	-70.535823	15	1	1	'0 Z 0 0 0 0 0 0 	D	49.920930	0.000000	49.920930	49.920930	49.920930	49.920930	49.920930	49.920930	0.250000	0.250000	0.250000	0.250000	76.884741	
100000	-70.535030	829	1	1	'0 Z 0 0 0 0 0 0 	D	40.867955	0.000000	40.867955	40.867955	40.867955	40.867955	40.867955	40.867955	0.250000	0.250000	0.250000	0.250000	59.505562	
101000	-70.535823	248	1	1	'0 Z 0 0 0 0 0 0 	D	43.415348	0.000000	43.415348	43.415348	43.415348	43.415348	43.415348	43.415348	0.250000	0.250000	0.250000	0.250000	54.907074	
102000	-70.535823	36	1	1	'0 Z 0 0 0 0 0 0 	D	49.663439	0.000000	49.663439	49.663439	49.663439	49.663439	49.663439	49.663439	0.250000	0.250000	0.250000	0.250000	39.194144	
103000	-70.535823	119	1	1	'0 Z 0 0 0 0 0 0 	D	18.041358	0.000000	18.041358	18.041358	18.041358	18.041358	18.041358	18.041358	0.250000	0.250000	0.250000	0.250000	34.756182	
104000	-70.471289	170	1	1	'0 Z 0 0 0 0 0 0 	D	16.526212	0.000000	16.526212	16.526212	16.526212	16.526212	16.526212	16.526212	0.250000	0.250000	0.250000	0.250000	32.092459	
105000	-70.535823	280	1	1	'0 Z 0 0 0 0 0 0 	D	78.988004	0.000000	78.988004	78.988004	78.988004	78.988004	78.988004	78.988004	0.250000	0.250000	0.250000	0.250000	35.169025	
106000	-70.535802	16	1	1	'0 Z 0 0 0 0 0 0 	D	4.511750	0.000000	4.511750	4.511750	4.511750	4.511750	4.511750	4.511750	0.250000	0.250000	0.250000	0.250000	16.232949	
107000	-70.535823	481	1	1	'0 Z 0 0 0 0 0 0 	D	10.172348	0.000000	10.172348	10.172348	10.172348	10.172348	10.172348	10.172348	0.250000	0.250000	0.250000	0.250000	30.003822	
108000	-70.535823	954	1	1	'0 Z 0 0 0 0 0 0 	D	24.560291	0.000000	24.560291	24.560291	24.560291	24.560291	24.560291	24.560291	0.250000	0.250000	0.250000	0.250000	46.571368	
109000	-70.535823	599	1	1	'0 Z 0 0 0 0 0 0 	D	13.840970	0.000000	13.840970	13.840970	13.840970	13.840970	13.840970	13.840970	0.250000	0.250000	0.250000	0.250000	45.892875	
110000	-71.307695	269	2	2	'0 Z 1 1 Z 1 1 0 	D	55.785531	0.000000	100.000000	100.000000	0.000000	100.000000	100.000000	55.785531	0.250000	0.250000	0.250000	0.250000	48.294556	
111000	-69.890809	433	1	1	'0 Z 0 0 0 0 0 0 	D	0.704222	0.000000	0.704222	0.704222	0.704222	0.704222	0.704222	0.704222	0.249996	0.250000	0.250000	0.250003	38.646183	
112000	-70.141416	677	1	1	'0 Z 0 0 0 0 0 0 	D	7.147804	0.000000	7.147804	7.147804	7.147804	7.147804	7.147804	7.147804	0.250000	0.250000	0.250000	0.250000	48.816788	
113000	-69.399953	371	1	1	'0 Z 0 0 0 0 0 0 	D	2.677163	0.000000	2.677163	2.677163	2.677163	2.677163	2.677163	2.677163	0.250000	0.250000	0.250000	0.250000	55.691498	
114000	-70.535823	359	1	1	'0 Z 0 0 0 0 0 0 	D	9.246369	0.000000	9.246369	9.246369	9.246369	9.246369	9.246369	9.246369	0.250000	0.250000	0.250000	0.250000	43.995194	
115000	-70.535823	297	1	1	'0 Z 0 0 0 0 0 0 	D	31.513835	0.000000	31.513835	31.513835	31.513835	31.513835	31.513835	31.513835	0.250000	0.250000	0.250000	0.250000	48.390243	
116000	-70.535823	650	1	1	'0 Z 0 0 0 0 0 0 	D	80.253483	0.000000	80.253483	80.253483	80.253483	80.253483	80.253483	80.253483	0.250000	0.250000	0.250000	0.250000	48.772908	
117000	-70.535823	378	1	1	'0 Z 0 0 0 0 0 0 	D	18.452487	0.000000	18.452487	18.452487	18.452487	18.452487	18.452487	18.452487	0.250000	0.250000	0.250000	0.250000	38.849231	
118000	-69.451253	330	1	1	'0 Z 0 0 0 0 0 0 	D	0.838326	0.000000	0.838326	0.838326	0.838326	0.838326	0.838326	0.838326	0.250000	0.250000	0.250000	0.250000	40.119525	
119000	-70.535823	439	1	1	'0 Z 0 0 0 0 0 0 	D	25.513361	0.000000	25.513361	25.513361	25.513361	25.513361	25.513361	25.513361	0.250000	0.250000	0.250000	0.250000	66.820729	
120000	-70.403060	518	1	1	'0 Z 0 0 0 0 0 0 	D	10.695581	0.000000	10.695581	10.695581	10.695581	10.695581	10.695581	10.695581	0.250000	0.250000	0.250000	0.250000	84.583021	
121000	-70.530818	178	1	1	'0 Z 0 0 0 0 0 0 	D	1.904327	0.000000	1.904327	1.904327	1.904327	1.904327	1.904327	1.904327	0.250000	0.250000	0.250000	0.250000	90.784583	
122000	-70.458920	639	1	1	'0 Z 0 0 0 0 0 0 	D	7.458294	0.000000	7.458294	7.458294	7.458294	7.458294	7.458294	7.458294	0.250000	0.250000	0.250000	0.250000	85.255325	
123000	-70.535823	251	1	1	'0 Z 0 0 0 0 0 0 	D	72.235640	0.000000	72.235640	72.235640	72.235640	72.235640	72.235640	72.235640	0.250000	0.250000	0.250000	0.250000	68.139039	
124000	-70.485348	116	1	1	'0 Z 0 0 0 0 0 0 	D	25.773027	0.000000	25.773027	25.773027	25.773027	25.773027	25.773027	25.773027	0.250000	0.250000	0.250000	0.250000	77.362113	
125000	-74.247882	433	1	3	'0 Z 0 0 Z Z 0 0 	D	0.132916	0.000000	0.132916	0.132916	0.000000	0.000000	0.132916	0.132916	0.391079	0.445860	0.000000	0.163061	76.589181	
126000	-70.410683	983	1	1	'0 Z 0 0 0 0 0 0 	D	0.684426	0.000000	0.684426	0.684426	0.684426	0.684426	0.684426	0.684426	0.249996	0.250000	0.250000	0.250003	69.379028	
127000	-70.535818	283	1	1	'0 Z 0 0 0 0 0 0 	D	3.836628	0.000000	3.836628	3.836628	3.836628	3.836628	3.836628	3.836628	0.250000	0.250000	0.250000	0.250000	94.451142	
128000	-70.535823	572	1	1	'0 Z 0 0 0 0 0 0 	D	37.858084	0.000000	37.858084	37.858084	37.858084	37.858084	37.858084	37.858084	0.250000	0.250000	0.250000	0.250000	82.080879	
129000	-70.535823	292	1	1	'0 Z 0 0 0 0 0 0 	D	25.623186	0.000000	25.623186	25.623186	25.623186	25.623186	25.623186	25.623186	0.250000	0.250000	0.250000	0.250000	88.116811	
130000	-70.422848	624	1	1	'0 Z 0 0 0 0 0 0 	D	17.365557	0.000000	17.365557	17.365557	17.365557	17.365557	17.365557	17.365557	0.250000	0.250000	0.250000	0.250000	80.098112	
131000	-70.535823	197	1	1	'0 Z 0 0 0 0 0 0 	D	64.324862	0.000000	64.324862	64.324862	64.324862	64.324862	64.324862	64.324862	0.250000	0.250000	0.250000	0.250000	82.579768	
132000	-70.535823	718	1	1	'0 Z 0 0 0 0 0 0 	D	24.034805	0.000000	24.034805	24.034805	24.034805	24.034805	24.034805	24.034805	0.250000	0.250000	0.250000	0.250000	80.462197	
133000	-70.535823	948	1	1	'0 Z 0 0 0 0 0 0 	D	26.109238	0.000000	26.109238	26.109238	26.109238	26.109238	26.109238	26.109238	0.250000	0.250000	0.250000	0.250000	76.901375	
134000	-70.513070	291	1	1	'0 Z 0 0 0 0 0 0 	D	1.273286	0.000000	1.273286	1.273286	1.273286	1.273286	1.273286	1.273286	0.250000	0.250000	0.250000	0.250000	65.568650	
