Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_LA1=2.txt
Log File Name:                   LL1=2_LA1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            791300903
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_LA1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
135000	-70.535823	661	1	1	'0 Z 0 0 0 0 0 0 	D	7.853645	0.000000	7.853645	7.853645	7.853645	7.853645	7.853645	7.853645	0.250000	0.250000	0.250000	0.250000	51.299905	
136000	-70.535823	95	1	1	'0 Z 0 0 0 0 0 0 	D	97.575592	0.000000	97.575592	97.575592	97.575592	97.575592	97.575592	97.575592	0.250000	0.250000	0.250000	0.250000	38.095466	
137000	-70.535823	265	1	1	'0 Z 0 0 0 0 0 0 	D	29.282007	0.000000	29.282007	29.282007	29.282007	29.282007	29.282007	29.282007	0.250000	0.250000	0.250000	0.250000	54.858799	
138000	-70.534209	862	1	1	'0 Z 0 0 0 0 0 0 	D	8.041866	0.000000	8.041866	8.041866	8.041866	8.041866	8.041866	8.041866	0.250000	0.250000	0.250000	0.250000	65.059869	
139000	-70.535823	469	1	1	'0 Z 0 0 0 0 0 0 	D	11.451897	0.000000	11.451897	11.451897	11.451897	11.451897	11.451897	11.451897	0.250000	0.250000	0.250000	0.250000	64.163393	
140000	-70.535823	356	1	1	'0 Z 0 0 0 0 0 0 	D	29.367074	0.000000	29.367074	29.367074	29.367074	29.367074	29.367074	29.367074	0.250000	0.250000	0.250000	0.250000	63.820217	
141000	-70.535823	125	1	1	'0 Z 0 0 0 0 0 0 	D	30.935331	0.000000	30.935331	30.935331	30.935331	30.935331	30.935331	30.935331	0.250000	0.250000	0.250000	0.250000	65.775525	
142000	-70.788350	48	1	1	'0 Z 0 0 0 0 0 0 	D	7.103542	0.000000	7.103542	7.103542	7.103542	7.103542	7.103542	7.103542	0.250000	0.250000	0.250000	0.250000	57.374541	
143000	-70.535823	931	1	1	'0 Z 0 0 0 0 0 0 	D	73.574568	0.000000	73.574568	73.574568	73.574568	73.574568	73.574568	73.574568	0.250000	0.250000	0.250000	0.250000	38.448196	
144000	-70.535823	949	1	1	'0 Z 0 0 0 0 0 0 	D	29.151880	0.000000	29.151880	29.151880	29.151880	29.151880	29.151880	29.151880	0.250000	0.250000	0.250000	0.250000	52.187613	
145000	-69.865446	161	1	2	'0 Z 0 0 0 0 Z 0 	D	0.153031	0.000000	0.153031	0.153031	0.153031	0.153031	0.000000	0.153031	0.335356	0.271163	0.242300	0.151180	67.786328	
146000	-74.859896	261	1	2	'0 Z 0 0 Z 0 0 0 	D	17.075861	0.000000	17.075861	17.075861	0.000000	17.075861	17.075861	17.075861	0.250000	0.250000	0.250000	0.250000	77.835279	
147000	-70.535823	460	1	1	'0 Z 0 0 0 0 0 0 	D	25.515111	0.000000	25.515111	25.515111	25.515111	25.515111	25.515111	25.515111	0.250000	0.250000	0.250000	0.250000	73.375994	
148000	-70.535823	230	1	1	'0 Z 0 0 0 0 0 0 	D	25.802659	0.000000	25.802659	25.802659	25.802659	25.802659	25.802659	25.802659	0.250000	0.250000	0.250000	0.250000	75.001979	
149000	-70.535823	433	1	1	'0 Z 0 0 0 0 0 0 	D	67.947513	0.000000	67.947513	67.947513	67.947513	67.947513	67.947513	67.947513	0.250000	0.250000	0.250000	0.250000	67.105981	
150000	-70.804789	138	1	2	'0 Z 0 0 Z 0 0 0 	D	0.603927	0.000000	0.603927	0.603927	0.000000	0.603927	0.603927	0.603927	0.261087	0.254607	0.238892	0.245414	83.283894	
151000	-70.469502	35	1	1	'0 Z 0 0 0 0 0 0 	D	16.007343	0.000000	16.007343	16.007343	16.007343	16.007343	16.007343	16.007343	0.250000	0.250000	0.250000	0.250000	99.724197	
152000	-70.535823	506	1	1	'0 Z 0 0 0 0 0 0 	D	17.141764	0.000000	17.141764	17.141764	17.141764	17.141764	17.141764	17.141764	0.250000	0.250000	0.250000	0.250000	98.497778	
153000	-70.535823	355	1	1	'0 Z 0 0 0 0 0 0 	D	36.397616	0.000000	36.397616	36.397616	36.397616	36.397616	36.397616	36.397616	0.250000	0.250000	0.250000	0.250000	98.453432	
154000	-70.535823	801	1	1	'0 Z 0 0 0 0 0 0 	D	26.462791	0.000000	26.462791	26.462791	26.462791	26.462791	26.462791	26.462791	0.250000	0.250000	0.250000	0.250000	98.227138	
155000	-70.535823	276	1	1	'0 Z 0 0 0 0 0 0 	D	18.874974	0.000000	18.874974	18.874974	18.874974	18.874974	18.874974	18.874974	0.250000	0.250000	0.250000	0.250000	77.083368	
156000	-70.535792	489	1	1	'0 Z 0 0 0 0 0 0 	D	2.103582	0.000000	2.103582	2.103582	2.103582	2.103582	2.103582	2.103582	0.250000	0.250000	0.250000	0.250000	71.547743	
157000	-70.535823	577	1	1	'0 Z 0 0 0 0 0 0 	D	4.976937	0.000000	4.976937	4.976937	4.976937	4.976937	4.976937	4.976937	0.250000	0.250000	0.250000	0.250000	96.686021	
158000	-70.535823	85	1	1	'0 Z 0 0 0 0 0 0 	D	20.659129	0.000000	20.659129	20.659129	20.659129	20.659129	20.659129	20.659129	0.250000	0.250000	0.250000	0.250000	98.573104	
159000	-70.535823	778	1	1	'0 Z 0 0 0 0 0 0 	D	8.604408	0.000000	8.604408	8.604408	8.604408	8.604408	8.604408	8.604408	0.250000	0.250000	0.250000	0.250000	90.034050	
160000	-70.520734	460	1	1	'0 Z 0 0 0 0 0 0 	D	6.470565	0.000000	6.470565	6.470565	6.470565	6.470565	6.470565	6.470565	0.250000	0.250000	0.250000	0.250000	77.706184	
161000	-70.535526	28	1	1	'0 Z 0 0 0 0 0 0 	D	11.891290	0.000000	11.891290	11.891290	11.891290	11.891290	11.891290	11.891290	0.250000	0.250000	0.250000	0.250000	96.565063	
162000	-71.974234	463	1	1	'0 0 0 Z 0 0 0 0 	D	34.464955	34.464955	34.464955	0.000000	34.464955	34.464955	34.464955	34.464955	0.250000	0.250000	0.250000	0.250000	88.423479	
163000	-71.974095	925	1	1	'0 0 0 Z 0 0 0 0 	D	3.432260	3.432260	3.432260	0.000000	3.432260	3.432260	3.432260	3.432260	0.250000	0.250000	0.250000	0.250000	88.023875	
164000	-71.861488	293	1	1	'0 0 0 Z 0 0 0 0 	D	2.201826	2.201826	2.201826	0.000000	2.201826	2.201826	2.201826	2.201826	0.250000	0.250000	0.250000	0.250000	65.862381	
165000	-71.968807	904	1	1	'0 0 0 Z 0 0 0 0 	D	0.986462	0.986462	0.986462	0.000000	0.986462	0.986462	0.986462	0.986462	0.250000	0.250000	0.250000	0.250000	70.345579	
166000	-70.535823	588	1	1	'0 Z 0 0 0 0 0 0 	D	37.930247	0.000000	37.930247	37.930247	37.930247	37.930247	37.930247	37.930247	0.250000	0.250000	0.250000	0.250000	36.021802	
167000	-70.535823	429	1	1	'0 Z 0 0 0 0 0 0 	D	18.484463	0.000000	18.484463	18.484463	18.484463	18.484463	18.484463	18.484463	0.250000	0.250000	0.250000	0.250000	53.742074	
168000	-70.535823	776	1	1	'0 Z 0 0 0 0 0 0 	D	8.490115	0.000000	8.490115	8.490115	8.490115	8.490115	8.490115	8.490115	0.250000	0.250000	0.250000	0.250000	31.252434	
169000	-70.535823	685	1	1	'0 Z 0 0 0 0 0 0 	D	39.784225	0.000000	39.784225	39.784225	39.784225	39.784225	39.784225	39.784225	0.250000	0.250000	0.250000	0.250000	32.179326	
170000	-70.521918	766	1	1	'0 Z 0 0 0 0 0 0 	D	3.812496	0.000000	3.812496	3.812496	3.812496	3.812496	3.812496	3.812496	0.250000	0.250000	0.250000	0.250000	31.109150	
171000	-70.535821	254	1	1	'0 Z 0 0 0 0 0 0 	D	74.721453	0.000000	74.721453	74.721453	74.721453	74.721453	74.721453	74.721453	0.250000	0.250000	0.250000	0.250000	24.433483	
172000	-68.693408	722	1	2	'0 Z 0 0 Z 0 0 0 	D	0.473379	0.000000	0.473379	0.473379	0.000000	0.473379	0.473379	0.473379	0.279163	0.262270	0.220568	0.237998	1.253683	
173000	-68.448940	835	1	1	'0 Z 0 0 0 0 0 0 	D	0.244932	0.000000	0.244932	0.244932	0.244932	0.244932	0.244932	0.244932	0.229826	0.250272	0.254369	0.265533	6.527242	
174000	-70.521846	724	1	1	'0 Z 0 0 0 0 0 0 	D	1.910128	0.000000	1.910128	1.910128	1.910128	1.910128	1.910128	1.910128	0.250000	0.250000	0.250000	0.250000	7.242551	
175000	-70.535472	770	1	1	'0 Z 0 0 0 0 0 0 	D	3.443998	0.000000	3.443998	3.443998	3.443998	3.443998	3.443998	3.443998	0.250000	0.250000	0.250000	0.250000	18.325129	
176000	-70.535823	756	1	1	'0 Z 0 0 0 0 0 0 	D	6.081438	0.000000	6.081438	6.081438	6.081438	6.081438	6.081438	6.081438	0.250000	0.250000	0.250000	0.250000	11.352689	
177000	-69.889214	239	1	1	'0 Z 0 0 0 0 0 0 	D	0.508905	0.000000	0.508905	0.508905	0.508905	0.508905	0.508905	0.508905	0.249651	0.250031	0.250044	0.250274	9.332446	
178000	-70.535821	171	1	1	'0 Z 0 0 0 0 0 0 	D	2.566464	0.000000	2.566464	2.566464	2.566464	2.566464	2.566464	2.566464	0.250000	0.250000	0.250000	0.250000	29.966397	
179000	-70.535823	887	1	1	'0 Z 0 0 0 0 0 0 	D	46.570493	0.000000	46.570493	46.570493	46.570493	46.570493	46.570493	46.570493	0.250000	0.250000	0.250000	0.250000	31.206661	
180000	-70.535823	367	1	1	'0 Z 0 0 0 0 0 0 	D	13.738972	0.000000	13.738972	13.738972	13.738972	13.738972	13.738972	13.738972	0.250000	0.250000	0.250000	0.250000	33.000804	
181000	-70.535823	727	1	1	'0 Z 0 0 0 0 0 0 	D	14.566568	0.000000	14.566568	14.566568	14.566568	14.566568	14.566568	14.566568	0.250000	0.250000	0.250000	0.250000	17.818526	
182000	-69.798787	900	1	0	'0 0 0 0 0 0 0 0 	I	0.097422	0.097422	0.097422	0.097422	0.097422	0.097422	0.097422	0.097422	0.297024	0.294425	0.205173	0.203378	2.509243	
183000	-70.603879	899	1	3	'0 0 0 Z 0 0 Z Z 	D	0.260184	0.260184	0.260184	0.000000	0.260184	0.260184	0.000000	0.000000	0.366484	0.406786	0.226730	0.000000	3.086522	
184000	-69.709509	206	2	1	'0 1 1 Z 1 1 0 1 	D	0.272707	0.348440	0.348440	0.000000	0.348440	0.348440	0.272707	0.348440	0.250115	0.248780	0.250822	0.250283	0.575180	
185000	-71.736621	326	1	2	'0 0 0 0 0 Z 0 Z 	D	0.137565	0.137565	0.137565	0.137565	0.137565	0.000000	0.137565	0.000000	0.220759	0.381853	0.073434	0.323954	1.681986	
186000	-68.945537	339	1	1	'0 Z 0 0 0 0 0 0 	D	0.456544	0.000000	0.456544	0.456544	0.456544	0.456544	0.456544	0.456544	0.249525	0.250041	0.250062	0.250373	0.451345	
187000	-68.383676	451	1	2	'0 Z 0 0 Z 0 0 0 	D	0.359557	0.000000	0.359557	0.359557	0.000000	0.359557	0.359557	0.359557	0.310807	0.276764	0.187018	0.225411	0.841906	
188000	-70.535823	81	1	1	'0 Z 0 0 0 0 0 0 	D	12.189046	0.000000	12.189046	12.189046	12.189046	12.189046	12.189046	12.189046	0.250000	0.250000	0.250000	0.250000	21.865854	
189000	-68.464018	576	1	1	'0 Z 0 0 0 0 0 0 	D	0.173950	0.000000	0.173950	0.173950	0.173950	0.173950	0.173950	0.173950	0.181563	0.245453	0.271925	0.301059	19.255177	
190000	-70.535823	30	1	1	'0 Z 0 0 0 0 0 0 	D	8.024059	0.000000	8.024059	8.024059	8.024059	8.024059	8.024059	8.024059	0.250000	0.250000	0.250000	0.250000	16.641337	
191000	-70.535823	838	1	1	'0 Z 0 0 0 0 0 0 	D	9.906559	0.000000	9.906559	9.906559	9.906559	9.906559	9.906559	9.906559	0.250000	0.250000	0.250000	0.250000	17.494214	
192000	-70.535823	930	1	1	'0 Z 0 0 0 0 0 0 	D	14.133126	0.000000	14.133126	14.133126	14.133126	14.133126	14.133126	14.133126	0.250000	0.250000	0.250000	0.250000	12.187432	
193000	-68.523076	161	1	1	'0 Z 0 0 0 0 0 0 	D	0.188151	0.000000	0.188151	0.188151	0.188151	0.188151	0.188151	0.188151	0.215880	0.249376	0.258941	0.275803	40.080384	
194000	-70.535823	714	1	1	'0 Z 0 0 0 0 0 0 	D	25.159736	0.000000	25.159736	25.159736	25.159736	25.159736	25.159736	25.159736	0.250000	0.250000	0.250000	0.250000	33.036718	
195000	-70.261511	959	1	1	'0 Z 0 0 0 0 0 0 	D	3.517816	0.000000	3.517816	3.517816	3.517816	3.517816	3.517816	3.517816	0.250000	0.250000	0.250000	0.250000	4.797332	
196000	-69.766242	981	1	1	'0 Z 0 0 0 0 0 0 	D	4.368046	0.000000	4.368046	4.368046	4.368046	4.368046	4.368046	4.368046	0.250000	0.250000	0.250000	0.250000	23.176834	
197000	-70.139649	742	1	1	'0 Z 0 0 0 0 0 0 	D	3.007659	0.000000	3.007659	3.007659	3.007659	3.007659	3.007659	3.007659	0.250000	0.250000	0.250000	0.250000	5.251172	
198000	-68.399590	955	1	1	'0 Z 0 0 0 0 0 0 	D	0.282273	0.000000	0.282273	0.282273	0.282273	0.282273	0.282273	0.282273	0.230740	0.250273	0.254195	0.264792	18.618208	
199000	-70.535823	387	1	1	'0 Z 0 0 0 0 0 0 	D	22.771890	0.000000	22.771890	22.771890	22.771890	22.771890	22.771890	22.771890	0.250000	0.250000	0.250000	0.250000	8.596888	
200000	-69.908574	217	1	1	'0 Z 0 0 0 0 0 0 	D	0.526828	0.000000	0.526828	0.526828	0.526828	0.526828	0.526828	0.526828	0.249951	0.250005	0.250006	0.250039	9.290756	
201000	-70.535823	359	1	1	'0 Z 0 0 0 0 0 0 	D	5.517092	0.000000	5.517092	5.517092	5.517092	5.517092	5.517092	5.517092	0.250000	0.250000	0.250000	0.250000	14.273141	
202000	-70.533578	320	1	1	'0 Z 0 0 0 0 0 0 	D	7.156294	0.000000	7.156294	7.156294	7.156294	7.156294	7.156294	7.156294	0.250000	0.250000	0.250000	0.250000	6.987449	
203000	-70.590283	572	1	1	'0 Z 0 0 0 0 0 0 	D	0.997632	0.000000	0.997632	0.997632	0.997632	0.997632	0.997632	0.997632	0.250000	0.250000	0.250000	0.250000	0.898274	
204000	-70.762764	78	1	2	'0 Z 0 0 Z 0 0 0 	D	1.176869	0.000000	1.176869	1.176869	0.000000	1.176869	1.176869	1.176869	0.252444	0.251013	0.247555	0.248988	1.139184	
205000	-69.234231	304	1	2	'0 Z 0 0 Z 0 0 0 	D	0.364549	0.000000	0.364549	0.364549	0.000000	0.364549	0.364549	0.364549	0.323865	0.281263	0.175264	0.219607	0.937934	
206000	-70.535823	890	1	1	'0 Z 0 0 0 0 0 0 	D	6.424387	0.000000	6.424387	6.424387	6.424387	6.424387	6.424387	6.424387	0.250000	0.250000	0.250000	0.250000	4.411788	
207000	-70.535823	676	1	1	'0 Z 0 0 0 0 0 0 	D	16.192979	0.000000	16.192979	16.192979	16.192979	16.192979	16.192979	16.192979	0.250000	0.250000	0.250000	0.250000	40.879275	
208000	-70.535315	950	1	1	'0 Z 0 0 0 0 0 0 	D	15.685181	0.000000	15.685181	15.685181	15.685181	15.685181	15.685181	15.685181	0.250000	0.250000	0.250000	0.250000	61.583823	
209000	-70.535823	924	1	1	'0 Z 0 0 0 0 0 0 	D	44.197559	0.000000	44.197559	44.197559	44.197559	44.197559	44.197559	44.197559	0.250000	0.250000	0.250000	0.250000	85.639324	
210000	-70.535823	336	1	1	'0 Z 0 0 0 0 0 0 	D	19.191875	0.000000	19.191875	19.191875	19.191875	19.191875	19.191875	19.191875	0.250000	0.250000	0.250000	0.250000	81.703383	
211000	-70.535823	824	1	1	'0 Z 0 0 0 0 0 0 	D	22.078658	0.000000	22.078658	22.078658	22.078658	22.078658	22.078658	22.078658	0.250000	0.250000	0.250000	0.250000	78.599682	
212000	-70.535823	88	1	1	'0 Z 0 0 0 0 0 0 	D	12.055931	0.000000	12.055931	12.055931	12.055931	12.055931	12.055931	12.055931	0.250000	0.250000	0.250000	0.250000	79.335644	
213000	-70.535823	756	1	1	'0 Z 0 0 0 0 0 0 	D	22.434221	0.000000	22.434221	22.434221	22.434221	22.434221	22.434221	22.434221	0.250000	0.250000	0.250000	0.250000	85.810212	
214000	-70.535823	114	1	1	'0 Z 0 0 0 0 0 0 	D	52.326435	0.000000	52.326435	52.326435	52.326435	52.326435	52.326435	52.326435	0.250000	0.250000	0.250000	0.250000	94.352146	
215000	-70.535823	777	1	1	'0 Z 0 0 0 0 0 0 	D	15.700209	0.000000	15.700209	15.700209	15.700209	15.700209	15.700209	15.700209	0.250000	0.250000	0.250000	0.250000	92.117844	
216000	-74.859896	193	1	2	'0 0 0 0 0 Z 0 Z 	D	54.173773	54.173773	54.173773	54.173773	54.173773	0.000000	54.173773	0.000000	0.250000	0.250000	0.250000	0.250000	98.623162	
217000	-75.425919	125	1	2	'0 0 0 0 0 Z 0 Z 	D	0.512431	0.512431	0.512431	0.512431	0.512431	0.000000	0.512431	0.000000	0.251617	0.248487	0.253727	0.246170	81.468515	
218000	-71.974234	432	1	1	'0 0 0 Z 0 0 0 0 	D	99.758971	99.758971	99.758971	0.000000	99.758971	99.758971	99.758971	99.758971	0.250000	0.250000	0.250000	0.250000	91.194815	
219000	-71.633705	31	1	1	'0 0 0 Z 0 0 0 0 	D	2.054618	2.054618	2.054618	0.000000	2.054618	2.054618	2.054618	2.054618	0.250000	0.250000	0.250000	0.250000	84.327615	
220000	-74.859896	550	1	0	'0 0 0 0 0 0 0 0 	I	59.001511	59.001511	59.001511	59.001511	59.001511	59.001511	59.001511	59.001511	0.250000	0.250000	0.250000	0.250000	72.826481	
221000	-70.482076	62	1	1	'0 Z 0 0 0 0 0 0 	D	34.284320	0.000000	34.284320	34.284320	34.284320	34.284320	34.284320	34.284320	0.250000	0.250000	0.250000	0.250000	78.201484	
222000	-70.535823	345	1	1	'0 Z 0 0 0 0 0 0 	D	80.739364	0.000000	80.739364	80.739364	80.739364	80.739364	80.739364	80.739364	0.250000	0.250000	0.250000	0.250000	73.148513	
223000	-69.647157	67	1	1	'0 Z 0 0 0 0 0 0 	D	3.902900	0.000000	3.902900	3.902900	3.902900	3.902900	3.902900	3.902900	0.250000	0.250000	0.250000	0.250000	87.915514	
224000	-70.828126	679	1	1	'0 Z 0 0 0 0 0 0 	D	15.014235	0.000000	15.014235	15.014235	15.014235	15.014235	15.014235	15.014235	0.250000	0.250000	0.250000	0.250000	97.965308	
225000	-71.974234	138	1	1	'0 0 0 Z 0 0 0 0 	D	14.094072	14.094072	14.094072	0.000000	14.094072	14.094072	14.094072	14.094072	0.250000	0.250000	0.250000	0.250000	97.582942	
226000	-74.859896	547	1	0	'0 0 0 0 0 0 0 0 	I	70.386879	70.386879	70.386879	70.386879	70.386879	70.386879	70.386879	70.386879	0.250000	0.250000	0.250000	0.250000	78.491376	
227000	-71.974234	513	1	1	'0 0 0 Z 0 0 0 0 	D	9.365677	9.365677	9.365677	0.000000	9.365677	9.365677	9.365677	9.365677	0.250000	0.250000	0.250000	0.250000	55.647280	
228000	-73.265943	784	1	2	'0 0 0 Z 0 0 Z 0 	D	0.222100	0.222100	0.222100	0.000000	0.222100	0.222100	0.000000	0.222100	0.323289	0.247352	0.272516	0.156843	41.744274	
229000	-71.513539	652	1	3	'0 0 0 Z 0 0 Z Z 	D	0.262657	0.262657	0.262657	0.000000	0.262657	0.262657	0.000000	0.000000	0.362733	0.382671	0.254596	0.000000	9.594493	
230000	-72.383539	278	1	3	'0 0 0 Z 0 0 Z Z 	D	0.211373	0.211373	0.211373	0.000000	0.211373	0.211373	0.000000	0.000000	0.363513	0.381599	0.254888	0.000000	4.122952	
231000	-68.533827	93	2	2	'1 1 1 Z 0 0 Z 0 	D	0.554345	0.554345	0.554345	0.000000	1.251144	1.251144	0.000000	1.251144	0.249780	0.249302	0.250297	0.250622	1.245563	
232000	-71.750529	514	1	1	'0 0 0 0 Z 0 0 0 	D	0.183715	0.183715	0.183715	0.183715	0.000000	0.183715	0.183715	0.183715	0.349248	0.380530	0.071493	0.198728	2.906790	
233000	-70.920678	67	1	1	'0 0 0 Z 0 0 0 0 	D	5.283935	5.283935	5.283935	0.000000	5.283935	5.283935	5.283935	5.283935	0.250000	0.250000	0.250000	0.250000	14.014293	
234000	-71.974234	736	1	1	'0 0 0 Z 0 0 0 0 	D	7.068880	7.068880	7.068880	0.000000	7.068880	7.068880	7.068880	7.068880	0.250000	0.250000	0.250000	0.250000	4.547486	
235000	-71.974234	80	1	1	'0 0 0 Z 0 0 0 0 	D	15.344053	15.344053	15.344053	0.000000	15.344053	15.344053	15.344053	15.344053	0.250000	0.250000	0.250000	0.250000	22.353559	
236000	-71.974234	781	1	1	'0 0 0 Z 0 0 0 0 	D	78.079621	78.079621	78.079621	0.000000	78.079621	78.079621	78.079621	78.079621	0.250000	0.250000	0.250000	0.250000	35.533184	
237000	-70.384416	940	1	1	'0 0 0 Z 0 0 0 0 	D	0.083545	0.083545	0.083545	0.000000	0.083545	0.083545	0.083545	0.083545	0.295930	0.132448	0.322914	0.248708	40.158162	
238000	-71.949916	371	1	1	'0 0 0 Z 0 0 0 0 	D	48.121132	48.121132	48.121132	0.000000	48.121132	48.121132	48.121132	48.121132	0.250000	0.250000	0.250000	0.250000	36.729939	
239000	-70.958553	548	1	1	'0 0 0 Z 0 0 0 0 	D	1.428527	1.428527	1.428527	0.000000	1.428527	1.428527	1.428527	1.428527	0.250000	0.250000	0.250000	0.250000	25.464843	
240000	-71.974234	896	1	1	'0 0 0 Z 0 0 0 0 	D	75.701113	75.701113	75.701113	0.000000	75.701113	75.701113	75.701113	75.701113	0.250000	0.250000	0.250000	0.250000	21.187766	
241000	-71.938002	575	1	1	'0 0 0 Z 0 0 0 0 	D	1.011524	1.011524	1.011524	0.000000	1.011524	1.011524	1.011524	1.011524	0.250000	0.250000	0.250000	0.250000	34.334809	
242000	-71.974234	707	1	1	'0 0 0 Z 0 0 0 0 	D	44.237405	44.237405	44.237405	0.000000	44.237405	44.237405	44.237405	44.237405	0.250000	0.250000	0.250000	0.250000	50.538762	
243000	-71.974234	842	1	1	'0 0 0 Z 0 0 0 0 	D	56.521616	56.521616	56.521616	0.000000	56.521616	56.521616	56.521616	56.521616	0.250000	0.250000	0.250000	0.250000	53.404653	
244000	-71.974234	44	1	1	'0 0 0 Z 0 0 0 0 	D	70.461669	70.461669	70.461669	0.000000	70.461669	70.461669	70.461669	70.461669	0.250000	0.250000	0.250000	0.250000	41.132058	
245000	-71.255841	845	1	2	'0 0 0 Z 0 0 Z 0 	D	0.377130	0.377130	0.377130	0.000000	0.377130	0.377130	0.000000	0.377130	0.289391	0.338761	0.214057	0.157790	28.555590	
246000	-71.974234	93	1	1	'0 0 0 Z 0 0 0 0 	D	51.112051	51.112051	51.112051	0.000000	51.112051	51.112051	51.112051	51.112051	0.250000	0.250000	0.250000	0.250000	35.497692	
247000	-71.974234	136	1	1	'0 0 0 Z 0 0 0 0 	D	4.333417	4.333417	4.333417	0.000000	4.333417	4.333417	4.333417	4.333417	0.250000	0.250000	0.250000	0.250000	46.838536	
248000	-69.816569	847	1	1	'0 Z 0 0 0 0 0 0 	D	0.853869	0.000000	0.853869	0.853869	0.853869	0.853869	0.853869	0.853869	0.250000	0.250000	0.250000	0.250000	52.148716	
249000	-69.916082	424	1	1	'0 Z 0 0 0 0 0 0 	D	1.213624	0.000000	1.213624	1.213624	1.213624	1.213624	1.213624	1.213624	0.250000	0.250000	0.250000	0.250000	66.809525	
250000	-70.535823	795	1	1	'0 Z 0 0 0 0 0 0 	D	51.356374	0.000000	51.356374	51.356374	51.356374	51.356374	51.356374	51.356374	0.250000	0.250000	0.250000	0.250000	89.765010	
251000	-69.526880	694	1	1	'0 Z 0 0 0 0 0 0 	D	0.356277	0.000000	0.356277	0.356277	0.356277	0.356277	0.356277	0.356277	0.248533	0.250109	0.250212	0.251146	89.100504	
252000	-70.535823	793	1	1	'0 Z 0 0 0 0 0 0 	D	69.720608	0.000000	69.720608	69.720608	69.720608	69.720608	69.720608	69.720608	0.250000	0.250000	0.250000	0.250000	96.794065	
253000	-70.535823	451	1	1	'0 Z 0 0 0 0 0 0 	D	39.153718	0.000000	39.153718	39.153718	39.153718	39.153718	39.153718	39.153718	0.250000	0.250000	0.250000	0.250000	91.143730	
254000	-70.535823	566	1	1	'0 Z 0 0 0 0 0 0 	D	11.273136	0.000000	11.273136	11.273136	11.273136	11.273136	11.273136	11.273136	0.250000	0.250000	0.250000	0.250000	94.984752	
255000	-70.535823	787	1	1	'0 Z 0 0 0 0 0 0 	D	91.700115	0.000000	91.700115	91.700115	91.700115	91.700115	91.700115	91.700115	0.250000	0.250000	0.250000	0.250000	72.948297	
256000	-70.711484	316	2	2	'1 Z 1 1 Z 1 0 1 	D	2.239525	0.000000	2.239525	2.239525	0.000000	2.239525	8.208186	2.239525	0.250000	0.250000	0.250000	0.250000	66.235312	
257000	-70.535823	344	1	1	'0 Z 0 0 0 0 0 0 	D	17.999594	0.000000	17.999594	17.999594	17.999594	17.999594	17.999594	17.999594	0.250000	0.250000	0.250000	0.250000	43.519605	
258000	-70.253301	225	1	1	'0 Z 0 0 0 0 0 0 	D	11.907565	0.000000	11.907565	11.907565	11.907565	11.907565	11.907565	11.907565	0.250000	0.250000	0.250000	0.250000	23.169904	
259000	-70.975764	426	1	2	'0 Z 0 0 Z 0 0 0 	D	0.820525	0.000000	0.820525	0.820525	0.000000	0.820525	0.820525	0.820525	0.257046	0.252924	0.242946	0.247084	22.548309	
260000	-71.505639	628	2	1	'0 Z 0 1 1 0 0 0 	D	22.384039	0.000000	22.384039	32.254139	32.254139	22.384039	22.384039	22.384039	0.250000	0.250000	0.250000	0.250000	15.113403	
261000	-69.785503	328	1	2	'0 Z 0 0 Z 0 0 0 	D	0.509643	0.000000	0.509643	0.509643	0.000000	0.509643	0.509643	0.509643	0.256952	0.252890	0.243033	0.247125	5.119797	
262000	-70.537005	182	1	1	'0 Z 0 0 0 0 0 0 	D	1.750806	0.000000	1.750806	1.750806	1.750806	1.750806	1.750806	1.750806	0.250000	0.250000	0.250000	0.250000	2.403492	
263000	-69.733753	195	1	1	'0 Z 0 0 0 0 0 0 	D	1.987192	0.000000	1.987192	1.987192	1.987192	1.987192	1.987192	1.987192	0.250000	0.250000	0.250000	0.250000	13.590838	
264000	-70.105723	571	1	1	'0 Z 0 0 0 0 0 0 	D	13.234773	0.000000	13.234773	13.234773	13.234773	13.234773	13.234773	13.234773	0.250000	0.250000	0.250000	0.250000	27.376768	
