Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_Wax1=0.txt
Log File Name:                   LL1=2_Wax1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            254430252
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_Wax1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
108000	-47.694762	929	1	3	'0 0 0 0 0 Z Z Z 	D	0.072840	0.072840	0.072840	0.072840	0.072840	0.000000	0.000000	0.000000	0.381377	0.593918	0.024705	0.000000	48.181680	
109000	-45.957920	483	1	3	'0 0 0 0 0 Z Z Z 	D	0.162241	0.162241	0.162241	0.162241	0.162241	0.000000	0.000000	0.000000	0.367440	0.389629	0.242931	0.000000	38.900652	
110000	-45.751516	361	1	3	'0 0 0 0 0 Z Z Z 	D	0.161056	0.161056	0.161056	0.161056	0.161056	0.000000	0.000000	0.000000	0.367566	0.396595	0.235839	0.000000	15.086881	
111000	-47.757337	390	1	1	'0 0 0 0 0 Z 0 0 	D	0.045552	0.045552	0.045552	0.045552	0.045552	0.000000	0.045552	0.045552	0.450443	0.433934	0.011342	0.104281	1.288237	
112000	-50.707250	942	1	2	'0 0 Z Z 0 0 0 0 	D	0.048317	0.048317	0.000000	0.000000	0.048317	0.048317	0.048317	0.048317	0.432780	0.000000	0.440724	0.126496	3.180724	
113000	-49.976521	829	1	2	'0 0 0 0 0 0 Z Z 	D	0.099211	0.099211	0.099211	0.099211	0.099211	0.099211	0.000000	0.000000	0.385821	0.318419	0.295760	0.000000	25.557335	
114000	-49.422239	534	1	3	'0 0 0 0 0 Z Z Z 	D	0.240708	0.240708	0.240708	0.240708	0.240708	0.000000	0.000000	0.000000	0.364937	0.293985	0.341078	0.000000	34.474428	
115000	-48.397210	901	1	2	'0 0 Z 0 0 Z 0 0 	D	0.041432	0.041432	0.000000	0.041432	0.041432	0.000000	0.041432	0.041432	0.903363	0.005909	0.028343	0.062385	29.124207	
116000	-47.355255	371	1	1	'0 0 0 0 0 Z 0 0 	D	0.304084	0.304084	0.304084	0.304084	0.304084	0.000000	0.304084	0.304084	0.250598	0.252196	0.247116	0.250090	4.073640	
117000	-47.080294	962	1	4	'0 0 Z 0 0 Z Z Z 	D	0.065008	0.065008	0.000000	0.065008	0.065008	0.000000	0.000000	0.000000	0.895090	0.000000	0.104910	0.000000	1.110015	
118000	-47.746391	802	1	2	'0 0 0 0 0 Z 0 Z 	D	0.052506	0.052506	0.052506	0.052506	0.052506	0.000000	0.052506	0.000000	0.377452	0.467517	0.017016	0.138015	0.095633	
119000	-49.343100	604	1	3	'0 0 Z Z 0 0 Z 0 	D	0.050355	0.050355	0.000000	0.000000	0.050355	0.050355	0.000000	0.050355	0.481880	0.000000	0.409270	0.108849	0.087762	
120000	-48.445493	965	1	4	'0 0 Z 0 0 Z Z Z 	D	0.054390	0.054390	0.000000	0.054390	0.054390	0.000000	0.000000	0.000000	0.917517	0.000000	0.082483	0.000000	1.387021	
121000	-48.649800	469	1	1	'0 0 0 0 0 0 0 Z 	D	0.018987	0.018987	0.018987	0.018987	0.018987	0.018987	0.018987	0.000000	0.461048	0.340022	0.122730	0.076200	0.225956	
122000	-45.762514	361	1	3	'0 0 0 0 0 Z Z Z 	D	0.192705	0.192705	0.192705	0.192705	0.192705	0.000000	0.000000	0.000000	0.366943	0.353745	0.279312	0.000000	0.698865	
123000	-48.977203	629	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.139205	0.139205	0.139205	0.139205	0.139205	0.139205	0.139205	0.237946	0.301362	0.230787	0.229905	10.003772	
124000	-48.815155	1	1	0	'0 0 0 0 0 0 0 0 	I	0.084795	0.084795	0.084795	0.084795	0.084795	0.084795	0.084795	0.084795	0.378219	0.260825	0.213632	0.147324	30.438561	
125000	-48.390604	389	1	2	'0 0 0 0 0 0 Z Z 	D	0.039381	0.039381	0.039381	0.039381	0.039381	0.039381	0.000000	0.000000	0.420324	0.346834	0.232842	0.000000	47.704950	
126000	-48.645267	74	1	4	'0 0 Z 0 0 Z Z Z 	D	0.048397	0.048397	0.000000	0.048397	0.048397	0.000000	0.000000	0.000000	0.969118	0.000000	0.030882	0.000000	46.367037	
127000	-48.099699	192	1	1	'0 0 0 0 0 Z 0 0 	D	0.077957	0.077957	0.077957	0.077957	0.077957	0.000000	0.077957	0.077957	0.333572	0.426575	0.041437	0.198416	43.163285	
128000	-48.995131	408	1	1	'0 0 0 0 Z 0 0 0 	D	0.048479	0.048479	0.048479	0.048479	0.000000	0.048479	0.048479	0.048479	0.577915	0.325063	0.008281	0.088742	45.396803	
129000	-48.154066	109	1	2	'0 0 0 0 0 0 Z Z 	D	0.033804	0.033804	0.033804	0.033804	0.033804	0.033804	0.000000	0.000000	0.498808	0.357480	0.143712	0.000000	58.258982	
130000	-47.431747	701	1	3	'0 0 0 0 0 Z Z Z 	D	0.044170	0.044170	0.044170	0.044170	0.044170	0.000000	0.000000	0.000000	0.399406	0.587031	0.013563	0.000000	56.730823	
131000	-50.149454	586	1	3	'0 0 0 0 Z Z 0 Z 	D	0.031500	0.031500	0.031500	0.031500	0.000000	0.000000	0.031500	0.000000	0.264223	0.511287	0.000000	0.224489	68.995259	
132000	-49.851660	839	1	4	'0 0 0 Z Z 0 Z Z 	D	0.039036	0.039036	0.039036	0.000000	0.000000	0.039036	0.000000	0.000000	0.911434	0.088566	0.000000	0.000000	87.006109	
133000	-49.770629	837	1	3	'0 0 Z Z Z 0 0 0 	D	0.039816	0.039816	0.000000	0.000000	0.000000	0.039816	0.039816	0.039816	1.000000	0.000000	0.000000	0.000000	89.329309	
134000	-47.384361	599	1	3	'0 0 0 0 0 Z Z Z 	D	0.055312	0.055312	0.055312	0.055312	0.055312	0.000000	0.000000	0.000000	0.426287	0.557827	0.015887	0.000000	92.742533	
135000	-48.910773	637	1	3	'0 0 0 Z 0 0 Z Z 	D	0.059510	0.059510	0.059510	0.000000	0.059510	0.059510	0.000000	0.000000	0.480794	0.062305	0.456901	0.000000	93.526655	
136000	-48.762245	834	1	1	'0 0 0 0 0 0 0 Z 	D	0.033538	0.033538	0.033538	0.033538	0.033538	0.033538	0.033538	0.000000	0.408597	0.347577	0.142151	0.101675	87.224042	
137000	-47.916685	8	1	1	'0 0 0 0 0 0 Z 0 	D	0.036317	0.036317	0.036317	0.036317	0.036317	0.036317	0.000000	0.036317	0.484130	0.290382	0.183810	0.041677	87.890720	
138000	-47.973336	917	1	1	'0 0 0 0 0 0 0 Z 	D	0.080080	0.080080	0.080080	0.080080	0.080080	0.080080	0.080080	0.000000	0.394078	0.274903	0.215141	0.115877	87.974196	
139000	-48.183797	320	1	1	'0 0 0 0 0 0 0 Z 	D	0.032155	0.032155	0.032155	0.032155	0.032155	0.032155	0.032155	0.000000	0.401071	0.331532	0.159317	0.108081	96.378622	
140000	-49.609541	882	1	0	'0 0 0 0 0 0 0 0 	I	0.064304	0.064304	0.064304	0.064304	0.064304	0.064304	0.064304	0.064304	0.382694	0.271174	0.202583	0.143549	85.476368	
141000	-47.627123	990	1	2	'0 0 0 0 0 Z 0 Z 	D	0.062836	0.062836	0.062836	0.062836	0.062836	0.000000	0.062836	0.000000	0.385655	0.465640	0.018471	0.130234	93.803456	
142000	-49.497849	463	1	1	'0 0 0 0 0 0 0 Z 	D	0.055185	0.055185	0.055185	0.055185	0.055185	0.055185	0.055185	0.000000	0.410512	0.286857	0.196678	0.105952	84.879000	
143000	-47.956079	135	1	0	'0 0 0 0 0 0 0 0 	I	0.042062	0.042062	0.042062	0.042062	0.042062	0.042062	0.042062	0.042062	0.390082	0.266407	0.204113	0.139399	77.861809	
144000	-47.964065	459	1	3	'0 0 0 Z 0 0 Z Z 	D	0.045612	0.045612	0.045612	0.000000	0.045612	0.045612	0.000000	0.000000	0.569198	0.036204	0.394598	0.000000	69.251198	
145000	-49.833011	573	1	4	'0 0 0 Z Z 0 Z Z 	D	0.063688	0.063688	0.063688	0.000000	0.000000	0.063688	0.000000	0.000000	0.855219	0.144781	0.000000	0.000000	69.329435	
146000	-48.820358	956	1	1	'0 0 0 0 0 0 Z 0 	D	0.047245	0.047245	0.047245	0.047245	0.047245	0.047245	0.000000	0.047245	0.480809	0.339338	0.151638	0.028214	94.592203	
147000	-49.144488	76	1	2	'0 0 0 0 0 0 Z Z 	D	0.055709	0.055709	0.055709	0.055709	0.055709	0.055709	0.000000	0.000000	0.511436	0.317792	0.170772	0.000000	87.468645	
148000	-49.354362	778	1	1	'0 0 0 Z 0 0 0 0 	D	0.039636	0.039636	0.039636	0.000000	0.039636	0.039636	0.039636	0.039636	0.420815	0.044140	0.287968	0.247078	77.199710	
149000	-48.263002	431	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.119125	0.000000	0.000000	0.119125	0.119125	0.119125	0.119125	0.504240	0.000000	0.371014	0.124746	84.483628	
150000	-48.114049	427	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.113601	0.000000	0.113601	0.113601	0.113601	0.113601	0.113601	0.372650	0.050254	0.382298	0.194799	71.081047	
151000	-48.448750	63	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.157376	0.157376	0.157376	0.157376	0.157376	0.157376	0.157376	0.272082	0.259221	0.242541	0.226156	62.121654	
152000	-48.661269	103	1	2	'0 0 0 0 0 0 Z Z 	D	0.055310	0.055310	0.055310	0.055310	0.055310	0.055310	0.000000	0.000000	0.464976	0.372408	0.162616	0.000000	36.639907	
153000	-46.872547	129	1	3	'0 0 0 0 0 Z Z Z 	D	0.036633	0.036633	0.036633	0.036633	0.036633	0.000000	0.000000	0.000000	0.387157	0.591882	0.020961	0.000000	27.620330	
154000	-46.886127	282	1	1	'0 0 0 0 0 0 Z 0 	D	0.047761	0.047761	0.047761	0.047761	0.047761	0.047761	0.000000	0.047761	0.453675	0.303981	0.192359	0.049985	25.141979	
155000	-48.221530	813	1	3	'0 0 0 0 0 Z Z Z 	D	0.099115	0.099115	0.099115	0.099115	0.099115	0.000000	0.000000	0.000000	0.374236	0.527917	0.097847	0.000000	12.247704	
156000	-47.609580	905	1	3	'0 0 0 0 0 Z Z Z 	D	0.093924	0.093924	0.093924	0.093924	0.093924	0.000000	0.000000	0.000000	0.396262	0.503523	0.100216	0.000000	0.149958	
157000	-48.723497	795	1	2	'0 0 0 0 0 0 Z Z 	D	0.037912	0.037912	0.037912	0.037912	0.037912	0.037912	0.000000	0.000000	0.451036	0.421478	0.127486	0.000000	9.151355	
158000	-51.021006	706	1	3	'0 0 Z Z 0 0 Z 0 	D	0.054332	0.054332	0.000000	0.000000	0.054332	0.054332	0.000000	0.054332	0.466748	0.000000	0.410323	0.122929	3.483369	
159000	-47.917448	524	1	3	'0 0 0 0 Z Z 0 Z 	D	0.064860	0.064860	0.064860	0.064860	0.000000	0.000000	0.064860	0.000000	0.279095	0.469320	0.000000	0.251585	13.721434	
160000	-50.224959	88	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.061721	0.061721	0.000000	0.061721	0.000000	0.061721	0.000000	0.061721	1.000000	0.000000	0.000000	0.000000	15.289681	
161000	-49.668971	286	1	2	'0 0 Z 0 0 Z 0 0 	D	0.067355	0.067355	0.000000	0.067355	0.067355	0.000000	0.067355	0.067355	0.740125	0.023871	0.086071	0.149933	20.874241	
162000	-49.684145	185	1	4	'0 0 Z 0 0 Z Z Z 	D	0.060210	0.060210	0.000000	0.060210	0.060210	0.000000	0.000000	0.000000	0.949694	0.000000	0.050306	0.000000	11.129224	
163000	-49.243616	866	1	0	'0 0 0 0 0 0 0 0 	I	0.060603	0.060603	0.060603	0.060603	0.060603	0.060603	0.060603	0.060603	0.407300	0.271114	0.193071	0.128515	3.368431	
164000	-49.943497	281	1	3	'0 0 Z Z 0 0 Z 0 	D	0.046827	0.046827	0.000000	0.000000	0.046827	0.046827	0.000000	0.046827	0.492394	0.000000	0.402903	0.104703	0.134992	
165000	-46.561951	377	2	3	'1 1 0 1 0 Z Z Z 	D	0.094344	0.094344	0.239347	0.094344	0.239347	0.000000	0.000000	0.000000	0.314298	0.411512	0.274190	0.000000	0.440993	
166000	-47.629283	685	1	2	'0 0 0 0 0 Z 0 Z 	D	0.068273	0.068273	0.068273	0.068273	0.068273	0.000000	0.068273	0.000000	0.294838	0.445918	0.031926	0.227318	0.243494	
167000	-47.723319	423	1	2	'0 0 0 0 0 Z 0 Z 	D	0.094948	0.094948	0.094948	0.094948	0.094948	0.000000	0.094948	0.000000	0.214680	0.390146	0.055945	0.339229	0.545624	
168000	-48.150688	350	1	2	'0 0 0 0 0 Z 0 Z 	D	0.033947	0.033947	0.033947	0.033947	0.033947	0.000000	0.033947	0.000000	0.300549	0.508411	0.007884	0.183157	1.440842	
169000	-47.604522	233	1	1	'0 0 0 0 0 Z 0 0 	D	0.074389	0.074389	0.074389	0.074389	0.074389	0.000000	0.074389	0.074389	0.407711	0.394119	0.047309	0.150861	6.321959	
170000	-48.186403	596	1	1	'0 0 0 0 0 Z 0 0 	D	0.052989	0.052989	0.052989	0.052989	0.052989	0.000000	0.052989	0.052989	0.421368	0.468797	0.010595	0.099240	0.426725	
171000	-47.698835	456	1	2	'0 0 Z 0 0 Z 0 0 	D	0.051183	0.051183	0.000000	0.051183	0.051183	0.000000	0.051183	0.051183	0.836061	0.009992	0.056596	0.097351	1.017972	
172000	-47.142452	941	1	1	'0 0 0 0 0 Z 0 0 	D	0.043823	0.043823	0.043823	0.043823	0.043823	0.000000	0.043823	0.043823	0.382656	0.450226	0.020230	0.146889	7.377868	
173000	-50.058899	911	1	2	'0 0 0 0 Z Z 0 0 	D	0.039015	0.039015	0.039015	0.039015	0.000000	0.000000	0.039015	0.039015	0.399204	0.502126	0.000000	0.098670	0.370828	
174000	-48.290805	943	1	1	'0 0 0 0 0 0 0 Z 	D	0.054843	0.054843	0.054843	0.054843	0.054843	0.054843	0.054843	0.000000	0.512773	0.257914	0.174159	0.055154	0.147536	
175000	-46.857489	77	1	2	'0 0 0 0 0 Z 0 Z 	D	0.073381	0.073381	0.073381	0.073381	0.073381	0.000000	0.073381	0.000000	0.362300	0.428389	0.037838	0.171473	7.367380	
176000	-47.346821	335	1	3	'0 0 0 0 0 Z Z Z 	D	0.053162	0.053162	0.053162	0.053162	0.053162	0.000000	0.000000	0.000000	0.384490	0.602100	0.013410	0.000000	0.944531	
177000	-46.293821	67	1	3	'0 0 0 0 0 Z Z Z 	D	0.175898	0.175898	0.175898	0.175898	0.175898	0.000000	0.000000	0.000000	0.367533	0.348406	0.284061	0.000000	14.170120	
178000	-46.953488	147	1	3	'0 0 0 0 0 Z Z Z 	D	0.047182	0.047182	0.047182	0.047182	0.047182	0.000000	0.000000	0.000000	0.377621	0.600121	0.022258	0.000000	21.875830	
179000	-48.281993	468	1	1	'0 0 0 0 Z 0 0 0 	D	0.058078	0.058078	0.058078	0.058078	0.000000	0.058078	0.058078	0.058078	0.608120	0.309047	0.006489	0.076344	53.248989	
180000	-48.778340	733	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.131750	0.000000	0.000000	0.131750	0.131750	0.131750	0.000000	0.532602	0.000000	0.467398	0.000000	62.612651	
181000	-49.198961	528	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.169394	0.000000	0.000000	0.169394	0.169394	0.169394	0.169394	0.531727	0.000000	0.358450	0.109823	66.455686	
182000	-48.238057	415	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.103207	0.103207	0.103207	0.103207	0.103207	0.103207	0.000000	0.206977	0.368372	0.223844	0.200808	55.491027	
183000	-49.803453	601	1	1	'0 0 0 0 Z 0 0 0 	D	0.062194	0.062194	0.062194	0.062194	0.000000	0.062194	0.062194	0.062194	0.499341	0.373013	0.011636	0.116010	45.487042	
184000	-49.016174	331	1	2	'0 0 0 0 0 Z 0 Z 	D	0.076759	0.076759	0.076759	0.076759	0.076759	0.000000	0.076759	0.000000	0.332437	0.388879	0.077075	0.201610	39.831893	
185000	-46.357200	355	1	3	'0 0 0 0 0 Z Z Z 	D	0.033780	0.033780	0.033780	0.033780	0.033780	0.000000	0.000000	0.000000	0.423827	0.560365	0.015809	0.000000	54.616592	
186000	-46.992139	368	1	3	'0 0 0 0 0 Z Z Z 	D	0.067016	0.067016	0.067016	0.067016	0.067016	0.000000	0.000000	0.000000	0.394043	0.578984	0.026973	0.000000	53.054339	
187000	-47.262194	381	1	1	'0 0 0 0 0 Z 0 0 	D	0.061603	0.061603	0.061603	0.061603	0.061603	0.000000	0.061603	0.061603	0.351527	0.409309	0.048198	0.190966	35.753438	
188000	-45.279017	788	1	3	'0 0 0 0 0 Z Z Z 	D	0.154318	0.154318	0.154318	0.154318	0.154318	0.000000	0.000000	0.000000	0.370569	0.397841	0.231590	0.000000	26.281112	
189000	-48.141101	389	1	2	'0 0 0 0 0 Z 0 Z 	D	0.091528	0.091528	0.091528	0.091528	0.091528	0.000000	0.091528	0.000000	0.295555	0.384792	0.080475	0.239178	37.370470	
190000	-50.395674	371	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.623926	0.623926	0.623926	0.623926	0.623926	0.623926	0.000000	0.250936	0.250000	0.250000	0.249063	38.932445	
191000	-47.673872	745	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.146362	0.000000	0.146362	0.146362	0.146362	0.146362	0.146362	0.450683	0.043626	0.350236	0.155455	46.952026	
192000	-47.591219	709	1	3	'0 0 0 0 Z Z 0 Z 	D	0.037804	0.037804	0.037804	0.037804	0.000000	0.000000	0.037804	0.000000	0.321903	0.496870	0.000000	0.181227	66.359580	
193000	-46.471146	371	1	2	'0 0 0 0 0 Z 0 Z 	D	0.127188	0.127188	0.127188	0.127188	0.127188	0.000000	0.127188	0.000000	0.264207	0.334915	0.133936	0.266942	69.610456	
194000	-47.386870	838	1	3	'0 0 0 0 Z Z 0 Z 	D	0.030849	0.030849	0.030849	0.030849	0.000000	0.000000	0.030849	0.000000	0.286362	0.524513	0.000000	0.189126	76.805042	
195000	-50.292990	559	1	3	'0 0 Z Z 0 0 Z 0 	D	0.071784	0.071784	0.000000	0.000000	0.071784	0.071784	0.000000	0.071784	0.335377	0.000000	0.444532	0.220091	81.723643	
196000	-47.446505	260	1	1	'0 0 0 0 0 Z 0 0 	D	0.043305	0.043305	0.043305	0.043305	0.043305	0.000000	0.043305	0.043305	0.345445	0.464688	0.022218	0.167649	93.689027	
197000	-46.841947	605	1	1	'0 0 0 0 0 Z 0 0 	D	0.046338	0.046338	0.046338	0.046338	0.046338	0.000000	0.046338	0.046338	0.358298	0.437656	0.026763	0.177283	85.910159	
198000	-48.894583	225	1	3	'0 0 0 0 0 Z Z Z 	D	0.155052	0.155052	0.155052	0.155052	0.155052	0.000000	0.000000	0.000000	0.365390	0.417979	0.216631	0.000000	69.676367	
199000	-47.383641	600	1	2	'0 0 0 0 0 Z 0 Z 	D	0.155668	0.155668	0.155668	0.155668	0.155668	0.000000	0.155668	0.000000	0.223401	0.334065	0.111928	0.330607	84.381252	
200000	-47.007146	184	1	2	'0 0 0 0 0 0 Z Z 	D	0.040635	0.040635	0.040635	0.040635	0.040635	0.040635	0.000000	0.000000	0.444423	0.352411	0.203166	0.000000	53.132209	
201000	-49.105018	709	1	0	'0 0 0 0 0 0 0 0 	I	0.027375	0.027375	0.027375	0.027375	0.027375	0.027375	0.027375	0.027375	0.419816	0.315045	0.151470	0.113669	56.324640	
202000	-49.756794	488	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.289768	0.289768	0.289768	0.289768	0.289768	0.289768	0.000000	0.255292	0.250117	0.250031	0.244560	57.695953	
203000	-48.717359	906	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.345690	0.345690	0.345690	0.345690	0.345690	0.345690	0.000000	0.254951	0.251128	0.250050	0.243871	45.321428	
204000	-48.300470	637	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.140182	0.000000	0.000000	0.140182	0.140182	0.140182	0.140182	0.464998	0.000000	0.388111	0.146891	29.695888	
205000	-48.635327	532	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.102195	0.000000	0.000000	0.102195	0.102195	0.102195	0.000000	0.536529	0.000000	0.463471	0.000000	47.655181	
206000	-49.663885	553	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.178790	0.000000	0.178790	0.178790	0.178790	0.178790	0.178790	0.360239	0.122055	0.309679	0.208027	38.721849	
207000	-49.397477	588	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.201814	0.000000	0.000000	0.201814	0.201814	0.201814	0.201814	0.521530	0.000000	0.360080	0.118389	55.528797	
208000	-48.557127	16	1	1	'0 0 0 0 Z 0 0 0 	D	0.037298	0.037298	0.037298	0.037298	0.000000	0.037298	0.037298	0.037298	0.575415	0.331918	0.005591	0.087076	71.016388	
209000	-49.643852	866	1	1	'0 0 0 0 0 0 0 Z 	D	0.066751	0.066751	0.066751	0.066751	0.066751	0.066751	0.066751	0.000000	0.399315	0.277442	0.213996	0.109247	65.887247	
210000	-48.646201	349	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.111270	0.000000	0.111270	0.111270	0.111270	0.111270	0.111270	0.357401	0.093080	0.338217	0.211303	81.910890	
211000	-48.618903	803	1	1	'0 0 Z 0 0 0 0 0 	D	0.113311	0.113311	0.000000	0.113311	0.113311	0.113311	0.113311	0.113311	0.364483	0.092223	0.343421	0.199873	97.538389	
212000	-47.785393	487	1	2	'0 0 0 0 0 Z 0 Z 	D	0.082228	0.082228	0.082228	0.082228	0.082228	0.000000	0.082228	0.000000	0.362927	0.430318	0.038288	0.168467	95.260514	
213000	-48.655818	133	1	1	'0 0 0 0 0 Z 0 0 	D	0.034112	0.034112	0.034112	0.034112	0.034112	0.000000	0.034112	0.034112	0.360614	0.464737	0.009090	0.165559	98.126037	
214000	-47.093242	77	1	1	'0 0 0 0 0 0 0 Z 	D	0.053654	0.053654	0.053654	0.053654	0.053654	0.053654	0.053654	0.000000	0.438217	0.279479	0.191746	0.090559	85.038715	
215000	-50.492169	726	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.072480	0.000000	0.000000	0.000000	0.072480	0.072480	0.072480	1.000000	0.000000	0.000000	0.000000	90.122266	
216000	-47.570185	480	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.059187	0.059187	0.059187	0.059187	0.059187	0.059187	0.000000	0.140371	0.457260	0.197223	0.205146	92.599567	
217000	-47.705719	212	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.073080	0.073080	0.073080	0.073080	0.073080	0.073080	0.000000	0.251769	0.316698	0.240666	0.190867	82.293487	
218000	-49.609608	555	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.159826	0.000000	0.159826	0.159826	0.159826	0.159826	0.159826	0.362768	0.117029	0.313384	0.206820	92.348572	
219000	-49.642512	971	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.143698	0.000000	0.000000	0.143698	0.143698	0.143698	0.143698	0.498754	0.000000	0.376584	0.124661	99.528054	
220000	-48.881470	589	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.116518	0.116518	0.116518	0.116518	0.116518	0.116518	0.116518	0.147227	0.427209	0.190813	0.234752	98.206135	
221000	-49.227349	815	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.196623	0.000000	0.000000	0.196623	0.196623	0.196623	0.000000	0.635550	0.000000	0.364450	0.000000	98.988421	
222000	-48.476183	613	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.079241	0.000000	0.000000	0.079241	0.079241	0.079241	0.000000	0.487284	0.000000	0.512716	0.000000	85.516181	
223000	-48.989218	253	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.101601	0.000000	0.000000	0.101601	0.101601	0.101601	0.101601	0.434709	0.000000	0.406465	0.158826	85.694812	
224000	-47.165299	703	1	1	'0 0 0 0 0 Z 0 0 	D	0.045570	0.045570	0.045570	0.045570	0.045570	0.000000	0.045570	0.045570	0.331281	0.422626	0.032433	0.213660	94.663956	
225000	-48.478990	568	1	1	'0 0 Z 0 0 0 0 0 	D	0.053310	0.053310	0.000000	0.053310	0.053310	0.053310	0.053310	0.053310	0.549764	0.018584	0.322213	0.109440	90.144889	
226000	-47.591497	767	1	3	'0 0 0 0 0 Z Z Z 	D	0.058699	0.058699	0.058699	0.058699	0.058699	0.000000	0.000000	0.000000	0.408308	0.540608	0.051085	0.000000	63.219665	
227000	-48.176667	584	1	2	'0 0 0 Z 0 0 Z 0 	D	0.026693	0.026693	0.026693	0.000000	0.026693	0.026693	0.000000	0.026693	0.627895	0.038668	0.292198	0.041239	60.496031	
228000	-47.770192	921	1	3	'0 0 0 0 0 Z Z Z 	D	0.064943	0.064943	0.064943	0.064943	0.064943	0.000000	0.000000	0.000000	0.494559	0.478415	0.027026	0.000000	66.904274	
229000	-48.261432	719	1	2	'0 0 0 0 0 Z 0 Z 	D	0.047245	0.047245	0.047245	0.047245	0.047245	0.000000	0.047245	0.000000	0.396127	0.505482	0.006356	0.092035	83.322595	
230000	-48.621185	481	1	1	'0 0 Z 0 0 0 0 0 	D	0.039154	0.039154	0.000000	0.039154	0.039154	0.039154	0.039154	0.039154	0.643742	0.006128	0.275811	0.074319	78.383793	
231000	-47.180822	275	1	3	'0 0 0 0 0 Z Z Z 	D	0.044768	0.044768	0.044768	0.044768	0.044768	0.000000	0.000000	0.000000	0.418978	0.558856	0.022166	0.000000	70.270473	
232000	-49.779521	633	1	4	'0 0 Z 0 0 Z Z Z 	D	0.097176	0.097176	0.000000	0.097176	0.097176	0.000000	0.000000	0.000000	0.795333	0.000000	0.204667	0.000000	72.106259	
233000	-48.355961	884	1	0	'0 0 0 0 0 0 0 0 	I	0.052677	0.052677	0.052677	0.052677	0.052677	0.052677	0.052677	0.052677	0.445143	0.261535	0.184766	0.108556	71.225351	
234000	-50.118361	822	1	1	'0 0 Z 0 0 0 0 0 	D	0.070449	0.070449	0.000000	0.070449	0.070449	0.070449	0.070449	0.070449	0.435313	0.050416	0.347781	0.166490	66.003638	
235000	-46.455120	98	1	1	'0 0 0 0 0 Z 0 0 	D	0.114339	0.114339	0.114339	0.114339	0.114339	0.000000	0.114339	0.114339	0.281956	0.325575	0.138620	0.253850	59.883513	
236000	-47.696269	328	1	1	'0 0 0 0 0 0 0 Z 	D	0.045183	0.045183	0.045183	0.045183	0.045183	0.045183	0.045183	0.000000	0.343859	0.296559	0.209017	0.150565	40.882167	
237000	-49.586646	27	1	2	'0 0 0 0 Z Z 0 0 	D	0.030893	0.030893	0.030893	0.030893	0.000000	0.000000	0.030893	0.030893	0.299625	0.526930	0.000000	0.173445	22.309324	
