Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=0_LA1=2.txt
Log File Name:                   LL1=0_LA1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2066367834
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=0_LA1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
135000	-61.863948	71	1	3	'0 Z 0 0 Z Z 0 0 	D	0.119924	0.000000	0.119924	0.119924	0.000000	0.000000	0.119924	0.119924	0.600222	0.327759	0.000000	0.072019	8.161347	
136000	-63.368786	923	1	1	'0 Z 0 0 0 0 0 0 	D	5.974733	0.000000	5.974733	5.974733	5.974733	5.974733	5.974733	5.974733	0.250000	0.250000	0.250000	0.250000	8.211848	
137000	-60.823336	454	1	1	'0 Z 0 0 0 0 0 0 	D	0.224224	0.000000	0.224224	0.224224	0.224224	0.224224	0.224224	0.224224	0.268405	0.248606	0.247508	0.235481	0.781880	
138000	-63.599016	561	1	1	'0 Z 0 0 0 0 0 0 	D	0.423518	0.000000	0.423518	0.423518	0.423518	0.423518	0.423518	0.423518	0.254614	0.249569	0.249448	0.246369	1.618212	
139000	-63.368786	745	1	1	'0 Z 0 0 0 0 0 0 	D	12.392689	0.000000	12.392689	12.392689	12.392689	12.392689	12.392689	12.392689	0.250000	0.250000	0.250000	0.250000	9.640727	
140000	-60.870080	877	1	1	'0 Z 0 0 0 0 0 0 	D	0.303122	0.000000	0.303122	0.303122	0.303122	0.303122	0.303122	0.303122	0.253865	0.249642	0.249537	0.246957	11.210650	
141000	-63.368786	721	1	1	'0 Z 0 0 0 0 0 0 	D	18.374291	0.000000	18.374291	18.374291	18.374291	18.374291	18.374291	18.374291	0.250000	0.250000	0.250000	0.250000	12.139471	
142000	-59.613854	856	2	1	'1 Z 1 0 1 0 1 1 	D	20.406774	0.000000	20.406774	5.687659	20.406774	5.687659	20.406774	20.406774	0.250000	0.250000	0.250000	0.250000	20.692844	
143000	-63.368576	345	1	1	'0 Z 0 0 0 0 0 0 	D	2.223627	0.000000	2.223627	2.223627	2.223627	2.223627	2.223627	2.223627	0.250000	0.250000	0.250000	0.250000	6.819512	
144000	-60.825211	929	1	1	'0 Z 0 0 0 0 0 0 	D	0.519742	0.000000	0.519742	0.519742	0.519742	0.519742	0.519742	0.519742	0.253957	0.249636	0.249524	0.246883	0.942808	
145000	-63.368150	502	1	1	'0 Z 0 0 0 0 0 0 	D	1.974268	0.000000	1.974268	1.974268	1.974268	1.974268	1.974268	1.974268	0.250000	0.250000	0.250000	0.250000	9.550813	
146000	-63.368786	698	1	1	'0 Z 0 0 0 0 0 0 	D	10.705874	0.000000	10.705874	10.705874	10.705874	10.705874	10.705874	10.705874	0.250000	0.250000	0.250000	0.250000	5.674707	
147000	-63.368786	763	1	1	'0 Z 0 0 0 0 0 0 	D	8.906714	0.000000	8.906714	8.906714	8.906714	8.906714	8.906714	8.906714	0.250000	0.250000	0.250000	0.250000	11.620356	
148000	-63.362241	215	1	1	'0 Z 0 0 0 0 0 0 	D	1.298270	0.000000	1.298270	1.298270	1.298270	1.298270	1.298270	1.298270	0.250000	0.250000	0.250000	0.250000	7.061057	
149000	-60.158992	514	1	1	'0 Z 0 0 0 0 0 0 	D	0.200063	0.000000	0.200063	0.200063	0.200063	0.200063	0.200063	0.200063	0.289930	0.266871	0.228537	0.214663	16.622223	
150000	-63.368786	747	1	1	'0 Z 0 0 0 0 0 0 	D	12.437395	0.000000	12.437395	12.437395	12.437395	12.437395	12.437395	12.437395	0.250000	0.250000	0.250000	0.250000	15.186469	
151000	-60.825222	646	1	2	'0 Z 0 0 0 0 Z 0 	D	0.139097	0.000000	0.139097	0.139097	0.139097	0.139097	0.000000	0.139097	0.409891	0.286426	0.221764	0.081918	10.997928	
152000	-60.543653	725	1	1	'0 Z 0 0 0 0 0 0 	D	0.216414	0.000000	0.216414	0.216414	0.216414	0.216414	0.216414	0.216414	0.279537	0.248129	0.245527	0.226806	14.509252	
153000	-63.368786	551	1	1	'0 Z 0 0 0 0 0 0 	D	25.566282	0.000000	25.566282	25.566282	25.566282	25.566282	25.566282	25.566282	0.250000	0.250000	0.250000	0.250000	22.320504	
154000	-59.423181	437	2	2	'1 Z 1 0 1 0 Z 1 	D	10.772017	0.000000	10.772017	1.557078	10.772017	1.557078	0.000000	10.772017	0.250000	0.250000	0.250000	0.250000	23.395772	
155000	-63.368786	663	1	1	'0 Z 0 0 0 0 0 0 	D	3.553829	0.000000	3.553829	3.553829	3.553829	3.553829	3.553829	3.553829	0.250000	0.250000	0.250000	0.250000	25.460253	
156000	-63.172622	685	1	1	'0 Z 0 0 0 0 0 0 	D	0.967063	0.000000	0.967063	0.967063	0.967063	0.967063	0.967063	0.967063	0.250001	0.250000	0.250000	0.249999	7.238185	
157000	-60.086433	484	1	1	'0 Z 0 0 0 0 0 0 	D	0.125631	0.000000	0.125631	0.125631	0.125631	0.125631	0.125631	0.125631	0.283743	0.258581	0.239497	0.218179	0.684723	
158000	-61.170947	152	1	1	'0 Z 0 0 0 0 0 0 	D	0.208018	0.000000	0.208018	0.208018	0.208018	0.208018	0.208018	0.208018	0.252146	0.252992	0.246840	0.248023	3.629640	
159000	-62.028330	882	1	1	'0 Z 0 0 0 0 0 0 	D	0.466602	0.000000	0.466602	0.466602	0.466602	0.466602	0.466602	0.466602	0.250740	0.249926	0.249917	0.249417	0.958919	
160000	-61.005983	587	1	1	'0 Z 0 0 0 0 0 0 	D	0.270393	0.000000	0.270393	0.270393	0.270393	0.270393	0.270393	0.270393	0.260004	0.249236	0.248658	0.242102	12.753518	
161000	-63.368786	113	1	1	'0 Z 0 0 0 0 0 0 	D	13.922818	0.000000	13.922818	13.922818	13.922818	13.922818	13.922818	13.922818	0.250000	0.250000	0.250000	0.250000	24.102407	
162000	-63.368786	888	1	1	'0 Z 0 0 0 0 0 0 	D	30.099341	0.000000	30.099341	30.099341	30.099341	30.099341	30.099341	30.099341	0.250000	0.250000	0.250000	0.250000	27.236947	
163000	-63.368786	130	1	1	'0 Z 0 0 0 0 0 0 	D	14.305633	0.000000	14.305633	14.305633	14.305633	14.305633	14.305633	14.305633	0.250000	0.250000	0.250000	0.250000	33.523068	
164000	-63.368786	319	1	1	'0 Z 0 0 0 0 0 0 	D	62.668448	0.000000	62.668448	62.668448	62.668448	62.668448	62.668448	62.668448	0.250000	0.250000	0.250000	0.250000	30.505021	
165000	-63.368786	549	1	1	'0 Z 0 0 0 0 0 0 	D	50.696378	0.000000	50.696378	50.696378	50.696378	50.696378	50.696378	50.696378	0.250000	0.250000	0.250000	0.250000	22.760231	
166000	-63.368786	993	1	1	'0 Z 0 0 0 0 0 0 	D	30.278137	0.000000	30.278137	30.278137	30.278137	30.278137	30.278137	30.278137	0.250000	0.250000	0.250000	0.250000	20.823581	
167000	-63.368742	132	1	1	'0 Z 0 0 0 0 0 0 	D	2.682605	0.000000	2.682605	2.682605	2.682605	2.682605	2.682605	2.682605	0.250000	0.250000	0.250000	0.250000	23.054178	
168000	-60.831926	956	1	2	'0 Z 0 0 0 0 Z 0 	D	0.149007	0.000000	0.149007	0.149007	0.149007	0.149007	0.000000	0.149007	0.391617	0.273977	0.231431	0.102974	26.963149	
169000	-63.368786	60	1	1	'0 Z 0 0 0 0 0 0 	D	10.730203	0.000000	10.730203	10.730203	10.730203	10.730203	10.730203	10.730203	0.250000	0.250000	0.250000	0.250000	18.087670	
170000	-62.568121	440	1	1	'0 Z 0 0 0 0 0 0 	D	0.489699	0.000000	0.489699	0.489699	0.489699	0.489699	0.489699	0.489699	0.252602	0.249747	0.249700	0.247951	22.245405	
171000	-63.368786	552	1	1	'0 Z 0 0 0 0 0 0 	D	23.514370	0.000000	23.514370	23.514370	23.514370	23.514370	23.514370	23.514370	0.250000	0.250000	0.250000	0.250000	33.870150	
172000	-63.368786	721	1	1	'0 Z 0 0 0 0 0 0 	D	23.331037	0.000000	23.331037	23.331037	23.331037	23.331037	23.331037	23.331037	0.250000	0.250000	0.250000	0.250000	30.824975	
173000	-59.784169	74	2	1	'0 Z 0 0 1 1 1 1 	D	18.927115	0.000000	18.927115	18.927115	47.803086	47.803086	47.803086	47.803086	0.250000	0.250000	0.250000	0.250000	40.744419	
174000	-59.860512	168	2	1	'0 Z 0 0 1 1 1 1 	D	17.694489	0.000000	17.694489	17.694489	38.464788	38.464788	38.464788	38.464788	0.250000	0.250000	0.250000	0.250000	30.146030	
175000	-62.867933	183	1	1	'0 Z 0 0 0 0 0 0 	D	0.532084	0.000000	0.532084	0.532084	0.532084	0.532084	0.532084	0.532084	0.250110	0.249989	0.249988	0.249914	30.329347	
176000	-59.516391	907	2	1	'0 Z 0 1 1 0 0 0 	D	12.449191	0.000000	12.449191	2.681503	2.681503	12.449191	12.449191	12.449191	0.250000	0.250000	0.250000	0.250000	24.774419	
177000	-63.368786	334	1	1	'0 Z 0 0 0 0 0 0 	D	5.751382	0.000000	5.751382	5.751382	5.751382	5.751382	5.751382	5.751382	0.250000	0.250000	0.250000	0.250000	22.029523	
178000	-63.368786	277	1	1	'0 Z 0 0 0 0 0 0 	D	12.985525	0.000000	12.985525	12.985525	12.985525	12.985525	12.985525	12.985525	0.250000	0.250000	0.250000	0.250000	21.964273	
179000	-63.368786	47	1	1	'0 Z 0 0 0 0 0 0 	D	35.999083	0.000000	35.999083	35.999083	35.999083	35.999083	35.999083	35.999083	0.250000	0.250000	0.250000	0.250000	32.085195	
180000	-63.368786	823	1	1	'0 Z 0 0 0 0 0 0 	D	13.983902	0.000000	13.983902	13.983902	13.983902	13.983902	13.983902	13.983902	0.250000	0.250000	0.250000	0.250000	57.314228	
181000	-63.368786	266	1	1	'0 Z 0 0 0 0 0 0 	D	4.246987	0.000000	4.246987	4.246987	4.246987	4.246987	4.246987	4.246987	0.250000	0.250000	0.250000	0.250000	46.451572	
182000	-60.167229	307	2	2	'1 Z 1 0 1 1 Z 1 	D	68.478023	0.000000	68.478023	5.914065	68.478023	68.478023	0.000000	68.478023	0.250000	0.250000	0.250000	0.250000	39.056879	
183000	-63.368786	84	1	1	'0 Z 0 0 0 0 0 0 	D	16.474067	0.000000	16.474067	16.474067	16.474067	16.474067	16.474067	16.474067	0.250000	0.250000	0.250000	0.250000	34.007671	
184000	-63.875211	695	1	1	'0 Z 0 0 0 0 0 0 	D	0.701541	0.000000	0.701541	0.701541	0.701541	0.701541	0.701541	0.701541	0.250005	0.249999	0.249999	0.249996	32.298207	
185000	-61.005836	365	1	2	'0 Z 0 0 Z 0 0 0 	D	0.199718	0.000000	0.199718	0.199718	0.000000	0.199718	0.199718	0.199718	0.451886	0.332494	0.057538	0.158082	49.399279	
186000	-63.369458	460	1	1	'0 Z 0 0 0 0 0 0 	D	8.729765	0.000000	8.729765	8.729765	8.729765	8.729765	8.729765	8.729765	0.250000	0.250000	0.250000	0.250000	50.322308	
187000	-63.369105	373	1	1	'0 Z 0 0 0 0 0 0 	D	8.111020	0.000000	8.111020	8.111020	8.111020	8.111020	8.111020	8.111020	0.250000	0.250000	0.250000	0.250000	50.243888	
188000	-63.368786	768	1	1	'0 Z 0 0 0 0 0 0 	D	27.852692	0.000000	27.852692	27.852692	27.852692	27.852692	27.852692	27.852692	0.250000	0.250000	0.250000	0.250000	50.708744	
189000	-63.368786	106	1	1	'0 Z 0 0 0 0 0 0 	D	6.205632	0.000000	6.205632	6.205632	6.205632	6.205632	6.205632	6.205632	0.250000	0.250000	0.250000	0.250000	45.886740	
190000	-63.368786	435	1	1	'0 Z 0 0 0 0 0 0 	D	16.999190	0.000000	16.999190	16.999190	16.999190	16.999190	16.999190	16.999190	0.250000	0.250000	0.250000	0.250000	25.923004	
191000	-63.368786	274	1	1	'0 Z 0 0 0 0 0 0 	D	43.376977	0.000000	43.376977	43.376977	43.376977	43.376977	43.376977	43.376977	0.250000	0.250000	0.250000	0.250000	34.372351	
192000	-63.368786	439	1	1	'0 Z 0 0 0 0 0 0 	D	9.063709	0.000000	9.063709	9.063709	9.063709	9.063709	9.063709	9.063709	0.250000	0.250000	0.250000	0.250000	33.834598	
193000	-63.368786	201	1	1	'0 Z 0 0 0 0 0 0 	D	6.294912	0.000000	6.294912	6.294912	6.294912	6.294912	6.294912	6.294912	0.250000	0.250000	0.250000	0.250000	38.266654	
194000	-59.604531	618	2	1	'1 0 1 0 1 1 Z 1 	D	72.462095	5.652366	72.462095	5.652366	72.462095	72.462095	0.000000	72.462095	0.250000	0.250000	0.250000	0.250000	54.323924	
195000	-60.176860	997	2	1	'1 1 1 1 0 1 0 Z 	D	8.869967	8.869967	8.869967	8.869967	64.561834	8.869967	64.561834	0.000000	0.250000	0.250000	0.250000	0.250000	51.728198	
196000	-60.115861	934	2	1	'1 1 1 1 0 Z 0 1 	D	9.191698	9.191698	9.191698	9.191698	37.123602	0.000000	37.123602	9.191698	0.250000	0.250000	0.250000	0.250000	66.983954	
197000	-64.807196	282	1	1	'0 0 0 Z 0 0 0 0 	D	45.891231	45.891231	45.891231	0.000000	45.891231	45.891231	45.891231	45.891231	0.250000	0.250000	0.250000	0.250000	84.966378	
198000	-64.806836	986	1	1	'0 0 0 Z 0 0 0 0 	D	1.866224	1.866224	1.866224	0.000000	1.866224	1.866224	1.866224	1.866224	0.250000	0.250000	0.250000	0.250000	88.384487	
199000	-64.807196	241	1	1	'0 0 0 Z 0 0 0 0 	D	14.467102	14.467102	14.467102	0.000000	14.467102	14.467102	14.467102	14.467102	0.250000	0.250000	0.250000	0.250000	80.422779	
200000	-64.807196	995	1	1	'0 0 0 Z 0 0 0 0 	D	57.141648	57.141648	57.141648	0.000000	57.141648	57.141648	57.141648	57.141648	0.250000	0.250000	0.250000	0.250000	76.519330	
201000	-64.807196	893	1	1	'0 0 0 Z 0 0 0 0 	D	71.965402	71.965402	71.965402	0.000000	71.965402	71.965402	71.965402	71.965402	0.250000	0.250000	0.250000	0.250000	77.905428	
202000	-64.652835	396	1	1	'0 0 0 Z 0 0 0 0 	D	0.443892	0.443892	0.443892	0.000000	0.443892	0.443892	0.443892	0.443892	0.249845	0.251645	0.248705	0.249805	87.233331	
203000	-64.807196	820	1	1	'0 0 0 Z 0 0 0 0 	D	46.239461	46.239461	46.239461	0.000000	46.239461	46.239461	46.239461	46.239461	0.250000	0.250000	0.250000	0.250000	81.495034	
204000	-64.807196	247	1	1	'0 0 0 Z 0 0 0 0 	D	10.882370	10.882370	10.882370	0.000000	10.882370	10.882370	10.882370	10.882370	0.250000	0.250000	0.250000	0.250000	82.632108	
205000	-64.807196	379	1	1	'0 0 0 Z 0 0 0 0 	D	49.930871	49.930871	49.930871	0.000000	49.930871	49.930871	49.930871	49.930871	0.250000	0.250000	0.250000	0.250000	95.375368	
206000	-64.807196	419	1	1	'0 0 0 Z 0 0 0 0 	D	16.640750	16.640750	16.640750	0.000000	16.640750	16.640750	16.640750	16.640750	0.250000	0.250000	0.250000	0.250000	90.916899	
207000	-64.807196	644	1	1	'0 0 0 Z 0 0 0 0 	D	97.531711	97.531711	97.531711	0.000000	97.531711	97.531711	97.531711	97.531711	0.250000	0.250000	0.250000	0.250000	92.111073	
208000	-64.807196	665	1	1	'0 0 0 Z 0 0 0 0 	D	87.879413	87.879413	87.879413	0.000000	87.879413	87.879413	87.879413	87.879413	0.250000	0.250000	0.250000	0.250000	89.957438	
209000	-64.807196	956	1	1	'0 0 0 Z 0 0 0 0 	D	21.420378	21.420378	21.420378	0.000000	21.420378	21.420378	21.420378	21.420378	0.250000	0.250000	0.250000	0.250000	88.453495	
210000	-64.807196	535	1	1	'0 0 0 Z 0 0 0 0 	D	80.078897	80.078897	80.078897	0.000000	80.078897	80.078897	80.078897	80.078897	0.250000	0.250000	0.250000	0.250000	83.248345	
211000	-64.807196	484	1	1	'0 0 0 Z 0 0 0 0 	D	23.810208	23.810208	23.810208	0.000000	23.810208	23.810208	23.810208	23.810208	0.250000	0.250000	0.250000	0.250000	83.724953	
212000	-64.807196	715	1	1	'0 0 0 Z 0 0 0 0 	D	48.469796	48.469796	48.469796	0.000000	48.469796	48.469796	48.469796	48.469796	0.250000	0.250000	0.250000	0.250000	80.873430	
213000	-64.807196	336	1	1	'0 0 0 Z 0 0 0 0 	D	15.790238	15.790238	15.790238	0.000000	15.790238	15.790238	15.790238	15.790238	0.250000	0.250000	0.250000	0.250000	95.637444	
214000	-64.807196	194	1	1	'0 0 0 Z 0 0 0 0 	D	52.236268	52.236268	52.236268	0.000000	52.236268	52.236268	52.236268	52.236268	0.250000	0.250000	0.250000	0.250000	94.006095	
215000	-64.807196	40	1	1	'0 0 0 Z 0 0 0 0 	D	77.023530	77.023530	77.023530	0.000000	77.023530	77.023530	77.023530	77.023530	0.250000	0.250000	0.250000	0.250000	82.658138	
216000	-61.758402	779	2	1	'1 1 1 Z 0 1 1 0 	D	5.525356	5.525356	5.525356	0.000000	18.913870	5.525356	5.525356	18.913870	0.250000	0.250000	0.250000	0.250000	75.113906	
217000	-61.298838	583	2	0	'1 1 1 1 0 1 1 0 	D	9.460656	9.460656	9.460656	9.460656	100.000000	9.460656	9.460656	100.000000	0.250000	0.250000	0.250000	0.250000	54.948345	
218000	-60.248374	471	2	0	'1 1 1 1 0 0 0 0 	D	26.183973	26.183973	26.183973	26.183973	100.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	45.812841	
219000	-60.907457	438	2	3	'1 Z Z 1 0 1 Z 0 	D	8.259986	0.000000	0.000000	8.259986	100.000000	8.259986	0.000000	100.000000	0.250000	0.250000	0.250000	0.250000	38.745309	
220000	-60.033643	220	2	2	'1 1 Z 1 0 0 Z 0 	D	9.160990	9.160990	0.000000	9.160990	100.000000	100.000000	0.000000	100.000000	0.250000	0.250000	0.250000	0.250000	62.253862	
221000	-61.746563	62	2	3	'1 Z Z 1 0 Z 1 0 	D	8.883394	0.000000	0.000000	8.883394	100.000000	0.000000	8.883394	100.000000	0.250000	0.250000	0.250000	0.250000	66.588046	
222000	-60.892773	81	2	2	'1 Z Z 1 0 0 1 0 	D	9.182098	0.000000	0.000000	9.182098	100.000000	100.000000	9.182098	100.000000	0.250000	0.250000	0.250000	0.250000	67.996265	
223000	-61.043492	188	2	2	'1 1 Z 1 0 Z 1 0 	D	17.591307	17.591307	0.000000	17.591307	100.000000	0.000000	17.591307	100.000000	0.250000	0.250000	0.250000	0.250000	63.731550	
224000	-60.149221	731	2	1	'1 0 1 Z 0 1 1 0 	D	19.111198	4.239298	19.111198	0.000000	4.239298	19.111198	19.111198	4.239298	0.250000	0.250000	0.250000	0.250000	70.990491	
225000	-64.807196	591	1	1	'0 0 0 Z 0 0 0 0 	D	68.116187	68.116187	68.116187	0.000000	68.116187	68.116187	68.116187	68.116187	0.250000	0.250000	0.250000	0.250000	65.978608	
226000	-64.843490	133	1	1	'0 0 0 Z 0 0 0 0 	D	1.475542	1.475542	1.475542	0.000000	1.475542	1.475542	1.475542	1.475542	0.250000	0.250000	0.250000	0.250000	66.932029	
227000	-60.490415	303	2	1	'0 1 0 Z 1 0 0 1 	D	100.000000	12.322791	100.000000	0.000000	12.322791	100.000000	100.000000	12.322791	0.250000	0.250000	0.250000	0.250000	74.373718	
228000	-61.706185	885	2	1	'0 0 0 Z 1 0 0 1 	D	22.107620	22.107620	22.107620	0.000000	73.535716	22.107620	22.107620	73.535716	0.250000	0.250000	0.250000	0.250000	84.987871	
229000	-64.807196	356	1	1	'0 0 0 Z 0 0 0 0 	D	56.800036	56.800036	56.800036	0.000000	56.800036	56.800036	56.800036	56.800036	0.250000	0.250000	0.250000	0.250000	92.319638	
230000	-60.240922	173	2	1	'0 1 0 Z 0 1 1 1 	D	100.000000	31.904403	100.000000	0.000000	100.000000	31.904403	31.904403	31.904403	0.250000	0.250000	0.250000	0.250000	94.610201	
231000	-64.807196	734	1	1	'0 0 0 Z 0 0 0 0 	D	87.284413	87.284413	87.284413	0.000000	87.284413	87.284413	87.284413	87.284413	0.250000	0.250000	0.250000	0.250000	93.154074	
232000	-64.818685	460	1	1	'0 0 0 Z 0 0 0 0 	D	5.726232	5.726232	5.726232	0.000000	5.726232	5.726232	5.726232	5.726232	0.250000	0.250000	0.250000	0.250000	94.920353	
233000	-66.654535	811	2	1	'1 1 0 Z 1 1 0 0 	D	32.273537	32.273537	67.787858	0.000000	32.273537	32.273537	67.787858	67.787858	0.250000	0.250000	0.250000	0.250000	98.949015	
234000	-60.467322	192	2	1	'0 0 0 Z 1 1 0 1 	D	31.753155	31.753155	31.753155	0.000000	94.605063	94.605063	31.753155	94.605063	0.250000	0.250000	0.250000	0.250000	88.293677	
235000	-59.645997	419	2	2	'0 0 0 Z 1 1 Z 1 	D	4.549551	4.549551	4.549551	0.000000	22.632831	22.632831	0.000000	22.632831	0.250000	0.250000	0.250000	0.250000	80.670150	
236000	-60.557818	366	2	1	'0 1 0 Z 1 0 0 0 	D	90.321887	18.193184	90.321887	0.000000	18.193184	90.321887	90.321887	90.321887	0.250000	0.250000	0.250000	0.250000	86.013405	
237000	-62.906626	989	2	2	'0 1 0 Z 0 0 1 Z 	D	62.843505	15.280728	62.843505	0.000000	62.843505	62.843505	15.280728	0.000000	0.250000	0.250000	0.250000	0.250000	95.031024	
238000	-60.868451	75	2	1	'0 1 0 Z 0 0 1 0 	D	93.591495	41.915954	93.591495	0.000000	93.591495	93.591495	41.915954	93.591495	0.250000	0.250000	0.250000	0.250000	95.163722	
239000	-60.392742	275	2	1	'0 1 0 Z 0 0 0 0 	D	100.000000	30.844487	100.000000	0.000000	100.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	82.285576	
240000	-59.866355	295	2	0	'0 1 0 1 0 1 0 1 	D	6.244970	1.419763	6.244970	1.419763	6.244970	1.419763	6.244970	1.419763	0.250000	0.250000	0.250000	0.250000	73.597071	
241000	-61.395836	130	2	1	'0 1 0 1 0 0 0 Z 	D	51.688982	5.989690	51.688982	5.989690	51.688982	51.688982	51.688982	0.000000	0.250000	0.250000	0.250000	0.250000	80.928958	
242000	-64.807196	147	1	1	'0 0 0 Z 0 0 0 0 	D	16.808308	16.808308	16.808308	0.000000	16.808308	16.808308	16.808308	16.808308	0.250000	0.250000	0.250000	0.250000	90.082030	
243000	-64.807196	655	1	1	'0 0 0 Z 0 0 0 0 	D	94.130883	94.130883	94.130883	0.000000	94.130883	94.130883	94.130883	94.130883	0.250000	0.250000	0.250000	0.250000	90.282465	
244000	-64.807204	853	1	1	'0 0 0 Z 0 0 0 0 	D	14.385643	14.385643	14.385643	0.000000	14.385643	14.385643	14.385643	14.385643	0.250000	0.250000	0.250000	0.250000	89.088099	
245000	-63.354472	200	2	2	'1 0 1 Z Z 1 1 0 	D	100.000000	5.166612	100.000000	0.000000	0.000000	100.000000	100.000000	5.166612	0.250000	0.250000	0.250000	0.250000	73.636478	
246000	-59.553868	329	2	2	'1 0 1 0 1 Z 1 Z 	D	100.000000	16.307395	100.000000	16.307395	100.000000	0.000000	100.000000	0.000000	0.250000	0.250000	0.250000	0.250000	67.886504	
247000	-60.372150	329	2	1	'1 0 1 Z 1 1 1 0 	D	100.000000	24.513431	100.000000	0.000000	100.000000	100.000000	100.000000	24.513431	0.250000	0.250000	0.250000	0.250000	67.618193	
248000	-63.368786	428	1	1	'0 Z 0 0 0 0 0 0 	D	16.615864	0.000000	16.615864	16.615864	16.615864	16.615864	16.615864	16.615864	0.250000	0.250000	0.250000	0.250000	66.709449	
249000	-59.938023	194	1	1	'0 Z 0 0 0 0 0 0 	D	0.151250	0.000000	0.151250	0.151250	0.151250	0.151250	0.151250	0.151250	0.282627	0.249106	0.244261	0.224006	67.548089	
250000	-63.368786	899	1	1	'0 Z 0 0 0 0 0 0 	D	68.068489	0.000000	68.068489	68.068489	68.068489	68.068489	68.068489	68.068489	0.250000	0.250000	0.250000	0.250000	59.398799	
251000	-60.115822	193	2	1	'1 Z 1 0 1 1 0 1 	D	100.000000	0.000000	100.000000	25.054061	100.000000	100.000000	25.054061	100.000000	0.250000	0.250000	0.250000	0.250000	58.682639	
252000	-63.368786	876	1	1	'0 Z 0 0 0 0 0 0 	D	37.264906	0.000000	37.264906	37.264906	37.264906	37.264906	37.264906	37.264906	0.250000	0.250000	0.250000	0.250000	39.875468	
253000	-60.806426	627	1	2	'0 Z 0 0 0 0 Z 0 	D	0.177367	0.000000	0.177367	0.177367	0.177367	0.177367	0.000000	0.177367	0.368817	0.265716	0.242173	0.123294	26.269057	
254000	-63.368786	549	1	1	'0 Z 0 0 0 0 0 0 	D	21.903828	0.000000	21.903828	21.903828	21.903828	21.903828	21.903828	21.903828	0.250000	0.250000	0.250000	0.250000	34.167449	
255000	-60.384941	994	2	1	'1 Z 1 0 0 1 1 1 	D	62.142995	0.000000	62.142995	28.049007	28.049007	62.142995	62.142995	62.142995	0.250000	0.250000	0.250000	0.250000	38.641825	
256000	-60.071488	99	1	1	'0 Z 0 0 0 0 0 0 	D	0.168599	0.000000	0.168599	0.168599	0.168599	0.168599	0.168599	0.168599	0.295499	0.261882	0.230727	0.211892	30.149969	
257000	-62.479239	99	1	1	'0 Z 0 0 0 0 0 0 	D	0.468312	0.000000	0.468312	0.468312	0.468312	0.468312	0.468312	0.468312	0.251598	0.249843	0.249817	0.248742	37.788613	
258000	-63.370399	257	1	1	'0 Z 0 0 0 0 0 0 	D	34.614415	0.000000	34.614415	34.614415	34.614415	34.614415	34.614415	34.614415	0.250000	0.250000	0.250000	0.250000	34.858805	
259000	-63.368786	497	1	1	'0 Z 0 0 0 0 0 0 	D	15.012784	0.000000	15.012784	15.012784	15.012784	15.012784	15.012784	15.012784	0.250000	0.250000	0.250000	0.250000	31.797083	
260000	-63.368786	629	1	1	'0 Z 0 0 0 0 0 0 	D	89.824133	0.000000	89.824133	89.824133	89.824133	89.824133	89.824133	89.824133	0.250000	0.250000	0.250000	0.250000	23.425764	
261000	-63.375166	202	1	1	'0 Z 0 0 0 0 0 0 	D	4.285727	0.000000	4.285727	4.285727	4.285727	4.285727	4.285727	4.285727	0.250000	0.250000	0.250000	0.250000	24.979803	
262000	-63.349149	568	1	1	'0 Z 0 0 0 0 0 0 	D	1.028354	0.000000	1.028354	1.028354	1.028354	1.028354	1.028354	1.028354	0.250000	0.250000	0.250000	0.250000	35.562142	
263000	-61.653444	148	2	1	'1 Z 1 0 1 0 1 1 	D	22.213395	0.000000	22.213395	17.571646	22.213395	17.571646	22.213395	22.213395	0.250000	0.250000	0.250000	0.250000	37.799066	
264000	-63.368786	791	1	1	'0 Z 0 0 0 0 0 0 	D	20.153287	0.000000	20.153287	20.153287	20.153287	20.153287	20.153287	20.153287	0.250000	0.250000	0.250000	0.250000	25.137225	
