Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LA1=0_Wax1=0.txt
Log File Name:                   LA1=0_Wax1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3576320276
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LA1=0_Wax1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
56000	-44.877131	326	1	2	'0 0 0 0 0 0 Z Z 	D	0.040061	0.040061	0.040061	0.040061	0.040061	0.040061	0.000000	0.000000	0.457518	0.329196	0.213285	0.000000	0.106285	
57000	-44.867032	991	1	0	'0 0 0 0 0 0 0 0 	I	0.065436	0.065436	0.065436	0.065436	0.065436	0.065436	0.065436	0.065436	0.327353	0.251354	0.238309	0.182984	0.068169	
58000	-45.161134	602	1	2	'0 0 0 0 0 Z 0 Z 	D	0.037685	0.037685	0.037685	0.037685	0.037685	0.000000	0.037685	0.000000	0.480182	0.436800	0.010825	0.072193	0.555167	
59000	-44.455555	985	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.062129	0.000000	0.062129	0.062129	0.062129	0.062129	0.062129	0.267711	0.092595	0.376309	0.263385	0.266385	
60000	-42.243376	922	2	2	'Z 1 Z 0 0 1 0 0 	D	0.000000	0.102339	0.000000	0.305941	0.305941	0.102339	0.305941	0.305941	0.131536	0.380153	0.180871	0.307440	0.243914	
61000	-44.178431	904	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.110054	0.000000	0.000000	0.110054	0.110054	0.110054	0.110054	0.360066	0.000000	0.444005	0.195929	11.157525	
62000	-44.643153	15	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.090972	0.000000	0.090972	0.090972	0.090972	0.090972	0.090972	0.385465	0.081596	0.338555	0.194384	0.112671	
63000	-44.074901	435	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.092926	0.000000	0.092926	0.092926	0.092926	0.092926	0.092926	0.295959	0.074312	0.384477	0.245252	0.682503	
64000	-44.273340	512	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.110261	0.110261	0.110261	0.110261	0.110261	0.110261	0.000000	0.228331	0.334855	0.266642	0.170172	0.166539	
65000	-47.410799	401	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.246969	0.000000	0.000000	0.246969	0.246969	0.246969	0.246969	0.521399	0.000000	0.361030	0.117571	1.436546	
66000	-43.759438	946	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.079920	0.000000	0.000000	0.079920	0.079920	0.079920	0.079920	0.337557	0.000000	0.440733	0.221710	1.727360	
67000	-44.799062	470	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.047711	0.000000	0.000000	0.047711	0.047711	0.047711	0.000000	0.289867	0.000000	0.710133	0.000000	0.375097	
68000	-45.160554	231	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.059641	0.000000	0.000000	0.059641	0.059641	0.059641	0.059641	0.168858	0.000000	0.494553	0.336589	2.216587	
69000	-44.245721	11	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.062893	0.000000	0.000000	0.062893	0.062893	0.062893	0.062893	0.200939	0.000000	0.525234	0.273827	2.000255	
70000	-44.799982	335	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.119369	0.000000	0.000000	0.119369	0.119369	0.119369	0.119369	0.387748	0.000000	0.419740	0.192512	5.165276	
71000	-44.201855	606	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.051095	0.051095	0.051095	0.051095	0.051095	0.051095	0.051095	0.114016	0.392524	0.247156	0.246304	0.311868	
72000	-48.596135	201	1	2	'0 0 Z Z 0 0 0 0 	D	0.015215	0.015215	0.000000	0.000000	0.015215	0.015215	0.015215	0.015215	0.200882	0.000000	0.465101	0.334018	0.140532	
73000	-44.589395	664	1	0	'0 0 0 0 0 0 0 0 	I	0.032207	0.032207	0.032207	0.032207	0.032207	0.032207	0.032207	0.032207	0.339512	0.254995	0.231569	0.173923	9.164723	
74000	-44.504376	344	1	1	'0 0 0 0 0 0 Z 0 	D	0.055323	0.055323	0.055323	0.055323	0.055323	0.055323	0.000000	0.055323	0.362843	0.302965	0.234209	0.099984	1.194704	
75000	-45.653669	144	1	1	'0 0 0 0 0 0 0 Z 	D	0.045598	0.045598	0.045598	0.045598	0.045598	0.045598	0.045598	0.000000	0.432959	0.265693	0.237708	0.063639	3.538619	
76000	-45.804725	795	1	1	'0 0 0 0 0 Z 0 0 	D	0.040777	0.040777	0.040777	0.040777	0.040777	0.000000	0.040777	0.040777	0.322462	0.510513	0.008261	0.158764	4.566187	
77000	-47.937834	759	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.185415	0.185415	0.185415	0.185415	0.185415	0.185415	0.185415	0.286489	0.250005	0.245678	0.217828	2.118790	
78000	-44.214858	715	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.097083	0.097083	0.097083	0.097083	0.097083	0.097083	0.097083	0.203225	0.325463	0.243481	0.227831	18.987154	
79000	-43.913489	993	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.072008	0.072008	0.072008	0.072008	0.072008	0.072008	0.000000	0.193341	0.376158	0.273613	0.156888	30.538365	
80000	-44.533567	942	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.148281	0.000000	0.000000	0.148281	0.148281	0.148281	0.000000	0.560013	0.000000	0.439987	0.000000	47.627418	
81000	-44.399497	993	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.094523	0.094523	0.094523	0.094523	0.094523	0.094523	0.000000	0.263161	0.313441	0.270101	0.153297	55.723433	
82000	-46.978941	346	1	1	'0 0 0 0 0 0 0 Z 	D	0.018365	0.018365	0.018365	0.018365	0.018365	0.018365	0.018365	0.000000	0.360572	0.247502	0.371303	0.020622	49.307986	
83000	-46.890713	583	1	1	'0 0 0 0 0 Z 0 0 	D	0.064396	0.064396	0.064396	0.064396	0.064396	0.000000	0.064396	0.064396	0.338431	0.425226	0.044048	0.192295	35.145980	
84000	-45.015842	955	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.135112	0.135112	0.135112	0.135112	0.135112	0.135112	0.000000	0.289795	0.279395	0.261741	0.169070	20.983040	
85000	-44.677995	36	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.087947	0.087947	0.087947	0.087947	0.087947	0.087947	0.000000	0.211913	0.288166	0.250401	0.249520	28.287417	
86000	-44.065197	332	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.101261	0.101261	0.101261	0.101261	0.101261	0.101261	0.000000	0.233711	0.319837	0.260124	0.186328	13.781947	
87000	-43.788630	242	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.054139	0.000000	0.054139	0.054139	0.054139	0.054139	0.054139	0.247958	0.042729	0.458131	0.251182	13.212191	
88000	-43.839667	740	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.061181	0.061181	0.061181	0.061181	0.061181	0.061181	0.000000	0.160836	0.409647	0.298111	0.131405	1.441985	
89000	-45.426084	746	1	1	'0 0 0 0 0 0 Z 0 	D	0.030894	0.030894	0.030894	0.030894	0.030894	0.030894	0.000000	0.030894	0.471522	0.309490	0.182759	0.036229	4.105650	
90000	-46.516740	777	1	3	'0 0 0 Z 0 0 Z Z 	D	0.043953	0.043953	0.043953	0.000000	0.043953	0.043953	0.000000	0.000000	0.514171	0.025243	0.460586	0.000000	2.124108	
91000	-45.814562	182	1	2	'0 0 0 0 0 Z 0 Z 	D	0.047539	0.047539	0.047539	0.047539	0.047539	0.000000	0.047539	0.000000	0.445728	0.427434	0.021112	0.105725	1.122224	
92000	-44.097689	343	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.101032	0.101032	0.101032	0.101032	0.101032	0.101032	0.000000	0.255133	0.313441	0.258559	0.172867	5.465205	
93000	-44.170302	6	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.086840	0.000000	0.000000	0.086840	0.086840	0.086840	0.000000	0.507764	0.000000	0.492236	0.000000	1.232286	
94000	-44.281643	756	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.059616	0.059616	0.059616	0.059616	0.059616	0.059616	0.059616	0.164862	0.338923	0.235279	0.260936	1.563204	
95000	-44.425117	547	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.120527	0.120527	0.120527	0.120527	0.120527	0.120527	0.000000	0.278131	0.303057	0.265833	0.152979	0.713220	
96000	-44.096142	60	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.124022	0.000000	0.000000	0.124022	0.124022	0.124022	0.000000	0.588928	0.000000	0.411072	0.000000	12.985371	
97000	-44.378126	332	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.060613	0.060613	0.060613	0.060613	0.060613	0.060613	0.060613	0.092551	0.413215	0.218894	0.275340	0.936972	
98000	-44.361033	437	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.062659	0.062659	0.062659	0.062659	0.062659	0.062659	0.000000	0.150760	0.383888	0.295379	0.169973	8.248348	
99000	-43.414176	873	2	1	'Z 0 0 1 1 0 1 1 	D	0.000000	1.275971	1.275971	4.732152	4.732152	1.275971	4.732152	4.732152	0.250000	0.250000	0.250000	0.250000	2.770744	
100000	-45.970376	10	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.151730	0.151730	0.151730	0.151730	0.151730	0.151730	0.151730	0.267820	0.257864	0.245226	0.229090	13.578590	
101000	-44.779652	246	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.137857	0.000000	0.137857	0.137857	0.137857	0.137857	0.137857	0.364884	0.067935	0.363234	0.203948	2.141739	
102000	-44.767484	305	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.067024	0.067024	0.067024	0.067024	0.067024	0.067024	0.067024	0.114641	0.384961	0.236843	0.263555	15.716504	
103000	-45.911315	95	1	0	'0 0 0 0 0 0 0 0 	I	0.046659	0.046659	0.046659	0.046659	0.046659	0.046659	0.046659	0.046659	0.386458	0.267419	0.204568	0.141556	0.064098	
104000	-44.034194	359	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.094557	0.094557	0.094557	0.094557	0.094557	0.094557	0.000000	0.219976	0.336422	0.286233	0.157369	5.491243	
105000	-44.097448	894	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.215563	0.000000	0.000000	0.215563	0.215563	0.215563	0.000000	0.585138	0.000000	0.414862	0.000000	10.897718	
106000	-46.876038	143	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.151380	0.000000	0.151380	0.151380	0.151380	0.151380	0.151380	0.370062	0.099065	0.326498	0.204375	2.971809	
107000	-44.310696	300	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.067786	0.067786	0.067786	0.067786	0.067786	0.067786	0.000000	0.130296	0.404324	0.235471	0.229910	0.777537	
108000	-44.198080	592	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.125746	0.125746	0.125746	0.125746	0.125746	0.125746	0.000000	0.218035	0.326893	0.261264	0.193808	4.368031	
109000	-45.507008	851	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.205125	0.205125	0.205125	0.205125	0.205125	0.205125	0.000000	0.272605	0.256225	0.252136	0.219034	14.334835	
110000	-45.984766	890	1	4	'Z 0 Z Z Z 0 0 0 	D	0.000000	0.078589	0.000000	0.000000	0.000000	0.078589	0.078589	0.078589	1.000000	0.000000	0.000000	0.000000	0.251934	
111000	-45.177818	217	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.077748	0.077748	0.077748	0.077748	0.077748	0.077748	0.077748	0.191954	0.336683	0.237263	0.234100	0.540796	
112000	-42.923792	602	2	2	'Z 1 Z 0 0 1 0 1 	D	0.000000	0.082502	0.000000	0.553942	0.553942	0.082502	0.553942	0.082502	0.081316	0.369579	0.153532	0.395573	0.318110	
113000	-44.065951	470	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.056892	0.000000	0.000000	0.056892	0.056892	0.056892	0.056892	0.270471	0.000000	0.465209	0.264320	0.914011	
114000	-44.196209	743	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.058317	0.058317	0.058317	0.058317	0.058317	0.058317	0.000000	0.129867	0.386844	0.222932	0.260356	2.140979	
115000	-44.197348	44	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.092832	0.000000	0.000000	0.092832	0.092832	0.092832	0.092832	0.348556	0.000000	0.451297	0.200147	1.059057	
116000	-43.509312	553	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.081365	0.081365	0.081365	0.081365	0.081365	0.081365	0.081365	0.167389	0.351661	0.225464	0.255486	5.173518	
117000	-45.580123	252	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.158224	0.158224	0.158224	0.158224	0.158224	0.158224	0.158224	0.270455	0.264547	0.244550	0.220448	0.612910	
118000	-44.269448	884	1	1	'0 0 0 0 0 0 0 Z 	D	0.037481	0.037481	0.037481	0.037481	0.037481	0.037481	0.037481	0.000000	0.384509	0.248138	0.295513	0.071840	2.241272	
119000	-47.204099	351	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.223534	0.223534	0.223534	0.223534	0.223534	0.223534	0.223534	0.293467	0.248602	0.245013	0.212919	9.913226	
120000	-44.299855	919	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.102399	0.000000	0.000000	0.102399	0.102399	0.102399	0.000000	0.519404	0.000000	0.480596	0.000000	1.641080	
121000	-44.142216	171	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.070170	0.000000	0.000000	0.070170	0.070170	0.070170	0.000000	0.460229	0.000000	0.539771	0.000000	8.405137	
122000	-44.094950	696	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.085987	0.000000	0.000000	0.085987	0.085987	0.085987	0.000000	0.514649	0.000000	0.485351	0.000000	27.881651	
123000	-44.552411	118	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.113474	0.113474	0.113474	0.113474	0.113474	0.113474	0.113474	0.247200	0.300642	0.249100	0.203058	15.373709	
124000	-44.221038	138	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.107320	0.107320	0.107320	0.107320	0.107320	0.107320	0.107320	0.251628	0.275892	0.239972	0.232509	10.034420	
125000	-44.056111	86	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.090151	0.000000	0.000000	0.090151	0.090151	0.090151	0.000000	0.492629	0.000000	0.507371	0.000000	19.635146	
126000	-45.346935	605	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.115729	0.000000	0.000000	0.115729	0.115729	0.115729	0.115729	0.485225	0.000000	0.380694	0.134081	12.226437	
127000	-47.039418	414	1	3	'0 0 Z Z 0 0 Z 0 	D	0.047634	0.047634	0.000000	0.000000	0.047634	0.047634	0.000000	0.047634	0.343772	0.000000	0.481530	0.174698	1.605121	
128000	-44.580175	980	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.086321	0.000000	0.086321	0.086321	0.086321	0.086321	0.086321	0.305692	0.072851	0.382615	0.238842	10.820512	
129000	-47.591659	142	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.183638	0.000000	0.183638	0.183638	0.183638	0.183638	0.183638	0.362878	0.113593	0.315430	0.208099	10.791076	
130000	-44.609485	279	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.105882	0.000000	0.000000	0.105882	0.105882	0.105882	0.000000	0.571590	0.000000	0.428410	0.000000	0.419208	
131000	-44.421971	636	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.116778	0.000000	0.000000	0.116778	0.116778	0.116778	0.116778	0.429317	0.000000	0.407922	0.162761	5.537721	
132000	-43.847042	554	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.092264	0.000000	0.000000	0.092264	0.092264	0.092264	0.000000	0.512322	0.000000	0.487678	0.000000	6.491261	
133000	-44.041258	349	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.080719	0.080719	0.080719	0.080719	0.080719	0.080719	0.080719	0.166994	0.331288	0.235459	0.266259	7.056532	
