Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  Nep_55spp_Lid_loading_angle_1=0_both.txt
Log File Name:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2888450219
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
374000	-54.375843	665	1	0	'0 0 0 0 0 0 0 0 	I	0.058806	0.058806	0.058806	0.058806	0.058806	0.058806	0.058806	0.058806	0.375260	0.283710	0.194205	0.146826	0.026442	
375000	-56.092738	694	1	3	'0 0 0 Z 0 0 Z Z 	D	0.031398	0.031398	0.031398	0.000000	0.031398	0.031398	0.000000	0.000000	0.677758	0.013122	0.309120	0.000000	0.561279	
376000	-52.864337	930	1	1	'0 0 0 0 0 0 Z 0 	D	0.055528	0.055528	0.055528	0.055528	0.055528	0.055528	0.000000	0.055528	0.434601	0.341357	0.179040	0.045002	2.148801	
377000	-52.592408	795	1	2	'0 0 0 0 0 0 Z Z 	D	0.037986	0.037986	0.037986	0.037986	0.037986	0.037986	0.000000	0.000000	0.494970	0.346582	0.158449	0.000000	1.420086	
378000	-52.672454	212	1	2	'0 0 0 0 0 0 Z Z 	D	0.029387	0.029387	0.029387	0.029387	0.029387	0.029387	0.000000	0.000000	0.492040	0.309212	0.198748	0.000000	2.642916	
379000	-53.798875	903	1	3	'0 0 0 0 Z Z 0 Z 	D	0.042027	0.042027	0.042027	0.042027	0.000000	0.000000	0.042027	0.000000	0.266642	0.544875	0.000000	0.188483	0.107650	
380000	-52.558342	744	1	1	'0 0 0 0 0 0 0 Z 	D	0.058618	0.058618	0.058618	0.058618	0.058618	0.058618	0.058618	0.000000	0.469103	0.275602	0.174384	0.080911	8.295313	
381000	-55.113793	581	1	1	'0 0 0 0 0 0 Z 0 	D	0.095586	0.095586	0.095586	0.095586	0.095586	0.095586	0.000000	0.095586	0.463944	0.282742	0.200528	0.052786	6.266103	
382000	-51.853334	582	1	1	'0 0 0 0 0 0 Z 0 	D	0.047195	0.047195	0.047195	0.047195	0.047195	0.047195	0.000000	0.047195	0.536207	0.317868	0.128971	0.016953	2.725119	
383000	-52.745131	318	1	2	'0 0 0 0 0 0 Z Z 	D	0.037839	0.037839	0.037839	0.037839	0.037839	0.037839	0.000000	0.000000	0.478367	0.315803	0.205830	0.000000	3.923270	
384000	-52.934966	160	1	3	'0 0 0 0 0 Z Z Z 	D	0.077232	0.077232	0.077232	0.077232	0.077232	0.000000	0.000000	0.000000	0.342716	0.619833	0.037451	0.000000	9.301616	
385000	-51.354869	506	2	1	'1 1 0 1 0 1 Z 0 	D	0.072299	0.072299	0.120173	0.072299	0.120173	0.072299	0.000000	0.120173	0.313676	0.314957	0.233506	0.137861	0.340320	
386000	-53.231365	667	1	2	'0 0 0 0 0 Z 0 Z 	D	0.045260	0.045260	0.045260	0.045260	0.045260	0.000000	0.045260	0.000000	0.315867	0.556620	0.009334	0.118179	0.530856	
387000	-54.219878	991	1	1	'0 0 0 0 0 0 0 Z 	D	0.122867	0.122867	0.122867	0.122867	0.122867	0.122867	0.122867	0.000000	0.344059	0.273697	0.229996	0.152248	4.684501	
388000	-52.339862	994	1	1	'0 0 0 0 0 0 0 Z 	D	0.055685	0.055685	0.055685	0.055685	0.055685	0.055685	0.055685	0.000000	0.433468	0.293252	0.176724	0.096557	8.565530	
389000	-55.940188	628	1	1	'0 0 0 0 0 Z 0 0 	D	0.068512	0.068512	0.068512	0.068512	0.068512	0.000000	0.068512	0.068512	0.352120	0.428369	0.046704	0.172808	0.158326	
390000	-51.407279	872	1	1	'0 0 0 0 0 0 0 Z 	D	0.069540	0.069540	0.069540	0.069540	0.069540	0.069540	0.069540	0.000000	0.391980	0.284848	0.205317	0.117855	0.427146	
391000	-52.690012	623	1	3	'0 0 0 0 0 Z Z Z 	D	0.051874	0.051874	0.051874	0.051874	0.051874	0.000000	0.000000	0.000000	0.404179	0.558691	0.037130	0.000000	1.028889	
392000	-52.354746	13	1	1	'0 0 0 0 0 0 Z 0 	D	0.047532	0.047532	0.047532	0.047532	0.047532	0.047532	0.000000	0.047532	0.477631	0.304932	0.177677	0.039759	2.619055	
393000	-53.982630	771	1	1	'0 0 0 0 0 0 0 Z 	D	0.047267	0.047267	0.047267	0.047267	0.047267	0.047267	0.047267	0.000000	0.425350	0.273634	0.201156	0.099861	0.119673	
394000	-52.069612	214	1	2	'0 0 0 0 0 0 Z Z 	D	0.058704	0.058704	0.058704	0.058704	0.058704	0.058704	0.000000	0.000000	0.466976	0.321034	0.211990	0.000000	12.740500	
395000	-54.483739	923	1	4	'0 0 0 0 Z Z Z Z 	D	0.048602	0.048602	0.048602	0.048602	0.000000	0.000000	0.000000	0.000000	0.385697	0.614303	0.000000	0.000000	2.074730	
396000	-55.587221	671	1	2	'0 0 Z 0 Z 0 0 0 	D	0.051467	0.051467	0.000000	0.051467	0.000000	0.051467	0.051467	0.051467	1.000000	0.000000	0.000000	0.000000	0.832240	
397000	-54.035580	620	1	3	'0 0 0 0 0 Z Z Z 	D	0.076244	0.076244	0.076244	0.076244	0.076244	0.000000	0.000000	0.000000	0.390977	0.562639	0.046384	0.000000	15.438655	
398000	-54.552339	141	1	2	'0 0 0 0 Z Z 0 0 	D	0.044769	0.044769	0.044769	0.044769	0.000000	0.000000	0.044769	0.044769	0.334858	0.538221	0.000000	0.126921	28.896835	
399000	-52.411628	64	1	1	'0 0 0 0 0 Z 0 0 	D	0.074402	0.074402	0.074402	0.074402	0.074402	0.000000	0.074402	0.074402	0.287956	0.458850	0.036802	0.216392	14.404486	
400000	-54.459125	899	1	1	'0 0 0 Z 0 0 0 0 	D	0.063480	0.063480	0.063480	0.000000	0.063480	0.063480	0.063480	0.063480	0.506616	0.045724	0.316203	0.131457	25.118379	
401000	-54.786474	175	1	2	'0 0 0 0 0 0 Z Z 	D	0.084528	0.084528	0.084528	0.084528	0.084528	0.084528	0.000000	0.000000	0.497510	0.276468	0.226023	0.000000	31.953358	
402000	-51.832777	809	1	3	'0 0 0 0 0 Z Z Z 	D	0.066687	0.066687	0.066687	0.066687	0.066687	0.000000	0.000000	0.000000	0.341484	0.609241	0.049275	0.000000	33.067053	
403000	-52.083090	846	1	1	'0 0 0 0 0 0 0 Z 	D	0.047320	0.047320	0.047320	0.047320	0.047320	0.047320	0.047320	0.000000	0.405151	0.270243	0.215370	0.109236	26.464870	
404000	-51.894978	685	1	1	'0 0 0 0 0 0 Z 0 	D	0.073459	0.073459	0.073459	0.073459	0.073459	0.073459	0.000000	0.073459	0.398830	0.305894	0.217360	0.077916	26.555916	
405000	-51.993905	843	1	1	'0 0 0 0 0 0 0 Z 	D	0.053618	0.053618	0.053618	0.053618	0.053618	0.053618	0.053618	0.000000	0.388386	0.315327	0.174655	0.121632	24.651986	
406000	-51.400731	104	1	1	'0 0 0 0 0 0 Z 0 	D	0.077293	0.077293	0.077293	0.077293	0.077293	0.077293	0.000000	0.077293	0.387373	0.312085	0.217694	0.082848	22.318206	
407000	-53.657585	627	1	3	'0 0 0 Z 0 0 Z Z 	D	0.054700	0.054700	0.054700	0.000000	0.054700	0.054700	0.000000	0.000000	0.543879	0.034029	0.422092	0.000000	29.789912	
408000	-51.458311	929	1	1	'0 0 0 0 0 0 0 Z 	D	0.074328	0.074328	0.074328	0.074328	0.074328	0.074328	0.074328	0.000000	0.409438	0.278026	0.204936	0.107600	61.570469	
409000	-53.806707	754	1	1	'0 0 0 0 0 Z 0 0 	D	0.070724	0.070724	0.070724	0.070724	0.070724	0.000000	0.070724	0.070724	0.417111	0.393377	0.048695	0.140817	65.500234	
410000	-52.110700	297	1	2	'0 0 0 0 0 Z 0 Z 	D	0.054583	0.054583	0.054583	0.054583	0.054583	0.000000	0.054583	0.000000	0.287657	0.492275	0.021221	0.198847	86.083376	
411000	-52.979358	189	1	2	'0 0 0 0 0 Z 0 Z 	D	0.073074	0.073074	0.073074	0.073074	0.073074	0.000000	0.073074	0.000000	0.289859	0.417170	0.061406	0.231565	86.185799	
412000	-54.201167	659	1	2	'0 0 0 0 Z Z 0 0 	D	0.059020	0.059020	0.059020	0.059020	0.000000	0.000000	0.059020	0.059020	0.286766	0.572803	0.000000	0.140431	96.974439	
413000	-53.860401	983	1	2	'0 0 0 0 0 Z 0 Z 	D	0.069187	0.069187	0.069187	0.069187	0.069187	0.000000	0.069187	0.000000	0.357561	0.440466	0.040148	0.161825	97.147037	
414000	-53.682262	237	1	2	'0 0 0 0 0 Z 0 Z 	D	0.030149	0.030149	0.030149	0.030149	0.030149	0.000000	0.030149	0.000000	0.436082	0.474559	0.006742	0.082617	98.620203	
415000	-51.908441	892	1	1	'0 0 0 0 0 0 0 Z 	D	0.044218	0.044218	0.044218	0.044218	0.044218	0.044218	0.044218	0.000000	0.483266	0.287066	0.155270	0.074398	90.296870	
416000	-52.143042	916	1	2	'0 0 0 0 0 0 Z Z 	D	0.060487	0.060487	0.060487	0.060487	0.060487	0.060487	0.000000	0.000000	0.516458	0.312787	0.170754	0.000000	97.583885	
417000	-52.708185	602	1	2	'0 0 0 0 0 0 Z Z 	D	0.050447	0.050447	0.050447	0.050447	0.050447	0.050447	0.000000	0.000000	0.561776	0.304480	0.133743	0.000000	93.742431	
418000	-54.712078	934	1	1	'0 0 0 Z 0 0 0 0 	D	0.041158	0.041158	0.041158	0.000000	0.041158	0.041158	0.041158	0.041158	0.377120	0.043457	0.367839	0.211585	93.598152	
419000	-54.796781	516	1	1	'0 0 0 0 0 Z 0 0 	D	0.086514	0.086514	0.086514	0.086514	0.086514	0.000000	0.086514	0.086514	0.373433	0.389512	0.062338	0.174716	91.578438	
420000	-51.791549	183	1	3	'0 0 0 0 0 Z Z Z 	D	0.061750	0.061750	0.061750	0.061750	0.061750	0.000000	0.000000	0.000000	0.362649	0.591959	0.045392	0.000000	79.467941	
421000	-53.935708	690	1	3	'0 0 0 Z 0 0 Z Z 	D	0.125886	0.125886	0.125886	0.000000	0.125886	0.125886	0.000000	0.000000	0.406194	0.151165	0.442642	0.000000	86.566890	
422000	-54.043758	985	1	1	'0 0 0 0 0 0 0 Z 	D	0.025070	0.025070	0.025070	0.025070	0.025070	0.025070	0.025070	0.000000	0.417481	0.287440	0.191695	0.103384	84.060838	
423000	-53.233049	105	1	0	'0 0 0 0 0 0 0 0 	I	0.055909	0.055909	0.055909	0.055909	0.055909	0.055909	0.055909	0.055909	0.441872	0.299866	0.153853	0.104409	97.897647	
424000	-52.031716	752	1	1	'0 0 0 0 0 0 0 Z 	D	0.051970	0.051970	0.051970	0.051970	0.051970	0.051970	0.051970	0.000000	0.438343	0.274518	0.194598	0.092541	90.866573	
425000	-51.894855	843	1	0	'0 0 0 0 0 0 0 0 	I	0.073101	0.073101	0.073101	0.073101	0.073101	0.073101	0.073101	0.073101	0.387046	0.288726	0.185700	0.138528	74.974810	
426000	-53.015480	85	1	1	'0 0 0 0 0 0 Z 0 	D	0.039181	0.039181	0.039181	0.039181	0.039181	0.039181	0.000000	0.039181	0.421073	0.341124	0.187472	0.050331	81.208288	
427000	-52.359477	635	1	1	'0 0 0 0 0 0 Z 0 	D	0.106453	0.106453	0.106453	0.106453	0.106453	0.106453	0.000000	0.106453	0.364044	0.279583	0.240735	0.115638	69.844309	
428000	-54.387353	737	1	2	'0 0 0 0 0 0 Z Z 	D	0.064141	0.064141	0.064141	0.064141	0.064141	0.064141	0.000000	0.000000	0.529169	0.280330	0.190501	0.000000	67.264901	
429000	-55.530050	835	1	1	'0 0 0 0 0 Z 0 0 	D	0.090644	0.090644	0.090644	0.090644	0.090644	0.000000	0.090644	0.090644	0.315464	0.382644	0.096513	0.205380	71.422622	
430000	-52.024275	405	1	3	'0 0 0 0 0 Z Z Z 	D	0.078769	0.078769	0.078769	0.078769	0.078769	0.000000	0.000000	0.000000	0.363786	0.548305	0.087909	0.000000	58.160040	
431000	-52.932420	663	1	0	'0 0 0 0 0 0 0 0 	I	0.059746	0.059746	0.059746	0.059746	0.059746	0.059746	0.059746	0.059746	0.483030	0.281153	0.149057	0.086760	31.503583	
432000	-52.214631	463	1	0	'0 0 0 0 0 0 0 0 	I	0.047565	0.047565	0.047565	0.047565	0.047565	0.047565	0.047565	0.047565	0.414638	0.299525	0.165955	0.119882	31.507249	
433000	-56.223031	94	1	2	'0 0 0 0 Z Z 0 0 	D	0.021915	0.021915	0.021915	0.021915	0.000000	0.000000	0.021915	0.021915	0.257761	0.583318	0.000000	0.158921	18.338752	
434000	-52.641168	329	1	2	'0 0 0 0 0 0 Z Z 	D	0.055050	0.055050	0.055050	0.055050	0.055050	0.055050	0.000000	0.000000	0.504597	0.325721	0.169682	0.000000	27.269667	
435000	-53.526264	551	1	2	'0 0 0 0 0 0 Z Z 	D	0.065328	0.065328	0.065328	0.065328	0.065328	0.065328	0.000000	0.000000	0.530641	0.290586	0.178772	0.000000	35.510397	
436000	-54.832663	34	1	1	'0 0 0 0 0 0 0 Z 	D	0.068337	0.068337	0.068337	0.068337	0.068337	0.068337	0.068337	0.000000	0.380756	0.289785	0.201909	0.127550	54.296643	
437000	-52.553182	417	1	2	'0 0 0 0 0 Z 0 Z 	D	0.030031	0.030031	0.030031	0.030031	0.030031	0.000000	0.030031	0.000000	0.365468	0.537117	0.006686	0.090729	55.771548	
438000	-51.659802	311	1	1	'0 0 0 0 0 0 Z 0 	D	0.055139	0.055139	0.055139	0.055139	0.055139	0.055139	0.000000	0.055139	0.499148	0.298100	0.169070	0.033683	50.783152	
439000	-54.639181	572	1	2	'0 0 0 Z 0 0 Z 0 	D	0.070578	0.070578	0.070578	0.000000	0.070578	0.070578	0.000000	0.070578	0.504345	0.072803	0.341210	0.081643	45.507768	
440000	-51.187112	51	1	1	'0 0 0 0 0 0 0 Z 	D	0.048543	0.048543	0.048543	0.048543	0.048543	0.048543	0.048543	0.000000	0.352479	0.311720	0.189261	0.146541	17.883011	
441000	-52.618275	354	1	2	'0 0 0 0 0 0 Z Z 	D	0.073118	0.073118	0.073118	0.073118	0.073118	0.073118	0.000000	0.000000	0.430093	0.328241	0.241665	0.000000	0.868322	
442000	-53.314048	674	1	2	'0 0 0 0 0 Z 0 Z 	D	0.066574	0.066574	0.066574	0.066574	0.066574	0.000000	0.066574	0.000000	0.313086	0.460002	0.036079	0.190833	0.567923	
443000	-51.872361	731	1	0	'0 0 0 0 0 0 0 0 	I	0.041972	0.041972	0.041972	0.041972	0.041972	0.041972	0.041972	0.041972	0.448894	0.276183	0.170204	0.104719	0.111276	
444000	-53.179344	304	1	2	'0 0 0 0 0 Z 0 Z 	D	0.053744	0.053744	0.053744	0.053744	0.053744	0.000000	0.053744	0.000000	0.317010	0.523561	0.016120	0.143309	2.159883	
445000	-54.512089	842	1	0	'0 0 0 0 0 0 0 0 	I	0.045987	0.045987	0.045987	0.045987	0.045987	0.045987	0.045987	0.045987	0.426428	0.276327	0.180366	0.116878	20.678889	
446000	-60.605455	33	1	1	'0 Z 0 0 0 0 0 0 	D	1.673228	0.000000	1.673228	1.673228	1.673228	1.673228	1.673228	1.673228	0.250000	0.250000	0.250000	0.250000	16.694371	
447000	-51.243194	770	2	1	'0 Z 1 0 0 1 1 1 	D	9.371397	0.000000	23.332375	9.371397	9.371397	23.332375	23.332375	23.332375	0.250000	0.250000	0.250000	0.250000	6.748339	
448000	-50.274835	515	2	2	'0 Z 1 0 Z 1 1 1 	D	1.389045	0.000000	4.641564	1.389045	0.000000	4.641564	4.641564	4.641564	0.250000	0.250000	0.250000	0.250000	11.541400	
449000	-52.520015	367	2	1	'0 Z 1 0 1 1 1 1 	D	21.482717	0.000000	43.832856	21.482717	43.832856	43.832856	43.832856	43.832856	0.250000	0.250000	0.250000	0.250000	13.246494	
450000	-52.129688	713	2	2	'Z 0 1 0 1 1 1 Z 	D	0.000000	8.847964	38.378943	8.847964	38.378943	38.378943	38.378943	0.000000	0.250000	0.250000	0.250000	0.250000	13.143321	
451000	-50.347980	919	2	0	'0 0 1 0 1 1 1 1 	D	0.098472	0.098472	0.799675	0.098472	0.799675	0.799675	0.799675	0.799675	0.249974	0.249979	0.250022	0.250025	11.986292	
452000	-49.702051	870	2	0	'0 0 1 0 1 1 1 1 	D	0.873724	0.873724	5.058057	0.873724	5.058057	5.058057	5.058057	5.058057	0.250000	0.250000	0.250000	0.250000	3.153631	
453000	-52.194556	873	2	0	'0 0 1 0 0 1 1 1 	D	2.596955	2.596955	15.495402	2.596955	2.596955	15.495402	15.495402	15.495402	0.250000	0.250000	0.250000	0.250000	13.255713	
454000	-50.486279	821	2	0	'0 0 1 0 1 1 1 1 	D	2.425059	2.425059	19.387740	2.425059	19.387740	19.387740	19.387740	19.387740	0.250000	0.250000	0.250000	0.250000	22.518571	
455000	-50.150551	570	2	0	'0 0 1 0 1 1 1 1 	D	6.067301	6.067301	26.368200	6.067301	26.368200	26.368200	26.368200	26.368200	0.250000	0.250000	0.250000	0.250000	16.585190	
456000	-49.836557	852	2	0	'0 0 1 0 1 1 1 1 	D	7.122121	7.122121	34.587666	7.122121	34.587666	34.587666	34.587666	34.587666	0.250000	0.250000	0.250000	0.250000	17.316285	
457000	-51.737550	57	2	1	'0 0 1 0 1 1 1 Z 	D	17.199794	17.199794	73.266088	17.199794	73.266088	73.266088	73.266088	0.000000	0.250000	0.250000	0.250000	0.250000	28.077027	
458000	-50.858980	900	3	0	'0 0 2 0 2 0 1 2 	D	7.515373	7.515373	35.759868	7.515373	35.759868	7.515373	42.133674	35.759868	0.250000	0.250000	0.250000	0.250000	28.809653	
459000	-50.338708	771	2	2	'0 Z 1 0 1 0 Z 1 	D	9.139071	0.000000	26.277534	9.139071	26.277534	9.139071	0.000000	26.277534	0.250000	0.250000	0.250000	0.250000	37.683272	
460000	-51.794560	540	2	1	'0 Z 1 0 1 0 1 1 	D	5.130211	0.000000	13.415027	5.130211	13.415027	5.130211	13.415027	13.415027	0.250000	0.250000	0.250000	0.250000	48.687892	
461000	-50.987885	534	2	1	'0 Z 1 0 1 0 0 1 	D	8.440327	0.000000	22.488918	8.440327	22.488918	8.440327	8.440327	22.488918	0.250000	0.250000	0.250000	0.250000	49.556998	
462000	-50.747144	120	2	1	'0 Z 1 0 1 0 0 1 	D	15.511056	0.000000	43.641812	15.511056	43.641812	15.511056	15.511056	43.641812	0.250000	0.250000	0.250000	0.250000	33.903349	
463000	-50.720993	218	2	2	'0 Z 1 0 1 0 Z 1 	D	7.666330	0.000000	19.030833	7.666330	19.030833	7.666330	0.000000	19.030833	0.250000	0.250000	0.250000	0.250000	11.490833	
464000	-51.759331	440	2	1	'0 Z 1 0 0 0 0 0 	D	6.988203	0.000000	20.254432	6.988203	6.988203	6.988203	6.988203	6.988203	0.250000	0.250000	0.250000	0.250000	25.947635	
465000	-51.586381	17	2	2	'0 Z 1 0 Z 0 0 0 	D	8.817398	0.000000	70.116218	8.817398	0.000000	8.817398	8.817398	8.817398	0.250000	0.250000	0.250000	0.250000	19.113757	
466000	-51.210634	908	2	1	'0 Z 1 0 0 0 0 0 	D	5.433949	0.000000	19.622011	5.433949	5.433949	5.433949	5.433949	5.433949	0.250000	0.250000	0.250000	0.250000	17.347820	
467000	-51.938347	735	2	2	'1 Z 0 1 Z 1 0 1 	D	7.033961	0.000000	16.508326	7.033961	0.000000	7.033961	16.508326	7.033961	0.250000	0.250000	0.250000	0.250000	20.081758	
468000	-50.866784	849	2	2	'1 Z 0 1 Z 1 0 1 	D	14.102069	0.000000	37.722224	14.102069	0.000000	14.102069	37.722224	14.102069	0.250000	0.250000	0.250000	0.250000	25.776929	
469000	-50.824960	970	2	2	'1 Z 0 1 1 Z 1 1 	D	1.537579	0.000000	9.452084	1.537579	1.537579	0.000000	1.537579	1.537579	0.250000	0.250000	0.250000	0.250000	12.006560	
470000	-55.495103	655	2	1	'1 Z 0 1 1 0 1 1 	D	6.599171	0.000000	12.468772	6.599171	6.599171	12.468772	6.599171	6.599171	0.250000	0.250000	0.250000	0.250000	10.293548	
471000	-53.251162	311	2	2	'1 Z 0 0 0 1 Z 0 	D	2.329804	0.000000	13.915503	13.915503	13.915503	2.329804	0.000000	13.915503	0.250000	0.250000	0.250000	0.250000	9.322124	
472000	-55.118565	482	2	2	'1 Z 0 0 0 1 Z 0 	D	3.796264	0.000000	30.034598	30.034598	30.034598	3.796264	0.000000	30.034598	0.250000	0.250000	0.250000	0.250000	15.468521	
473000	-51.140550	131	2	1	'1 Z 0 0 0 1 1 0 	D	3.179388	0.000000	11.986025	11.986025	11.986025	3.179388	3.179388	11.986025	0.250000	0.250000	0.250000	0.250000	7.936197	
474000	-51.260131	378	2	1	'1 Z 0 0 0 1 1 0 	D	10.621864	0.000000	30.261071	30.261071	30.261071	10.621864	10.621864	30.261071	0.250000	0.250000	0.250000	0.250000	12.377278	
475000	-51.078873	256	2	1	'1 Z 0 0 0 1 1 0 	D	6.989733	0.000000	23.059123	23.059123	23.059123	6.989733	6.989733	23.059123	0.250000	0.250000	0.250000	0.250000	20.873658	
476000	-50.789529	868	2	1	'1 Z 0 0 0 1 0 0 	D	0.519310	0.000000	1.793447	1.793447	1.793447	0.519310	1.793447	1.793447	0.250000	0.250000	0.250000	0.250000	1.680201	
477000	-53.604405	431	2	0	'0 0 1 1 1 0 1 0 	D	2.466554	2.466554	9.018629	9.018629	9.018629	2.466554	9.018629	2.466554	0.250000	0.250000	0.250000	0.250000	6.925047	
478000	-51.301332	570	2	2	'0 0 1 1 1 Z 1 Z 	D	1.777111	1.777111	11.779810	11.779810	11.779810	0.000000	11.779810	0.000000	0.250000	0.250000	0.250000	0.250000	6.148040	
479000	-51.318299	966	2	1	'0 0 1 1 1 Z 1 0 	D	2.543155	2.543155	14.794496	14.794496	14.794496	0.000000	14.794496	2.543155	0.250000	0.250000	0.250000	0.250000	10.316936	
480000	-51.668803	420	2	1	'0 0 1 1 1 0 1 Z 	D	0.177737	0.177737	1.583518	1.583518	1.583518	0.177737	1.583518	0.000000	0.249978	0.250010	0.249981	0.250030	1.058795	
481000	-52.304445	41	1	1	'0 0 0 0 0 0 Z 0 	D	0.051912	0.051912	0.051912	0.051912	0.051912	0.051912	0.000000	0.051912	0.521000	0.300552	0.152998	0.025450	2.252662	
482000	-53.284641	432	1	2	'0 0 0 0 0 Z 0 Z 	D	0.040823	0.040823	0.040823	0.040823	0.040823	0.000000	0.040823	0.000000	0.446366	0.453380	0.010603	0.089650	0.141389	
483000	-52.434916	26	1	3	'0 0 0 0 0 Z Z Z 	D	0.051485	0.051485	0.051485	0.051485	0.051485	0.000000	0.000000	0.000000	0.364200	0.616786	0.019013	0.000000	0.778821	
484000	-51.949052	364	1	1	'0 0 0 0 0 0 Z 0 	D	0.059400	0.059400	0.059400	0.059400	0.059400	0.059400	0.000000	0.059400	0.454633	0.337506	0.169901	0.037960	0.064425	
485000	-52.571854	102	1	0	'0 0 0 0 0 0 0 0 	I	0.113835	0.113835	0.113835	0.113835	0.113835	0.113835	0.113835	0.113835	0.319250	0.269796	0.222728	0.188226	0.288031	
486000	-53.178334	641	1	2	'0 0 0 0 0 Z 0 Z 	D	0.042286	0.042286	0.042286	0.042286	0.042286	0.000000	0.042286	0.000000	0.358605	0.507665	0.011347	0.122383	8.429609	
487000	-51.723834	875	1	1	'0 0 0 0 0 0 Z 0 	D	0.074058	0.074058	0.074058	0.074058	0.074058	0.074058	0.000000	0.074058	0.383804	0.292340	0.229819	0.094038	24.062552	
488000	-52.110488	559	1	0	'0 0 0 0 0 0 0 0 	I	0.081432	0.081432	0.081432	0.081432	0.081432	0.081432	0.081432	0.081432	0.329491	0.275792	0.214867	0.179849	31.972240	
489000	-56.464957	326	1	2	'0 0 0 Z 0 0 Z 0 	D	0.096475	0.096475	0.096475	0.000000	0.096475	0.096475	0.000000	0.096475	0.436907	0.137096	0.322582	0.103416	53.800934	
490000	-52.392025	751	1	1	'0 0 0 0 0 0 Z 0 	D	0.067733	0.067733	0.067733	0.067733	0.067733	0.067733	0.000000	0.067733	0.487309	0.293904	0.179279	0.039508	61.150649	
491000	-54.300460	703	1	3	'0 0 0 0 Z Z 0 Z 	D	0.070143	0.070143	0.070143	0.070143	0.000000	0.000000	0.070143	0.000000	0.247212	0.454402	0.000000	0.298386	50.513742	
492000	-59.149145	209	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.071104	0.071104	0.000000	0.071104	0.000000	0.071104	0.000000	0.071104	1.000000	0.000000	0.000000	0.000000	64.848451	
493000	-52.475498	349	1	0	'0 0 0 0 0 0 0 0 	I	0.041990	0.041990	0.041990	0.041990	0.041990	0.041990	0.041990	0.041990	0.436796	0.292507	0.162127	0.108571	49.124179	
494000	-54.654598	154	1	2	'0 0 0 0 0 Z 0 Z 	D	0.076741	0.076741	0.076741	0.076741	0.076741	0.000000	0.076741	0.000000	0.287027	0.430330	0.048422	0.234221	45.215377	
495000	-52.631654	602	1	2	'0 0 0 0 0 0 Z Z 	D	0.049732	0.049732	0.049732	0.049732	0.049732	0.049732	0.000000	0.000000	0.561711	0.305760	0.132529	0.000000	57.145340	
496000	-53.266706	559	1	2	'0 0 0 0 0 Z 0 Z 	D	0.041039	0.041039	0.041039	0.041039	0.041039	0.000000	0.041039	0.000000	0.223412	0.493567	0.013938	0.269083	53.937749	
497000	-51.934995	897	1	2	'0 0 0 0 0 0 Z Z 	D	0.051003	0.051003	0.051003	0.051003	0.051003	0.051003	0.000000	0.000000	0.471099	0.293096	0.235805	0.000000	38.954162	
498000	-52.251101	960	1	2	'0 0 0 0 0 0 Z Z 	D	0.058341	0.058341	0.058341	0.058341	0.058341	0.058341	0.000000	0.000000	0.480046	0.285210	0.234744	0.000000	21.830236	
499000	-52.821747	982	1	3	'0 0 0 0 0 Z Z Z 	D	0.047059	0.047059	0.047059	0.047059	0.047059	0.000000	0.000000	0.000000	0.351505	0.633605	0.014890	0.000000	20.769537	
500000	-53.628980	930	1	1	'0 0 0 0 0 Z 0 0 	D	0.057694	0.057694	0.057694	0.057694	0.057694	0.000000	0.057694	0.057694	0.287205	0.499308	0.018717	0.194770	1.791165	
501000	-54.116660	589	1	3	'0 0 0 Z 0 0 Z Z 	D	0.092078	0.092078	0.092078	0.000000	0.092078	0.092078	0.000000	0.000000	0.546576	0.050706	0.402718	0.000000	4.689575	
502000	-52.242943	64	1	0	'0 0 0 0 0 0 0 0 	I	0.053955	0.053955	0.053955	0.053955	0.053955	0.053955	0.053955	0.053955	0.389304	0.306518	0.170184	0.133994	3.647583	
503000	-54.908354	337	1	2	'0 0 0 0 0 0 Z Z 	D	0.060524	0.060524	0.060524	0.060524	0.060524	0.060524	0.000000	0.000000	0.445786	0.313760	0.240454	0.000000	4.414532	
