Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  Nep_55spp_Lid_loading_angle_1=0_both.txt
Log File Name:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2888450219
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
114000	-53.503592	471	1	2	'0 0 0 0 0 0 Z Z 	D	0.103696	0.103696	0.103696	0.103696	0.103696	0.103696	0.000000	0.000000	0.449222	0.309807	0.240971	0.000000	1.722006	
115000	-52.910352	471	1	3	'0 0 0 0 0 Z Z Z 	D	0.093093	0.093093	0.093093	0.093093	0.093093	0.000000	0.000000	0.000000	0.393239	0.546525	0.060236	0.000000	1.361677	
116000	-52.824595	42	1	2	'0 0 0 0 0 0 Z Z 	D	0.036432	0.036432	0.036432	0.036432	0.036432	0.036432	0.000000	0.000000	0.512447	0.327490	0.160063	0.000000	1.886142	
117000	-54.843437	775	1	2	'0 0 0 0 0 Z 0 Z 	D	0.097588	0.097588	0.097588	0.097588	0.097588	0.000000	0.097588	0.000000	0.344752	0.443505	0.045994	0.165749	9.292979	
118000	-53.152856	239	1	1	'0 0 0 0 0 0 Z 0 	D	0.036722	0.036722	0.036722	0.036722	0.036722	0.036722	0.000000	0.036722	0.448700	0.366276	0.154390	0.030634	0.026180	
119000	-55.270049	946	1	2	'0 0 0 Z Z 0 0 0 	D	0.056243	0.056243	0.056243	0.000000	0.000000	0.056243	0.056243	0.056243	0.767629	0.093481	0.011768	0.127121	0.088354	
120000	-52.502542	440	1	0	'0 0 0 0 0 0 0 0 	I	0.063982	0.063982	0.063982	0.063982	0.063982	0.063982	0.063982	0.063982	0.518820	0.275919	0.133998	0.071263	1.131089	
121000	-53.157488	553	1	2	'0 0 0 0 0 0 Z Z 	D	0.072135	0.072135	0.072135	0.072135	0.072135	0.072135	0.000000	0.000000	0.476575	0.289609	0.233816	0.000000	0.099603	
122000	-51.242095	690	1	1	'0 0 0 0 0 0 0 Z 	D	0.069394	0.069394	0.069394	0.069394	0.069394	0.069394	0.069394	0.000000	0.391922	0.277096	0.213177	0.117805	0.371253	
123000	-54.904792	875	1	4	'0 0 0 Z Z 0 Z Z 	D	0.075363	0.075363	0.075363	0.000000	0.000000	0.075363	0.000000	0.000000	0.813301	0.186699	0.000000	0.000000	6.592888	
124000	-55.138062	218	1	2	'0 0 0 Z 0 0 Z 0 	D	0.057908	0.057908	0.057908	0.000000	0.057908	0.057908	0.000000	0.057908	0.402058	0.050881	0.397791	0.149271	0.490345	
125000	-53.035283	522	1	3	'0 0 0 0 0 Z Z Z 	D	0.081636	0.081636	0.081636	0.081636	0.081636	0.000000	0.000000	0.000000	0.392887	0.547470	0.059643	0.000000	2.762810	
126000	-56.019745	754	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.055593	0.055593	0.000000	0.055593	0.000000	0.055593	0.055593	0.000000	1.000000	0.000000	0.000000	0.000000	0.100192	
127000	-53.302568	758	1	1	'0 0 0 0 Z 0 0 0 	D	0.060698	0.060698	0.060698	0.060698	0.000000	0.060698	0.060698	0.060698	0.468750	0.371230	0.019336	0.140684	4.174065	
128000	-55.356857	847	1	0	'0 0 0 0 0 0 0 0 	I	0.041140	0.041140	0.041140	0.041140	0.041140	0.041140	0.041140	0.041140	0.529539	0.246651	0.152689	0.071121	2.892252	
129000	-54.373192	640	1	1	'0 0 Z 0 0 0 0 0 	D	0.046555	0.046555	0.000000	0.046555	0.046555	0.046555	0.046555	0.046555	0.664862	0.005195	0.270824	0.059120	0.623636	
130000	-52.342821	277	1	1	'0 0 0 0 0 0 0 Z 	D	0.099129	0.099129	0.099129	0.099129	0.099129	0.099129	0.099129	0.000000	0.358420	0.275583	0.225132	0.140866	0.955474	
131000	-51.880564	838	1	1	'0 0 0 0 0 0 0 Z 	D	0.041203	0.041203	0.041203	0.041203	0.041203	0.041203	0.041203	0.000000	0.431581	0.280682	0.191843	0.095894	6.309280	
132000	-52.329715	586	1	2	'0 0 0 0 0 Z 0 Z 	D	0.068425	0.068425	0.068425	0.068425	0.068425	0.000000	0.068425	0.000000	0.270007	0.415944	0.058472	0.255578	16.989506	
133000	-54.537204	52	1	0	'0 0 0 0 0 0 0 0 	I	0.077060	0.077060	0.077060	0.077060	0.077060	0.077060	0.077060	0.077060	0.478357	0.290849	0.143527	0.087267	0.212507	
134000	-51.961896	979	1	2	'0 0 0 0 0 0 Z Z 	D	0.059939	0.059939	0.059939	0.059939	0.059939	0.059939	0.000000	0.000000	0.472785	0.330937	0.196279	0.000000	2.456863	
135000	-51.410444	174	1	2	'0 0 0 0 0 0 Z Z 	D	0.039012	0.039012	0.039012	0.039012	0.039012	0.039012	0.000000	0.000000	0.450073	0.342671	0.207256	0.000000	1.351722	
136000	-52.890431	181	1	1	'0 0 0 0 0 0 Z 0 	D	0.062304	0.062304	0.062304	0.062304	0.062304	0.062304	0.000000	0.062304	0.502784	0.296464	0.168730	0.032022	3.701371	
137000	-52.225621	627	1	2	'0 0 0 0 0 Z 0 Z 	D	0.071682	0.071682	0.071682	0.071682	0.071682	0.000000	0.071682	0.000000	0.303063	0.472787	0.030527	0.193623	11.940060	
138000	-54.185420	279	1	3	'0 0 0 0 0 Z Z Z 	D	0.064457	0.064457	0.064457	0.064457	0.064457	0.000000	0.000000	0.000000	0.453816	0.517212	0.028973	0.000000	1.214517	
139000	-54.629947	72	1	1	'0 0 0 0 Z 0 0 0 	D	0.079523	0.079523	0.079523	0.079523	0.000000	0.079523	0.079523	0.079523	0.504466	0.355082	0.020296	0.120156	15.127663	
140000	-54.868030	60	1	3	'0 0 0 0 0 Z Z Z 	D	0.028164	0.028164	0.028164	0.028164	0.028164	0.000000	0.000000	0.000000	0.270381	0.722200	0.007419	0.000000	17.325861	
141000	-53.145284	860	1	3	'0 0 0 Z 0 0 Z Z 	D	0.072362	0.072362	0.072362	0.000000	0.072362	0.072362	0.000000	0.000000	0.552374	0.052183	0.395443	0.000000	23.777130	
142000	-53.157927	602	1	2	'0 0 0 0 0 Z 0 Z 	D	0.053046	0.053046	0.053046	0.053046	0.053046	0.000000	0.053046	0.000000	0.347855	0.517063	0.018064	0.117019	23.644268	
143000	-52.659460	838	1	3	'0 0 0 0 0 Z Z Z 	D	0.030261	0.030261	0.030261	0.030261	0.030261	0.000000	0.000000	0.000000	0.388633	0.594841	0.016526	0.000000	22.461841	
144000	-53.478429	432	1	1	'0 0 0 0 Z 0 0 0 	D	0.048610	0.048610	0.048610	0.048610	0.000000	0.048610	0.048610	0.048610	0.660817	0.291857	0.001430	0.045895	30.379358	
145000	-52.582784	982	1	2	'0 0 0 0 0 0 Z Z 	D	0.085620	0.085620	0.085620	0.085620	0.085620	0.085620	0.000000	0.000000	0.445129	0.318446	0.236424	0.000000	37.137152	
146000	-52.309773	982	1	0	'0 0 0 0 0 0 0 0 	I	0.074677	0.074677	0.074677	0.074677	0.074677	0.074677	0.074677	0.074677	0.406763	0.273109	0.191531	0.128598	34.941493	
147000	-53.790295	415	1	2	'0 0 0 0 0 0 Z Z 	D	0.080882	0.080882	0.080882	0.080882	0.080882	0.080882	0.000000	0.000000	0.485804	0.297913	0.216283	0.000000	33.724830	
148000	-52.582987	160	1	1	'0 0 0 0 0 0 0 Z 	D	0.066183	0.066183	0.066183	0.066183	0.066183	0.066183	0.066183	0.000000	0.370881	0.303219	0.192166	0.133733	40.828370	
149000	-52.155143	405	1	3	'0 0 0 0 0 Z Z Z 	D	0.055854	0.055854	0.055854	0.055854	0.055854	0.000000	0.000000	0.000000	0.351342	0.605527	0.043131	0.000000	21.921601	
150000	-52.224175	74	1	1	'0 0 0 0 0 0 0 Z 	D	0.044834	0.044834	0.044834	0.044834	0.044834	0.044834	0.044834	0.000000	0.526054	0.253778	0.164132	0.056036	20.357378	
151000	-52.923062	301	1	3	'0 0 0 0 0 Z Z Z 	D	0.049604	0.049604	0.049604	0.049604	0.049604	0.000000	0.000000	0.000000	0.399918	0.573956	0.026126	0.000000	20.185183	
152000	-52.581846	915	1	1	'0 0 0 0 0 0 Z 0 	D	0.034684	0.034684	0.034684	0.034684	0.034684	0.034684	0.000000	0.034684	0.567929	0.291434	0.126624	0.014013	31.921083	
153000	-54.031404	334	1	0	'0 0 0 0 0 0 0 0 	I	0.080733	0.080733	0.080733	0.080733	0.080733	0.080733	0.080733	0.080733	0.441903	0.249665	0.197084	0.111348	27.253431	
154000	-54.112517	473	1	2	'0 0 0 0 0 0 Z Z 	D	0.041005	0.041005	0.041005	0.041005	0.041005	0.041005	0.000000	0.000000	0.483209	0.305653	0.211138	0.000000	28.559207	
155000	-53.263506	405	1	1	'0 0 0 0 0 0 0 Z 	D	0.108346	0.108346	0.108346	0.108346	0.108346	0.108346	0.108346	0.000000	0.316169	0.267209	0.241514	0.175108	41.105930	
156000	-53.238310	594	1	2	'0 0 0 0 0 Z 0 Z 	D	0.053996	0.053996	0.053996	0.053996	0.053996	0.000000	0.053996	0.000000	0.259595	0.504974	0.013518	0.221913	20.220873	
157000	-52.736210	926	1	0	'0 0 0 0 0 0 0 0 	I	0.032092	0.032092	0.032092	0.032092	0.032092	0.032092	0.032092	0.032092	0.480995	0.311962	0.125589	0.081454	0.628264	
158000	-52.968317	532	1	1	'0 0 0 0 0 Z 0 0 	D	0.049314	0.049314	0.049314	0.049314	0.049314	0.000000	0.049314	0.049314	0.357328	0.490194	0.019466	0.133011	1.796167	
159000	-52.583757	349	1	1	'0 0 0 0 0 0 Z 0 	D	0.053859	0.053859	0.053859	0.053859	0.053859	0.053859	0.000000	0.053859	0.453333	0.304809	0.192082	0.049776	0.537372	
160000	-53.974779	241	1	2	'0 0 0 Z 0 0 Z 0 	D	0.052100	0.052100	0.052100	0.000000	0.052100	0.052100	0.000000	0.052100	0.511242	0.048367	0.357630	0.082761	6.153042	
161000	-54.096752	39	1	2	'0 0 0 0 0 0 Z Z 	D	0.024065	0.024065	0.024065	0.024065	0.024065	0.024065	0.000000	0.000000	0.491723	0.360602	0.147675	0.000000	0.134214	
162000	-52.020229	437	1	1	'0 0 0 0 0 0 Z 0 	D	0.040566	0.040566	0.040566	0.040566	0.040566	0.040566	0.000000	0.040566	0.495677	0.317227	0.157895	0.029201	5.842539	
163000	-53.477736	912	1	1	'0 0 0 0 0 Z 0 0 	D	0.053661	0.053661	0.053661	0.053661	0.053661	0.000000	0.053661	0.053661	0.369230	0.466986	0.023215	0.140569	4.586276	
164000	-52.789026	827	1	2	'0 0 0 0 0 Z 0 Z 	D	0.053084	0.053084	0.053084	0.053084	0.053084	0.000000	0.053084	0.000000	0.360692	0.500913	0.016296	0.122099	0.982492	
165000	-53.068630	3	1	1	'0 0 0 0 0 0 0 Z 	D	0.075951	0.075951	0.075951	0.075951	0.075951	0.075951	0.075951	0.000000	0.443794	0.270092	0.195933	0.090181	0.548631	
166000	-51.663409	604	1	1	'0 0 0 0 0 0 0 Z 	D	0.071178	0.071178	0.071178	0.071178	0.071178	0.071178	0.071178	0.000000	0.375774	0.303096	0.190671	0.130458	2.928404	
167000	-52.319237	91	1	0	'0 0 0 0 0 0 0 0 	I	0.063100	0.063100	0.063100	0.063100	0.063100	0.063100	0.063100	0.063100	0.423374	0.305086	0.157816	0.113723	12.617600	
168000	-51.314996	703	1	1	'0 0 0 0 0 0 Z 0 	D	0.051317	0.051317	0.051317	0.051317	0.051317	0.051317	0.000000	0.051317	0.401304	0.283385	0.229389	0.085922	15.415695	
169000	-51.705578	884	1	0	'0 0 0 0 0 0 0 0 	I	0.048691	0.048691	0.048691	0.048691	0.048691	0.048691	0.048691	0.048691	0.433266	0.296991	0.160040	0.109703	13.949832	
170000	-52.167351	947	1	1	'0 0 0 0 0 0 Z 0 	D	0.059181	0.059181	0.059181	0.059181	0.059181	0.059181	0.000000	0.059181	0.472522	0.304664	0.181437	0.041378	35.582347	
171000	-55.699462	446	1	3	'0 0 0 0 0 Z Z Z 	D	0.026128	0.026128	0.026128	0.026128	0.026128	0.000000	0.000000	0.000000	0.329051	0.667834	0.003115	0.000000	36.636809	
172000	-50.064094	550	2	1	'1 1 0 Z 0 1 1 1 	D	3.612219	3.612219	22.170697	0.000000	22.170697	3.612219	3.612219	3.612219	0.250000	0.250000	0.250000	0.250000	41.746151	
173000	-49.995103	559	2	1	'1 1 0 Z 0 1 1 1 	D	1.844803	1.844803	10.645820	0.000000	10.645820	1.844803	1.844803	1.844803	0.250000	0.250000	0.250000	0.250000	55.494457	
174000	-50.086285	76	2	1	'1 1 0 Z 0 1 1 1 	D	12.865192	12.865192	80.113326	0.000000	80.113326	12.865192	12.865192	12.865192	0.250000	0.250000	0.250000	0.250000	47.322814	
175000	-52.743384	841	2	2	'1 1 0 Z 0 1 Z 1 	D	6.087655	6.087655	25.194995	0.000000	25.194995	6.087655	0.000000	6.087655	0.250000	0.250000	0.250000	0.250000	51.417957	
176000	-54.067206	992	2	1	'1 1 0 Z 0 1 1 1 	D	3.758048	3.758048	50.053242	0.000000	50.053242	3.758048	3.758048	3.758048	0.250000	0.250000	0.250000	0.250000	43.833759	
177000	-51.290735	174	2	1	'1 1 0 1 0 Z 1 1 	D	19.871844	19.871844	81.149684	19.871844	81.149684	0.000000	19.871844	19.871844	0.250000	0.250000	0.250000	0.250000	21.656729	
178000	-51.292370	770	2	2	'1 1 0 1 0 Z 1 Z 	D	0.977247	0.977247	6.422059	0.977247	6.422059	0.000000	0.977247	0.000000	0.250019	0.250010	0.250020	0.249952	3.090097	
179000	-51.544007	571	2	1	'1 1 0 1 0 1 Z 0 	D	6.395314	6.395314	28.373917	6.395314	28.373917	6.395314	0.000000	28.373917	0.250000	0.250000	0.250000	0.250000	4.941063	
180000	-52.218285	866	2	0	'1 1 0 1 0 1 0 0 	I	1.598336	1.598336	11.184635	1.598336	11.184635	1.598336	11.184635	11.184635	0.250000	0.250000	0.250000	0.250000	2.573895	
181000	-52.715057	726	2	0	'1 1 1 1 0 1 1 0 	D	0.199935	0.199935	0.199935	0.199935	1.317806	0.199935	0.199935	1.317806	0.250082	0.249397	0.250242	0.250280	1.308193	
182000	-51.939294	682	1	2	'0 0 0 0 0 0 Z Z 	D	0.052018	0.052018	0.052018	0.052018	0.052018	0.052018	0.000000	0.000000	0.466637	0.326218	0.207144	0.000000	1.772163	
183000	-52.002259	535	1	1	'0 0 0 0 0 0 Z 0 	D	0.046914	0.046914	0.046914	0.046914	0.046914	0.046914	0.000000	0.046914	0.538678	0.277508	0.158607	0.025207	2.081683	
184000	-53.418386	210	1	3	'0 0 0 0 0 Z Z Z 	D	0.074233	0.074233	0.074233	0.074233	0.074233	0.000000	0.000000	0.000000	0.387300	0.538326	0.074374	0.000000	1.471733	
185000	-52.196229	145	1	1	'0 0 0 0 0 0 Z 0 	D	0.077289	0.077289	0.077289	0.077289	0.077289	0.077289	0.000000	0.077289	0.419835	0.272541	0.226928	0.080696	5.602233	
186000	-53.024693	316	1	2	'0 0 0 0 0 0 Z Z 	D	0.046943	0.046943	0.046943	0.046943	0.046943	0.046943	0.000000	0.000000	0.492461	0.318393	0.189146	0.000000	0.062947	
187000	-55.943553	185	1	1	'0 Z 0 0 0 0 0 0 	D	0.100450	0.000000	0.100450	0.100450	0.100450	0.100450	0.100450	0.100450	0.287533	0.226169	0.292714	0.193584	0.937774	
188000	-52.019106	281	2	2	'1 Z 0 1 1 Z 1 0 	D	0.451515	0.000000	0.924356	0.451515	0.451515	0.000000	0.451515	0.924356	0.250329	0.250084	0.249874	0.249713	1.445504	
189000	-50.969348	511	2	3	'0 Z 1 0 0 Z Z 1 	D	0.835848	0.000000	4.050447	0.835848	0.835848	0.000000	0.000000	4.050447	0.250001	0.250001	0.249999	0.249999	1.472471	
190000	-50.681747	852	2	3	'0 Z 1 0 0 Z Z 1 	D	1.722306	0.000000	5.334588	1.722306	1.722306	0.000000	0.000000	5.334588	0.250000	0.250000	0.250000	0.250000	6.061002	
191000	-49.396461	918	2	1	'0 Z 1 0 0 0 0 1 	D	0.315457	0.000000	1.029984	0.315457	0.315457	0.315457	0.315457	1.029984	0.250363	0.250201	0.249738	0.249697	2.395339	
192000	-51.185516	58	2	1	'0 Z 1 0 0 0 1 1 	D	1.290680	0.000000	5.554055	1.290680	1.290680	1.290680	5.554055	5.554055	0.250000	0.250000	0.250000	0.250000	21.201962	
193000	-50.837763	505	2	1	'0 Z 1 0 0 0 1 1 	D	7.126348	0.000000	28.931297	7.126348	7.126348	7.126348	28.931297	28.931297	0.250000	0.250000	0.250000	0.250000	31.761469	
194000	-51.526408	251	2	2	'0 Z 1 0 0 0 Z 1 	D	5.669253	0.000000	17.210729	5.669253	5.669253	5.669253	0.000000	17.210729	0.250000	0.250000	0.250000	0.250000	41.751386	
195000	-50.826646	734	2	2	'0 Z 1 0 Z 0 1 1 	D	4.625927	0.000000	22.655268	4.625927	0.000000	4.625927	22.655268	22.655268	0.250000	0.250000	0.250000	0.250000	57.519875	
196000	-50.301399	854	2	2	'0 Z 1 0 0 0 Z 1 	D	14.994873	0.000000	73.261014	14.994873	14.994873	14.994873	0.000000	73.261014	0.250000	0.250000	0.250000	0.250000	43.802127	
197000	-50.224817	807	2	2	'0 Z 1 0 0 Z 1 1 	D	10.477969	0.000000	33.244949	10.477969	10.477969	0.000000	33.244949	33.244949	0.250000	0.250000	0.250000	0.250000	48.208015	
198000	-50.686802	800	2	1	'0 Z 1 0 0 0 1 1 	D	13.503704	0.000000	53.041456	13.503704	13.503704	13.503704	53.041456	53.041456	0.250000	0.250000	0.250000	0.250000	50.923821	
199000	-50.659257	391	2	1	'0 Z 1 0 0 0 1 1 	D	5.911262	0.000000	13.718066	5.911262	5.911262	5.911262	13.718066	13.718066	0.250000	0.250000	0.250000	0.250000	51.650345	
200000	-50.299770	722	2	1	'0 Z 1 0 0 0 1 1 	D	12.840100	0.000000	33.418276	12.840100	12.840100	12.840100	33.418276	33.418276	0.250000	0.250000	0.250000	0.250000	46.014448	
201000	-51.326543	341	2	3	'0 Z 1 0 0 Z Z 1 	D	5.214675	0.000000	27.771587	5.214675	5.214675	0.000000	0.000000	27.771587	0.250000	0.250000	0.250000	0.250000	52.238638	
202000	-49.714504	219	2	1	'0 Z 1 0 0 0 0 1 	D	7.181776	0.000000	26.641861	7.181776	7.181776	7.181776	7.181776	26.641861	0.250000	0.250000	0.250000	0.250000	28.736038	
203000	-52.062587	526	2	2	'0 Z 1 0 0 1 Z 1 	D	8.181161	0.000000	40.478626	8.181161	8.181161	40.478626	0.000000	40.478626	0.250000	0.250000	0.250000	0.250000	21.289510	
204000	-49.799539	685	2	1	'0 Z 1 0 0 0 0 1 	D	2.145867	0.000000	7.088801	2.145867	2.145867	2.145867	2.145867	7.088801	0.250000	0.250000	0.250000	0.250000	24.606018	
205000	-49.785821	913	2	1	'0 Z 1 0 0 0 0 1 	D	11.405703	0.000000	39.189351	11.405703	11.405703	11.405703	11.405703	39.189351	0.250000	0.250000	0.250000	0.250000	30.674358	
206000	-49.897462	14	2	1	'0 Z 1 0 0 0 0 1 	D	3.345988	0.000000	14.228108	3.345988	3.345988	3.345988	3.345988	14.228108	0.250000	0.250000	0.250000	0.250000	36.761312	
207000	-49.926572	324	2	1	'0 Z 1 0 0 0 0 1 	D	6.232122	0.000000	28.248244	6.232122	6.232122	6.232122	6.232122	28.248244	0.250000	0.250000	0.250000	0.250000	34.906782	
208000	-51.287114	845	2	1	'0 Z 1 0 0 0 0 1 	D	15.558215	0.000000	99.467399	15.558215	15.558215	15.558215	15.558215	99.467399	0.250000	0.250000	0.250000	0.250000	46.913333	
209000	-50.498807	88	2	2	'0 Z 1 0 0 Z 0 1 	D	0.313278	0.000000	0.795677	0.313278	0.313278	0.000000	0.313278	0.795677	0.260551	0.254431	0.243847	0.241171	48.192966	
210000	-50.777655	758	2	1	'0 Z 1 0 0 0 0 1 	D	10.954116	0.000000	63.496018	10.954116	10.954116	10.954116	10.954116	63.496018	0.250000	0.250000	0.250000	0.250000	47.625133	
211000	-50.231367	484	2	1	'0 Z 1 0 0 1 0 1 	D	20.896094	0.000000	82.488331	20.896094	20.896094	82.488331	20.896094	82.488331	0.250000	0.250000	0.250000	0.250000	31.261023	
212000	-50.220985	539	2	1	'0 Z 1 0 0 1 0 1 	D	10.371115	0.000000	42.278822	10.371115	10.371115	42.278822	10.371115	42.278822	0.250000	0.250000	0.250000	0.250000	31.525547	
213000	-50.239605	950	2	1	'0 Z 1 0 0 1 0 1 	D	22.574654	0.000000	87.815319	22.574654	22.574654	87.815319	22.574654	87.815319	0.250000	0.250000	0.250000	0.250000	50.798851	
214000	-50.165147	892	2	2	'0 Z 1 0 0 Z 0 1 	D	14.664487	0.000000	45.907830	14.664487	14.664487	0.000000	14.664487	45.907830	0.250000	0.250000	0.250000	0.250000	55.986135	
215000	-49.847596	968	2	1	'0 Z 1 0 0 0 0 1 	D	17.162872	0.000000	55.059437	17.162872	17.162872	17.162872	17.162872	55.059437	0.250000	0.250000	0.250000	0.250000	56.170528	
216000	-50.547239	174	2	3	'0 Z 1 0 0 Z Z 1 	D	13.988094	0.000000	47.819096	13.988094	13.988094	0.000000	0.000000	47.819096	0.250000	0.250000	0.250000	0.250000	63.294111	
217000	-49.810442	630	2	1	'0 Z 1 0 0 0 0 1 	D	15.847091	0.000000	67.382946	15.847091	15.847091	15.847091	15.847091	67.382946	0.250000	0.250000	0.250000	0.250000	54.810798	
218000	-51.350452	1	2	1	'0 Z 1 0 0 0 0 1 	D	0.389662	0.000000	1.870756	0.389662	0.389662	0.389662	0.389662	1.870756	0.247694	0.248460	0.251856	0.251990	61.552304	
219000	-51.456665	209	2	1	'0 Z 1 0 0 1 0 1 	D	16.915472	0.000000	42.862763	16.915472	16.915472	42.862763	16.915472	42.862763	0.250000	0.250000	0.250000	0.250000	50.231088	
220000	-50.401834	156	2	2	'0 Z 1 0 0 Z 0 1 	D	10.229399	0.000000	41.312483	10.229399	10.229399	0.000000	10.229399	41.312483	0.250000	0.250000	0.250000	0.250000	38.340259	
221000	-50.292645	18	2	2	'0 Z 1 0 0 Z 1 1 	D	18.180026	0.000000	60.258832	18.180026	18.180026	0.000000	60.258832	60.258832	0.250000	0.250000	0.250000	0.250000	26.517583	
222000	-50.397957	797	2	2	'0 Z 1 0 0 Z 1 1 	D	9.843397	0.000000	34.289928	9.843397	9.843397	0.000000	34.289928	34.289928	0.250000	0.250000	0.250000	0.250000	21.225906	
223000	-50.448445	11	2	1	'0 Z 1 0 0 0 1 1 	D	4.541990	0.000000	16.620567	4.541990	4.541990	4.541990	16.620567	16.620567	0.250000	0.250000	0.250000	0.250000	12.877172	
224000	-50.957262	741	2	2	'0 Z 1 0 Z 0 1 1 	D	11.993708	0.000000	46.485511	11.993708	0.000000	11.993708	46.485511	46.485511	0.250000	0.250000	0.250000	0.250000	22.112790	
225000	-50.525375	940	2	2	'0 Z 1 0 0 Z 1 1 	D	16.329035	0.000000	36.847923	16.329035	16.329035	0.000000	36.847923	36.847923	0.250000	0.250000	0.250000	0.250000	24.926942	
226000	-50.224118	187	2	1	'0 Z 1 0 0 0 1 1 	D	14.601728	0.000000	39.601539	14.601728	14.601728	14.601728	39.601539	39.601539	0.250000	0.250000	0.250000	0.250000	16.051482	
227000	-57.779664	3	1	2	'0 Z 0 0 Z 0 0 0 	D	0.242855	0.000000	0.242855	0.242855	0.000000	0.242855	0.242855	0.242855	0.444017	0.315824	0.076303	0.163857	0.666094	
228000	-49.748776	666	2	1	'0 Z 1 0 0 0 0 1 	D	0.970013	0.000000	3.401858	0.970013	0.970013	0.970013	0.970013	3.401858	0.250000	0.250000	0.250000	0.250000	1.809180	
229000	-50.332309	849	2	2	'0 Z 1 0 0 Z 1 1 	D	2.598493	0.000000	6.722700	2.598493	2.598493	0.000000	6.722700	6.722700	0.250000	0.250000	0.250000	0.250000	4.417462	
230000	-51.877585	275	2	2	'0 Z 1 0 0 Z 1 1 	D	6.667682	0.000000	11.461913	6.667682	6.667682	0.000000	11.461913	11.461913	0.250000	0.250000	0.250000	0.250000	5.983342	
231000	-49.739014	816	2	1	'1 Z 0 1 1 1 1 0 	D	2.991996	0.000000	11.924663	2.991996	2.991996	2.991996	2.991996	11.924663	0.250000	0.250000	0.250000	0.250000	4.722680	
232000	-49.900284	284	2	1	'1 Z 0 1 1 1 1 0 	D	2.710473	0.000000	9.616811	2.710473	2.710473	2.710473	2.710473	9.616811	0.250000	0.250000	0.250000	0.250000	7.284725	
233000	-50.291359	782	2	1	'1 Z 0 1 1 0 1 0 	D	4.027829	0.000000	18.716945	4.027829	4.027829	18.716945	4.027829	18.716945	0.250000	0.250000	0.250000	0.250000	20.756829	
234000	-49.714505	30	2	1	'1 Z 0 1 1 1 1 0 	D	3.269426	0.000000	12.266190	3.269426	3.269426	3.269426	3.269426	12.266190	0.250000	0.250000	0.250000	0.250000	22.707093	
235000	-50.969645	600	2	1	'1 Z 0 1 1 1 1 0 	D	2.873357	0.000000	10.011467	2.873357	2.873357	2.873357	2.873357	10.011467	0.250000	0.250000	0.250000	0.250000	10.839445	
236000	-51.171958	955	2	1	'1 Z 0 0 0 1 1 0 	D	6.248477	0.000000	18.670005	18.670005	18.670005	6.248477	6.248477	18.670005	0.250000	0.250000	0.250000	0.250000	23.698685	
237000	-50.542531	95	2	1	'1 Z 0 0 0 1 0 0 	D	5.082066	0.000000	19.881951	19.881951	19.881951	5.082066	19.881951	19.881951	0.250000	0.250000	0.250000	0.250000	12.603602	
238000	-50.342779	891	2	1	'1 Z 0 0 0 1 0 0 	D	26.826202	0.000000	79.728342	79.728342	79.728342	26.826202	79.728342	79.728342	0.250000	0.250000	0.250000	0.250000	27.937568	
239000	-50.808520	411	2	1	'1 Z 0 0 0 1 0 0 	D	34.605526	0.000000	84.649908	84.649908	84.649908	34.605526	84.649908	84.649908	0.250000	0.250000	0.250000	0.250000	34.590099	
240000	-50.379179	724	2	1	'1 Z 0 0 0 1 0 0 	D	20.652116	0.000000	74.146873	74.146873	74.146873	20.652116	74.146873	74.146873	0.250000	0.250000	0.250000	0.250000	19.659601	
241000	-52.071710	533	2	2	'1 Z 0 0 0 1 Z 0 	D	5.646579	0.000000	23.402862	23.402862	23.402862	5.646579	0.000000	23.402862	0.250000	0.250000	0.250000	0.250000	37.829696	
242000	-50.357430	953	2	1	'1 Z 0 0 0 1 0 0 	D	33.583559	0.000000	98.512903	98.512903	98.512903	33.583559	98.512903	98.512903	0.250000	0.250000	0.250000	0.250000	45.533998	
243000	-52.233899	607	2	2	'1 Z 0 0 0 1 Z 0 	D	4.641797	0.000000	21.256295	21.256295	21.256295	4.641797	0.000000	21.256295	0.250000	0.250000	0.250000	0.250000	31.378780	
