Options:
Model:                           Discrete: Independent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_Wax1=2.txt
Log File Name:                   LL1=2_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4280962223
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
11000	-58.915010	793	1	0	'0 0 0 0 	0.162955	0.162955	0.162955	0.162955	0.282946	0.246661	0.251311	0.219082	39.098305	
12000	-55.071122	569	1	0	'0 0 0 0 	0.075372	0.075372	0.075372	0.075372	0.401556	0.243123	0.221322	0.134000	35.768509	
13000	-55.426926	170	1	0	'0 0 0 0 	0.135697	0.135697	0.135697	0.135697	0.298784	0.249971	0.245693	0.205553	36.698244	
14000	-55.143702	556	1	0	'0 0 0 0 	0.064718	0.064718	0.064718	0.064718	0.394488	0.245014	0.222380	0.138119	25.237822	
15000	-55.429209	167	1	0	'0 0 0 0 	0.062285	0.062285	0.062285	0.062285	0.395175	0.244883	0.222230	0.137712	21.475893	
16000	-57.522429	653	1	0	'0 0 0 0 	0.089283	0.089283	0.089283	0.089283	0.391564	0.249948	0.218813	0.139675	11.227839	
17000	-59.898388	281	1	0	'0 0 0 0 	0.108450	0.108450	0.108450	0.108450	0.367331	0.242113	0.235400	0.155156	14.893713	
18000	-55.258231	258	1	0	'0 0 0 0 	0.102672	0.102672	0.102672	0.102672	0.298933	0.250354	0.245287	0.205426	8.551748	
19000	-57.288784	393	1	0	'0 0 0 0 	0.080105	0.080105	0.080105	0.080105	0.425599	0.268139	0.187887	0.118375	13.989567	
20000	-56.707766	992	1	0	'0 0 0 0 	0.106527	0.106527	0.106527	0.106527	0.311414	0.268179	0.225884	0.194524	16.863866	
