Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=0_Wax1=2.txt
Log File Name:                   LL1=0_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3341436901
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=0_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
46000	-50.224728	759	1	1	'0 0 0 0 0 0 0 Z 	D	0.022826	0.022826	0.022826	0.022826	0.022826	0.022826	0.022826	0.000000	0.409551	0.419852	0.091146	0.079451	2.297379	
47000	-49.596226	21	1	1	'0 0 0 0 0 Z 0 0 	D	0.052529	0.052529	0.052529	0.052529	0.052529	0.000000	0.052529	0.052529	0.364629	0.447424	0.025419	0.162528	1.407215	
48000	-50.364980	250	1	0	'0 0 0 0 0 0 0 0 	I	0.069385	0.069385	0.069385	0.069385	0.069385	0.069385	0.069385	0.069385	0.401677	0.249367	0.215296	0.133659	4.469062	
49000	-57.605262	578	1	2	'0 Z 0 0 0 0 0 Z 	D	0.153100	0.000000	0.153100	0.153100	0.153100	0.153100	0.153100	0.000000	0.000000	0.000000	1.000000	0.000000	17.881224	
50000	-49.043688	877	1	1	'0 0 0 0 0 0 Z 0 	D	0.043737	0.043737	0.043737	0.043737	0.043737	0.043737	0.000000	0.043737	0.434034	0.335735	0.182636	0.047594	0.160987	
51000	-48.188285	68	1	2	'0 0 0 0 0 0 Z Z 	D	0.049265	0.049265	0.049265	0.049265	0.049265	0.049265	0.000000	0.000000	0.476867	0.342688	0.180444	0.000000	7.626869	
52000	-50.642794	838	1	3	'0 0 Z Z 0 0 Z 0 	D	0.022235	0.022235	0.000000	0.000000	0.022235	0.022235	0.000000	0.022235	0.586010	0.000000	0.351817	0.062173	0.055776	
53000	-49.527505	19	1	2	'0 0 Z Z 0 0 0 0 	D	0.051960	0.051960	0.000000	0.000000	0.051960	0.051960	0.051960	0.051960	0.498854	0.000000	0.407636	0.093510	3.358976	
54000	-49.743779	646	1	1	'0 0 0 0 0 0 0 Z 	D	0.060246	0.060246	0.060246	0.060246	0.060246	0.060246	0.060246	0.000000	0.464478	0.286839	0.168563	0.080120	0.140281	
55000	-48.827058	252	1	1	'0 0 0 0 0 0 Z 0 	D	0.049009	0.049009	0.049009	0.049009	0.049009	0.049009	0.000000	0.049009	0.497779	0.364687	0.120832	0.016702	1.769765	
56000	-49.247110	318	1	3	'0 0 Z Z 0 0 Z 0 	D	0.043135	0.043135	0.000000	0.000000	0.043135	0.043135	0.000000	0.043135	0.520180	0.000000	0.387206	0.092614	2.379123	
57000	-51.154497	789	1	2	'0 0 Z Z 0 0 0 0 	D	0.075663	0.075663	0.000000	0.000000	0.075663	0.075663	0.075663	0.075663	0.451680	0.000000	0.432113	0.116207	1.565060	
58000	-48.962361	928	1	3	'0 0 0 Z 0 0 Z Z 	D	0.045378	0.045378	0.045378	0.000000	0.045378	0.045378	0.000000	0.000000	0.651495	0.062393	0.286112	0.000000	2.488907	
59000	-50.233833	873	1	0	'0 0 0 0 0 0 0 0 	I	0.104185	0.104185	0.104185	0.104185	0.104185	0.104185	0.104185	0.104185	0.298068	0.260416	0.235641	0.205875	2.874721	
60000	-49.569558	475	1	1	'0 0 0 Z 0 0 0 0 	D	0.060407	0.060407	0.060407	0.000000	0.060407	0.060407	0.060407	0.060407	0.376230	0.091202	0.308693	0.223875	2.177194	
61000	-49.593599	869	1	2	'0 0 0 Z 0 0 Z 0 	D	0.035742	0.035742	0.035742	0.000000	0.035742	0.035742	0.000000	0.035742	0.643351	0.053324	0.268400	0.034925	0.774942	
62000	-50.696357	872	1	1	'0 0 0 Z 0 0 0 0 	D	0.110072	0.110072	0.110072	0.000000	0.110072	0.110072	0.110072	0.110072	0.336185	0.131616	0.316270	0.215929	5.591084	
63000	-49.715258	844	1	2	'0 0 0 0 0 0 Z Z 	D	0.031683	0.031683	0.031683	0.031683	0.031683	0.031683	0.000000	0.000000	0.471053	0.421518	0.107428	0.000000	0.752952	
64000	-51.155390	630	1	1	'0 0 Z 0 0 0 0 0 	D	0.072039	0.072039	0.000000	0.072039	0.072039	0.072039	0.072039	0.072039	0.635288	0.009718	0.280113	0.074882	12.042046	
65000	-50.678852	235	1	1	'0 0 0 0 0 0 Z 0 	D	0.042089	0.042089	0.042089	0.042089	0.042089	0.042089	0.000000	0.042089	0.416972	0.313435	0.206552	0.063041	17.392360	
66000	-49.686458	26	1	2	'0 0 Z 0 0 Z 0 0 	D	0.045965	0.045965	0.000000	0.045965	0.045965	0.000000	0.045965	0.045965	0.870576	0.007502	0.032630	0.089293	23.565076	
67000	-49.762874	928	1	2	'0 0 Z 0 0 Z 0 0 	D	0.051187	0.051187	0.000000	0.051187	0.051187	0.000000	0.051187	0.051187	0.866952	0.011811	0.027103	0.094135	23.706864	
68000	-49.412737	558	1	2	'0 0 Z Z 0 0 0 0 	D	0.063603	0.063603	0.000000	0.000000	0.063603	0.063603	0.063603	0.063603	0.523723	0.000000	0.375936	0.100341	29.095166	
69000	-48.407354	136	1	1	'0 0 0 0 0 0 0 Z 	D	0.052494	0.052494	0.052494	0.052494	0.052494	0.052494	0.052494	0.000000	0.351308	0.303736	0.198462	0.146494	34.849889	
70000	-51.055352	350	1	1	'0 0 0 0 0 Z 0 0 	D	0.037897	0.037897	0.037897	0.037897	0.037897	0.000000	0.037897	0.037897	0.326837	0.485373	0.011366	0.176424	42.395398	
71000	-49.880215	836	1	1	'0 0 Z 0 0 0 0 0 	D	0.048610	0.048610	0.000000	0.048610	0.048610	0.048610	0.048610	0.048610	0.628754	0.007237	0.286924	0.077085	46.412214	
72000	-51.472171	731	1	1	'0 0 0 0 0 0 Z 0 	D	0.071898	0.071898	0.071898	0.071898	0.071898	0.071898	0.000000	0.071898	0.446007	0.296880	0.199705	0.057408	44.416120	
73000	-49.817760	925	1	1	'0 0 Z 0 0 0 0 0 	D	0.041362	0.041362	0.000000	0.041362	0.041362	0.041362	0.041362	0.041362	0.629978	0.005990	0.288414	0.075618	45.311959	
74000	-50.575571	51	1	1	'0 0 0 0 0 Z 0 0 	D	0.044296	0.044296	0.044296	0.044296	0.044296	0.000000	0.044296	0.044296	0.313997	0.454247	0.022041	0.209715	44.438883	
75000	-50.198264	980	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.029768	0.029768	0.000000	0.029768	0.000000	0.029768	0.029768	0.000000	1.000000	0.000000	0.000000	0.000000	37.865023	
76000	-48.885382	95	1	1	'0 0 Z 0 0 0 0 0 	D	0.040642	0.040642	0.000000	0.040642	0.040642	0.040642	0.040642	0.040642	0.701880	0.006131	0.231974	0.060014	39.686368	
77000	-49.261628	768	1	1	'0 0 0 0 0 0 0 Z 	D	0.032327	0.032327	0.032327	0.032327	0.032327	0.032327	0.032327	0.000000	0.503698	0.292655	0.139741	0.063906	53.315992	
78000	-50.326382	809	1	4	'0 0 0 Z Z 0 Z Z 	D	0.059425	0.059425	0.059425	0.000000	0.000000	0.059425	0.000000	0.000000	0.841381	0.158619	0.000000	0.000000	49.494578	
79000	-50.366126	817	1	4	'0 0 Z 0 0 Z Z Z 	D	0.055321	0.055321	0.000000	0.055321	0.055321	0.000000	0.000000	0.000000	0.936019	0.000000	0.063981	0.000000	34.323056	
80000	-48.955534	974	1	1	'0 0 0 0 0 0 Z 0 	D	0.034252	0.034252	0.034252	0.034252	0.034252	0.034252	0.000000	0.034252	0.510952	0.357978	0.116071	0.014998	23.920883	
81000	-49.899110	875	1	1	'0 0 0 0 Z 0 0 0 	D	0.055871	0.055871	0.055871	0.055871	0.000000	0.055871	0.055871	0.055871	0.469883	0.374665	0.017259	0.138192	48.604283	
82000	-49.182488	786	1	1	'0 0 0 Z 0 0 0 0 	D	0.056016	0.056016	0.056016	0.000000	0.056016	0.056016	0.056016	0.056016	0.371683	0.077791	0.316093	0.234433	33.571190	
83000	-50.576410	251	1	3	'0 0 Z Z 0 0 Z 0 	D	0.059360	0.059360	0.000000	0.000000	0.059360	0.059360	0.000000	0.059360	0.571153	0.000000	0.357841	0.071006	27.426932	
84000	-49.882763	25	1	1	'0 0 0 0 0 0 Z 0 	D	0.029814	0.029814	0.029814	0.029814	0.029814	0.029814	0.000000	0.029814	0.440982	0.404299	0.131948	0.022771	29.306238	
85000	-49.130895	400	1	2	'0 0 0 0 0 0 Z Z 	D	0.048800	0.048800	0.048800	0.048800	0.048800	0.048800	0.000000	0.000000	0.466346	0.400762	0.132891	0.000000	49.279587	
86000	-49.149210	951	1	2	'0 0 0 0 0 0 Z Z 	D	0.047957	0.047957	0.047957	0.047957	0.047957	0.047957	0.000000	0.000000	0.438085	0.356186	0.205729	0.000000	36.494590	
87000	-49.591720	21	1	1	'0 0 Z 0 0 0 0 0 	D	0.059964	0.059964	0.000000	0.059964	0.059964	0.059964	0.059964	0.059964	0.652933	0.008542	0.268432	0.070093	42.506832	
88000	-48.599490	237	1	1	'0 0 0 0 0 0 0 Z 	D	0.033758	0.033758	0.033758	0.033758	0.033758	0.033758	0.033758	0.000000	0.462655	0.353769	0.114573	0.069003	48.573505	
89000	-50.293139	144	1	3	'0 0 0 Z 0 0 Z Z 	D	0.059489	0.059489	0.059489	0.000000	0.059489	0.059489	0.000000	0.000000	0.597223	0.069627	0.333150	0.000000	56.295514	
90000	-48.724281	616	1	1	'0 0 0 0 0 0 0 Z 	D	0.049928	0.049928	0.049928	0.049928	0.049928	0.049928	0.049928	0.000000	0.392996	0.297759	0.191449	0.117796	65.848672	
91000	-50.727473	758	1	3	'0 0 0 Z 0 0 Z Z 	D	0.101086	0.101086	0.101086	0.000000	0.101086	0.101086	0.000000	0.000000	0.408836	0.160141	0.431023	0.000000	66.385077	
92000	-49.189512	475	1	3	'0 0 0 Z 0 0 Z Z 	D	0.063023	0.063023	0.063023	0.000000	0.063023	0.063023	0.000000	0.000000	0.476769	0.109261	0.413970	0.000000	83.879678	
93000	-51.465969	470	1	3	'0 0 Z Z 0 0 Z 0 	D	0.057181	0.057181	0.000000	0.000000	0.057181	0.057181	0.000000	0.057181	0.624076	0.000000	0.321227	0.054696	81.280931	
94000	-50.306347	513	1	3	'0 0 Z Z 0 0 Z 0 	D	0.028959	0.028959	0.000000	0.000000	0.028959	0.028959	0.000000	0.028959	0.487683	0.000000	0.408626	0.103692	71.012712	
95000	-51.180344	915	1	0	'0 0 0 0 0 0 0 0 	I	0.066799	0.066799	0.066799	0.066799	0.066799	0.066799	0.066799	0.066799	0.455476	0.273930	0.168972	0.101622	81.908462	
96000	-49.872639	63	1	2	'0 0 Z Z 0 0 0 0 	D	0.051035	0.051035	0.000000	0.000000	0.051035	0.051035	0.051035	0.051035	0.478417	0.000000	0.422463	0.099120	61.619283	
97000	-48.799455	40	1	2	'0 0 0 0 0 0 Z Z 	D	0.062151	0.062151	0.062151	0.062151	0.062151	0.062151	0.000000	0.000000	0.438233	0.364561	0.197207	0.000000	72.162001	
98000	-49.265926	331	1	3	'0 0 0 0 0 Z Z Z 	D	0.044711	0.044711	0.044711	0.044711	0.044711	0.000000	0.000000	0.000000	0.413572	0.557937	0.028491	0.000000	85.055292	
99000	-49.537653	951	1	2	'0 0 0 0 0 Z 0 Z 	D	0.033774	0.033774	0.033774	0.033774	0.033774	0.000000	0.033774	0.000000	0.291314	0.494317	0.014051	0.200318	94.372014	
100000	-50.600090	899	1	2	'0 0 0 0 0 Z 0 Z 	D	0.065392	0.065392	0.065392	0.065392	0.065392	0.000000	0.065392	0.000000	0.398107	0.437318	0.025475	0.139100	92.191434	
101000	-48.586287	690	1	1	'0 0 0 0 0 0 0 Z 	D	0.074978	0.074978	0.074978	0.074978	0.074978	0.074978	0.074978	0.000000	0.376141	0.282482	0.212845	0.128531	99.770111	
102000	-51.473678	703	1	2	'0 0 Z 0 0 Z 0 0 	D	0.067644	0.067644	0.000000	0.067644	0.067644	0.000000	0.067644	0.067644	0.640600	0.037750	0.146565	0.175085	91.664094	
103000	-49.430563	432	1	1	'0 0 0 0 0 Z 0 0 	D	0.055626	0.055626	0.055626	0.055626	0.055626	0.000000	0.055626	0.055626	0.362773	0.487149	0.014541	0.135536	93.903957	
104000	-48.030231	513	1	1	'0 0 0 0 0 0 0 Z 	D	0.044782	0.044782	0.044782	0.044782	0.044782	0.044782	0.044782	0.000000	0.372899	0.305660	0.189472	0.131969	85.986722	
105000	-49.422814	915	1	2	'0 0 0 0 0 0 Z Z 	D	0.035074	0.035074	0.035074	0.035074	0.035074	0.035074	0.000000	0.000000	0.497355	0.415177	0.087469	0.000000	77.454374	
106000	-49.688535	624	1	1	'0 0 0 0 0 0 0 Z 	D	0.091876	0.091876	0.091876	0.091876	0.091876	0.091876	0.091876	0.000000	0.302833	0.277688	0.233145	0.186334	89.948610	
107000	-49.568602	869	1	1	'0 0 0 0 0 0 Z 0 	D	0.028189	0.028189	0.028189	0.028189	0.028189	0.028189	0.000000	0.028189	0.505967	0.381701	0.101042	0.011291	84.198394	
108000	-52.167233	956	1	2	'0 0 0 Z 0 0 Z 0 	D	0.079403	0.079403	0.079403	0.000000	0.079403	0.079403	0.000000	0.079403	0.469444	0.133269	0.311915	0.085372	89.566027	
109000	-52.215212	496	1	3	'0 0 Z Z Z 0 0 0 	D	0.036082	0.036082	0.000000	0.000000	0.000000	0.036082	0.036082	0.036082	1.000000	0.000000	0.000000	0.000000	68.985210	
110000	-50.757628	335	1	2	'0 0 Z Z 0 0 0 0 	D	0.038279	0.038279	0.000000	0.000000	0.038279	0.038279	0.038279	0.038279	0.608192	0.000000	0.306099	0.085709	79.693455	
111000	-49.865878	51	1	0	'0 0 0 0 0 0 0 0 	I	0.043015	0.043015	0.043015	0.043015	0.043015	0.043015	0.043015	0.043015	0.378621	0.291691	0.186222	0.143466	74.860594	
112000	-50.285945	418	1	2	'0 0 0 0 0 0 Z Z 	D	0.043921	0.043921	0.043921	0.043921	0.043921	0.043921	0.000000	0.000000	0.587837	0.302168	0.109995	0.000000	86.323845	
113000	-51.698343	336	1	2	'0 0 0 0 0 Z 0 Z 	D	0.065536	0.065536	0.065536	0.065536	0.065536	0.000000	0.065536	0.000000	0.371898	0.446214	0.030360	0.151529	77.692686	
114000	-52.556958	166	1	1	'0 0 0 0 0 Z 0 0 	D	0.066063	0.066063	0.066063	0.066063	0.066063	0.000000	0.066063	0.066063	0.468209	0.383557	0.037975	0.110259	68.445511	
115000	-48.181404	409	1	0	'0 0 0 0 0 0 0 0 	I	0.058102	0.058102	0.058102	0.058102	0.058102	0.058102	0.058102	0.058102	0.395976	0.294276	0.177693	0.132055	91.803160	
116000	-52.590074	313	1	2	'0 0 0 0 Z Z 0 0 	D	0.040367	0.040367	0.040367	0.040367	0.000000	0.000000	0.040367	0.040367	0.470285	0.471279	0.000000	0.058436	82.212991	
117000	-50.079261	988	1	2	'0 0 Z 0 0 Z 0 0 	D	0.041490	0.041490	0.000000	0.041490	0.041490	0.000000	0.041490	0.041490	0.810672	0.013264	0.049995	0.126068	65.260444	
118000	-50.429490	291	1	1	'0 0 0 0 0 0 Z 0 	D	0.044790	0.044790	0.044790	0.044790	0.044790	0.044790	0.000000	0.044790	0.538182	0.334459	0.113727	0.013632	61.925606	
119000	-52.298870	426	2	3	'0 0 Z Z 0 1 Z 1 	D	0.056292	0.056292	0.000000	0.000000	0.056292	38.190601	0.000000	38.190601	0.536871	0.000000	0.231901	0.231228	56.153592	
120000	-50.545776	306	1	1	'0 0 Z 0 0 0 0 0 	D	0.090483	0.090483	0.000000	0.090483	0.090483	0.090483	0.090483	0.090483	0.649795	0.010061	0.267340	0.072803	59.014892	
121000	-49.828149	95	1	1	'0 0 0 Z 0 0 0 0 	D	0.063278	0.063278	0.063278	0.000000	0.063278	0.063278	0.063278	0.063278	0.398651	0.106786	0.293964	0.200600	62.019683	
122000	-51.721874	655	1	3	'0 0 0 Z 0 0 Z Z 	D	0.029242	0.029242	0.029242	0.000000	0.029242	0.029242	0.000000	0.000000	0.676024	0.028497	0.295479	0.000000	64.306833	
123000	-49.545853	131	1	0	'0 0 0 0 0 0 0 0 	I	0.036963	0.036963	0.036963	0.036963	0.036963	0.036963	0.036963	0.036963	0.547287	0.265599	0.125977	0.061137	50.467086	
124000	-49.965903	779	1	1	'0 0 0 0 0 Z 0 0 	D	0.029831	0.029831	0.029831	0.029831	0.029831	0.000000	0.029831	0.029831	0.354183	0.530831	0.005548	0.109438	58.411820	
125000	-49.635465	680	1	2	'0 0 0 Z 0 0 Z 0 	D	0.103501	0.103501	0.103501	0.000000	0.103501	0.103501	0.000000	0.103501	0.408013	0.084259	0.370893	0.136834	60.816708	
126000	-51.151194	753	1	1	'0 0 0 0 0 Z 0 0 	D	0.057916	0.057916	0.057916	0.057916	0.057916	0.000000	0.057916	0.057916	0.452666	0.431054	0.017557	0.098722	77.449317	
127000	-48.917409	337	1	0	'0 0 0 0 0 0 0 0 	I	0.029683	0.029683	0.029683	0.029683	0.029683	0.029683	0.029683	0.029683	0.410216	0.324324	0.148251	0.117210	54.074157	
128000	-49.033258	189	1	1	'0 0 0 Z 0 0 0 0 	D	0.043457	0.043457	0.043457	0.000000	0.043457	0.043457	0.043457	0.043457	0.399107	0.051489	0.327110	0.222294	52.146220	
129000	-50.218579	973	1	3	'0 0 Z Z 0 0 Z 0 	D	0.083037	0.083037	0.000000	0.000000	0.083037	0.083037	0.000000	0.083037	0.352749	0.000000	0.444505	0.202746	36.225028	
130000	-48.722794	101	1	3	'0 0 0 Z 0 0 Z Z 	D	0.052566	0.052566	0.052566	0.000000	0.052566	0.052566	0.000000	0.000000	0.497807	0.076131	0.426062	0.000000	60.515188	
131000	-51.300324	627	1	1	'0 0 0 Z 0 0 0 0 	D	0.037507	0.037507	0.037507	0.000000	0.037507	0.037507	0.037507	0.037507	0.481709	0.027097	0.294090	0.197104	43.974729	
132000	-49.765593	969	1	1	'0 0 0 0 Z 0 0 0 	D	0.029476	0.029476	0.029476	0.029476	0.000000	0.029476	0.029476	0.029476	0.517965	0.377423	0.003816	0.100797	34.332057	
133000	-50.754857	154	1	2	'0 0 0 Z 0 0 Z 0 	D	0.067836	0.067836	0.067836	0.000000	0.067836	0.067836	0.000000	0.067836	0.425420	0.083400	0.366526	0.124654	32.318470	
