Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=0_Wax1=2.txt
Log File Name:                   LL1=0_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3341436901
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=0_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
134000	-49.046572	481	1	1	'0 0 0 0 0 0 0 Z 	D	0.051059	0.051059	0.051059	0.051059	0.051059	0.051059	0.051059	0.000000	0.376987	0.296516	0.196924	0.129573	13.892695	
135000	-50.045978	215	1	1	'0 0 Z 0 0 0 0 0 	D	0.037950	0.037950	0.000000	0.037950	0.037950	0.037950	0.037950	0.037950	0.698419	0.004882	0.234962	0.061737	2.150620	
136000	-51.903367	909	1	1	'0 0 Z 0 0 0 0 0 	D	0.066909	0.066909	0.000000	0.066909	0.066909	0.066909	0.066909	0.066909	0.565766	0.027417	0.298228	0.108589	9.632319	
137000	-51.859825	1	1	3	'0 0 0 Z 0 0 Z Z 	D	0.113079	0.113079	0.113079	0.000000	0.113079	0.113079	0.000000	0.000000	0.424871	0.140365	0.434764	0.000000	1.916944	
138000	-51.059392	51	1	4	'0 0 0 Z Z 0 Z Z 	D	0.043431	0.043431	0.043431	0.000000	0.000000	0.043431	0.000000	0.000000	0.900512	0.099488	0.000000	0.000000	0.034557	
139000	-50.719705	47	1	1	'0 0 0 Z 0 0 0 0 	D	0.072678	0.072678	0.072678	0.000000	0.072678	0.072678	0.072678	0.072678	0.469240	0.086999	0.276244	0.167517	1.547895	
140000	-49.288223	932	1	3	'0 0 0 0 0 Z Z Z 	D	0.035323	0.035323	0.035323	0.035323	0.035323	0.000000	0.000000	0.000000	0.348594	0.637547	0.013859	0.000000	0.693265	
141000	-50.581466	793	1	3	'0 0 Z Z 0 0 Z 0 	D	0.075066	0.075066	0.000000	0.000000	0.075066	0.075066	0.000000	0.075066	0.392670	0.000000	0.432375	0.174955	2.663258	
142000	-50.591721	37	1	3	'0 0 0 0 Z Z 0 Z 	D	0.041110	0.041110	0.041110	0.041110	0.000000	0.000000	0.041110	0.000000	0.300634	0.489424	0.000000	0.209942	9.722265	
143000	-48.502259	384	1	1	'0 0 0 0 0 0 Z 0 	D	0.050898	0.050898	0.050898	0.050898	0.050898	0.050898	0.000000	0.050898	0.447538	0.329506	0.179248	0.043709	0.206296	
144000	-50.273917	112	1	1	'0 0 0 0 0 0 0 Z 	D	0.072609	0.072609	0.072609	0.072609	0.072609	0.072609	0.072609	0.000000	0.302063	0.268302	0.242702	0.186932	11.688525	
145000	-48.943966	731	1	2	'0 0 0 0 0 0 Z Z 	D	0.031171	0.031171	0.031171	0.031171	0.031171	0.031171	0.000000	0.000000	0.448266	0.400001	0.151733	0.000000	2.199257	
146000	-55.500234	160	1	2	'0 0 0 0 0 Z 0 Z 	D	0.032896	0.032896	0.032896	0.032896	0.032896	0.000000	0.032896	0.000000	0.250080	0.530988	0.004472	0.214460	0.991607	
147000	-50.509915	894	1	3	'0 0 0 0 0 Z Z Z 	D	0.127211	0.127211	0.127211	0.127211	0.127211	0.000000	0.000000	0.000000	0.388976	0.542879	0.068145	0.000000	19.348330	
148000	-48.871819	405	1	2	'0 0 0 Z 0 0 Z 0 	D	0.070878	0.070878	0.070878	0.000000	0.070878	0.070878	0.000000	0.070878	0.366174	0.118525	0.357815	0.157486	24.636916	
149000	-53.477958	866	1	3	'0 0 0 0 Z Z 0 Z 	D	0.063317	0.063317	0.063317	0.063317	0.000000	0.000000	0.063317	0.000000	0.302378	0.480464	0.000000	0.217158	20.732073	
150000	-48.403039	409	1	1	'0 0 Z 0 0 0 0 0 	D	0.057579	0.057579	0.000000	0.057579	0.057579	0.057579	0.057579	0.057579	0.649129	0.007139	0.272015	0.071716	20.879602	
151000	-49.804117	691	1	1	'0 0 0 0 0 0 0 Z 	D	0.064499	0.064499	0.064499	0.064499	0.064499	0.064499	0.064499	0.000000	0.490632	0.269226	0.169150	0.070992	22.792278	
152000	-49.160141	977	1	1	'0 0 0 Z 0 0 0 0 	D	0.067431	0.067431	0.067431	0.000000	0.067431	0.067431	0.067431	0.067431	0.403890	0.075854	0.310432	0.209824	12.969130	
153000	-50.052068	103	1	4	'0 0 Z 0 0 Z Z Z 	D	0.053434	0.053434	0.000000	0.053434	0.053434	0.000000	0.000000	0.000000	0.959305	0.000000	0.040695	0.000000	13.491077	
154000	-51.271688	973	1	1	'0 0 0 0 0 Z 0 0 	D	0.063186	0.063186	0.063186	0.063186	0.063186	0.000000	0.063186	0.063186	0.311884	0.430116	0.029753	0.228247	21.920920	
155000	-50.858920	521	1	2	'0 0 0 Z Z 0 0 0 	D	0.026686	0.026686	0.026686	0.000000	0.000000	0.026686	0.026686	0.026686	0.753703	0.054660	0.004427	0.187210	18.890785	
156000	-50.558718	271	1	1	'0 0 Z 0 0 0 0 0 	D	0.070677	0.070677	0.000000	0.070677	0.070677	0.070677	0.070677	0.070677	0.517509	0.019883	0.336877	0.125731	13.037900	
157000	-49.869120	5	1	2	'0 0 0 0 0 0 Z Z 	D	0.058273	0.058273	0.058273	0.058273	0.058273	0.058273	0.000000	0.000000	0.454720	0.350479	0.194801	0.000000	10.964450	
158000	-48.426436	140	1	0	'0 0 0 0 0 0 0 0 	I	0.039094	0.039094	0.039094	0.039094	0.039094	0.039094	0.039094	0.039094	0.427830	0.302476	0.157993	0.111701	24.573081	
159000	-49.602961	748	1	2	'0 0 0 Z 0 0 Z 0 	D	0.080888	0.080888	0.080888	0.000000	0.080888	0.080888	0.000000	0.080888	0.418682	0.088461	0.364343	0.128514	0.361555	
160000	-49.562842	405	1	2	'0 0 0 Z 0 0 Z 0 	D	0.090828	0.090828	0.090828	0.000000	0.090828	0.090828	0.000000	0.090828	0.339653	0.155434	0.333204	0.171708	6.894863	
161000	-50.721742	870	1	0	'0 0 0 0 0 0 0 0 	I	0.070345	0.070345	0.070345	0.070345	0.070345	0.070345	0.070345	0.070345	0.464048	0.279975	0.159653	0.096324	4.891654	
162000	-49.335696	241	1	0	'0 0 0 0 0 0 0 0 	I	0.029156	0.029156	0.029156	0.029156	0.029156	0.029156	0.029156	0.029156	0.417561	0.371857	0.111387	0.099195	1.230446	
163000	-51.140605	988	1	2	'0 0 0 0 Z Z 0 0 	D	0.032312	0.032312	0.032312	0.032312	0.000000	0.000000	0.032312	0.032312	0.309967	0.538896	0.000000	0.151137	1.525165	
164000	-49.214024	68	1	3	'0 0 0 Z 0 0 Z Z 	D	0.076152	0.076152	0.076152	0.000000	0.076152	0.076152	0.000000	0.000000	0.497286	0.091841	0.410873	0.000000	11.250275	
165000	-50.820993	594	1	1	'0 0 0 Z 0 0 0 0 	D	0.114739	0.114739	0.114739	0.000000	0.114739	0.114739	0.114739	0.114739	0.341474	0.130677	0.306992	0.220858	23.194262	
166000	-53.786430	62	1	3	'0 0 0 Z 0 0 Z Z 	D	0.193581	0.193581	0.193581	0.000000	0.193581	0.193581	0.000000	0.000000	0.367382	0.266134	0.366484	0.000000	24.698580	
167000	-48.930178	752	1	1	'0 0 0 0 0 0 Z 0 	D	0.049653	0.049653	0.049653	0.049653	0.049653	0.049653	0.000000	0.049653	0.455418	0.339663	0.167357	0.037562	2.677473	
168000	-51.620808	712	1	2	'0 0 0 Z Z 0 0 0 	D	0.028752	0.028752	0.028752	0.000000	0.000000	0.028752	0.028752	0.028752	0.666496	0.045101	0.010175	0.278228	2.038687	
169000	-53.000021	960	1	2	'0 0 Z Z 0 0 0 0 	D	0.074704	0.074704	0.000000	0.000000	0.074704	0.074704	0.074704	0.074704	0.470825	0.000000	0.423911	0.105264	0.233503	
170000	-49.279184	638	1	1	'0 0 0 0 0 0 0 Z 	D	0.084392	0.084392	0.084392	0.084392	0.084392	0.084392	0.084392	0.000000	0.396482	0.270508	0.218907	0.114104	0.336371	
171000	-49.778992	466	1	1	'0 0 0 0 0 0 0 Z 	D	0.078784	0.078784	0.078784	0.078784	0.078784	0.078784	0.078784	0.000000	0.411162	0.290047	0.191522	0.107268	11.910992	
172000	-50.206374	704	1	2	'0 0 Z Z 0 0 0 0 	D	0.045960	0.045960	0.000000	0.000000	0.045960	0.045960	0.045960	0.045960	0.558861	0.000000	0.357505	0.083634	8.260946	
173000	-49.945301	535	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.055215	0.055215	0.000000	0.055215	0.000000	0.055215	0.000000	0.055215	1.000000	0.000000	0.000000	0.000000	6.407525	
174000	-52.867069	670	1	3	'0 0 Z 0 Z Z 0 0 	D	0.024411	0.024411	0.000000	0.024411	0.000000	0.000000	0.024411	0.024411	1.000000	0.000000	0.000000	0.000000	3.838977	
175000	-51.405794	14	1	1	'0 0 Z 0 0 0 0 0 	D	0.061314	0.061314	0.000000	0.061314	0.061314	0.061314	0.061314	0.061314	0.690071	0.004679	0.249016	0.056234	4.064325	
176000	-51.649084	481	1	2	'0 0 0 Z 0 0 Z 0 	D	0.028311	0.028311	0.028311	0.000000	0.028311	0.028311	0.000000	0.028311	0.490137	0.034232	0.382531	0.093101	2.365050	
177000	-51.847567	796	1	3	'0 0 0 0 Z Z 0 Z 	D	0.081163	0.081163	0.081163	0.081163	0.000000	0.000000	0.081163	0.000000	0.358649	0.464014	0.000000	0.177338	2.232143	
178000	-48.625645	378	1	0	'0 0 0 0 0 0 0 0 	I	0.044960	0.044960	0.044960	0.044960	0.044960	0.044960	0.044960	0.044960	0.405422	0.287415	0.179740	0.127423	1.335273	
179000	-51.227556	891	1	1	'0 0 0 0 0 0 0 Z 	D	0.101543	0.101543	0.101543	0.101543	0.101543	0.101543	0.101543	0.000000	0.275326	0.273460	0.234205	0.217009	4.250361	
180000	-48.049642	409	1	1	'0 0 0 0 0 0 0 Z 	D	0.049076	0.049076	0.049076	0.049076	0.049076	0.049076	0.049076	0.000000	0.383816	0.319126	0.173303	0.123755	5.334225	
181000	-52.172952	904	1	4	'0 0 Z Z Z 0 Z 0 	D	0.039771	0.039771	0.000000	0.000000	0.000000	0.039771	0.000000	0.039771	1.000000	0.000000	0.000000	0.000000	18.854777	
182000	-50.594318	141	1	1	'0 0 0 0 0 Z 0 0 	D	0.031979	0.031979	0.031979	0.031979	0.031979	0.000000	0.031979	0.031979	0.329300	0.509700	0.009152	0.151847	33.485209	
183000	-50.484254	889	1	1	'0 0 0 0 Z 0 0 0 	D	0.060616	0.060616	0.060616	0.060616	0.000000	0.060616	0.060616	0.060616	0.562865	0.359371	0.003149	0.074615	37.893327	
184000	-53.243461	467	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.020826	0.020826	0.000000	0.020826	0.000000	0.020826	0.000000	0.020826	1.000000	0.000000	0.000000	0.000000	22.476466	
185000	-51.174820	816	1	3	'0 0 0 0 Z Z 0 Z 	D	0.058990	0.058990	0.058990	0.058990	0.000000	0.000000	0.058990	0.000000	0.341307	0.514272	0.000000	0.144421	17.694150	
186000	-49.941339	335	1	3	'0 0 0 0 0 Z Z Z 	D	0.043976	0.043976	0.043976	0.043976	0.043976	0.000000	0.000000	0.000000	0.359552	0.632572	0.007876	0.000000	12.381293	
187000	-52.532077	977	1	2	'0 0 Z 0 0 Z 0 0 	D	0.026711	0.026711	0.000000	0.026711	0.026711	0.000000	0.026711	0.026711	0.887471	0.002395	0.011650	0.098485	28.309421	
188000	-49.396182	332	1	2	'0 0 0 0 0 Z 0 Z 	D	0.047716	0.047716	0.047716	0.047716	0.047716	0.000000	0.047716	0.000000	0.358731	0.474649	0.015872	0.150748	29.623939	
189000	-50.795433	89	1	2	'0 0 Z Z 0 0 0 0 	D	0.068450	0.068450	0.000000	0.000000	0.068450	0.068450	0.068450	0.068450	0.485618	0.000000	0.412022	0.102360	0.127004	
190000	-50.630218	194	1	1	'0 0 0 Z 0 0 0 0 	D	0.052483	0.052483	0.052483	0.000000	0.052483	0.052483	0.052483	0.052483	0.430164	0.100546	0.289699	0.179591	0.130463	
191000	-52.148556	523	1	2	'0 0 0 Z 0 0 Z 0 	D	0.102751	0.102751	0.102751	0.000000	0.102751	0.102751	0.000000	0.102751	0.345122	0.175522	0.317872	0.161484	0.841494	
192000	-50.506593	700	1	2	'0 0 0 0 0 Z 0 Z 	D	0.069073	0.069073	0.069073	0.069073	0.069073	0.000000	0.069073	0.000000	0.349999	0.445852	0.027896	0.176254	10.515357	
193000	-51.889941	353	1	3	'0 0 0 0 0 Z Z Z 	D	0.130246	0.130246	0.130246	0.130246	0.130246	0.000000	0.000000	0.000000	0.352989	0.502091	0.144920	0.000000	11.952339	
194000	-49.251131	638	1	3	'0 0 0 Z 0 0 Z Z 	D	0.085326	0.085326	0.085326	0.000000	0.085326	0.085326	0.000000	0.000000	0.463189	0.088067	0.448744	0.000000	0.464669	
195000	-49.756644	133	1	2	'0 0 0 0 0 0 Z Z 	D	0.048580	0.048580	0.048580	0.048580	0.048580	0.048580	0.000000	0.000000	0.477369	0.317306	0.205325	0.000000	2.146835	
196000	-48.775800	74	1	0	'0 0 0 0 0 0 0 0 	I	0.038993	0.038993	0.038993	0.038993	0.038993	0.038993	0.038993	0.038993	0.444154	0.338857	0.123085	0.093904	4.555023	
197000	-52.070657	822	1	2	'0 0 0 0 0 Z 0 Z 	D	0.072679	0.072679	0.072679	0.072679	0.072679	0.000000	0.072679	0.000000	0.223013	0.379456	0.066649	0.330883	5.558972	
198000	-50.741920	291	1	2	'0 0 0 0 0 0 Z Z 	D	0.064654	0.064654	0.064654	0.064654	0.064654	0.064654	0.000000	0.000000	0.533987	0.317752	0.148260	0.000000	0.281643	
199000	-50.084423	940	1	1	'0 0 0 0 0 0 0 Z 	D	0.046654	0.046654	0.046654	0.046654	0.046654	0.046654	0.046654	0.000000	0.410094	0.271424	0.210261	0.108221	2.946612	
200000	-50.367846	790	1	2	'0 0 0 0 0 0 Z Z 	D	0.092557	0.092557	0.092557	0.092557	0.092557	0.092557	0.000000	0.000000	0.428865	0.338772	0.232362	0.000000	0.596746	
201000	-49.486479	635	1	3	'0 0 Z Z 0 0 Z 0 	D	0.051691	0.051691	0.000000	0.000000	0.051691	0.051691	0.000000	0.051691	0.412241	0.000000	0.436355	0.151404	0.210540	
202000	-50.208362	908	1	3	'0 0 Z Z 0 0 Z 0 	D	0.043746	0.043746	0.000000	0.000000	0.043746	0.043746	0.000000	0.043746	0.666206	0.000000	0.294251	0.039543	6.335159	
203000	-49.915965	948	1	2	'0 0 0 Z 0 0 Z 0 	D	0.045208	0.045208	0.045208	0.000000	0.045208	0.045208	0.000000	0.045208	0.677473	0.059042	0.237516	0.025969	19.814087	
204000	-51.450790	136	1	1	'0 0 Z 0 0 0 0 0 	D	0.022453	0.022453	0.000000	0.022453	0.022453	0.022453	0.022453	0.022453	0.680343	0.003183	0.250178	0.066296	17.719919	
205000	-48.849283	378	1	1	'0 0 Z 0 0 0 0 0 	D	0.052518	0.052518	0.000000	0.052518	0.052518	0.052518	0.052518	0.052518	0.637554	0.007891	0.280325	0.074230	27.109468	
206000	-49.454421	894	1	0	'0 0 0 0 0 0 0 0 	I	0.100791	0.100791	0.100791	0.100791	0.100791	0.100791	0.100791	0.100791	0.384769	0.284533	0.190112	0.140586	4.089873	
207000	-49.641690	328	1	3	'0 0 0 0 0 Z Z Z 	D	0.059061	0.059061	0.059061	0.059061	0.059061	0.000000	0.000000	0.000000	0.370113	0.557718	0.072169	0.000000	3.236550	
208000	-48.707231	898	1	2	'0 0 0 Z 0 0 Z 0 	D	0.052483	0.052483	0.052483	0.000000	0.052483	0.052483	0.000000	0.052483	0.486325	0.066548	0.355372	0.091755	0.361063	
209000	-50.233032	523	1	1	'0 0 0 Z 0 0 0 0 	D	0.068851	0.068851	0.068851	0.000000	0.068851	0.068851	0.068851	0.068851	0.351629	0.104742	0.313227	0.230403	2.094820	
210000	-49.760973	4	1	3	'0 0 Z Z 0 0 Z 0 	D	0.054379	0.054379	0.000000	0.000000	0.054379	0.054379	0.000000	0.054379	0.417012	0.000000	0.428741	0.154248	0.128044	
211000	-49.575301	917	1	3	'0 0 0 Z 0 0 Z Z 	D	0.097930	0.097930	0.097930	0.000000	0.097930	0.097930	0.000000	0.000000	0.453362	0.093747	0.452891	0.000000	0.551551	
212000	-54.674209	616	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	0.077427	0.077427	0.000000	0.077427	0.077427	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	15.995490	
213000	-52.596903	470	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	0.130231	0.130231	0.000000	0.130231	0.130231	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	17.402726	
214000	-50.148764	759	1	2	'0 0 0 Z Z 0 0 0 	D	0.033961	0.033961	0.033961	0.000000	0.000000	0.033961	0.033961	0.033961	0.750274	0.061835	0.004756	0.183135	10.505776	
215000	-50.541891	502	1	1	'0 0 0 0 0 0 Z 0 	D	0.031793	0.031793	0.031793	0.031793	0.031793	0.031793	0.000000	0.031793	0.411341	0.370365	0.173964	0.044330	3.006296	
216000	-51.458866	304	1	4	'0 0 Z 0 0 Z Z Z 	D	0.068514	0.068514	0.000000	0.068514	0.068514	0.000000	0.000000	0.000000	0.937774	0.000000	0.062226	0.000000	2.157556	
217000	-50.285101	312	1	2	'0 0 0 0 0 0 Z Z 	D	0.034971	0.034971	0.034971	0.034971	0.034971	0.034971	0.000000	0.000000	0.489743	0.381565	0.128692	0.000000	2.142883	
218000	-50.240858	396	1	1	'0 0 0 0 0 0 0 Z 	D	0.049729	0.049729	0.049729	0.049729	0.049729	0.049729	0.049729	0.000000	0.459805	0.292605	0.164036	0.083554	8.108258	
219000	-49.152363	794	1	3	'0 0 0 Z 0 0 Z Z 	D	0.049963	0.049963	0.049963	0.000000	0.049963	0.049963	0.000000	0.000000	0.465709	0.076363	0.457928	0.000000	1.246771	
220000	-50.639690	237	1	2	'0 0 0 Z Z 0 0 0 	D	0.049319	0.049319	0.049319	0.000000	0.000000	0.049319	0.049319	0.049319	0.755261	0.100537	0.006824	0.137378	0.234240	
221000	-49.875901	570	1	1	'0 0 0 0 0 Z 0 0 	D	0.054099	0.054099	0.054099	0.054099	0.054099	0.000000	0.054099	0.054099	0.321577	0.470238	0.022765	0.185420	0.247224	
222000	-50.677070	449	1	1	'0 0 Z 0 0 0 0 0 	D	0.033208	0.033208	0.000000	0.033208	0.033208	0.033208	0.033208	0.033208	0.722481	0.003721	0.222749	0.051050	4.393836	
223000	-52.302115	133	1	3	'0 0 Z Z Z 0 0 0 	D	0.051403	0.051403	0.000000	0.000000	0.000000	0.051403	0.051403	0.051403	1.000000	0.000000	0.000000	0.000000	20.566738	
224000	-49.025775	140	1	1	'0 0 0 Z 0 0 0 0 	D	0.037143	0.037143	0.037143	0.000000	0.037143	0.037143	0.037143	0.037143	0.439023	0.037820	0.297970	0.225187	6.343607	
225000	-57.177362	653	1	2	'0 0 0 0 0 0 Z Z 	D	0.139892	0.139892	0.139892	0.139892	0.139892	0.139892	0.000000	0.000000	0.424880	0.307028	0.268092	0.000000	0.783454	
226000	-49.763405	271	1	1	'0 0 0 0 0 0 0 Z 	D	0.073003	0.073003	0.073003	0.073003	0.073003	0.073003	0.073003	0.000000	0.314581	0.283929	0.227495	0.173995	0.255112	
227000	-50.183470	961	1	2	'0 0 0 Z 0 0 Z 0 	D	0.056028	0.056028	0.056028	0.000000	0.056028	0.056028	0.000000	0.056028	0.429557	0.057795	0.386917	0.125731	4.143645	
228000	-49.713732	768	1	2	'0 0 0 0 0 0 Z Z 	D	0.040780	0.040780	0.040780	0.040780	0.040780	0.040780	0.000000	0.000000	0.542959	0.309309	0.147732	0.000000	0.045630	
229000	-49.331981	736	1	1	'0 0 0 0 0 0 Z 0 	D	0.038456	0.038456	0.038456	0.038456	0.038456	0.038456	0.000000	0.038456	0.503532	0.335015	0.139116	0.022337	0.083114	
230000	-48.309383	555	1	2	'0 0 0 0 0 Z 0 Z 	D	0.041434	0.041434	0.041434	0.041434	0.041434	0.000000	0.041434	0.000000	0.310287	0.487546	0.014531	0.187636	5.180397	
231000	-50.360358	336	1	1	'0 0 0 Z 0 0 0 0 	D	0.049442	0.049442	0.049442	0.000000	0.049442	0.049442	0.049442	0.049442	0.504009	0.064029	0.265432	0.166529	15.419755	
232000	-49.059910	522	1	2	'0 0 0 Z 0 0 Z 0 	D	0.050514	0.050514	0.050514	0.000000	0.050514	0.050514	0.000000	0.050514	0.531156	0.071681	0.329090	0.068074	31.180319	
233000	-51.305925	684	1	3	'0 0 Z Z Z 0 0 0 	D	0.039245	0.039245	0.000000	0.000000	0.000000	0.039245	0.039245	0.039245	1.000000	0.000000	0.000000	0.000000	19.876831	
234000	-49.065023	690	1	3	'0 0 Z Z 0 0 Z 0 	D	0.064756	0.064756	0.000000	0.000000	0.064756	0.064756	0.000000	0.064756	0.425789	0.000000	0.428560	0.145652	8.314620	
235000	-48.997646	734	1	3	'0 0 0 Z 0 0 Z Z 	D	0.038459	0.038459	0.038459	0.000000	0.038459	0.038459	0.000000	0.000000	0.684154	0.060005	0.255841	0.000000	0.098168	
236000	-50.431039	189	1	2	'0 0 Z 0 Z 0 0 0 	D	0.037393	0.037393	0.000000	0.037393	0.000000	0.037393	0.037393	0.037393	1.000000	0.000000	0.000000	0.000000	1.840436	
237000	-50.435424	21	1	3	'0 0 0 0 Z Z 0 Z 	D	0.048287	0.048287	0.048287	0.048287	0.000000	0.000000	0.048287	0.000000	0.317442	0.493274	0.000000	0.189284	2.929083	
238000	-51.535978	382	1	1	'0 0 Z 0 0 0 0 0 	D	0.065958	0.065958	0.000000	0.065958	0.065958	0.065958	0.065958	0.065958	0.680836	0.009126	0.246110	0.063928	0.186334	
239000	-51.796798	192	1	2	'0 0 0 0 Z Z 0 0 	D	0.045123	0.045123	0.045123	0.045123	0.000000	0.000000	0.045123	0.045123	0.312164	0.528504	0.000000	0.159332	1.144759	
240000	-50.580404	557	1	1	'0 0 0 0 0 Z 0 0 	D	0.047619	0.047619	0.047619	0.047619	0.047619	0.000000	0.047619	0.047619	0.360777	0.421794	0.033638	0.183792	6.281955	
241000	-51.220188	747	1	2	'0 0 0 0 0 0 Z Z 	D	0.072408	0.072408	0.072408	0.072408	0.072408	0.072408	0.000000	0.000000	0.454382	0.323473	0.222145	0.000000	13.140407	
242000	-51.515172	334	1	3	'0 0 0 Z 0 0 Z Z 	D	0.025821	0.025821	0.025821	0.000000	0.025821	0.025821	0.000000	0.000000	0.692867	0.033770	0.273363	0.000000	13.662910	
243000	-50.422811	910	1	1	'0 0 0 0 0 0 Z 0 	D	0.048299	0.048299	0.048299	0.048299	0.048299	0.048299	0.000000	0.048299	0.502948	0.298150	0.166270	0.032632	0.160573	
244000	-52.346419	100	1	0	'0 0 0 0 0 0 0 0 	I	0.147260	0.147260	0.147260	0.147260	0.147260	0.147260	0.147260	0.147260	0.276461	0.257357	0.241433	0.224749	17.572240	
245000	-49.507953	354	1	1	'0 0 0 0 0 0 0 Z 	D	0.063470	0.063470	0.063470	0.063470	0.063470	0.063470	0.063470	0.000000	0.388535	0.282939	0.206868	0.121657	5.793771	
246000	-50.507848	427	1	3	'0 0 0 Z 0 0 Z Z 	D	0.071062	0.071062	0.071062	0.000000	0.071062	0.071062	0.000000	0.000000	0.579693	0.062023	0.358284	0.000000	1.889750	
247000	-50.046640	794	1	2	'0 0 0 Z 0 0 Z 0 	D	0.062864	0.062864	0.062864	0.000000	0.062864	0.062864	0.000000	0.062864	0.391480	0.100769	0.362961	0.144789	0.134402	
248000	-48.570976	95	1	3	'0 0 0 Z 0 0 Z Z 	D	0.049173	0.049173	0.049173	0.000000	0.049173	0.049173	0.000000	0.000000	0.546631	0.089256	0.364113	0.000000	5.527213	
249000	-49.607743	25	1	3	'0 0 0 0 0 Z Z Z 	D	0.048915	0.048915	0.048915	0.048915	0.048915	0.000000	0.000000	0.000000	0.391722	0.584107	0.024171	0.000000	0.402948	
250000	-48.842583	357	1	3	'0 0 0 Z 0 0 Z Z 	D	0.056233	0.056233	0.056233	0.000000	0.056233	0.056233	0.000000	0.000000	0.491238	0.067308	0.441454	0.000000	6.919581	
251000	-50.768644	885	1	1	'0 0 0 0 0 Z 0 0 	D	0.071790	0.071790	0.071790	0.071790	0.071790	0.000000	0.071790	0.071790	0.324210	0.385055	0.073242	0.217493	2.934386	
252000	-52.615614	476	1	1	'0 0 0 Z 0 0 0 0 	D	0.079921	0.079921	0.079921	0.000000	0.079921	0.079921	0.079921	0.079921	0.385387	0.100112	0.315720	0.198781	3.596975	
253000	-50.110210	455	1	2	'0 0 0 0 0 Z 0 Z 	D	0.046447	0.046447	0.046447	0.046447	0.046447	0.000000	0.046447	0.000000	0.384212	0.454577	0.020020	0.141191	0.382068	
254000	-50.012780	748	1	1	'0 0 Z 0 0 0 0 0 	D	0.049823	0.049823	0.000000	0.049823	0.049823	0.049823	0.049823	0.049823	0.662298	0.004122	0.269480	0.064100	3.007555	
255000	-53.109827	34	1	2	'0 0 0 Z 0 0 Z 0 	D	0.083040	0.083040	0.083040	0.000000	0.083040	0.083040	0.000000	0.083040	0.395905	0.141094	0.332135	0.130866	9.870962	
256000	-50.771771	728	1	2	'0 0 0 0 0 0 Z Z 	D	0.057799	0.057799	0.057799	0.057799	0.057799	0.057799	0.000000	0.000000	0.424728	0.331509	0.243763	0.000000	0.536090	
257000	-49.669047	60	1	1	'0 0 0 0 0 0 0 Z 	D	0.068245	0.068245	0.068245	0.068245	0.068245	0.068245	0.068245	0.000000	0.357422	0.283855	0.216328	0.142394	1.222926	
258000	-49.765597	564	1	2	'0 0 0 0 0 0 Z Z 	D	0.055309	0.055309	0.055309	0.055309	0.055309	0.055309	0.000000	0.000000	0.508716	0.338676	0.152608	0.000000	0.450373	
259000	-49.520636	409	1	3	'0 0 0 0 0 Z Z Z 	D	0.087440	0.087440	0.087440	0.087440	0.087440	0.000000	0.000000	0.000000	0.392444	0.546123	0.061433	0.000000	7.741127	
260000	-50.677900	145	1	1	'0 0 0 0 0 Z 0 0 	D	0.055556	0.055556	0.055556	0.055556	0.055556	0.000000	0.055556	0.055556	0.359395	0.426214	0.028661	0.185730	5.108303	
261000	-50.192649	616	1	1	'0 0 0 0 0 0 Z 0 	D	0.021983	0.021983	0.021983	0.021983	0.021983	0.021983	0.000000	0.021983	0.420060	0.434604	0.124366	0.020969	7.513246	
262000	-49.239515	929	1	1	'0 0 0 Z 0 0 0 0 	D	0.079449	0.079449	0.079449	0.000000	0.079449	0.079449	0.079449	0.079449	0.377734	0.057305	0.327703	0.237258	0.321660	
263000	-49.507084	405	1	2	'0 0 0 Z 0 0 Z 0 	D	0.089720	0.089720	0.089720	0.000000	0.089720	0.089720	0.000000	0.089720	0.340962	0.153531	0.334512	0.170995	4.021815	
