Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=0_Wax1=0.txt
Log File Name:                   LL1=0_Wax1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            455755352
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=0_Wax1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
134000	-38.505357	869	1	1	'0 0 Z 0 0 0 0 0 	D	0.025625	0.025625	0.000000	0.025625	0.025625	0.025625	0.025625	0.025625	0.798520	0.001538	0.165029	0.034913	97.606623	
135000	-37.925022	60	1	2	'0 0 0 0 0 Z 0 Z 	D	0.038004	0.038004	0.038004	0.038004	0.038004	0.000000	0.038004	0.000000	0.279775	0.489314	0.014346	0.216564	77.854472	
136000	-38.196021	431	1	1	'0 0 0 0 0 0 Z 0 	D	0.038202	0.038202	0.038202	0.038202	0.038202	0.038202	0.000000	0.038202	0.442245	0.330120	0.182230	0.045405	77.212206	
137000	-40.348799	434	1	0	'0 0 0 0 0 0 0 0 	I	0.044529	0.044529	0.044529	0.044529	0.044529	0.044529	0.044529	0.044529	0.402122	0.269825	0.196321	0.131732	66.844699	
138000	-39.150435	102	1	3	'0 0 0 0 Z Z 0 Z 	D	0.030856	0.030856	0.030856	0.030856	0.000000	0.000000	0.030856	0.000000	0.238091	0.523969	0.000000	0.237940	57.579523	
139000	-39.849789	365	1	2	'0 0 Z Z 0 0 0 0 	D	0.040344	0.040344	0.000000	0.000000	0.040344	0.040344	0.040344	0.040344	0.621260	0.000000	0.324267	0.054473	51.306025	
140000	-40.640737	924	1	1	'0 0 0 0 0 0 Z 0 	D	0.010109	0.010109	0.010109	0.010109	0.010109	0.010109	0.000000	0.010109	0.411248	0.530726	0.054250	0.003776	53.232172	
141000	-38.826933	631	1	1	'0 0 0 0 0 0 Z 0 	D	0.069075	0.069075	0.069075	0.069075	0.069075	0.069075	0.000000	0.069075	0.392325	0.320551	0.211618	0.075506	48.993278	
142000	-38.388177	961	1	2	'0 0 0 0 0 0 Z Z 	D	0.057888	0.057888	0.057888	0.057888	0.057888	0.057888	0.000000	0.000000	0.431588	0.341089	0.227323	0.000000	29.416807	
143000	-40.943051	301	1	1	'0 0 0 0 0 Z 0 0 	D	0.045395	0.045395	0.045395	0.045395	0.045395	0.000000	0.045395	0.045395	0.424252	0.426270	0.022785	0.126693	0.760650	
144000	-39.807522	117	1	1	'0 0 0 0 0 0 Z 0 	D	0.055548	0.055548	0.055548	0.055548	0.055548	0.055548	0.000000	0.055548	0.410556	0.290859	0.220765	0.077821	0.485296	
145000	-38.587127	404	1	3	'0 0 0 0 0 Z Z Z 	D	0.028621	0.028621	0.028621	0.028621	0.028621	0.000000	0.000000	0.000000	0.352940	0.635610	0.011450	0.000000	11.007937	
146000	-38.167283	292	1	3	'0 0 0 0 0 Z Z Z 	D	0.038825	0.038825	0.038825	0.038825	0.038825	0.000000	0.000000	0.000000	0.344779	0.645611	0.009610	0.000000	0.807609	
147000	-37.843714	532	1	1	'0 0 0 0 0 0 Z 0 	D	0.020872	0.020872	0.020872	0.020872	0.020872	0.020872	0.000000	0.020872	0.483663	0.437565	0.072824	0.005948	0.619259	
148000	-38.050150	991	1	1	'0 0 0 0 0 0 Z 0 	D	0.033965	0.033965	0.033965	0.033965	0.033965	0.033965	0.000000	0.033965	0.395673	0.410306	0.157597	0.036424	1.585433	
149000	-38.350669	699	1	2	'0 0 0 0 0 Z 0 Z 	D	0.050348	0.050348	0.050348	0.050348	0.050348	0.000000	0.050348	0.000000	0.274834	0.487945	0.013871	0.223350	3.220700	
150000	-41.168770	450	1	1	'0 0 0 0 Z 0 0 0 	D	0.043591	0.043591	0.043591	0.043591	0.000000	0.043591	0.043591	0.043591	0.634249	0.316812	0.001429	0.047510	0.844901	
151000	-38.491855	905	2	2	'Z 0 Z 1 1 1 1 1 	D	0.000000	0.080701	0.000000	0.299022	0.299022	0.299022	0.299022	0.299022	0.234308	0.232793	0.270258	0.262642	0.530666	
152000	-42.203212	35	2	1	'Z 0 0 0 1 1 1 1 	D	0.000000	1.723163	1.723163	1.723163	5.876110	5.876110	5.876110	5.876110	0.250000	0.250000	0.250000	0.250000	2.053720	
153000	-38.370256	732	2	1	'Z 0 1 1 1 1 1 1 	D	0.000000	1.079157	4.666366	4.666366	4.666366	4.666366	4.666366	4.666366	0.250000	0.250000	0.250000	0.250000	2.655072	
154000	-38.356392	339	2	1	'Z 0 0 1 1 1 1 1 	D	0.000000	0.183670	0.183670	0.918331	0.918331	0.918331	0.918331	0.918331	0.252736	0.248097	0.250497	0.248670	2.027648	
155000	-36.492035	277	2	2	'Z 0 0 1 1 1 1 Z 	D	0.000000	0.101043	0.101043	0.530068	0.530068	0.530068	0.530068	0.000000	0.261003	0.239509	0.274572	0.224916	1.007922	
156000	-38.452792	516	2	2	'0 0 Z 1 1 Z 1 1 	D	0.551864	0.551864	0.000000	17.506960	17.506960	0.000000	17.506960	17.506960	0.250000	0.250000	0.250000	0.250000	4.072986	
157000	-41.455023	127	2	2	'0 Z Z 1 1 0 1 1 	D	0.649800	0.000000	0.000000	22.222237	22.222237	0.649800	22.222237	22.222237	0.250000	0.250000	0.250000	0.250000	24.011301	
158000	-37.568460	782	2	0	'0 0 1 1 1 0 1 1 	D	2.006715	2.006715	14.333404	14.333404	14.333404	2.006715	14.333404	14.333404	0.250000	0.250000	0.250000	0.250000	35.872623	
159000	-37.354988	807	2	1	'0 0 1 1 1 0 Z 1 	D	5.432782	5.432782	58.833080	58.833080	58.833080	5.432782	0.000000	58.833080	0.250000	0.250000	0.250000	0.250000	35.446559	
160000	-38.373769	404	2	2	'0 0 1 Z 1 0 0 Z 	D	1.408291	1.408291	15.636603	0.000000	15.636603	1.408291	1.408291	0.000000	0.250000	0.250000	0.250000	0.250000	17.328169	
161000	-35.974067	661	2	3	'0 0 1 Z 1 0 Z Z 	D	0.197945	0.197945	2.145641	0.000000	2.145641	0.197945	0.000000	0.000000	0.308816	0.301073	0.390111	0.000000	13.287464	
162000	-39.514294	51	2	2	'0 0 1 Z 1 0 Z 1 	D	0.546813	0.546813	6.255482	0.000000	6.255482	0.546813	0.000000	6.255482	0.250000	0.250000	0.250000	0.250000	17.287734	
163000	-38.265976	78	2	1	'0 0 1 0 1 0 Z 1 	D	2.413566	2.413566	27.456230	2.413566	27.456230	2.413566	0.000000	27.456230	0.250000	0.250000	0.250000	0.250000	26.850964	
164000	-37.861032	556	2	0	'0 0 1 0 1 0 0 1 	D	10.239907	10.239907	72.387685	10.239907	72.387685	10.239907	10.239907	72.387685	0.250000	0.250000	0.250000	0.250000	40.564660	
165000	-39.324817	66	2	2	'0 0 1 0 1 Z 1 Z 	D	2.373926	2.373926	25.888743	2.373926	25.888743	0.000000	25.888743	0.000000	0.250000	0.250000	0.250000	0.250000	39.876276	
166000	-39.221186	698	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	15.370578	43.589815	15.370578	43.589815	15.370578	43.589815	15.370578	0.250000	0.250000	0.250000	0.250000	45.321907	
167000	-38.463107	374	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	20.110904	66.423808	20.110904	66.423808	20.110904	66.423808	20.110904	0.250000	0.250000	0.250000	0.250000	38.770792	
168000	-38.846524	81	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	10.021295	59.568924	10.021295	59.568924	10.021295	59.568924	10.021295	0.250000	0.250000	0.250000	0.250000	49.227702	
169000	-39.019538	170	2	0	'0 0 1 0 1 0 1 0 	D	0.474474	0.474474	5.214833	0.474474	5.214833	0.474474	5.214833	0.474474	0.250000	0.250000	0.250000	0.250000	45.574148	
170000	-38.830617	156	2	0	'0 0 1 0 1 0 1 0 	D	2.694987	2.694987	30.962846	2.694987	30.962846	2.694987	30.962846	2.694987	0.250000	0.250000	0.250000	0.250000	39.200945	
171000	-40.245317	394	2	1	'0 0 1 0 1 0 1 Z 	D	9.525665	9.525665	48.194726	9.525665	48.194726	9.525665	48.194726	0.000000	0.250000	0.250000	0.250000	0.250000	34.989787	
172000	-37.791907	398	2	2	'Z 0 1 0 1 0 1 Z 	D	0.000000	17.407810	68.290544	17.407810	68.290544	17.407810	68.290544	0.000000	0.250000	0.250000	0.250000	0.250000	32.856218	
173000	-38.506334	124	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	5.177496	28.222554	5.177496	28.222554	5.177496	28.222554	5.177496	0.250000	0.250000	0.250000	0.250000	37.422014	
174000	-38.258998	394	2	1	'0 0 1 0 1 0 1 Z 	D	0.411409	0.411409	3.581266	0.411409	3.581266	0.411409	3.581266	0.000000	0.250000	0.250000	0.250000	0.250000	12.001611	
175000	-38.106387	430	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	1.806032	8.338268	1.806032	8.338268	1.806032	8.338268	1.806032	0.250000	0.250000	0.250000	0.250000	3.919440	
176000	-38.044350	880	2	1	'Z 0 1 0 1 0 1 0 	D	0.000000	4.054460	16.586748	4.054460	16.586748	4.054460	16.586748	4.054460	0.250000	0.250000	0.250000	0.250000	6.060548	
177000	-37.784872	140	2	2	'Z 0 1 0 1 0 1 Z 	D	0.000000	18.986338	74.769868	18.986338	74.769868	18.986338	74.769868	0.000000	0.250000	0.250000	0.250000	0.250000	16.367746	
178000	-37.982663	220	2	1	'Z 0 0 0 1 0 1 1 	D	0.000000	2.343974	2.343974	2.343974	14.570171	2.343974	14.570171	14.570171	0.250000	0.250000	0.250000	0.250000	22.757107	
179000	-37.715034	281	2	1	'Z 0 0 0 1 0 1 1 	D	0.000000	7.413453	7.413453	7.413453	36.334177	7.413453	36.334177	36.334177	0.250000	0.250000	0.250000	0.250000	37.771953	
180000	-37.932004	927	2	2	'Z 0 0 0 1 0 1 Z 	D	0.000000	9.897719	9.897719	9.897719	62.605506	9.897719	62.605506	0.000000	0.250000	0.250000	0.250000	0.250000	40.563113	
181000	-38.228607	577	2	2	'Z 0 0 Z 1 0 1 0 	D	0.000000	8.164965	8.164965	0.000000	50.809308	8.164965	50.809308	8.164965	0.250000	0.250000	0.250000	0.250000	27.458724	
182000	-37.816183	17	2	1	'Z 0 0 1 1 0 1 0 	D	0.000000	3.200454	3.200454	16.959590	16.959590	3.200454	16.959590	3.200454	0.250000	0.250000	0.250000	0.250000	15.735650	
183000	-38.719038	91	2	1	'Z 0 0 0 1 0 1 0 	D	0.000000	0.505178	0.505178	0.505178	5.715880	0.505178	5.715880	0.505178	0.246907	0.252831	0.247391	0.252871	2.955986	
184000	-37.053672	616	2	1	'Z 0 0 0 1 0 1 0 	D	0.000000	0.238575	0.238575	0.238575	1.388313	0.238575	1.388313	0.238575	0.246270	0.253123	0.247327	0.253279	0.910575	
185000	-37.289522	905	2	1	'Z 0 0 0 1 0 1 0 	D	0.000000	0.570760	0.570760	0.570760	4.125111	0.570760	4.125111	0.570760	0.250010	0.249991	0.250008	0.249991	4.184382	
186000	-36.654202	480	2	2	'Z 0 0 0 1 0 1 Z 	D	0.000000	0.177897	0.177897	0.177897	1.251732	0.177897	1.251732	0.000000	0.225874	0.268321	0.232535	0.273270	2.786857	
187000	-38.741269	999	2	2	'Z 0 0 0 1 0 1 Z 	D	0.000000	2.039670	2.039670	2.039670	14.914482	2.039670	14.914482	0.000000	0.250000	0.250000	0.250000	0.250000	7.195696	
188000	-38.189521	966	2	2	'Z 0 0 0 1 0 1 Z 	D	0.000000	5.694003	5.694003	5.694003	32.275280	5.694003	32.275280	0.000000	0.250000	0.250000	0.250000	0.250000	14.381983	
189000	-38.230125	59	2	3	'Z 0 0 Z 1 0 1 Z 	D	0.000000	0.550270	0.550270	0.000000	3.376942	0.550270	3.376942	0.000000	0.250499	0.249658	0.250354	0.249489	2.410365	
190000	-37.033891	764	2	1	'Z 0 0 0 1 0 1 0 	D	0.000000	0.346341	0.346341	0.346341	1.633025	0.346341	1.633025	0.346341	0.249496	0.250391	0.249695	0.250419	1.355187	
191000	-40.064167	265	2	2	'Z 0 0 0 1 0 1 Z 	D	0.000000	2.973995	2.973995	2.973995	11.802623	2.973995	11.802623	0.000000	0.250000	0.250000	0.250000	0.250000	3.427718	
192000	-37.445975	861	2	2	'Z 0 0 Z 1 0 0 0 	D	0.000000	0.159366	0.159366	0.000000	1.002365	0.159366	0.159366	0.159366	0.240362	0.247952	0.244634	0.267052	0.356633	
193000	-38.119173	443	2	1	'Z 0 0 0 1 0 0 0 	D	0.000000	3.650690	3.650690	3.650690	21.898806	3.650690	3.650690	3.650690	0.250000	0.250000	0.250000	0.250000	18.350647	
194000	-37.256658	305	2	2	'Z 0 0 Z 1 0 0 0 	D	0.000000	12.065856	12.065856	0.000000	82.847444	12.065856	12.065856	12.065856	0.250000	0.250000	0.250000	0.250000	38.593053	
195000	-37.875445	140	2	1	'Z 0 0 0 1 0 0 0 	D	0.000000	1.492380	1.492380	1.492380	10.998955	1.492380	1.492380	1.492380	0.250000	0.250000	0.250000	0.250000	39.173470	
196000	-38.569289	14	2	1	'Z 1 1 1 0 1 1 1 	D	0.000000	5.389349	5.389349	5.389349	63.641499	5.389349	5.389349	5.389349	0.250000	0.250000	0.250000	0.250000	25.271384	
197000	-37.628080	156	2	2	'Z 1 Z 1 0 1 1 1 	D	0.000000	0.643116	0.000000	0.643116	5.290121	0.643116	0.643116	0.643116	0.251748	0.247033	0.251595	0.249624	1.828132	
198000	-37.693456	153	2	1	'Z 1 1 1 0 1 1 1 	D	0.000000	0.361790	0.361790	0.361790	2.467939	0.361790	0.361790	0.361790	0.240653	0.257597	0.242957	0.258793	4.283333	
199000	-37.119912	546	2	2	'Z 1 Z 1 0 1 1 1 	D	0.000000	0.457982	0.000000	0.457982	4.943388	0.457982	0.457982	0.457982	0.227103	0.281149	0.229961	0.261787	12.436956	
200000	-37.983508	393	2	1	'Z 1 1 1 0 1 1 1 	D	0.000000	5.318126	5.318126	5.318126	48.580908	5.318126	5.318126	5.318126	0.250000	0.250000	0.250000	0.250000	28.347440	
201000	-39.694341	841	2	2	'Z 1 Z 1 0 1 1 1 	D	0.000000	1.144293	0.000000	1.144293	24.762111	1.144293	1.144293	1.144293	0.247560	0.253472	0.247718	0.251250	38.942103	
202000	-37.179043	804	2	2	'Z 1 1 Z 0 1 1 1 	D	0.000000	0.836659	0.836659	0.000000	6.271835	0.836659	0.836659	0.836659	0.249999	0.250001	0.249999	0.250001	49.828245	
203000	-36.990813	846	2	2	'Z 0 Z 0 1 0 0 0 	D	0.000000	0.323445	0.000000	0.323445	2.929922	0.323445	0.323445	0.323445	0.204845	0.308038	0.211994	0.275123	52.356108	
204000	-38.202868	809	2	2	'Z 0 0 Z 1 0 0 0 	D	0.000000	12.380613	12.380613	0.000000	56.883530	12.380613	12.380613	12.380613	0.250000	0.250000	0.250000	0.250000	70.373174	
205000	-39.011195	343	2	2	'Z 0 0 0 1 0 0 Z 	D	0.000000	0.559029	0.559029	0.559029	9.836532	0.559029	0.559029	0.000000	0.233421	0.258211	0.235593	0.272775	57.326708	
206000	-37.962405	258	2	1	'Z 0 0 0 1 0 0 0 	D	0.000000	8.717596	8.717596	8.717596	78.889775	8.717596	8.717596	8.717596	0.250000	0.250000	0.250000	0.250000	55.991949	
207000	-41.692249	280	2	1	'Z 1 1 0 0 1 1 1 	D	0.000000	14.347264	14.347264	56.451246	56.451246	14.347264	14.347264	14.347264	0.250000	0.250000	0.250000	0.250000	69.513709	
208000	-38.065904	190	2	2	'Z 1 1 1 0 1 0 Z 	D	0.000000	4.858667	4.858667	4.858667	28.818795	4.858667	28.818795	0.000000	0.250000	0.250000	0.250000	0.250000	65.382362	
209000	-38.451054	156	2	1	'Z 1 1 0 0 1 0 0 	D	0.000000	10.371876	10.371876	43.402366	43.402366	10.371876	43.402366	43.402366	0.250000	0.250000	0.250000	0.250000	65.662341	
210000	-37.457124	807	2	1	'Z 1 1 0 0 1 0 1 	D	0.000000	4.373005	4.373005	27.283479	27.283479	4.373005	27.283479	4.373005	0.250000	0.250000	0.250000	0.250000	87.388056	
211000	-38.936612	897	2	2	'Z 1 1 Z 0 1 0 1 	D	0.000000	7.353233	7.353233	0.000000	67.514277	7.353233	67.514277	7.353233	0.250000	0.250000	0.250000	0.250000	89.935057	
212000	-38.311773	622	2	2	'Z 1 1 Z 0 1 0 1 	D	0.000000	16.618825	16.618825	0.000000	85.923197	16.618825	85.923197	16.618825	0.250000	0.250000	0.250000	0.250000	72.184613	
213000	-37.521925	199	2	1	'Z 1 1 1 0 1 0 1 	D	0.000000	14.122087	14.122087	14.122087	98.207194	14.122087	98.207194	14.122087	0.250000	0.250000	0.250000	0.250000	59.219503	
214000	-37.731895	649	2	1	'Z 1 1 0 0 1 0 1 	D	0.000000	5.834790	5.834790	62.343406	62.343406	5.834790	62.343406	5.834790	0.250000	0.250000	0.250000	0.250000	62.326085	
215000	-37.342541	235	2	1	'Z 1 1 0 0 1 0 1 	D	0.000000	5.201817	5.201817	45.157378	45.157378	5.201817	45.157378	5.201817	0.250000	0.250000	0.250000	0.250000	55.610586	
216000	-39.868117	653	2	1	'Z 1 1 1 0 1 0 1 	D	0.000000	19.803059	19.803059	19.803059	63.579052	19.803059	63.579052	19.803059	0.250000	0.250000	0.250000	0.250000	57.313384	
217000	-37.792088	692	2	1	'Z 1 1 1 0 1 0 0 	D	0.000000	22.496515	22.496515	22.496515	98.921528	22.496515	98.921528	98.921528	0.250000	0.250000	0.250000	0.250000	59.183991	
218000	-40.008396	377	2	2	'Z 1 Z 0 0 1 0 0 	D	0.000000	30.170889	0.000000	94.640567	94.640567	30.170889	94.640567	94.640567	0.250000	0.250000	0.250000	0.250000	66.745380	
219000	-37.226753	888	2	2	'Z 0 0 Z 1 0 0 0 	D	0.000000	13.423960	13.423960	0.000000	99.476787	13.423960	13.423960	13.423960	0.250000	0.250000	0.250000	0.250000	77.141406	
220000	-41.841224	178	2	1	'Z 0 1 0 1 0 1 1 	D	0.000000	5.209950	36.500221	5.209950	36.500221	5.209950	36.500221	36.500221	0.250000	0.250000	0.250000	0.250000	78.528393	
221000	-38.907334	636	2	2	'0 0 1 0 1 Z 1 Z 	D	5.380967	5.380967	31.783963	5.380967	31.783963	0.000000	31.783963	0.000000	0.250000	0.250000	0.250000	0.250000	80.188046	
222000	-39.448977	270	2	1	'0 0 1 0 1 0 Z 0 	D	1.899284	1.899284	26.885339	1.899284	26.885339	1.899284	0.000000	1.899284	0.250000	0.250000	0.250000	0.250000	76.175605	
223000	-37.462533	473	2	1	'0 0 1 0 1 Z 0 0 	D	3.439112	3.439112	34.577104	3.439112	34.577104	0.000000	3.439112	3.439112	0.250000	0.250000	0.250000	0.250000	83.994362	
224000	-38.335898	941	2	0	'0 0 1 0 1 0 0 0 	D	2.786507	2.786507	28.510570	2.786507	28.510570	2.786507	2.786507	2.786507	0.250000	0.250000	0.250000	0.250000	86.601270	
225000	-39.453781	651	2	0	'0 0 1 0 1 0 0 0 	D	3.752209	3.752209	78.912906	3.752209	78.912906	3.752209	3.752209	3.752209	0.250000	0.250000	0.250000	0.250000	93.875642	
226000	-37.768912	27	2	1	'0 0 1 0 1 Z 0 0 	D	2.508488	2.508488	18.847239	2.508488	18.847239	0.000000	2.508488	2.508488	0.250000	0.250000	0.250000	0.250000	85.414674	
227000	-38.723982	556	2	1	'0 0 1 0 1 Z 1 0 	D	10.659504	10.659504	75.308100	10.659504	75.308100	0.000000	75.308100	10.659504	0.250000	0.250000	0.250000	0.250000	75.810552	
228000	-38.253235	356	2	2	'Z 0 1 0 1 0 1 Z 	D	0.000000	21.761324	74.000425	21.761324	74.000425	21.761324	74.000425	0.000000	0.250000	0.250000	0.250000	0.250000	68.024344	
229000	-38.963680	898	2	0	'0 0 1 0 1 0 1 1 	I	12.354745	12.354745	71.641617	12.354745	71.641617	12.354745	71.641617	71.641617	0.250000	0.250000	0.250000	0.250000	71.258257	
230000	-38.469549	377	2	2	'0 0 1 0 1 Z 0 Z 	D	6.529996	6.529996	100.000000	6.529996	100.000000	0.000000	6.529996	0.000000	0.250000	0.250000	0.250000	0.250000	72.574650	
231000	-39.031954	976	2	2	'0 0 1 0 1 Z 1 Z 	D	17.603296	17.603296	100.000000	17.603296	100.000000	0.000000	100.000000	0.000000	0.250000	0.250000	0.250000	0.250000	71.864913	
232000	-38.551215	940	2	0	'1 1 0 1 0 1 0 1 	D	14.937573	14.937573	100.000000	14.937573	100.000000	14.937573	100.000000	14.937573	0.250000	0.250000	0.250000	0.250000	69.398171	
233000	-38.608852	696	2	2	'0 0 1 0 1 Z 1 Z 	D	14.191895	14.191895	98.159070	14.191895	98.159070	0.000000	98.159070	0.000000	0.250000	0.250000	0.250000	0.250000	51.136662	
234000	-39.182566	721	2	0	'0 0 1 0 1 0 1 1 	I	1.974868	1.974868	10.776983	1.974868	10.776983	1.974868	10.776983	10.776983	0.250000	0.250000	0.250000	0.250000	45.058803	
235000	-37.841169	615	2	1	'0 0 1 Z 1 0 0 0 	D	4.737836	4.737836	55.429026	0.000000	55.429026	4.737836	4.737836	4.737836	0.250000	0.250000	0.250000	0.250000	67.506849	
236000	-39.842737	68	2	2	'0 0 1 Z 1 0 Z 0 	D	3.868537	3.868537	26.116140	0.000000	26.116140	3.868537	0.000000	3.868537	0.250000	0.250000	0.250000	0.250000	75.515980	
237000	-38.080698	716	2	1	'0 0 1 Z 1 0 0 0 	D	8.389269	8.389269	64.547242	0.000000	64.547242	8.389269	8.389269	8.389269	0.250000	0.250000	0.250000	0.250000	83.550781	
238000	-40.483153	468	2	2	'0 0 1 Z 1 0 Z 0 	D	15.317019	15.317019	93.709234	0.000000	93.709234	15.317019	0.000000	15.317019	0.250000	0.250000	0.250000	0.250000	73.698857	
239000	-38.879176	182	2	2	'0 0 1 Z 1 0 Z 0 	D	6.274742	6.274742	51.843028	0.000000	51.843028	6.274742	0.000000	6.274742	0.250000	0.250000	0.250000	0.250000	78.537237	
240000	-38.393457	372	2	0	'0 0 1 0 1 0 0 0 	D	4.093772	4.093772	40.443398	4.093772	40.443398	4.093772	4.093772	4.093772	0.250000	0.250000	0.250000	0.250000	70.200293	
241000	-37.765032	352	2	1	'0 0 1 Z 1 0 0 0 	D	8.400303	8.400303	90.318996	0.000000	90.318996	8.400303	8.400303	8.400303	0.250000	0.250000	0.250000	0.250000	66.926055	
242000	-38.531936	708	2	2	'0 0 1 Z 1 0 Z 0 	D	2.727243	2.727243	25.242168	0.000000	25.242168	2.727243	0.000000	2.727243	0.250000	0.250000	0.250000	0.250000	77.660134	
243000	-37.867858	735	2	1	'0 0 1 Z 1 0 0 0 	D	9.459145	9.459145	80.903143	0.000000	80.903143	9.459145	9.459145	9.459145	0.250000	0.250000	0.250000	0.250000	70.047536	
244000	-41.252588	537	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	0.076141	0.000000	0.000000	0.076141	0.076141	0.076141	0.000000	0.510970	0.000000	0.489030	0.000000	46.828398	
245000	-38.965216	322	1	1	'0 0 0 0 0 Z 0 0 	D	0.020737	0.020737	0.020737	0.020737	0.020737	0.000000	0.020737	0.020737	0.276977	0.560577	0.003119	0.159327	50.284687	
246000	-37.088515	368	1	2	'0 0 0 0 0 0 Z Z 	D	0.041769	0.041769	0.041769	0.041769	0.041769	0.041769	0.000000	0.000000	0.441549	0.395181	0.163270	0.000000	80.709706	
247000	-40.102579	288	1	1	'0 0 0 0 0 0 Z 0 	D	0.049824	0.049824	0.049824	0.049824	0.049824	0.049824	0.000000	0.049824	0.464510	0.318239	0.176514	0.040737	91.387263	
248000	-41.673892	135	1	1	'0 0 0 0 0 0 Z 0 	D	0.015855	0.015855	0.015855	0.015855	0.015855	0.015855	0.000000	0.015855	0.395920	0.377407	0.180617	0.046056	80.053757	
249000	-37.873909	168	1	2	'0 0 0 0 0 0 Z Z 	D	0.018847	0.018847	0.018847	0.018847	0.018847	0.018847	0.000000	0.000000	0.470640	0.461628	0.067731	0.000000	87.629448	
250000	-39.199470	247	1	2	'0 0 0 Z 0 0 Z 0 	D	0.026377	0.026377	0.026377	0.000000	0.026377	0.026377	0.000000	0.026377	0.697579	0.045040	0.234532	0.022849	68.432308	
251000	-39.249425	857	1	1	'0 0 0 0 0 Z 0 0 	D	0.044291	0.044291	0.044291	0.044291	0.044291	0.000000	0.044291	0.044291	0.331219	0.433730	0.024487	0.210564	55.129146	
252000	-40.530582	685	1	0	'0 0 0 0 0 0 0 0 	I	0.084957	0.084957	0.084957	0.084957	0.084957	0.084957	0.084957	0.084957	0.362574	0.271835	0.208941	0.156651	29.367027	
253000	-41.394786	853	1	1	'0 0 0 0 0 Z 0 0 	D	0.030271	0.030271	0.030271	0.030271	0.030271	0.000000	0.030271	0.030271	0.416328	0.488822	0.003839	0.091011	33.407413	
254000	-37.152247	368	1	1	'0 0 0 0 0 0 0 Z 	D	0.040135	0.040135	0.040135	0.040135	0.040135	0.040135	0.040135	0.000000	0.393781	0.342766	0.149877	0.113576	20.696070	
255000	-39.773842	555	1	0	'0 0 0 0 0 0 0 0 	I	0.015700	0.015700	0.015700	0.015700	0.015700	0.015700	0.015700	0.015700	0.327405	0.429746	0.105012	0.137837	19.264443	
256000	-38.615556	934	1	3	'0 0 Z Z 0 0 Z 0 	D	0.032697	0.032697	0.000000	0.000000	0.032697	0.032697	0.000000	0.032697	0.422133	0.000000	0.434415	0.143452	35.545682	
257000	-39.682497	214	1	1	'0 0 0 0 0 0 0 Z 	D	0.050950	0.050950	0.050950	0.050950	0.050950	0.050950	0.050950	0.000000	0.418126	0.300755	0.176868	0.104250	47.570239	
258000	-38.875973	136	1	3	'0 0 0 0 0 Z Z Z 	D	0.033051	0.033051	0.033051	0.033051	0.033051	0.000000	0.000000	0.000000	0.326068	0.659902	0.014030	0.000000	49.368160	
259000	-37.884391	993	1	2	'0 0 0 0 0 0 Z Z 	D	0.025178	0.025178	0.025178	0.025178	0.025178	0.025178	0.000000	0.000000	0.504916	0.401820	0.093264	0.000000	48.959669	
260000	-39.731996	121	1	2	'0 0 0 0 0 0 Z Z 	D	0.055143	0.055143	0.055143	0.055143	0.055143	0.055143	0.000000	0.000000	0.446268	0.328841	0.224891	0.000000	39.426052	
261000	-40.417095	623	1	2	'0 0 Z 0 Z 0 0 0 	D	0.037669	0.037669	0.000000	0.037669	0.000000	0.037669	0.037669	0.037669	1.000000	0.000000	0.000000	0.000000	42.750379	
262000	-40.264746	76	1	2	'0 0 Z Z 0 0 0 0 	D	0.017850	0.017850	0.000000	0.000000	0.017850	0.017850	0.017850	0.017850	0.675844	0.000000	0.268919	0.055238	33.961768	
263000	-38.685178	522	1	3	'0 0 0 Z 0 0 Z Z 	D	0.039269	0.039269	0.039269	0.000000	0.039269	0.039269	0.000000	0.000000	0.583830	0.052043	0.364127	0.000000	46.132820	
