Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LA1=2_Wax1=2.txt
Log File Name:                   LA1=2_Wax1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1122653255
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LA1=2_Wax1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
109000	-65.723394	810	2	1	'Z 0 0 1 0 0 1 0 	D	0.000000	0.474320	0.474320	2.375336	0.474320	0.474320	2.375336	0.474320	0.250291	0.249859	0.250020	0.249831	1.575534	
110000	-66.952304	739	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	21.842751	21.842751	21.842751	21.842751	21.842751	21.842751	21.842751	0.250000	0.250000	0.250000	0.250000	8.301979	
111000	-66.929087	995	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	10.125860	10.125860	10.125860	10.125860	10.125860	10.125860	10.125860	0.250000	0.250000	0.250000	0.250000	3.986881	
112000	-66.952166	884	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.521765	2.521765	2.521765	2.521765	2.521765	2.521765	2.521765	0.250000	0.250000	0.250000	0.250000	1.451119	
113000	-66.897706	776	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.153418	1.153418	1.153418	1.153418	1.153418	1.153418	1.153418	0.250000	0.250000	0.250000	0.250000	3.955082	
114000	-66.952305	241	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.869310	3.869310	3.869310	3.869310	3.869310	3.869310	3.869310	0.250000	0.250000	0.250000	0.250000	6.246351	
115000	-66.951453	964	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	18.818614	18.818614	18.818614	18.818614	18.818614	18.818614	18.818614	0.250000	0.250000	0.250000	0.250000	20.822399	
116000	-65.210866	277	1	3	'0 0 0 0 0 Z Z Z 	D	0.378490	0.378490	0.378490	0.378490	0.378490	0.000000	0.000000	0.000000	0.362277	0.263780	0.373943	0.000000	44.052585	
117000	-65.376456	142	1	3	'0 0 0 0 0 Z Z Z 	D	0.276782	0.276782	0.276782	0.276782	0.276782	0.000000	0.000000	0.000000	0.362383	0.290437	0.347180	0.000000	55.125178	
118000	-64.725890	570	1	3	'0 0 0 0 0 Z Z Z 	D	0.158371	0.158371	0.158371	0.158371	0.158371	0.000000	0.000000	0.000000	0.352078	0.481991	0.165930	0.000000	75.252020	
119000	-68.390715	826	1	1	'0 0 0 0 0 Z 0 0 	D	85.561053	85.561053	85.561053	85.561053	85.561053	0.000000	85.561053	85.561053	0.250000	0.250000	0.250000	0.250000	82.949218	
120000	-68.390715	875	1	1	'0 0 0 0 0 Z 0 0 	D	8.140999	8.140999	8.140999	8.140999	8.140999	0.000000	8.140999	8.140999	0.250000	0.250000	0.250000	0.250000	73.634057	
121000	-68.390715	34	1	1	'0 0 0 0 0 Z 0 0 	D	20.442215	20.442215	20.442215	20.442215	20.442215	0.000000	20.442215	20.442215	0.250000	0.250000	0.250000	0.250000	68.789700	
122000	-64.844508	881	1	3	'0 0 0 0 0 Z Z Z 	D	0.230527	0.230527	0.230527	0.230527	0.230527	0.000000	0.000000	0.000000	0.362832	0.375305	0.261863	0.000000	65.890968	
123000	-66.750778	94	1	4	'0 Z 0 0 0 Z Z Z 	D	0.212766	0.000000	0.212766	0.212766	0.212766	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	51.412939	
124000	-64.893016	855	1	2	'0 0 0 0 0 0 Z Z 	D	0.079736	0.079736	0.079736	0.079736	0.079736	0.079736	0.000000	0.000000	0.373033	0.191757	0.435210	0.000000	39.080846	
125000	-66.952067	156	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.477070	2.477070	2.477070	2.477070	2.477070	2.477070	2.477070	0.250000	0.250000	0.250000	0.250000	36.474764	
126000	-66.952305	174	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	14.539577	14.539577	14.539577	14.539577	14.539577	14.539577	14.539577	0.250000	0.250000	0.250000	0.250000	29.686333	
127000	-66.813841	831	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.695451	0.695451	0.695451	0.695451	0.695451	0.695451	0.695451	0.250000	0.250000	0.250000	0.250000	20.461851	
128000	-66.636630	930	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.345859	0.345859	0.345859	0.345859	0.345859	0.345859	0.000000	0.289247	0.250076	0.250672	0.210004	0.166152	
129000	-66.237275	330	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.759048	0.759048	0.759048	0.759048	0.759048	0.759048	0.759048	0.250001	0.250000	0.250000	0.249999	16.488765	
130000	-66.952087	230	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.308631	6.308631	6.308631	6.308631	6.308631	6.308631	6.308631	0.250000	0.250000	0.250000	0.250000	11.805188	
131000	-66.952305	284	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	27.032428	27.032428	27.032428	27.032428	27.032428	27.032428	27.032428	0.250000	0.250000	0.250000	0.250000	26.118345	
132000	-66.952304	791	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.882700	4.882700	4.882700	4.882700	4.882700	4.882700	4.882700	0.250000	0.250000	0.250000	0.250000	26.807683	
133000	-65.862435	388	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.373543	0.373543	0.373543	0.373543	0.373543	0.373543	0.373543	0.250710	0.249940	0.249914	0.249436	5.197505	
134000	-66.952305	1000	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	45.088240	45.088240	45.088240	45.088240	45.088240	45.088240	45.088240	0.250000	0.250000	0.250000	0.250000	16.839712	
135000	-66.048880	715	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.470741	0.470741	0.470741	0.470741	0.470741	0.470741	0.470741	0.250286	0.249973	0.249967	0.249774	2.573229	
136000	-66.944681	346	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.441797	1.441797	1.441797	1.441797	1.441797	1.441797	1.441797	0.250000	0.250000	0.250000	0.250000	0.901994	
137000	-64.585401	182	1	3	'0 0 0 0 0 Z Z Z 	D	0.179125	0.179125	0.179125	0.179125	0.179125	0.000000	0.000000	0.000000	0.374241	0.334512	0.291246	0.000000	5.855996	
138000	-66.553332	970	1	1	'0 0 Z 0 0 0 0 0 	D	0.093133	0.093133	0.000000	0.093133	0.093133	0.093133	0.093133	0.093133	0.354973	0.042706	0.411628	0.190693	2.937187	
139000	-65.837045	738	1	3	'0 0 0 0 0 Z Z Z 	D	0.313258	0.313258	0.313258	0.313258	0.313258	0.000000	0.000000	0.000000	0.362362	0.261918	0.375720	0.000000	1.404281	
140000	-67.430104	104	1	4	'0 0 Z 0 0 Z Z Z 	D	0.287979	0.287979	0.000000	0.287979	0.287979	0.000000	0.000000	0.000000	0.440498	0.000000	0.559502	0.000000	0.359579	
141000	-66.163620	449	1	1	'0 0 0 0 0 0 Z 0 	D	0.113940	0.113940	0.113940	0.113940	0.113940	0.113940	0.000000	0.113940	0.273915	0.225277	0.276152	0.224656	15.162129	
142000	-67.921876	723	1	2	'0 0 0 0 0 Z 0 Z 	D	1.209298	1.209298	1.209298	1.209298	1.209298	0.000000	1.209298	0.000000	0.250001	0.249999	0.250004	0.249996	2.018229	
143000	-65.060290	592	1	3	'0 0 0 0 0 Z Z Z 	D	0.302744	0.302744	0.302744	0.302744	0.302744	0.000000	0.000000	0.000000	0.365064	0.306804	0.328132	0.000000	4.486922	
144000	-65.158793	241	1	2	'0 0 0 0 0 Z 0 Z 	D	0.244896	0.244896	0.244896	0.244896	0.244896	0.000000	0.244896	0.000000	0.279909	0.240401	0.287993	0.191696	14.131599	
145000	-69.119992	695	1	3	'0 0 0 0 0 Z Z Z 	D	0.120099	0.120099	0.120099	0.120099	0.120099	0.000000	0.000000	0.000000	0.370104	0.496506	0.133390	0.000000	7.418513	
146000	-66.067460	761	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.192581	0.192581	0.192581	0.192581	0.192581	0.192581	0.192581	0.233526	0.257612	0.247381	0.261480	15.547549	
147000	-66.952305	972	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	44.260704	44.260704	44.260704	44.260704	44.260704	44.260704	44.260704	0.250000	0.250000	0.250000	0.250000	13.124374	
148000	-66.952305	209	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	29.579498	29.579498	29.579498	29.579498	29.579498	29.579498	29.579498	0.250000	0.250000	0.250000	0.250000	28.168731	
149000	-66.952305	336	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	22.403562	22.403562	22.403562	22.403562	22.403562	22.403562	22.403562	0.250000	0.250000	0.250000	0.250000	31.350404	
150000	-66.952305	206	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	21.349375	21.349375	21.349375	21.349375	21.349375	21.349375	21.349375	0.250000	0.250000	0.250000	0.250000	26.419142	
151000	-66.952305	91	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	17.546014	17.546014	17.546014	17.546014	17.546014	17.546014	17.546014	0.250000	0.250000	0.250000	0.250000	35.548083	
152000	-66.951899	459	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.861916	6.861916	6.861916	6.861916	6.861916	6.861916	6.861916	0.250000	0.250000	0.250000	0.250000	33.989358	
153000	-66.952304	792	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	17.563324	17.563324	17.563324	17.563324	17.563324	17.563324	17.563324	0.250000	0.250000	0.250000	0.250000	18.414642	
154000	-66.952305	668	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	88.160190	88.160190	88.160190	88.160190	88.160190	88.160190	88.160190	0.250000	0.250000	0.250000	0.250000	22.964735	
155000	-66.918959	488	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	9.762863	9.762863	9.762863	9.762863	9.762863	9.762863	9.762863	0.250000	0.250000	0.250000	0.250000	53.097475	
156000	-66.952305	718	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	44.188664	44.188664	44.188664	44.188664	44.188664	44.188664	44.188664	0.250000	0.250000	0.250000	0.250000	42.893590	
157000	-66.952304	573	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.303500	4.303500	4.303500	4.303500	4.303500	4.303500	4.303500	0.250000	0.250000	0.250000	0.250000	42.347089	
158000	-66.952305	472	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	28.675795	28.675795	28.675795	28.675795	28.675795	28.675795	28.675795	0.250000	0.250000	0.250000	0.250000	43.930871	
159000	-66.942023	403	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	22.301941	22.301941	22.301941	22.301941	22.301941	22.301941	22.301941	0.250000	0.250000	0.250000	0.250000	58.750351	
160000	-66.952293	144	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.330884	4.330884	4.330884	4.330884	4.330884	4.330884	4.330884	0.250000	0.250000	0.250000	0.250000	41.819506	
161000	-66.952305	912	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	34.472556	34.472556	34.472556	34.472556	34.472556	34.472556	34.472556	0.250000	0.250000	0.250000	0.250000	23.645055	
162000	-66.952305	786	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.038963	6.038963	6.038963	6.038963	6.038963	6.038963	6.038963	0.250000	0.250000	0.250000	0.250000	11.288392	
163000	-66.952305	297	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.850677	4.850677	4.850677	4.850677	4.850677	4.850677	4.850677	0.250000	0.250000	0.250000	0.250000	11.266095	
164000	-66.952305	212	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	33.071739	33.071739	33.071739	33.071739	33.071739	33.071739	33.071739	0.250000	0.250000	0.250000	0.250000	16.249648	
165000	-66.856615	704	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.111149	1.111149	1.111149	1.111149	1.111149	1.111149	1.111149	0.250000	0.250000	0.250000	0.250000	0.975147	
166000	-66.952305	601	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	25.305796	25.305796	25.305796	25.305796	25.305796	25.305796	25.305796	0.250000	0.250000	0.250000	0.250000	12.478529	
167000	-66.952305	655	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	37.802736	37.802736	37.802736	37.802736	37.802736	37.802736	37.802736	0.250000	0.250000	0.250000	0.250000	24.371292	
168000	-66.952305	417	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	9.053861	9.053861	9.053861	9.053861	9.053861	9.053861	9.053861	0.250000	0.250000	0.250000	0.250000	19.647571	
169000	-66.946638	407	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	27.760355	27.760355	27.760355	27.760355	27.760355	27.760355	27.760355	0.250000	0.250000	0.250000	0.250000	14.098752	
170000	-66.952305	276	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	10.405258	10.405258	10.405258	10.405258	10.405258	10.405258	10.405258	0.250000	0.250000	0.250000	0.250000	3.682339	
171000	-66.829087	762	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.725829	0.725829	0.725829	0.725829	0.725829	0.725829	0.725829	0.250000	0.250000	0.250000	0.250000	2.524194	
172000	-66.952305	435	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.260111	5.260111	5.260111	5.260111	5.260111	5.260111	5.260111	0.250000	0.250000	0.250000	0.250000	6.114665	
173000	-66.952305	449	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	13.043885	13.043885	13.043885	13.043885	13.043885	13.043885	13.043885	0.250000	0.250000	0.250000	0.250000	15.101760	
174000	-66.952305	84	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	14.310410	14.310410	14.310410	14.310410	14.310410	14.310410	14.310410	0.250000	0.250000	0.250000	0.250000	21.521799	
175000	-66.925080	561	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.549486	3.549486	3.549486	3.549486	3.549486	3.549486	3.549486	0.250000	0.250000	0.250000	0.250000	26.848850	
176000	-66.509387	483	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.332568	6.332568	6.332568	6.332568	6.332568	6.332568	6.332568	0.250000	0.250000	0.250000	0.250000	13.848385	
177000	-66.944236	880	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.632964	2.632964	2.632964	2.632964	2.632964	2.632964	2.632964	0.250000	0.250000	0.250000	0.250000	11.732129	
178000	-69.529269	47	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	0.203465	0.203465	0.203465	0.203465	0.203465	0.000000	0.203465	0.000000	1.000000	0.000000	0.000000	0.967005	
179000	-65.456738	555	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.361995	0.361995	0.361995	0.361995	0.361995	0.361995	0.361995	0.250808	0.249941	0.249894	0.249357	0.880040	
180000	-66.950167	713	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.252475	1.252475	1.252475	1.252475	1.252475	1.252475	1.252475	0.250000	0.250000	0.250000	0.250000	3.780643	
181000	-66.952305	431	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	24.094649	24.094649	24.094649	24.094649	24.094649	24.094649	24.094649	0.250000	0.250000	0.250000	0.250000	22.603670	
182000	-66.927690	126	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.347428	1.347428	1.347428	1.347428	1.347428	1.347428	1.347428	0.250000	0.250000	0.250000	0.250000	8.722981	
183000	-66.952305	979	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	4.275869	4.275869	4.275869	4.275869	4.275869	4.275869	4.275869	0.250000	0.250000	0.250000	0.250000	13.493443	
184000	-64.841099	893	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.253792	0.253792	0.253792	0.253792	0.253792	0.253792	0.253792	0.250094	0.250736	0.249465	0.249705	0.578264	
185000	-66.920112	968	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.168274	3.168274	3.168274	3.168274	3.168274	3.168274	3.168274	0.250000	0.250000	0.250000	0.250000	2.195743	
186000	-64.779423	416	1	3	'0 0 0 0 0 Z Z Z 	D	0.238360	0.238360	0.238360	0.238360	0.238360	0.000000	0.000000	0.000000	0.372521	0.339233	0.288246	0.000000	0.469387	
187000	-63.974814	248	1	3	'0 0 0 0 0 Z Z Z 	D	0.131474	0.131474	0.131474	0.131474	0.131474	0.000000	0.000000	0.000000	0.364075	0.477788	0.158138	0.000000	6.003525	
188000	-66.445443	510	1	3	'0 0 0 0 0 Z Z Z 	D	0.188931	0.188931	0.188931	0.188931	0.188931	0.000000	0.000000	0.000000	0.368874	0.350743	0.280383	0.000000	2.683758	
189000	-65.881134	770	2	2	'1 0 0 0 0 Z 0 Z 	D	3.464587	16.028521	16.028521	16.028521	16.028521	0.000000	16.028521	0.000000	0.250000	0.250000	0.250000	0.250000	8.120912	
190000	-65.985152	432	1	1	'0 0 0 0 0 Z 0 0 	D	0.207545	0.207545	0.207545	0.207545	0.207545	0.000000	0.207545	0.207545	0.260552	0.289966	0.197982	0.251500	3.139217	
191000	-66.331284	106	1	4	'0 0 Z 0 0 Z Z Z 	D	0.108163	0.108163	0.000000	0.108163	0.108163	0.000000	0.000000	0.000000	0.769795	0.000000	0.230205	0.000000	11.710461	
192000	-65.154061	334	1	2	'0 0 0 0 0 Z 0 Z 	D	0.148344	0.148344	0.148344	0.148344	0.148344	0.000000	0.148344	0.000000	0.270947	0.345214	0.130146	0.253693	1.291215	
193000	-64.978015	670	1	2	'0 0 0 0 0 Z 0 Z 	D	0.242113	0.242113	0.242113	0.242113	0.242113	0.000000	0.242113	0.000000	0.289749	0.235288	0.303425	0.171539	2.584308	
194000	-65.708203	43	1	3	'0 0 0 0 0 Z Z Z 	D	0.376531	0.376531	0.376531	0.376531	0.376531	0.000000	0.000000	0.000000	0.361223	0.249739	0.389038	0.000000	5.670532	
195000	-65.746341	607	1	2	'0 0 0 0 0 Z 0 Z 	D	0.085037	0.085037	0.085037	0.085037	0.085037	0.000000	0.085037	0.000000	0.317619	0.428585	0.047393	0.206402	2.812624	
196000	-66.915813	567	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	22.955696	22.955696	22.955696	22.955696	22.955696	22.955696	22.955696	0.250000	0.250000	0.250000	0.250000	15.183008	
197000	-66.938188	978	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.328655	1.328655	1.328655	1.328655	1.328655	1.328655	1.328655	0.250000	0.250000	0.250000	0.250000	14.300043	
198000	-66.952302	34	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	13.103513	13.103513	13.103513	13.103513	13.103513	13.103513	13.103513	0.250000	0.250000	0.250000	0.250000	34.068310	
199000	-66.952305	218	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	16.048604	16.048604	16.048604	16.048604	16.048604	16.048604	16.048604	0.250000	0.250000	0.250000	0.250000	32.712558	
200000	-66.952304	854	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	25.438473	25.438473	25.438473	25.438473	25.438473	25.438473	25.438473	0.250000	0.250000	0.250000	0.250000	27.171759	
201000	-66.913118	520	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	25.034713	25.034713	25.034713	25.034713	25.034713	25.034713	25.034713	0.250000	0.250000	0.250000	0.250000	43.668662	
202000	-66.952305	382	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	38.340531	38.340531	38.340531	38.340531	38.340531	38.340531	38.340531	0.250000	0.250000	0.250000	0.250000	48.503467	
203000	-66.952305	199	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	19.795746	19.795746	19.795746	19.795746	19.795746	19.795746	19.795746	0.250000	0.250000	0.250000	0.250000	48.078914	
204000	-66.934482	129	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.387210	1.387210	1.387210	1.387210	1.387210	1.387210	1.387210	0.250000	0.250000	0.250000	0.250000	49.548247	
205000	-66.927939	465	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	21.735022	21.735022	21.735022	21.735022	21.735022	21.735022	21.735022	0.250000	0.250000	0.250000	0.250000	47.218464	
206000	-66.919985	828	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	13.139057	13.139057	13.139057	13.139057	13.139057	13.139057	13.139057	0.250000	0.250000	0.250000	0.250000	40.447401	
207000	-66.952305	527	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	37.417315	37.417315	37.417315	37.417315	37.417315	37.417315	37.417315	0.250000	0.250000	0.250000	0.250000	58.401074	
208000	-66.952305	37	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	90.050046	90.050046	90.050046	90.050046	90.050046	90.050046	90.050046	0.250000	0.250000	0.250000	0.250000	52.060031	
209000	-66.952305	587	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	41.817377	41.817377	41.817377	41.817377	41.817377	41.817377	41.817377	0.250000	0.250000	0.250000	0.250000	38.151933	
210000	-66.952305	92	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	30.233797	30.233797	30.233797	30.233797	30.233797	30.233797	30.233797	0.250000	0.250000	0.250000	0.250000	51.245260	
211000	-66.308149	534	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.892947	1.892947	1.892947	1.892947	1.892947	1.892947	1.892947	0.250000	0.250000	0.250000	0.250000	32.723198	
212000	-66.949361	342	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.728613	5.728613	5.728613	5.728613	5.728613	5.728613	5.728613	0.250000	0.250000	0.250000	0.250000	39.086108	
213000	-66.952305	437	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	49.136816	49.136816	49.136816	49.136816	49.136816	49.136816	49.136816	0.250000	0.250000	0.250000	0.250000	37.451598	
214000	-66.907371	889	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.467868	1.467868	1.467868	1.467868	1.467868	1.467868	1.467868	0.250000	0.250000	0.250000	0.250000	13.822305	
215000	-66.451644	14	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.297695	0.297695	0.297695	0.297695	0.297695	0.297695	0.297695	0.242061	0.253475	0.248822	0.255643	2.522208	
216000	-66.950587	360	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.103472	5.103472	5.103472	5.103472	5.103472	5.103472	5.103472	0.250000	0.250000	0.250000	0.250000	3.151363	
217000	-65.679028	735	2	2	'Z 0 Z 1 0 1 1 0 	D	0.000000	3.839555	0.000000	1.285110	3.839555	1.285110	1.285110	3.839555	0.250000	0.250000	0.250000	0.250000	3.685932	
218000	-66.905701	63	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.590667	1.590667	1.590667	1.590667	1.590667	1.590667	1.590667	0.250000	0.250000	0.250000	0.250000	9.558073	
219000	-65.859497	523	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.398197	0.398197	0.398197	0.398197	0.398197	0.398197	0.398197	0.250144	0.249991	0.249980	0.249885	3.205041	
220000	-65.801877	961	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.406673	0.406673	0.406673	0.406673	0.406673	0.406673	0.406673	0.249672	0.250130	0.249958	0.250240	1.817223	
221000	-66.161921	65	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.578841	0.578841	0.578841	0.578841	0.578841	0.578841	0.578841	0.250129	0.249987	0.249986	0.249898	3.831236	
222000	-65.731137	156	1	1	'0 0 Z 0 0 0 0 0 	D	0.063051	0.063051	0.000000	0.063051	0.063051	0.063051	0.063051	0.063051	0.329651	0.028325	0.434119	0.207906	0.601065	
223000	-66.172278	671	1	1	'0 0 Z 0 0 0 0 0 	D	0.069731	0.069731	0.000000	0.069731	0.069731	0.069731	0.069731	0.069731	0.228055	0.026027	0.512207	0.233710	0.241091	
224000	-66.901942	877	1	1	'0 0 Z 0 0 0 0 0 	D	0.100502	0.100502	0.000000	0.100502	0.100502	0.100502	0.100502	0.100502	0.327192	0.094327	0.358322	0.220158	3.967340	
225000	-66.952280	252	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.758203	2.758203	2.758203	2.758203	2.758203	2.758203	2.758203	0.250000	0.250000	0.250000	0.250000	3.417075	
226000	-66.952066	957	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.640997	2.640997	2.640997	2.640997	2.640997	2.640997	2.640997	0.250000	0.250000	0.250000	0.250000	2.541804	
227000	-66.952302	160	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.278715	5.278715	5.278715	5.278715	5.278715	5.278715	5.278715	0.250000	0.250000	0.250000	0.250000	9.196396	
228000	-66.949437	397	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.010521	2.010521	2.010521	2.010521	2.010521	2.010521	2.010521	0.250000	0.250000	0.250000	0.250000	7.487446	
229000	-66.889439	989	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.042881	1.042881	1.042881	1.042881	1.042881	1.042881	1.042881	0.250000	0.250000	0.250000	0.250000	3.216935	
230000	-65.569850	661	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.361710	0.361710	0.361710	0.361710	0.361710	0.361710	0.361710	0.248573	0.250284	0.250042	0.251101	5.385867	
231000	-66.941798	624	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	20.933181	20.933181	20.933181	20.933181	20.933181	20.933181	20.933181	0.250000	0.250000	0.250000	0.250000	11.330699	
232000	-66.952304	200	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	15.944868	15.944868	15.944868	15.944868	15.944868	15.944868	15.944868	0.250000	0.250000	0.250000	0.250000	11.234956	
233000	-66.952305	618	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	15.340020	15.340020	15.340020	15.340020	15.340020	15.340020	15.340020	0.250000	0.250000	0.250000	0.250000	9.102780	
234000	-66.952298	544	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	12.905081	12.905081	12.905081	12.905081	12.905081	12.905081	12.905081	0.250000	0.250000	0.250000	0.250000	12.455307	
235000	-66.211212	819	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.327437	2.327437	2.327437	2.327437	2.327437	2.327437	2.327437	0.250000	0.250000	0.250000	0.250000	8.488291	
236000	-66.941866	507	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.845550	3.845550	3.845550	3.845550	3.845550	3.845550	3.845550	0.250000	0.250000	0.250000	0.250000	3.373745	
237000	-65.276203	415	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.279103	0.279103	0.279103	0.279103	0.279103	0.279103	0.279103	0.240189	0.256084	0.247513	0.256214	1.553958	
238000	-66.108777	563	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.534216	0.534216	0.534216	0.534216	0.534216	0.534216	0.534216	0.250033	0.249997	0.249996	0.249974	9.629935	
