Options:
Model:                           Discrete: Independent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LA1=0_Wax1=0.txt
Log File Name:                   LA1=0_Wax1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1428836467
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LA1=0_Wax1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
11000	-44.699060	325	1	0	'0 0 0 0 	0.051163	0.051163	0.051163	0.051163	0.357962	0.243389	0.237301	0.161348	81.553452	
12000	-45.390090	903	1	0	'0 0 0 0 	0.034440	0.034440	0.034440	0.034440	0.324149	0.268562	0.222743	0.184546	77.297107	
13000	-45.806603	809	1	0	'0 0 0 0 	0.027575	0.027575	0.027575	0.027575	0.270121	0.237080	0.262451	0.230348	68.655377	
14000	-44.911549	398	1	0	'0 0 0 0 	0.047342	0.047342	0.047342	0.047342	0.326552	0.255523	0.234462	0.183464	83.045973	
15000	-45.453041	144	1	0	'0 0 0 0 	0.038214	0.038214	0.038214	0.038214	0.402070	0.258170	0.206905	0.132854	80.884702	
16000	-47.480681	519	1	0	'0 0 0 0 	0.021311	0.021311	0.021311	0.021311	0.282173	0.299716	0.202753	0.215359	80.750010	
17000	-45.687287	198	1	0	'0 0 0 0 	0.028768	0.028768	0.028768	0.028768	0.315966	0.285460	0.209395	0.189178	89.641998	
18000	-44.806235	147	1	0	'0 0 0 0 	0.035738	0.035738	0.035738	0.035738	0.306148	0.244908	0.249419	0.199526	95.043733	
19000	-44.452204	72	1	0	'0 0 0 0 	0.036135	0.036135	0.036135	0.036135	0.332208	0.257074	0.231542	0.179175	90.574813	
20000	-45.269347	533	1	0	'0 0 0 0 	0.045549	0.045549	0.045549	0.045549	0.386558	0.303991	0.173226	0.136225	97.127120	
