Options:
Model:                           Discrete: Independent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  Nep_55spp_Lid_loading_angle_1=0_both.txt
Log File Name:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            740966488
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
11000	-52.274891	836	1	0	'0 0 0 0 	0.047054	0.047054	0.047054	0.047054	0.421044	0.254677	0.202059	0.122220	59.988191	
12000	-53.186348	521	1	0	'0 0 0 0 	0.031135	0.031135	0.031135	0.031135	0.517427	0.268550	0.140896	0.073127	39.120950	
13000	-51.740154	860	1	0	'0 0 0 0 	0.047841	0.047841	0.047841	0.047841	0.497448	0.279682	0.142661	0.080209	22.882868	
14000	-52.927603	59	1	0	'0 0 0 0 	0.060957	0.060957	0.060957	0.060957	0.480438	0.280260	0.151137	0.088165	13.189354	
15000	-51.535655	929	1	0	'0 0 0 0 	0.093416	0.093416	0.093416	0.093416	0.397014	0.262892	0.204608	0.135486	2.045146	
16000	-53.456632	680	1	0	'0 0 0 0 	0.098319	0.098319	0.098319	0.098319	0.396882	0.262373	0.205134	0.135611	9.821474	
17000	-52.195196	898	1	0	'0 0 0 0 	0.060962	0.060962	0.060962	0.060962	0.426215	0.263874	0.191409	0.118503	1.180369	
18000	-51.844045	277	2	0	'1 0 1 0 	6.833748	21.678563	6.833748	21.678563	0.250000	0.250000	0.250000	0.250000	20.200660	
19000	-53.059038	61	2	0	'0 1 0 1 	31.418528	85.524580	31.418528	85.524580	0.250000	0.250000	0.250000	0.250000	27.050239	
20000	-51.320708	402	2	0	'0 1 0 1 	5.635612	19.693019	5.635612	19.693019	0.250000	0.250000	0.250000	0.250000	14.530102	
21000	-50.785336	633	2	0	'0 1 0 1 	3.891130	18.313399	3.891130	18.313399	0.250000	0.250000	0.250000	0.250000	23.076733	
22000	-51.679967	289	2	0	'0 1 0 1 	13.628252	44.412077	13.628252	44.412077	0.250000	0.250000	0.250000	0.250000	31.595033	
23000	-51.538718	49	2	0	'0 1 0 1 	13.347813	82.500824	13.347813	82.500824	0.250000	0.250000	0.250000	0.250000	40.539491	
24000	-50.774200	140	2	0	'0 1 0 1 	12.388760	54.369180	12.388760	54.369180	0.250000	0.250000	0.250000	0.250000	27.072867	
25000	-50.771191	242	2	0	'0 1 0 1 	14.943984	66.165730	14.943984	66.165730	0.250000	0.250000	0.250000	0.250000	30.443186	
26000	-50.774778	446	2	0	'0 1 0 1 	4.634405	21.416570	4.634405	21.416570	0.250000	0.250000	0.250000	0.250000	20.863839	
27000	-50.911923	743	2	0	'0 1 0 1 	4.641680	18.334748	4.641680	18.334748	0.250000	0.250000	0.250000	0.250000	24.499270	
28000	-51.346835	742	2	0	'0 1 0 1 	0.659203	2.424251	0.659203	2.424251	0.250000	0.250000	0.250000	0.250000	6.685218	
29000	-50.775167	413	2	0	'0 1 0 1 	5.466258	25.283168	5.466258	25.283168	0.250000	0.250000	0.250000	0.250000	17.741686	
30000	-51.248182	197	2	0	'0 1 0 1 	10.553747	60.892589	10.553747	60.892589	0.250000	0.250000	0.250000	0.250000	28.492219	
31000	-50.908911	284	2	0	'0 1 0 1 	0.560787	2.738172	0.560787	2.738172	0.250000	0.250000	0.250000	0.250000	6.217125	
32000	-51.382004	270	2	0	'0 1 0 1 	0.953345	4.738985	0.953345	4.738985	0.250000	0.250000	0.250000	0.250000	21.954605	
33000	-51.449093	505	3	0	'0 2 0 1 	3.895911	28.951861	3.895911	8.964733	0.250000	0.250000	0.250000	0.250000	22.304433	
34000	-50.867578	93	2	0	'0 1 0 1 	12.475336	50.366640	12.475336	50.366640	0.250000	0.250000	0.250000	0.250000	20.424257	
35000	-51.464218	558	2	0	'0 1 0 1 	18.879533	64.014402	18.879533	64.014402	0.250000	0.250000	0.250000	0.250000	64.324714	
36000	-51.858430	405	2	0	'0 1 0 1 	19.732017	62.454670	19.732017	62.454670	0.250000	0.250000	0.250000	0.250000	74.490316	
37000	-50.846883	204	2	0	'0 1 0 1 	11.159506	45.595550	11.159506	45.595550	0.250000	0.250000	0.250000	0.250000	87.649986	
38000	-50.826706	485	2	0	'0 1 0 1 	7.594276	37.195736	7.594276	37.195736	0.250000	0.250000	0.250000	0.250000	89.745816	
39000	-50.872010	624	2	0	'0 1 0 1 	14.991032	60.379377	14.991032	60.379377	0.250000	0.250000	0.250000	0.250000	95.686108	
40000	-51.469216	442	2	0	'0 1 0 1 	25.899992	87.731856	25.899992	87.731856	0.250000	0.250000	0.250000	0.250000	97.266303	
41000	-50.830386	763	2	0	'0 1 0 1 	7.008159	28.943204	7.008159	28.943204	0.250000	0.250000	0.250000	0.250000	82.991269	
42000	-51.098776	356	2	0	'0 1 0 1 	10.083784	55.713926	10.083784	55.713926	0.250000	0.250000	0.250000	0.250000	84.722348	
43000	-51.484956	292	2	0	'0 1 0 1 	27.139624	91.647735	27.139624	91.647735	0.250000	0.250000	0.250000	0.250000	84.080921	
44000	-50.858871	55	2	0	'0 1 0 1 	8.891346	44.484297	8.891346	44.484297	0.250000	0.250000	0.250000	0.250000	80.792486	
